RegionID	chr	start	end	Entropy	5637_value	SV_HUC_1_value	T24_value	UM_UC_3_value	
QDMR_27873	chr22	49928922	49929803	0.443	0.0	0.446873789	0.84	0.805272109	
QDMR_16096	chr11	94512380	94512725	0.444	0.01198868	0.087407318	0.047785929	0.66034512	
QDMR_24888	chr19	35740285	35741318	0.444	0.048133611	0.042791839	0.022051386	0.539219599	
QDMR_29355	chr8_KI270926v1_alt	113935	114255	0.444	0.4425548	0.08779383	0.425128993	0.855385918	
QDMR_29669	chr15_KI270905v1_alt	2647370	2647760	0.444	0.358974359	0.0	0.833922559	0.0	
QDMR_492	chr1	15584593	15585113	0.445	0.079437229	0.543782584	0.65374504	0.890316038	
QDMR_2384	chr1	228637251	228637729	0.445	0.703662518	0.668519784	0.590917575	0.0	
QDMR_5917	chr4	73869201	73869827	0.445	0.522127115	0.034567901	0.011645963	0.031372549	
QDMR_10821	chr8	37841328	37842413	0.445	0.128958333	0.516339636	0.738342007	0.964930768	
QDMR_11092	chr8	94641670	94642505	0.445	0.020701693	0.021672634	0.480224729	0.867895853	
QDMR_11514	chr9	112916	114839	0.445	0.672655806	0.137282594	0.900982444	0.937658993	
QDMR_13563	chrX	153517479	153518403	0.445	0.0	0.0	0.236363636	0.795298123	
QDMR_17085	chr12	104303570	104304206	0.445	0.962565544	0.972280193	0.941908934	0.441094082	
QDMR_1177	chr1	55039387	55040342	0.446	0.035935802	0.082781238	0.048179239	0.621191595	
QDMR_4006	chr2	231900536	231900781	0.446	0.810696438	0.244838848	0.026523687	0.057299499	
QDMR_7096	chr5	135491689	135491954	0.446	0.254971989	0.076092331	0.525535808	0.915897553	
QDMR_14618	chr10	102869281	102869722	0.446	0.096411483	0.275537887	0.927667848	0.95173513	
QDMR_3405	chr2	121284490	121285517	0.447	0.035607053	0.02701092	0.314579471	0.837140779	
QDMR_4374	chr3	28575172	28576479	0.447	0.580927387	0.038190243	0.881324202	0.294855744	
QDMR_6245	chr4	154626832	154627170	0.447	0.612983241	0.034238505	0.790172797	0.737437254	
QDMR_11608	chr9	21031439	21031824	0.447	0.355410794	0.324465989	0.171783972	0.93638924	
QDMR_14281	chr10	69451360	69452024	0.447	0.037022183	0.02164544	0.084086539	0.646334148	
QDMR_17162	chr12	111766694	111767175	0.447	0.861038961	0.094753572	0.402724353	0.944978178	
QDMR_29493	chr11_KI270902v1_alt	105985	106392	0.447	0.0	0.85	0.514266818	0.0	
QDMR_11002	chr8	71843548	71844432	0.448	0.917923153	0.095913051	0.879628691	0.59704999	
QDMR_11944	chr9	89604856	89606496	0.448	0.095615387	0.024492142	0.584752781	0.875397707	
QDMR_26188	chr20	30894675	30894885	0.448	0.601357323	0.110345842	0.585338443	0.880023825	
QDMR_3380	chr2	119431446	119432189	0.449	0.061864826	0.11596754	0.059279824	0.683281269	
QDMR_8237	chr6	45421683	45423909	0.449	0.018979266	0.027576602	0.034968941	0.497730545	
QDMR_20295	chr16	15856982	15857409	0.449	0.391468609	0.009387035	0.794297056	0.349702961	
QDMR_27482	chr22	29310510	29310720	0.449	0.0	0.7	0.52420307	0.795238095	
QDMR_14224	chr10	50991196	50992005	0.450	0.009432234	0.026843885	0.854349827	0.461657764	
QDMR_24848	chr19	34677240	34678074	0.450	0.047532103	0.008753284	0.049482444	0.57340557	
QDMR_26181	chr20	30724087	30724425	0.450	0.475	0.0	0.0	0.0	
QDMR_4306	chr3	13419470	13420646	0.451	0.270582593	0.050754148	0.350009882	0.838534652	
QDMR_6701	chr5	42995020	42995313	0.451	0.958098671	0.106232138	0.371086155	0.957216868	
QDMR_8696	chr6	156719849	156720204	0.451	0.017426408	0.03069189	0.013799909	0.490840453	
QDMR_9468	chr7	39413916	39414692	0.451	0.12248054	0.078374957	0.689572266	0.13617372	
QDMR_9559	chr7	54697733	54697944	0.451	0.474747475	0.0	0.0	0.0	
QDMR_28988	chr6_GL000256v2_alt	95421	95690	0.451	0.0	0.474325674	0.816883117	0.831144781	
QDMR_3232	chr2	98346410	98347724	0.452	0.705320893	0.135295734	0.839320613	0.897193286	
QDMR_6046	chr4	105146039	105146811	0.452	0.015892063	0.222943652	0.337182402	0.820294785	
QDMR_10468	chr7	159143815	159145800	0.452	0.795705916	0.219329853	0.847634164	0.886984884	
QDMR_15393	chr11	30584457	30584696	0.452	0.01722408	0.094285714	0.854353339	0.416339216	
QDMR_19673	chr15	90884209	90884619	0.452	0.126984127	0.733333333	0.0	0.0	
QDMR_19844	chr16	641597	642700	0.452	0.02967033	0.046456229	0.03234767	0.50719697	
QDMR_27754	chr22	44916338	44916595	0.452	0.192876344	0.815065343	0.773379121	0.936666667	
QDMR_4025	chr2	232875958	232877169	0.453	0.127210884	0.207528147	0.442797242	0.944221621	
QDMR_6156	chr4	133150507	133152473	0.453	0.580039834	0.121014464	0.946103606	0.955571536	
QDMR_7156	chr5	140145853	140146642	0.453	0.128710262	0.27793509	0.388803021	0.904733287	
QDMR_7939	chr6	29864072	29864309	0.453	0.0	0.473333333	0.0	0.0	
QDMR_13259	chrX	83510434	83510768	0.453	0.552110139	0.114596034	0.884452046	0.951814174	
QDMR_1648	chr1	148032918	148033191	0.454	0.947001368	0.276246796	0.876643227	0.85649866	
QDMR_3364	chr2	118835026	118836269	0.454	0.170479699	0.220463651	0.13203762	0.795071118	
QDMR_19413	chr15	67833684	67834231	0.454	0.11322998	0.349629734	0.274310959	0.887499371	
QDMR_23351	chr18	79458227	79458866	0.454	0.114058517	0.541889311	0.044228031	0.89037736	
QDMR_29227	chr8_KI270815v1_alt	104737	105087	0.454	0.958360149	0.920592747	0.375167177	0.974324323	
QDMR_29836	chr17_KI270857v1_alt	29552	30329	0.454	0.007398448	0.040016971	0.040570263	0.548395027	
QDMR_3286	chr2	106487250	106487597	0.455	0.0	0.053535354	0.571386342	0.84959424	
QDMR_14957	chr10	133229717	133231488	0.455	0.881405943	0.19237515	0.78992812	0.788924301	
QDMR_23107	chr18	35376800	35377442	0.455	0.07525056	0.078703631	0.085773409	0.549425786	
QDMR_27825	chr22	48575045	48577135	0.455	0.961427461	0.114193201	0.905908886	0.441701248	
QDMR_17190	chr12	113479589	113480302	0.456	0.6249408	0.11529872	0.660588589	0.650091675	
QDMR_20348	chr16	21283659	21284093	0.456	0.047619048	0.277753272	0.89830941	0.811801913	
QDMR_12315	chr9	128250175	128251150	0.457	0.942388517	0.401752639	0.967478935	0.993055556	
QDMR_16927	chr12	62631808	62632433	0.457	0.477070508	0.094494486	0.923700549	0.938070417	
QDMR_21013	chr16	85898515	85899336	0.457	0.52258676	0.036733826	0.851111096	0.861704567	
QDMR_22245	chr17	48754747	48755270	0.457	0.74629542	0.178765615	0.957233167	0.936273515	
QDMR_2229	chr1	217089656	217089872	0.458	0.062143224	0.020168067	0.004338402	0.610364863	
QDMR_6076	chr4	110636780	110637289	0.458	0.015756303	0.024659245	0.86887923	0.818404717	
QDMR_6309	chr4	176001322	176001669	0.458	0.132740189	0.441578464	0.900603128	0.412915911	
QDMR_11971	chr9	93058462	93059183	0.458	0.096934866	0.097281385	0.37524897	0.9	
QDMR_14038	chr10	23693453	23693660	0.458	0.834228845	0.165580946	0.792563736	0.740222605	
QDMR_14540	chr10	100724023	100724719	0.458	0.809397651	0.321980615	0.805456159	0.830142685	
QDMR_20711	chr16	56657777	56658122	0.458	0.011904762	0.033585632	0.031201066	0.513056111	
QDMR_24741	chr19	21483287	21484074	0.458	0.813441768	0.834612971	0.2877379	0.85608031	
QDMR_3986	chr2	231037311	231038407	0.459	0.885714286	0.205700799	0.949998531	0.775238095	
QDMR_16163	chr11	113387721	113388099	0.459	0.036231884	0.828053087	0.545136695	0.681781354	
QDMR_23655	chr19	1496347	1496682	0.459	0.121051207	0.769149669	0.530683492	0.953111095	
QDMR_6343	chr4	184825403	184826673	0.460	0.179156224	0.330382467	0.191710336	0.924756499	
QDMR_6412	chr5	169463	169683	0.460	0.919437175	0.910805742	0.228478562	0.823530762	
QDMR_18924	chr14	105150650	105150972	0.460	0.914285714	0.95	0.320940171	0.881161236	
QDMR_24324	chr19	11382808	11383687	0.460	0.102291839	0.164802119	0.028197865	0.739547727	
QDMR_24352	chr19	11965214	11965551	0.460	0.0	0.033081139	0.498980755	0.845	
QDMR_26880	chr21	18244781	18245557	0.460	0.576069334	0.046474857	0.731100719	0.824459166	
QDMR_28025	chr1_KI270759v1_alt	284401	284638	0.460	0.0	0.470238095	0.0	0.0	
QDMR_10724	chr8	22551159	22552122	0.461	0.202374849	0.729265699	0.849192773	0.966571422	
QDMR_11728	chr9	37036480	37038344	0.461	0.7591782	0.188590263	0.815910753	0.841913037	
QDMR_12346	chr9	129383297	129384049	0.461	0.078750351	0.053848295	0.265336368	0.83030414	
QDMR_3861	chr2	215435544	215436137	0.462	0.005804912	0.018407203	0.017269668	0.478020716	
QDMR_6108	chr4	121380412	121381135	0.462	0.45616882	0.112454336	0.928250224	0.283355834	
QDMR_21624	chr17	16568760	16569486	0.462	0.175606611	0.046740253	0.866953779	0.390446429	
QDMR_27421	chr22	23838304	23839479	0.462	0.160144694	0.501028321	0.614970183	0.972212895	
QDMR_5928	chr4	75630182	75630895	0.463	0.068077762	0.024112154	0.872712751	0.637609889	
QDMR_9432	chr7	32298371	32299113	0.464	0.473855883	0.058433086	0.816908244	0.490608611	
QDMR_27322	chr22	19760491	19761666	0.464	0.171666667	0.522126494	0.597256399	0.969117647	
QDMR_28064	chr1_KI270765v1_alt	72141	72538	0.464	0.582469911	0.0	0.84	0.266666667	
QDMR_29128	chr7_KI270803v1_alt	819852	820537	0.464	0.028571429	0.80515873	0.302631579	0.301031862	
QDMR_3579	chr2	156435590	156436497	0.465	0.005600169	0.016592495	0.013007926	0.475473403	
QDMR_13472	chrX	135421713	135422640	0.465	0.035714286	0.847619048	0.597246781	0.0	
QDMR_25821	chr19	56538306	56539277	0.465	0.614325003	0.013126964	0.845460943	0.373127251	
QDMR_29728	chr16_KI270853v1_alt	1514975	1515401	0.465	0.329532086	0.040874933	0.841093178	0.136507937	
QDMR_6074	chr4	110631923	110633054	0.466	0.645154475	0.098118213	0.744573436	0.845541503	
QDMR_13837	chr10	75234134	75236195	0.466	0.013939029	0.033575174	0.020048121	0.488609684	
QDMR_11243	chr8	134463975	134466776	0.467	0.466666667	0.0	0.0	0.0	
QDMR_14993	chr10	133637379	133638363	0.467	0.466666667	0.0	0.0	0.0	
QDMR_15334	chr11	17734509	17736739	0.467	0.862749582	0.361212541	0.869045379	0.89720309	
QDMR_25828	chr19	56671519	56672007	0.467	0.747029342	0.158752704	0.83912775	0.865879886	
QDMR_30332	chr22_KI270875v1_alt	194636	194948	0.467	0.0	0.826530612	0.356709957	0.0	
QDMR_1771	chr1	154328499	154329052	0.468	0.514670555	0.705709893	0.134194029	0.958995823	
QDMR_8087	chr6	35182194	35182614	0.468	0.449787802	0.109254489	0.122047442	0.931384409	
QDMR_14855	chr10	132226694	132226914	0.469	0.244040404	0.816992903	0.868229167	0.935674829	
QDMR_16147	chr11	111512443	111513167	0.469	0.949879952	0.408919163	0.956638651	0.918154598	
QDMR_17649	chr13	23159669	23160677	0.469	0.64481007	0.03837447	0.810517196	0.54271721	
QDMR_24606	chr19	17766659	17766968	0.469	0.018775453	0.076533139	0.028647368	0.626911642	
QDMR_25874	chr19	58033747	58034529	0.469	0.819584881	0.247119903	0.974107143	0.91783064	
QDMR_27487	chr22	29479930	29481253	0.469	0.901887941	0.390666078	0.886699257	0.91928151	
QDMR_29001	chr6_GL000256v2_alt	1054920	1055608	0.469	0.4	0.017857143	0.833333333	0.0	
QDMR_30427	chr15_KI270727v1_random	71665	72521	0.469	0.0	0.8	0.5	0.661128088	
QDMR_5601	chr4	3765345	3768062	0.470	0.840412669	0.265781706	0.816902658	0.88075946	
QDMR_9639	chr7	63926230	63926507	0.470	0.3609292	0.009023909	0.738642418	0.848461473	
QDMR_11425	chr8	143950281	143950795	0.470	0.855827378	0.856094472	0.107326051	0.006958393	
QDMR_12406	chr9	131502806	131503405	0.470	0.006438006	0.12743794	0.015209171	0.723315072	
QDMR_21019	chr16	86497141	86499388	0.470	0.711368292	0.135569838	0.749579332	0.868208082	
QDMR_24024	chr19	5048414	5048804	0.470	0.178484848	0.95959596	0.909545455	0.7181935	
QDMR_13506	chrX	140503702	140506413	0.471	0.718467836	0.144601778	0.815499876	0.867845082	
QDMR_1707	chr1	150281954	150282226	0.472	0.698750289	0.043541766	0.809553313	0.56515961	
QDMR_5288	chr3	192514283	192515348	0.472	0.498039219	0.101878435	0.858129391	0.493417422	
QDMR_18972	chr14	105713480	105713681	0.472	0.332954545	0.75	0.0	0.840816327	
QDMR_27745	chr22	44330736	44332058	0.472	0.921132376	0.359786057	0.919191221	0.98125	
QDMR_22254	chr17	49035894	49036128	0.473	0.596934061	0.721071122	0.788980938	0.039164781	
QDMR_22499	chr17	74852027	74852762	0.473	0.571111111	0.577777778	0.769703244	0.0	
QDMR_26987	chr21	41426219	41426957	0.473	0.339555263	0.061827786	0.1266801	0.856078832	
QDMR_7826	chr6	25991953	25992936	0.474	0.002592058	0.001936813	0.010847517	0.466337445	
QDMR_17823	chr13	49220250	49221406	0.474	0.899046867	0.338988925	0.919137748	0.976064208	
QDMR_20672	chr16	51113579	51114033	0.474	0.704435353	0.237194132	0.699094338	0.719478774	
QDMR_21349	chr17	1574753	1574965	0.474	0.0	0.682527739	0.377750644	0.833573834	
QDMR_21464	chr17	6555809	6556604	0.474	0.012987013	0.0	0.014136905	0.466856061	
QDMR_722	chr1	26620353	26621585	0.475	0.012278811	0.017588874	0.013238916	0.475975736	
QDMR_2460	chr1	240091659	240093763	0.475	0.675489773	0.152458809	0.916395963	0.756995461	
QDMR_3847	chr2	209423689	209424074	0.475	0.0	0.024693841	0.012124808	0.491169412	
QDMR_4257	chr3	9946211	9947935	0.475	0.182735656	0.039849893	0.752648696	0.095455925	
QDMR_9319	chr7	20330380	20331881	0.475	0.010154677	0.020241047	0.018230708	0.475195157	
QDMR_10843	chr8	41308333	41309621	0.475	0.484230232	0.024673886	0.851473067	0.262500369	
QDMR_18456	chr14	58395823	58396491	0.475	0.005830904	0.026586563	0.110773668	0.695186689	
QDMR_6258	chr4	157222144	157222901	0.476	0.464455179	0.099621762	0.938344938	0.921590748	
QDMR_11595	chr9	18438558	18438804	0.477	0.925582253	0.424783695	0.962203181	0.955838531	
QDMR_15177	chr11	2155609	2155813	0.477	0.698767007	0.945811658	0.167063492	0.687278139	
QDMR_21543	chr17	8109854	8110466	0.477	0.115006447	0.803326177	0.517319833	0.945217041	
QDMR_9851	chr7	95396247	95396810	0.478	0.903257056	0.316152771	0.886259921	0.849683974	
QDMR_13507	chrX	140507805	140508315	0.478	0.667146929	0.171909362	0.795746197	0.961674437	
QDMR_17894	chr13	78595979	78597096	0.478	0.858779975	0.308334128	0.902093248	0.846192371	
QDMR_26117	chr20	22578915	22579363	0.478	0.881612361	0.194703024	0.807067368	0.764127602	
QDMR_6913	chr5	88689653	88689993	0.479	0.889218548	0.430751421	0.899808508	0.879901598	
QDMR_9044	chr7	1225475	1225743	0.479	0.858237467	0.060958765	0.484448883	0.578838334	
QDMR_9344	chr7	23490815	23491071	0.479	0.169047619	0.79047619	0.687806638	0.928238428	
QDMR_14031	chr10	23172371	23172681	0.479	0.778878796	0.037892965	0.657151572	0.582050049	
QDMR_16521	chr12	12786779	12787457	0.479	0.108829447	0.146409834	0.076269539	0.698720318	
QDMR_22557	chr17	76121427	76122299	0.479	0.0	0.769990079	0.549296814	0.72464986	
QDMR_25606	chr19	50912746	50912993	0.479	0.5	0.195052566	1.0	0.266666667	
QDMR_27747	chr22	44620163	44620608	0.479	0.105187781	0.51703475	0.42837908	0.902261583	
QDMR_1164	chr1	54474673	54475080	0.480	0.125661376	0.261904762	0.748451167	0.968253968	
QDMR_3787	chr2	199470774	199471690	0.480	0.804589255	0.238208731	0.805383116	0.873321676	
QDMR_9795	chr7	77415523	77416672	0.480	0.043095989	0.105405121	0.162944127	0.73070803	
QDMR_14600	chr10	102230456	102232072	0.480	0.407388622	0.126554656	0.405747882	0.888948476	
QDMR_16583	chr12	30200982	30201679	0.480	0.648059166	0.034137427	0.772627667	0.59059398	
QDMR_16814	chr12	53995329	53995736	0.480	0.019487179	0.751439639	0.005709939	0.852054206	
QDMR_2906	chr2	48530072	48530646	0.481	0.021052632	0.0	0.031746032	0.519488536	
QDMR_5488	chr4	1402503	1407942	0.481	0.843640761	0.281581102	0.867631161	0.930504116	
QDMR_9548	chr7	51315614	51317241	0.481	0.255933647	0.02849876	0.443539608	0.847582478	
QDMR_12804	chrX	629694	631462	0.481	0.649536585	0.085821704	0.814612723	0.846466599	
QDMR_27869	chr22	49852942	49854495	0.481	0.014228704	0.03108775	0.020741443	0.47692073	
QDMR_28893	chr6_GL000255v2_alt	1718967	1719730	0.481	0.037037037	0.644364867	0.585416667	0.790656061	
QDMR_29023	chr6_GL000256v2_alt	1558023	1558958	0.481	0.88203602	0.377945023	0.077380952	0.491668464	
QDMR_986	chr1	41516117	41516372	0.482	0.004545455	0.020981007	0.013950617	0.46720458	
QDMR_2786	chr2	27735340	27735856	0.482	0.913203907	0.138595732	0.571904503	0.966543694	
QDMR_10309	chr7	153886232	153888581	0.482	0.661970454	0.121454458	0.783707096	0.871188594	
QDMR_10430	chr7	158310644	158310909	0.482	0.459330144	0.0	0.0	0.0	
QDMR_19314	chr15	57306340	57307115	0.482	0.303621276	0.221187969	0.282933738	0.86317296	
QDMR_19550	chr15	78944698	78945229	0.482	0.026713272	0.016568047	0.260848596	0.8	
QDMR_10226	chr7	149692609	149692885	0.483	0.91449237	0.374787998	0.953894942	0.974493056	
QDMR_19098	chr15	30883092	30883320	0.483	0.088359788	0.8125	0.33106576	0.0	
QDMR_20361	chr16	22162357	22162599	0.483	0.875	0.062865497	0.388888889	0.123809524	
QDMR_22485	chr17	74351785	74352183	0.483	0.0	0.5	0.826190476	0.27022607	
QDMR_1521	chr1	120700910	120701272	0.484	0.469259224	0.013014331	0.6	0.815367445	
QDMR_5172	chr3	170908042	170909052	0.484	0.184711872	0.231860951	0.240554838	0.774891142	
QDMR_6050	chr4	107035398	107036288	0.484	0.2753124	0.085731843	0.90765831	0.498132571	
QDMR_6966	chr5	111073006	111073341	0.484	0.872616525	0.099313486	0.610624866	0.609326269	
QDMR_8136	chr6	38715173	38715489	0.484	0.0	0.0	0.0	0.458333333	
QDMR_13562	chrX	153474859	153475199	0.484	0.325128205	0.33575906	0.279444273	0.871138932	
QDMR_17581	chr13	112066250	112069268	0.484	0.828447484	0.261613127	0.86581879	0.946234708	
QDMR_23154	chr18	47034654	47035451	0.484	0.0	0.0	0.0	0.458333333	
QDMR_17216	chr12	116508390	116508802	0.485	0.433985118	0.320215072	0.126913319	0.916031798	
QDMR_23081	chr18	27184987	27185543	0.485	0.028571429	0.113803588	0.271658312	0.796877289	
QDMR_21404	chr17	3755178	3755391	0.486	0.0	0.043434343	0.688514516	0.843809524	
QDMR_4156	chr2	240832238	240832777	0.487	0.0	0.29291498	0.788270803	0.37009488	
QDMR_8231	chr6	44297233	44297974	0.487	0.325176759	0.089889789	0.109823008	0.867073139	
QDMR_15296	chr11	13277249	13279046	0.487	0.017633348	0.007162942	0.05293037	0.568812959	
QDMR_20028	chr16	1978986	1980709	0.487	0.29486008	0.857682689	0.89991529	0.954126513	
QDMR_26110	chr20	21521323	21523293	0.487	0.765224714	0.127192253	0.8541189	0.676640621	
QDMR_28349	chr6_GL000251v2_alt	2752001	2753269	0.487	0.0	0.0	0.0	0.457336523	
QDMR_28488	chr6_GL000252v2_alt	51685	51954	0.487	0.0	0.340740741	0.837012987	0.825680272	
QDMR_29351	chr8_KI270926v1_alt	55122	57056	0.487	0.142857143	0.0	0.255555556	0.761640212	
QDMR_4506	chr3	46892256	46892803	0.488	0.022951505	0.101670876	0.044074491	0.660785288	
QDMR_14551	chr10	100969542	100969953	0.488	0.197191307	0.475838038	0.482516231	0.949811319	
QDMR_18994	chr15	88604429	88605967	0.488	0.69249121	0.116986518	0.66478617	0.733699414	
QDMR_22492	chr17	74453843	74454478	0.488	0.163392924	0.145583364	0.171407529	0.636179557	
QDMR_7941	chr6	29926363	29927340	0.489	0.303030303	0.399398659	0.0	0.795897436	
QDMR_73	chr1	1213675	1214144	0.490	0.168831169	0.813677127	0.613609641	0.982792208	
QDMR_4965	chr3	129428386	129428774	0.490	0.479423596	0.638865399	0.029090921	0.836148021	
QDMR_11178	chr8	109975628	109975843	0.490	0.045203979	0.008749495	0.821978703	0.852303462	
QDMR_12224	chr9	124045231	124045453	0.490	0.020305476	0.340810493	0.235158392	0.809904476	
QDMR_3381	chr2	119432454	119432732	0.491	0.342557715	0.871363814	0.073348587	0.912577277	
QDMR_3735	chr2	181683146	181684450	0.491	0.548886152	0.05253563	0.855065766	0.798347024	
QDMR_5086	chr3	147419116	147419541	0.491	0.696095695	0.156577494	0.9336863	0.916781607	
QDMR_14044	chr10	25933992	25935093	0.491	0.685953095	0.090052448	0.850363926	0.627885548	
QDMR_781	chr1	28811989	28812836	0.492	0.0	0.173718427	0.684981551	0.839896215	
QDMR_14736	chr10	120948997	120949386	0.492	0.932009511	0.599252581	0.096823595	0.163214662	
QDMR_1660	chr1	148264740	148265029	0.493	0.568610126	0.029258726	0.550219771	0.802074056	
QDMR_8436	chr6	105136386	105137746	0.493	0.384952915	0.141790816	0.921126607	0.148508279	
QDMR_13161	chrX	57121246	57121564	0.493	0.005695511	0.017149278	0.459360121	0.002604167	
QDMR_14026	chr10	22345071	22345933	0.493	0.959324514	0.494372077	0.941988572	0.945747393	
QDMR_16262	chr11	123301746	123302396	0.493	0.388789594	0.25775605	0.332038323	0.950235803	
QDMR_20480	chr16	30377769	30379310	0.493	0.00583773	0.017685084	0.01152528	0.462617052	
QDMR_24478	chr19	14265876	14266149	0.493	0.13097594	0.686883528	0.842677113	0.7533629	
QDMR_26314	chr20	37598215	37598439	0.493	0.0	0.454545455	0.0	0.0	
QDMR_3697	chr2	176121696	176123530	0.494	0.955129147	0.20282508	0.319845658	0.442190548	
QDMR_14155	chr10	44974574	44974843	0.494	0.363908654	0.292781746	0.037673344	0.815540831	
QDMR_21595	chr17	13600512	13602242	0.494	0.588620105	0.107549462	0.870379428	0.658847666	
QDMR_26343	chr20	41365905	41366876	0.494	0.106011852	0.826839827	0.667929933	0.858119236	
QDMR_776	chr1	28592479	28592942	0.495	0.14361678	0.866162147	0.183783069	0.985152116	
QDMR_3034	chr2	71453428	71454146	0.495	0.144148196	0.775610323	0.630256431	0.935937235	
QDMR_12914	chrX	17860321	17861141	0.495	0.07316724	0.044230769	0.809434688	0.260335785	
QDMR_20673	chr16	51134355	51135199	0.495	0.818087964	0.211128772	0.769477685	0.936375524	
QDMR_21619	chr17	16386763	16387014	0.495	0.016203704	0.038658301	0.010223901	0.507820109	
QDMR_26316	chr20	37902741	37903731	0.495	0.208147321	0.182770822	0.695867138	0.173698782	
QDMR_2616	chr2	5691055	5694076	0.496	0.75707645	0.19566738	0.799632411	0.878282435	
QDMR_24114	chr19	6530815	6531541	0.496	0.46626341	0.016733695	0.021285322	0.011268669	
QDMR_26137	chr20	25083202	25084889	0.496	0.739473756	0.160987233	0.756393024	0.877759014	
QDMR_13241	chrX	74924017	74925309	0.497	0.642046337	0.097076778	0.862648028	0.8280563	
QDMR_13695	chrY	629694	631462	0.497	0.662764559	0.087857585	0.835848818	0.836099533	
QDMR_16686	chr12	49094180	49094444	0.497	0.665030955	0.841717599	0.141046655	0.909927604	
QDMR_8434	chr6	104940315	104941670	0.498	0.957852698	0.368587023	0.934501143	0.899541028	
QDMR_12925	chrX	20116085	20117232	0.498	0.972356096	0.455450734	0.939094911	0.960622504	
QDMR_14797	chr10	127907124	127907973	0.498	0.0	0.033333333	0.0	0.517980296	
QDMR_20251	chr16	11586152	11587419	0.498	0.009158939	0.011651002	0.007250801	0.460121204	
QDMR_23258	chr18	72866730	72869636	0.498	0.246293311	0.164838988	0.362019668	0.902485745	
QDMR_24802	chr19	31348729	31352143	0.498	0.640287901	0.125911645	0.883314066	0.593392084	
QDMR_27054	chr21	43728573	43728864	0.498	0.02037037	0.005	0.010555556	0.45967247	
QDMR_2780	chr2	27442072	27442803	0.499	0.932082218	0.42290874	0.96498556	0.977081995	
QDMR_16809	chr12	53965874	53966122	0.499	0.373472105	0.841155562	0.862947588	0.839046411	
QDMR_23874	chr19	3369479	3369859	0.499	0.46341491	0.876179455	0.050210398	0.857273165	
QDMR_2324	chr1	228058930	228059496	0.500	0.953627017	0.31584509	0.955722539	0.882456077	
QDMR_10766	chr8	26513656	26515314	0.500	0.171546346	0.188901325	0.881304124	0.301604129	
QDMR_14075	chr10	30784906	30785504	0.500	0.13174593	0.349745577	0.632545413	0.957719051	
QDMR_2750	chr2	26401735	26402189	0.501	0.579863824	0.138958982	0.454117156	0.940353689	
QDMR_8951	chr7	452251	452471	0.501	0.0	0.0	0.450671551	0.0	
QDMR_15322	chr11	17013296	17014857	0.501	0.007876835	0.043374841	0.03070132	0.532431012	
QDMR_10479	chr8	544155	546083	0.502	0.487712481	0.032247611	0.774540916	0.473790795	
QDMR_21121	chr16	88558398	88558640	0.502	0.107563025	0.8218145	0.092906977	0.245238095	
QDMR_3826	chr2	206274606	206275307	0.503	0.004700855	0.016190611	0.457694868	0.016342593	
QDMR_12906	chrX	16711802	16712815	0.503	0.042870747	0.014649586	0.175506479	0.745320698	
QDMR_14807	chr10	129466684	129467446	0.503	0.457320422	0.064482182	0.607241819	0.87001883	
QDMR_15332	chr11	17695720	17696220	0.503	0.0	0.45	0.0	0.0	
QDMR_23270	chr18	75915962	75916703	0.503	0.586390866	0.139297414	0.666728566	0.91917354	
QDMR_26850	chr21	9768256	9768477	0.503	0.45	0.0	0.0	0.0	
QDMR_30200	chr19_GL949752v1_alt	885611	885917	0.503	0.0	0.45	0.0	0.0	
QDMR_3951	chr2	222305767	222306421	0.504	0.054257963	0.048304446	0.883332294	0.600110027	
QDMR_5745	chr4	21948462	21949242	0.504	0.886289211	0.247546791	0.910843149	0.813071195	
QDMR_7556	chr5	179138715	179138917	0.504	0.485416667	0.763499817	0.803636364	0.0	
QDMR_9819	chr7	87600743	87600944	0.504	0.790327636	0.041199695	0.047559108	0.222956853	
QDMR_17524	chr12	132446090	132446327	0.504	0.039855928	0.332081381	0.01861742	0.820911484	
QDMR_20792	chr16	67178030	67178490	0.504	0.253420909	0.254078419	0.370175439	0.955072464	
QDMR_25087	chr19	40217197	40218482	0.504	0.811258862	0.155370335	0.663192952	0.922546047	
QDMR_2053	chr1	196878028	196878288	0.505	0.63209101	0.121994949	0.870890909	0.728304924	
QDMR_11852	chr9	68306358	68306561	0.505	0.448717949	0.0	0.0	0.0	
QDMR_12226	chr9	124257771	124258462	0.505	0.010204082	0.45	0.0	0.0	
QDMR_12250	chr9	126222584	126223002	0.505	0.635	0.564382723	0.651767677	0.0	
QDMR_18569	chr14	73591696	73592412	0.505	0.210194065	0.367670726	0.150476409	0.905645021	
QDMR_24881	chr19	35673175	35673384	0.505	0.857557998	0.795206556	0.023351648	0.302955477	
QDMR_25947	chr20	841031	841857	0.505	0.133637813	0.294115666	0.648017014	0.962788323	
QDMR_29077	chr6_GL000256v2_alt	4161710	4162028	0.505	0.75	0.0	0.0	0.838871718	
QDMR_21010	chr16	85750256	85751525	0.506	0.005	0.017823733	0.022773893	0.462836134	
QDMR_26237	chr20	33667005	33668183	0.506	0.298587116	0.885705124	0.133757304	0.970855156	
QDMR_2458	chr1	239386955	239388039	0.507	0.605614448	0.0866718	0.865699695	0.851095293	
QDMR_8590	chr6	136549688	136551007	0.507	0.0099419	0.00989229	0.052611738	0.564936502	
