chr	start	end	5637_value	SV_HUC_1_value	T24_value	UM_UC_3_value
chr1	56477555	56477997	0.174957934	0.199887044	0.150846408	0.690321908
chr1	56578429	56579444	0.026086823	0.014685486	0.012140045	0.027840922
chr1	56644990	56645564	0	0	0.015873016	0
chr1	57422291	57424965	0.071823898	0.065947211	0.655821696	0.369434398
chr1	58249600	58250423	0.637544914	0.018577255	0.763748308	0.312100741
chr1	58546249	58546905	0.00546214	0.024470632	0.002314815	0.011076605
chr1	58576085	58577623	0.014668177	0.008478231	0.072455643	0.965862219
chr1	58781789	58785268	0.014563259	0.009137574	0.010712697	0.011437658
chr1	58814568	58814818	0.007258924	0.014721431	0.027344877	0.985585817
chr1	58815279	58815522	0.020566802	0	0.01148272	0.012030075
chr1	58816217	58816563	0.032278576	0.02082823	0.019202502	0.011080835
chr1	58903699	58904228	0.032422402	0.042814171	0.016572398	0
chr1	59146735	59147051	0.024092574	0.143384067	0	0.013636364
chr1	59296430	59297122	0.012801951	0.007172976	0.009497978	0.004391939
chr1	59814415	59815376	0.004126056	0.121815383	0.684856379	0.432833277
chr1	59926600	59926911	0.00878324	0.014261197	0.026816906	0.0417383
chr1	60073643	60073868	0.606367409	0.096998405	0.83673101	0.655822494
chr1	61042970	61043734	0.25049817	0.028129555	0.341993487	0.602001666
chr1	61050254	61051159	0	0.171428571	0.060359231	0.032154528
chr1	61053680	61054299	0.36613149	0.65057042	0.0815045	0.538889631
chr1	61076865	61077205	0.019230878	0.035896008	0.006827731	0.06893681
chr1	61083081	61083750	0.049734477	0.016782133	0.018866537	0.06173732
chr1	61654202	61654421	0.904761905	0.864940476	0.875894481	0.921831502
chr1	61724975	61725270	0.018879666	0.015309187	0.017156368	0.010028376
chr1	61742155	61743146	0.029302488	0.021111111	0.048906841	0.203795609
chr1	62194883	62195274	0.82372692	0.768161676	0.829810826	0.878575426
chr1	62318465	62319462	0.494882123	0.462085439	0.764693847	0.804101615
chr1	62435980	62437996	0.007680151	0.007589515	0.015448276	0.007510212
chr1	62687709	62688678	0.016806723	0.038130252	0	0.014136905
chr1	63316723	63324800	0.73902807	0.391085803	0.753871358	0.772154865
chr1	63329692	63330469	0.763982557	0.582259401	0.889320021	0.780739449
chr1	63367438	63368150	0.0229248	0.014767229	0.025414327	0.008531624
chr1	63593266	63594242	0.013759529	0.012395868	0.02631984	0.014061001
chr1	63773794	63775108	0.002824859	0.008928571	0.010518484	0.03548429
chr1	64469871	64470931	0.000455373	0.016368679	0.023363683	0.041458524
chr1	64505675	64505921	0.071428571	0.428571429	0.242857143	0.904751462
chr1	64744599	64745555	0.003830228	0.009956275	0.008744856	0.013865878
chr1	64965772	64966931	0.02437842	0.075638531	0.021868911	0.068577368
chr1	65002589	65003145	0.015527896	0.022148992	0.029413636	0.004841582
chr1	65066587	65068282	0.03047619	0.002166691	0.025246805	0.006106831
chr1	65147358	65149215	0.007276323	0.01392571	0.04040948	0.027902564
chr1	65254291	65254909	0.014756944	0	0.033333333	0.02969544
chr1	65265728	65266166	0.94196133	0.067804845	0.970280893	0.919320488
chr1	65309333	65310063	0.118177077	0.016566767	0.024549145	0.598003201
chr1	65420173	65421021	0.005525576	0.012492974	0.014363878	0.013102643
chr1	65525318	65526128	0.824760559	0.297780538	0.96436961	0.871041701
chr1	65792757	65793235	0.775318446	0.148065621	0.93233179	0.535426657
chr1	66533045	66533377	0.882806928	0.573129104	0.943966708	0.929505081
chr1	66752396	66752610	0.902621844	0.410483488	0.885234324	0.717242843
chr1	66925197	66925426	0.006060606	0.005674242	0.010232198	0.010263225
chr1	66930000	66930800	0.011351257	0.016450274	0.04709156	0.030207251
chr1	67053862	67054456	0.012958437	0.01648494	0.009182432	0.014591232
chr1	67134707	67135032	0.91689277	0.837625729	0.91858377	0.859709467
chr1	67429452	67431143	0.009007423	0.012499331	0.011368514	0.010145061
chr1	67685230	67686587	0.015401084	0.011163635	0.015633864	0.012103206
chr1	67832688	67833768	0.079118703	0.074401644	0.012114841	0.019784711
chr1	68046960	68047322	0.811218194	0.533815157	0.915331794	0.846415291
chr1	68050553	68050790	0.785125539	0.513107074	0.375601632	0.916352111
chr1	68051571	68051791	0.898724715	0.936802468	0.958934133	0.94627227
chr1	68163316	68163519	1	0.939367414	0.977279822	0.985347985
chr1	68230925	68231945	0.015988265	0.05589042	0.028972472	0.359282073
chr1	68496600	68497323	0.010443612	0.014998715	0.007651116	0.010308928
chr1	69567284	69568812	0.020983176	0.051002123	0.426811686	0.219301961
chr1	69919360	69919587	0.886678714	0.72967697	0.92381878	0.808340914
chr1	70205500	70205759	0.007547361	0.013986827	0.015960979	0.011620673
chr1	70354050	70355036	0.008160336	0.008853649	0.016223452	0.011591298
chr1	70410939	70411408	0.009867528	0.008733232	0.012608496	0.01096215
chr1	71046541	71048121	0.617041481	0.173973528	0.818872866	0.660909555
chr1	71080803	71081100	0.011634837	0.008446668	0.010860071	0.007816648
chr1	72283326	72284053	0.013094229	0.013792476	0.015937755	0.010681252
chr1	74198142	74198351	0.008166996	0.01632573	0.013646784	0.010656998
chr1	75125132	75125669	0.705064022	0.50988777	0.921880555	0.829078005
chr1	75130128	75130477	0.685552778	0.275734521	0.907386162	0.858636516
chr1	75131038	75131262	0.562621433	0.037008355	0.855351436	0.764388698
chr1	75134989	75135730	0.688696779	0.248249162	0.851249762	0.875182787
chr1	75136313	75137124	0.779408747	0.148440321	0.924551538	0.939045247
chr1	75614769	75615123	0.288977643	0.13903987	0.034090037	0.048213594
chr1	75615693	75616680	0.159788565	0.226118915	0.120152667	0.524703251
chr1	75724231	75725045	0.005975703	0.0145531	0.007460828	0.009897167
chr1	75796851	75797218	0.986964529	0.979329251	0.935965072	0.940802244
chr1	76867426	76868849	0.477239083	0.015091951	0.896581118	0.105685379
chr1	77219311	77219567	0.013726871	0.014344605	0.013313158	0.007986736
chr1	77281688	77282539	0.151111595	0.026502461	0.049030381	0.17907094
chr1	77682532	77683733	0.012507596	0.009868618	0.025971932	0.008809206
chr1	77759158	77759965	0.032399256	0.02837957	0.025361709	0.015346268
chr1	77811681	77811922	0.922516915	0.743947124	0.689058957	0.952318984
chr1	77888696	77888988	0.024039811	0.012224782	0.005031873	0.003952569
chr1	77978619	77978921	0.010620383	0.009853453	0.009992645	0.007951981
chr1	77979079	77979597	0.007153498	0.005098378	0.012364304	0.011227448
chr1	78045893	78046477	0.074847412	0.29244459	0.594421592	0.969252267
chr1	78490939	78491831	0.021250409	0.049612226	0.912408436	0.105344662
chr1	79006596	79006852	0.880641517	0.202637112	0.942358842	0.855251705
chr1	80330972	80331201	0	0	0	0
chr1	81800313	81803363	0.025529878	0.021628753	0.018203056	0.019333239
chr1	83860584	83861155	0.055425481	0.019222524	0.782899725	0.745561838
chr1	83998540	83999549	0.063052877	0.09157253	0.01574512	0.030429788
chr1	84077463	84078578	0.00889072	0.020274764	0.014442721	0.011267289
chr1	84298425	84299223	0.007916245	0.015435639	0.014811237	0.011509879
chr1	84479249	84479667	0.008160673	0.00794369	0.004598735	0.00719295
chr1	84505661	84506808	0.002840909	0.010223125	0.007464458	0.013045343
chr1	84574142	84574661	0.025081496	0.012815699	0.010936896	0.027870744
chr1	84620638	84621093	0.013641757	0.044821262	0.016896607	0.016315359
chr1	84689922	84690657	0	0.037295305	0.011572004	0.044782367
chr1	84754335	84754655	0.895715358	0.822403168	0.900804365	0.880726286
chr1	84892676	84893504	0.220775457	0.161044118	0.261180396	0.638830691
chr1	84996902	84997752	0.009536148	0.042917024	0.043329906	0.08663266
chr1	84998201	84998484	0.233592218	0.309783909	0.677067423	0.363848207
chr1	85047826	85048872	0.269691758	0.081267498	0.313621104	0.67494284
chr1	85200135	85201967	0.009991196	0.018343948	0.008875659	0.16317997
chr1	85259018	85259841	0.013603422	0.021291715	0.01195824	0.022206982
chr1	85276182	85276852	0.011210766	0.011351628	0.017467783	0.008754797
chr1	85464257	85465485	0.007148931	0.007910557	0.014326307	0.037533446
chr1	85576546	85577252	0.014957265	0.011024025	0.005787037	0.009309133
chr1	85580679	85581557	0.005934936	0.009115878	0.012741236	0.015006461
chr1	85616017	85616350	0.824596402	0.957943327	0.989709017	0.96478333
chr1	85708358	85708570	0.019345212	0.006908163	0.014725775	0.017115177
chr1	86155595	86156219	0.078995885	0.204154244	0.511342481	0.87296523
chr1	86156615	86157188	0.296280549	0.37188374	0.810671405	0.92381571
chr1	86395883	86396400	0.007453416	0.014093067	0.032030612	0.011885025
chr1	86552985	86553493	0.955907836	0.728855119	0.852782191	0.835841771
chr1	86704192	86705332	0.012388719	0.010062438	0.006647523	0.037211628
chr1	86914479	86915531	0.003029527	0.032077617	0.010447588	0.047207491
chr1	87131860	87132832	0.632040819	0.537836046	0.591583403	0.55909887
chr1	87151470	87151734	0.85490819	0.80378284	0.841830538	0.865592977
chr1	87152009	87152303	0.028485941	0.237319455	0.16773272	0.884188209
chr1	87328119	87329459	0.018084467	0.006051379	0.016010738	0.016143949
chr1	87331699	87332201	0.017975974	0.140687124	0.051295781	0.38227058
chr1	87335152	87335549	0.007142857	0	0	0
chr1	88462600	88463077	0.152782093	0.021176763	0.066736361	0.402770628
chr1	88683932	88685035	0.011411411	0	0.011025828	0.02877719
chr1	88891280	88891708	0.014469655	0.008638898	0.015166316	0.012894265
chr1	88992351	88992921	0.012743124	0.012058706	0.020125584	0.005992585
chr1	89524251	89525427	0.097722122	0.054503948	0.146262813	0.165119695
chr1	89632671	89633733	0.02447199	0.013934426	0.014955525	0.008482364
chr1	89763185	89763614	0.128912441	0.130482791	0.051579231	0.523009427
chr1	89820630	89821928	0.007564204	0.009593919	0.030358518	0.055382451
chr1	89843280	89844047	0.021967125	0.014372333	0.008264463	0.025565762
chr1	89994840	89995678	0.01100118	0.016038565	0.013048593	0.018199056
chr1	90706545	90707214	0.403530291	0.236735853	0.847209145	0.888956796
chr1	90710847	90711144	0.543137255	0.234567901	0.656547619	0.810912679
chr1	90716540	90718983	0.790045616	0.107705942	0.910292526	0.899625265
chr1	90719599	90720020	0.821401854	0.688403785	0.863572336	0.936077559
chr1	90723582	90723843	0.90531652	0.657251974	0.915205149	0.901816244
chr1	90724932	90727247	0.672072408	0.437299397	0.882235687	0.879389387
chr1	90835422	90836334	0.703409185	0.896678457	0.952677192	0.86886832
chr1	90850692	90851833	0.406379077	0.018881344	0.026918535	0.704674528
chr1	90893565	90894006	0.979177499	0.965121867	0.970776553	0.948468187
chr1	91021601	91022250	0.008333333	0.009912953	0.014283352	0.01296456
chr1	91404319	91404833	0.033883176	0.03938703	0.018528068	0.060853723
chr1	91500706	91501442	0.008088813	0.00666184	0.008250026	0.02353478
chr1	91535466	91535887	0.935542163	0.964516012	0.94707662	0.964781649
chr1	91546272	91546505	0.606574329	0.891592152	0.82046835	0.70229652
chr1	91546779	91547099	0.851327278	0.872250966	0.923067954	0.898742586
chr1	91885356	91886528	0.026691238	0.012086004	0.014668262	0.023778851
chr1	91949161	91949429	0.888388835	0.89487598	0.837769018	0.88132896
chr1	92029810	92030407	0.005668447	0.026809796	0.036537755	0.879037521
chr1	92080262	92080923	0.014049985	0.004943523	0.018047496	0.033733072
chr1	92217881	92218125	0.927008533	0.878064353	0.945630572	0.878778649
chr1	92298616	92299369	0.015877538	0.021668112	0.011830307	0.011978146
chr1	92480309	92487052	0.270266366	0.245551102	0.585389542	0.813968215
chr1	92784381	92785539	0.018211465	0.012885497	0.021293197	0.032840285
chr1	92831941	92832565	0.012330063	0.010593246	0.008352348	0.010862352
chr1	92960955	92962197	0	0.030345472	0.021209051	0.050468592
chr1	93079001	93079475	0.007532	0.009525744	0.010692588	0.013735455
chr1	93180115	93180914	0.016893274	0.014710613	0.016040509	0.01158009
chr1	93345661	93346383	0.008652212	0.019673407	0.014715771	0.012651151
chr1	93447912	93448967	0.016015132	0.003571429	0.005639098	0.002136752
chr1	93680765	93681948	0.018219419	0.012557571	0.010202376	0.019277081
chr1	93846288	93847530	0.003190209	0.010987945	0.012083944	0.014440856
chr1	93847761	93848072	0.008425888	0.014672303	0.024080119	0.01076671
chr1	93878951	93879266	0.010557304	0.010262318	0.012758174	0.0112279
chr1	93908813	93909911	0.024083209	0.034851635	0.025150777	0.008797637
chr1	94237134	94237788	0.032364719	0.013718168	0.022856886	0.015693489
chr1	94247350	94247961	0.011591217	0.025793651	0.019966356	0.013888889
chr1	94417969	94418846	0.02267485	0.010135174	0.01279603	0.009738788
chr1	94541281	94542083	0.009918115	0.028101325	0.012888338	0.09840348
chr1	94820046	94820763	0.025634808	0.010261186	0.065853941	0.488870112
chr1	94926281	94927560	0.012156043	0.05484651	0.004030516	0.014726042
chr1	95072695	95072995	0.007706531	0.009436744	0.012420376	0.013363435
chr1	95117194	95117575	0.01010101	0.012987013	0.0078125	0
chr1	95234120	95234586	0.017460317	0.020833333	0	0
chr1	96721546	96722263	0.002164502	0.016450216	0.025423591	0.011557423
chr1	97920633	97921168	0.005952381	0.015107427	0.020675173	0.007897727
chr1	98045410	98046154	0.688554814	0.034097642	0.013010572	0.357547088
chr1	98053445	98054427	0.33947408	0.354494782	0.590437227	0.712393236
chr1	98661316	98662155	0.058744773	0.014282754	0.027151483	0.02163293
chr1	99004376	99005028	0.297598807	0.058653079	0.500808254	0.657616505
chr1	99264426	99264779	0.117770655	0.048517714	0.062728967	0.372821248
chr1	99849864	99850453	0.01220307	0.011647986	0.02608402	0.110132063
chr1	99969741	99970514	0.015868406	0.023144742	0.010447076	0.07163472
chr1	100037926	100038848	0.034082116	0.006688479	0.018117613	0.012987815
chr1	100132574	100133198	0.007189172	0.01239669	0.008790937	0.008189777
chr1	100213210	100213542	1	0.957662835	0.985119048	0.961616869
chr1	100266076	100266443	0.01471337	0.006861746	0.019158363	0.00639594
chr1	100352153	100353343	0.007947035	0.018260419	0.021284649	0.014177501
chr1	100539012	100540329	0.830288818	0.169607906	0.864257225	0.668744999
chr1	100895032	100895276	0.014258768	0.01335516	0.01937944	0.014771212
chr1	100895993	100896252	0.026276007	0	0.002403846	0.015138496
chr1	101025761	101026124	0.002487562	0.015941089	0.017214985	0.009574508
chr1	101236229	101236512	0.015705991	0.008262108	0.01649941	0.063284394
chr1	101236889	101237189	0.005882353	0.013571204	0.512323491	0.406951307
chr1	103525470	103526291	0.010148144	0.013338459	0.014314452	0.0106906
chr1	106080771	106081232	0.572279667	0.458983165	0.884324556	0.785835421
chr1	107056583	107057788	0.042422995	0.023839622	0.013639026	0.053056752
chr1	107140267	107140509	0.006432522	0.023191476	0.015780482	0.203651017
chr1	107141044	107141841	0.027047921	0.020458159	0.023912655	0.186988265
chr1	107480610	107480820	0.504353054	0.859478114	0.981822959	0.776338274
chr1	107964629	107965419	0.028355018	0.03127009	0.956584767	0.444116293
chr1	108192605	108192891	0.95308351	0.984822578	0.973778037	0.969230361
chr1	108199778	108200579	0.009616511	0.014526453	0.0188221	0.010507479
chr1	108272708	108273250	0	0	0	0
chr1	108421127	108421669	0	0	0	0
chr1	108559916	108560590	0.031347602	0.097489921	0.008579534	0.185052925
chr1	108660971	108661756	0.020499607	0.058878405	0.31189955	0.834154248
chr1	108692166	108692539	0.006085896	0.016338258	0.010716406	0.010578176
chr1	108746396	108747200	0.016382487	0.020881542	0.018159909	0.027189581
chr1	108876844	108877416	0.007065241	0.001410206	0.001538462	0.062801632
chr1	108963059	108963592	0.006156681	0.009142705	0.013542487	0.019062513
chr1	109041233	109042224	0.019718585	0.018141717	0.011287075	0.039111926
chr1	109075957	109076210	0.013277373	0.036904432	0.025890879	0.014173961
chr1	109090566	109091010	0.010137055	0.006167268	0.022645338	0.019025695
chr1	109100041	109100762	0.009865035	0.015246425	0.013445217	0.01128507
chr1	109113473	109113716	0.550133759	0.503620575	0.807873492	0.924589603
chr1	109213842	109214476	0.022022432	0.009908425	0.014537894	0.008362653
chr1	109249323	109250101	0.040311682	0.034345975	0.210038986	0.188266512
chr1	109258432	109259078	0.937467268	0.96097601	0.955286633	0.949383878
chr1	109281691	109281904	0.938486659	0.982154882	0.963221501	0.958039579
chr1	109283088	109283585	0.021443224	0.011539401	0.013170087	0.01179258
chr1	109397452	109398272	0.007671224	0.010849976	0.015895042	0.009398407
chr1	109426026	109426948	0.009023693	0.013671129	0.011543612	0.009868089
chr1	109466340	109467165	0.379574773	0.04715803	0.705216964	0.169405192
chr1	109483831	109484281	0.011278195	0	0.02315575	0
chr1	109493923	109494321	0.022776195	0.031737369	0.006100796	0.018914481
chr1	109509332	109509883	0.060984127	0.13496679	0.005952381	0.308685093
chr1	109548417	109548968	0.008346907	0.018478721	0.010375425	0.019442213
chr1	109619842	109620094	0.00372497	0.004914005	0.011851852	0.00483559
chr1	109643339	109643542	0.032253924	0.145082341	0.016125577	0.13179476
chr1	109655919	109656505	0.230071155	0.152338476	0.150524478	0.132990033
chr1	109667959	109668334	0.670393451	0.728966345	0.63508986	0.652003354
chr1	109687616	109687992	0	0	0.160178227	0.879841241
chr1	109739729	109740684	0.260678803	0.110833953	0.241166586	0.222772046
chr1	109910521	109911267	0.018598685	0.013378138	0.025499412	0.010052361
chr1	109984626	109985404	0.009418654	0.014618107	0.009937271	0.013002088
chr1	110034781	110035320	0.003174603	0.006235539	0.013690768	0.038341397
chr1	110067643	110070681	0.894271046	0.791580713	0.889538578	0.953209089
chr1	110083906	110084862	0.236373808	0.52146603	0.518886159	0.860932271
chr1	110130188	110130717	0.574313851	0.643595044	0.557291749	0.749733342
chr1	110150366	110151642	0.741021215	0.211713782	0.71269481	0.668970125
chr1	110209634	110212172	0.516695717	0.390443485	0.649762888	0.555634444
chr1	110223043	110223390	0.958744879	0.969218363	0.815740045	0.980950416
chr1	110337772	110338002	0.009585213	0.013304171	0.015942719	0.289351714
chr1	110338320	110340178	0.006961147	0.014624778	0.013097081	0.013106171
chr1	110407270	110407918	0.01034093	0.011108127	0.007464653	0.016293153
chr1	110555444	110555740	0.700454545	0.493474709	0.629642047	0.481913116
chr1	110606361	110607564	0.081469371	0.049418123	0.440795448	0.416628227
chr1	110673622	110675675	0.799937253	0.400162718	0.869112609	0.901777096
chr1	110780601	110780811	0.395314538	0.747070196	0.47095933	0.585607135
chr1	110963259	110964385	0.028600318	0.029977742	0.102351829	0.02445791
chr1	111139605	111140681	0.014613061	0.011562587	0.023252585	0.017087011
chr1	111203691	111204681	0.111004085	0.550142426	0.378592324	0.716464709
chr1	111270789	111271231	0.624428363	0.45560057	0.761860839	0.836657076
chr1	111346516	111346917	0.22357922	0.254219457	0.195351844	0.670337981
chr1	111448682	111449580	0.020508219	0.015345311	0.009124712	0.038842291
chr1	111515562	111515968	0.640593497	0.475728198	0.173654644	0.782991808
chr1	111619582	111620215	0.013452359	0.052886003	0.006905371	0.049350649
chr1	111738430	111740655	0.126811002	0.093735918	0.19899251	0.216260758
chr1	111755419	111756370	0.012433862	0.013099444	0.039602709	0.006777911
chr1	111981846	111982763	0.633210248	0.783235865	0.77119068	0.828611983
chr1	111988937	111991151	0.184063113	0.106251634	0.41743746	0.374215179
chr1	112395873	112396194	0.002108808	0.006638391	0.039830793	0.04988636
chr1	112466222	112466532	0.04695945	0.070771692	0.067210363	0.105449457
chr1	112501788	112502370	0.081705005	0.129163996	0.057074267	0.664641922
chr1	112508191	112509679	0.641005593	0.300395704	0.579210238	0.736111354
chr1	112618969	112619949	0.007702263	0.040371593	0.006679686	0.01231733
chr1	112674853	112675475	0.027777778	0.036103171	0.006069094	0.010814055
chr1	112706720	112707576	0.017616725	0.021780033	0.01910902	0.009038091
chr1	112714263	112715438	0.174419316	0.147722884	0.035169271	0.35208496
chr1	112722951	112723165	0.83470696	0.946010349	0.902328389	0.921368035
chr1	112743704	112744550	0.793566061	0.692808792	0.915619888	0.914078715
chr1	112849520	112850174	0.008870192	0.014741761	0.026806848	0.925820754
chr1	112955364	112955584	0.007893929	0.008112111	0.010090167	0.020593492
chr1	112955744	112956703	0.015530212	0.009737693	0.01437004	0.01210165
chr1	113072969	113073638	0.009199196	0.016500554	0.016223655	0.010900636
chr1	113198851	113199123	0.666666667	0.995670996	0.96	0.913636364
chr1	113389958	113391448	0.01478514	0.014806914	0.016296339	0.01122656
chr1	113758892	113759650	0.006149234	0.017258976	0.008956938	0.017681921
chr1	113811751	113812678	0.017404155	0.010146985	0.011693229	0.008181438
chr1	113904832	113905402	0.013759187	0.017379985	0.015067171	0.019378523
chr1	113929343	113930277	0.008179321	0.006826192	0.02881934	0.005969247
chr1	114152514	114154050	0.401896499	0.079916141	0.755795194	0.647799116
chr1	114154264	114154563	0.706012458	0.403525433	0.816375405	0.676251764
chr1	114510439	114511643	0.004739513	0.023446617	0.009593838	0.022493056
chr1	114669618	114670364	0.005243813	0.014651471	0.008722841	0.036852668
chr1	114780454	114780841	0.004468914	0.017364382	0.009066373	0.010514059
chr1	114854827	114855321	0.867278734	0.736250808	0.90331764	0.85906084
chr1	115089229	115089963	0.00617284	0.005265311	0.022699824	0.767138098
chr1	115337546	115338711	0.190756342	0.182658139	0.197813221	0.593440656
chr1	115642094	115642940	0.019924068	0.01486724	0.019390522	0.014429365
chr1	115828189	115829006	0.509485055	0.790628173	0.94154618	0.901381284
chr1	115837738	115839743	0.092069192	0.12597844	0.567016722	0.557226012
chr1	115976525	115976916	0	0.033730159	0.009259259	0.415774503
chr1	116152043	116152362	0.015151515	0.133333333	0	0
chr1	116167536	116167925	0.884883517	0.902287598	0.865656743	0.608552065
chr1	116168216	116168639	0.372034853	0.047924468	0.424613812	0.673714503
chr1	116372669	116374191	0	0.009677419	0.064876711	0.141080558
chr1	116418560	116418920	0.032850136	0.011155466	0.018941535	0.172213145
chr1	116534420	116534677	0.99343243	0.998731769	0.981670149	0.992947376
chr1	116570338	116571261	0.005238095	0.016737761	0.010286614	0.009161522
chr1	116667202	116667999	0.018145773	0.021066949	0.103499098	0.083096857
chr1	116909581	116910830	0.037166976	0.041388681	0.038286203	0.390909676
chr1	116944627	116945023	0.998575499	0.976742581	0.952329936	0.830233127
chr1	117059766	117060648	0.005174763	0.0105133	0.012392995	0.018490254
chr1	117121647	117122526	0.071347057	0.102757939	0.150939198	0.204259575
chr1	117366552	117367823	0.005613842	0.011185203	0.019884378	0.019635074
chr1	117605336	117607046	0.021133785	0.025504648	0.033547275	0.174904117
chr1	117929217	117930097	0.018280867	0.013031365	0.011793956	0.014308778
chr1	118185193	118185474	0.489012918	0.52622499	0.350864781	0.670030977
chr1	118979762	118980015	0.770078497	0.533069036	0.887927855	0.853729807
chr1	118984159	118984569	0.880255707	0.892114421	0.94592851	0.932726073
chr1	118987196	118988089	0.896820706	0.253935952	0.570973582	0.914082579
chr1	118989368	118989573	0.76990881	0.925874372	0.84204834	0.799770333
chr1	118993043	118993364	0.900526477	0.753116377	0.932315452	0.949802218
chr1	119000433	119000831	0.828420549	0.957778831	0.674324492	0.933925983
chr1	119001198	119001716	0.025151482	0.917387488	0.135768298	0.954482408
chr1	119006521	119008697	0.866642929	0.786944881	0.911592452	0.929356768
chr1	119140251	119140788	0.017080706	0.010794031	0.017075109	0.023883651
chr1	119327603	119327912	0.539777327	0.803423181	0.726479264	0.841485312
chr1	119622679	119624003	0.957509731	0.945521002	0.953369291	0.952132961
chr1	119631179	119631761	0.980011725	0.790010831	0.548083766	0.959695776
chr1	119647754	119648628	0.007590439	0.015465096	0.012425183	0.029591757
chr1	119712221	119712649	0.001748252	0.005092593	0.021332607	0.021126374
chr1	119853186	119853452	1	0.914285714	0.890986395	0.905442177
chr1	119896390	119896597	0.940936256	0.864381994	0.937685761	0.899693391
chr1	120068734	120069889	0.001547988	0.009149184	0.012084753	0.014699553
chr1	120176143	120176534	0.013056145	0.01026142	0.012895449	0.017398078
chr1	120197101	120197463	0.365414602	0.074298468	0.014019676	0.620648986
chr1	120232756	120233196	0.029591837	0.021784346	0.011780234	0.14909552
chr1	120340912	120342284	0	0	0	0
chr1	120354652	120354979	0.923202614	0.927043938	0.335558174	0.424805195
chr1	120414673	120415572	0.009057861	0.031702318	0.015500977	0.018637731
chr1	120557774	120559061	0.013462568	0.015814282	0.012633051	0.04713203
chr1	120665213	120665653	0	0.032272166	0	0.377259947
chr1	120700910	120701272	0.469259224	0.013014331	0.6	0.815367445
chr1	120724170	120724849	0	0.012138977	0.005289855	0.03681934
chr1	120844361	120845208	0	0.227017196	0	0.066666667
chr1	120847594	120847866	0	0	0	0
chr1	120851000	120851320	0	0	0	0
chr1	120912704	120914255	0	0	0	0
chr1	120942197	120942586	0	0	0	0
chr1	120952492	120953081	1	0.878998316	0.959183673	0.911904762
chr1	121008630	121010051	0.668228105	0.445796886	0.799313181	0.846085431
chr1	121052119	121052445	0.784632341	0.611189206	0.841039514	0.850801404
chr1	121097207	121098110	0.052631579	0	0	0
chr1	121116888	121117313	0.982857143	0.968253968	0	1
chr1	121118208	121118586	0.929479153	0.712926976	0.84507626	0.961116874
chr1	121183931	121187361	0	0	0	0
chr1	121395924	121397197	0	0	0	0
chr1	121519059	121519727	0.025265823	0.015006163	0.630986953	0.680277698
chr1	125085509	125088028	0	0.625	0	0
chr1	125118139	125119694	0.75	0	0	0
chr1	143326822	143327608	0	0	0	0
chr1	143333851	143334629	0	0	0	0
chr1	143353486	143353728	0	0	0	0
chr1	143353867	143354663	0.533333333	0.828571429	0.716666667	0
chr1	143449332	143449557	0	0	0	0
chr1	143449787	143451252	0	0	0	0
chr1	143487762	143488094	0.33945626	0.707745767	0.49502309	0.510878296
chr1	143497155	143498908	0	0	0	0
chr1	143642888	143643745	0.64357212	0.2578125	0.542857143	0.823166023
chr1	143651544	143652033	0.387768256	0.378643579	0.431786571	0.663713193
chr1	143653481	143653710	0.68968254	0.738690476	0.850290116	0.757892108
chr1	143654586	143654841	0.848484848	0.426666667	0.910714286	0
chr1	143661460	143662025	0.534192768	0.290107033	0.761847576	0.885371302
chr1	143667749	143667975	0.41384386	0.539263981	0.654754241	0.760120312
chr1	143729711	143729995	0.409469697	0	0.722222222	0
chr1	143736121	143736547	1	0	0.9	1
chr1	143792177	143793138	0.708391943	0.454339172	0.810025889	0.781395738
chr1	143838439	143838835	0.694584272	0.55254734	0.839224618	0.844310691
chr1	143839231	143839557	0.641141623	0.288556259	0.650658784	0.60940953
chr1	143884628	143885489	0	0	0	0
chr1	143904249	143904674	0.730753354	0	0.775	0.972222222
chr1	143905322	143905942	0.566492114	0.533333333	0.012643678	0.822508669
chr1	143971582	143975001	0	0	0	0
chr1	144076476	144078302	0	0	0	0
chr1	144159424	144160202	0	0	0	0
chr1	144179452	144180249	0	0	0	0
chr1	144274948	144275173	0	0	0	0
chr1	144275403	144276868	0	0	0	0
chr1	144313410	144313776	0	0	0	0
chr1	144322799	144324555	0	0	0	0
chr1	144412227	144412432	0	0	0	0
chr1	144415697	144415979	0	0	0	0
chr1	144418771	144419244	0	0.033916084	0.546428571	0.047058824
chr1	144461026	144462012	0.026097328	0.011110991	0.021686099	0.008549312
chr1	144539941	144540219	0.864285714	0.692152639	0	0
chr1	144546710	144546942	0.916666667	0	0	0
chr1	144551958	144552270	0.4	0	0	0
chr1	144560844	144561241	0.545502646	0	0.725757576	0.177248677
chr1	144567610	144568454	0	0.057142857	0	0
chr1	144570890	144571162	0	0	0	0
chr1	144641912	144643582	0	0	0	0
chr1	144652605	144652971	0	0	0	0
chr1	144689507	144690972	0	0	0	0
chr1	144691202	144691427	0	0	0	0
chr1	144786138	144786935	0	0	0	0
chr1	144787074	144787316	0	0	0	0
chr1	144806180	144806958	0	0	0	0
chr1	144882406	144884035	0	0	0	0
chr1	145092986	145096406	0	0	0	0
chr1	145167975	145168214	0.988655473	0.973484386	0.980418674	0.987216391
chr1	145168572	145169028	0.957360946	0.934461679	0.962644341	0.941652617
chr1	145214833	145216221	0	0	0	0
