	cpgname	genename	pvalue	pvalue.fdr	pvalue.bonferroni	effect
4869	cg14726637	CR1	4.30481398259859E-024	5.24322565086764E-023	1.07538558099295E-019	1.8623040297
15682	cg20870559	OAS2	4.32397634090008E-024	5.26399868284722E-023	1.08017252972025E-019	0.7128007782
22160	cg26789453	TMEM116;ERP29	4.36607478507814E-024	5.31266021461457E-023	1.09068914206037E-019	0.8219171683
9440	cg15539420	HOXB8	4.37677327453616E-024	5.32308535400135E-023	1.09336173171188E-019	2.7131217652
16656	cg05947740	PHYHIP	4.38234969921965E-024	5.32532877143919E-023	1.09475477836206E-019	1.3554747245
18455	cg02870945	REEP1	4.38288137147391E-024	5.32532877143919E-023	1.0948875954079E-019	2.1958313626
15900	cg09222115	OTOS	4.58033888675962E-024	5.56253989937492E-023	1.14421445730142E-019	1.2519259799
4555	cg01683883	CMTM2	4.66564837323045E-024	5.66338979648541E-023	1.1655256201167E-019	0.7513710028
17174	cg20357806	PPBP	4.74763087417027E-024	5.76010523883669E-023	1.18600566867647E-019	0.9372508424
5007	cg15379858	CSGALNACT1	4.84304996093943E-024	5.8730209259334E-023	1.20984231074228E-019	1.1289079666
10536	cg19779211	KCNQ1	4.85769342889006E-024	5.88792040500256E-023	1.21350039547103E-019	3.5791122812
11406	cg03870261	LMNB2;TIMM13	4.94835386183732E-024	5.99489950642861E-023	1.23614827822558E-019	1.2439054296
2215	cg25494227	C12orf59	4.97918072568802E-024	6.02932204112518E-023	1.24384913708412E-019	1.5992924428
18244	cg02927346	RASL10B	5.08763610208347E-024	6.15766654390248E-023	1.27094237466147E-019	1.9289332626
5121	cg08260891	CTSA;NEURL2	5.19714936019018E-024	6.28716649718696E-023	1.29829988166911E-019	5.1087865195
1365	cg11405695	ATAD3C	5.27525282827656E-024	6.37856199918571E-023	1.31781090903177E-019	0.7340069312
21228	cg04749104	STEAP3	5.35373806161815E-024	6.4703304556015E-023	1.33741730517283E-019	0.7577228791
15397	cg21628553	NPBWR2	5.45870773399909E-024	6.59400279995315E-023	1.36363977903031E-019	1.1803821656
3215	cg24956866	CALD1	5.50870632602484E-024	6.65118379557403E-023	1.37612992730427E-019	2.1439131272
24914	cg16158220		5.67179140673761E-024	6.84478362955131E-023	1.41687021131712E-019	0.9028599846
3730	cg01618851	CD209	5.80981705165853E-024	7.00796908582722E-023	1.45135039767482E-019	0.7496187502
183	cg25687894	ACLY	5.96232428689792E-024	7.18845670902495E-023	1.48944823010997E-019	1.8181970331
6246	cg01124420	EDAR	6.18410782612956E-024	7.45225265820273E-023	1.54485197604543E-019	1.5560428014
9032	cg11285003	HCN1	6.6178983996282E-024	7.97115332310087E-023	1.65321719921112E-019	2.7727261029
2836	cg22960952	C4orf26	6.64451839574572E-024	7.99935971296982E-023	1.65986714044124E-019	0.7819118566
8524	cg19132372	GPR1	6.68192871936516E-024	8.04052318586036E-023	1.66921261338461E-019	0.9121154715
4333	cg02298612	CHST6	6.77903854418549E-024	8.1534502586566E-023	1.69347161872298E-019	1.0685724804
2381	cg12478185	C17orf48;SCO1	6.89288700236854E-024	8.28639125149993E-023	1.72191210206169E-019	0.7393602259
2643	cg14236389	C20orf197	7.01777955167078E-024	8.43247479462663E-023	1.75311150980288E-019	0.8698239497
4489	cg02189785	CLIC3	7.24689095541054E-024	8.70358571909186E-023	1.81034582957111E-019	0.6991067439
11857	cg14107638	MAGEA5	7.27816448201711E-024	8.73694507089234E-023	1.8181582692527E-019	0.8674851306
21479	cg23950724	SYT10	7.34615813758314E-024	8.81433124087245E-023	1.83514376434964E-019	1.395005955
20808	cg06675478	SOX1	7.44589388038968E-024	8.92971075496949E-023	1.86005875026015E-019	2.177231753
4944	cg22680204	CRMP1	7.62945950775342E-024	9.14546679285931E-023	1.90591527963188E-019	2.8177399112
15713	cg14260458	OCM2	7.74481003635694E-024	9.2792853485963E-023	1.93473099518233E-019	0.8971187485
10110	cg19690214	IPCEF1	7.77800472512919E-024	9.31458945534287E-023	1.94302336038452E-019	0.8563976767
20271	cg10345936	SLC36A2	8.05776765046357E-024	9.64499730120894E-023	2.01291093676231E-019	0.8181311301
24859	cg18740800		8.79405456155722E-024	1.05212776342079E-022	2.19684277002261E-019	0.8495861911
18792	cg16474684	RNF4	8.80038614557918E-024	1.05238126521165E-022	2.19842446302713E-019	0.5783923775
556	cg25263140	AIM1	9.39988882528169E-024	1.12353408011656E-022	2.34818622744362E-019	0.4594108734
2394	cg12000587	C17orf79	9.71725148973725E-024	1.16091180997191E-022	2.42746659465126E-019	1.8187798092
8628	cg15625636	GPR65	1.00144221351573E-023	1.19584263555624E-022	2.50170279358365E-019	0.849674309
14993	cg27063986	NDST4	1.00797873812561E-023	1.20307295065054E-022	2.51803168571158E-019	1.4638946767
17731	cg10280342	PSPN	1.03062051124289E-023	1.22950959844119E-022	2.57459309913586E-019	1.2572111506
12386	cg19569684	MGC29506	1.04483624113109E-023	1.24587370595207E-022	2.61010541396958E-019	1.1047829646
4671	cg23196831	COL14A1	1.05315746185777E-023	1.25519687760825E-022	2.63089265546689E-019	2.3991262452
6991	cg25182523	FAM129A	1.05695026354871E-023	1.25911657289987E-022	2.64036745337103E-019	0.8269162927
4154	cg23092086	CES7	1.08425213279919E-023	1.29102490607515E-022	2.70857025294567E-019	0.8703264283
7923	cg17518962	GAL3ST4	1.09650830415802E-023	1.30499637666373E-022	2.73918739461716E-019	0.6720964488
10601	cg12300353	KCTD8	1.09860642264081E-023	1.30687081161857E-022	2.744428704399E-019	7.1787073901
5094	cg21621248	CTNNA2;LRRTM1	1.14842544275589E-023	1.36548386413541E-022	2.8688815985485E-019	5.0480846222
2914	cg16150435	C6orf15	1.1528070215696E-023	1.37004149409278E-022	2.87982722058302E-019	0.9410105158
5343	cg14404298	CYP8B1	1.33283018750927E-023	1.58323494598998E-022	3.32954309141692E-019	1.3871775666
10514	cg13412615	KCNK4	1.33868741377485E-023	1.58943680054703E-022	3.34417502835094E-019	0.9388568312
15754	cg10217445	OLIG2	1.34380562923371E-023	1.59475574460272E-022	3.35696084238874E-019	2.4508071647
15583	cg08888956	NTS	1.44007198848671E-023	1.70818795557391E-022	3.59744383443865E-019	0.7406893697
8007	cg25216696	GATA4	1.48912168274115E-023	1.76553150244692E-022	3.71997487565567E-019	2.0800435349
7829	cg23054883	FZD10	1.62549227946456E-023	1.92630088393284E-022	4.06064226333042E-019	3.8743447529
10139	cg11397854	IQSEC1	1.62632189672586E-023	1.92637018976333E-022	4.06271473021087E-019	2.4315059524
4634	cg07028533	CNTNAP2	1.74716614915525E-023	2.06852879488376E-022	4.36459575720473E-019	5.7135984768
8416	cg10862848	GNMT	1.77593788095069E-023	2.10159659895922E-022	4.43647042040291E-019	1.4271942561
170	cg19210770	ACCN4	1.80646559207234E-023	2.13671008312306E-022	4.5127316955559E-019	4.8216971056
14962	cg06454226	NDC80;METTL4	1.82475280728427E-023	2.15731897201933E-022	4.55841498787684E-019	1.6760235954
775	cg15740508	AMPD1	1.82867997829849E-023	2.16093919289851E-022	4.56822545378745E-019	1.3482971876
3520	cg22527345	CCDC71	1.83846274183753E-023	2.17147223422427E-022	4.59266377538434E-019	1.8410681131
16882	cg26267310	PLEKHA4;HSD17B14	1.83949196854608E-023	2.17166109953921E-022	4.59523488662497E-019	0.5887481313
15819	cg03780486	OR6A2	1.87274274577436E-023	2.20987182485542E-022	4.67829865321893E-019	0.8814639814
24304	cg16638540	ZNF135	1.98157341681063E-023	2.33719006257537E-022	4.95016855253463E-019	4.4446969258
360	cg01260219	ADAMTS8	2.06889628140382E-023	2.43903246841665E-022	5.16830980057489E-019	0.8597470013
5456	cg00399483	DCC	2.07020824648512E-023	2.43942793421909E-022	5.17158722054448E-019	1.9532216771
1808	cg14784653	BEND7	2.09388520951245E-023	2.46516891306322E-022	5.23073464188305E-019	0.9250781159
9625	cg18788940	HTATIP2	2.09402683380175E-023	2.46516891306322E-022	5.23108843352015E-019	0.7277843266
8759	cg14859460	GRM6	2.14061821275474E-023	2.51883106796167E-022	5.34747835728262E-019	7.0028846666
15803	cg12351042	OR2B2	2.14917181946718E-023	2.5277053306078E-022	5.36884612221097E-019	0.9132550631
11598	cg15060813	LRFN3	2.17793249685961E-023	2.56032619783765E-022	5.440693170405E-019	1.3432589711
20215	cg19461344	SLC30A3	2.19574985599824E-023	2.58005772119906E-022	5.4852027152692E-019	4.6214529576
6672	cg00515905	EPS8L3	2.20912479990856E-023	2.59455320293915E-022	5.51861466265158E-019	0.8397345757
24689	cg16708981	ZNF677	2.31700780726372E-023	2.71997988878077E-022	5.78811720332549E-019	1.4808730769
20831	cg21530890	SOX8	2.33101205379635E-023	2.73513443475277E-022	5.82310121158866E-019	5.544227452
953	cg12044210	APBA2	2.33958393631317E-023	2.7439035827718E-022	5.84451463130393E-019	0.9710284739
9413	cg04317399	HOXA4	2.34200588361658E-023	2.74545513742964E-022	5.85056489786257E-019	1.5139599607
5877	cg03503295	DNAH5	2.38208601862222E-023	2.79112996394004E-022	5.95068908312016E-019	1.1666905684
17881	cg03928182	PTPRR	2.42291867515007E-023	2.83764329226085E-022	6.0526931423924E-019	2.8859554093
11325	cg07403350	LIG4	2.44991436203541E-023	2.86791521452702E-022	6.12013106780066E-019	2.2827574105
24373	cg10604333	ZNF222	2.46784656278486E-023	2.8875538634627E-022	6.16492749849287E-019	2.6408605468
21373	cg10236239	SULT1C4	2.47670263548058E-023	2.89655938843354E-022	6.18705085369403E-019	2.6153744427
5054	cg09971811	CST7	2.5072426888875E-023	2.93090452087499E-022	6.26334296110985E-019	0.9205831815
1030	cg25040783	APPL1	2.54290394812671E-023	2.97120128756564E-022	6.35242835281534E-019	1.5206416564
23735	cg01366419	WBSCR17	2.55473175138988E-023	2.98362570740863E-022	6.38197538814705E-019	2.53697797
11072	cg23581186	KRTAP21-2	2.57006765660742E-023	3.00013365092103E-022	6.42028601297101E-019	0.8619144754
20948	cg26531804	SPINT1	2.61766931342553E-023	3.05427356929861E-022	6.53919971186832E-019	1.4265760223
7765	cg04515986	FTHL17	2.6832041660086E-023	3.12927746363496E-022	6.70291232710608E-019	0.7873312927
9596	cg27120999	HSPA2	2.71098728727839E-023	3.16020407949144E-022	6.77231734235016E-019	1.484000994
7952	cg25310567	GALNTL5	2.89935356441628E-023	3.37820668809156E-022	7.24287513926831E-019	0.7399369851
22540	cg18328334	TNS1	2.90868670351445E-023	3.38750128393914E-022	7.26619025404945E-019	1.8138398769
439	cg11934695	ADRA1D	2.91862157436473E-023	3.39748767703659E-022	7.29100855492053E-019	5.6700302697
17916	cg02978737	PVALB	2.94691972805818E-023	3.42883100729489E-022	7.36170017266213E-019	0.8838718422
17172	cg16786458	PPARGC1B	2.95487130984321E-023	3.43648231802575E-022	7.38156401911932E-019	0.7087759587
11770	cg26976437	LY6K	2.98348483680804E-023	3.46814493756638E-022	7.45304347083016E-019	1.2841501086
6511	cg13297865	ELOVL4	2.98756667598283E-023	3.47127456431289E-022	7.46324031327271E-019	6.0191217052
15376	cg21461100	NOVA2	3.08362000657691E-023	3.5812139183774E-022	7.70319113842979E-019	3.311016422
22191	cg09243021	TMEM139;CASP2	3.08551836758641E-023	3.58175345449239E-022	7.70793343406761E-019	1.5750996082
17623	cg09134726	PRTN3	3.09659224470279E-023	3.59293873037252E-022	7.73559708649203E-019	0.8748547447
3627	cg13608094	CCND1	3.13568489196198E-023	3.63660836982832E-022	7.83325442861021E-019	0.8874380722
9535	cg07480567	HS3ST3A1	3.19242387114721E-023	3.70069330511037E-022	7.97499407251285E-019	6.060800708
3953	cg19654437	CDK15	3.29366717051037E-023	3.81628476746381E-022	8.22790995865197E-019	0.7015548933
16035	cg12645220	PAK7	3.32482952014246E-023	3.85060575997584E-022	8.30575662426789E-019	2.9507034082
20050	cg16377872	SLC1A6	3.32949732734822E-023	3.85422487184828E-022	8.3174172734486E-019	0.8484670856
1164	cg06641503	ARIH2	3.36095858887464E-023	3.88884235797487E-022	8.39601065086775E-019	0.9204365138
7412	cg08816023	FGF1	3.45295429909109E-023	3.99343756229604E-022	8.62582513455944E-019	0.8835101884
11042	cg16791508	KRT83	3.49427373240334E-023	4.0393545631267E-022	8.7290452109168E-019	0.8903720975
16896	cg22805308	PLEKHG5	3.53999572792555E-023	4.09031606287271E-022	8.84326332793081E-019	1.2683825471
7794	cg09001777	FUT3	3.57864831785069E-023	4.13306581730134E-022	8.9398213628228E-019	0.830131828
4484	cg26066361	CLEC7A	3.62039738100143E-023	4.17935059957471E-022	9.04411469747967E-019	0.8305998712
2302	cg12281657	C14orf50	3.68515717517587E-023	4.2521437133057E-022	9.20589113930683E-019	3.9670389387
21445	cg20904010	SYN3	3.73724331938607E-023	4.3102527867767E-022	9.33600753615833E-019	0.8872208239
1265	cg22252999	ART3	3.74889785125223E-023	4.32169899502224E-022	9.36512172221319E-019	0.9206044777
3486	cg06468695	CCDC42	3.79368510006248E-023	4.37131215335151E-022	9.47700474846608E-019	0.9017469418
9774	cg26227465	IFNG	3.84613844090628E-023	4.42970882398709E-022	9.60803843922799E-019	0.9043915688
8010	cg11981599	GATA4	3.89333771312685E-023	4.48200319869225E-022	9.72594694116218E-019	1.9713645297
10926	cg21474838	KLRD1	3.94808861070492E-023	4.54270989961925E-022	9.86272015840195E-019	0.888661092
17947	cg12100791	PYCARD	3.94970813897483E-023	4.54270989961925E-022	9.86676590197301E-019	0.7801072272
6123	cg10837843	DUSP1	3.95225983522824E-023	4.54355282760408E-022	9.87314029438367E-019	0.4649089311
11126	cg03977657	LAMB3	3.98646248917742E-023	4.58076446375994E-022	9.95858194421412E-019	1.1319225023
19374	cg01324261	SCRG1	4.03204818606438E-023	4.63101589591146E-022	1.00724595736074E-018	1.1413178358
320	cg03716937	ADAM2	4.1424310858517E-023	4.75560987847709E-022	1.03482070955661E-018	0.9267541642
10672	cg17536532	KIAA0649	4.16801487183332E-023	4.78278270616758E-022	1.04121179513268E-018	0.7567282743
6532	cg09009111	EMILIN2	4.24174946469054E-023	4.86515809813748E-022	1.05963143377434E-018	3.3007586036
10503	cg27320127	KCNK12	4.26555994054759E-023	4.89022271109772E-022	1.06557952874819E-018	2.2815891644
15066	cg18267374	NEFM	4.30530770455051E-023	4.93352714529249E-022	1.07550891767376E-018	3.485634551
1710	cg21475402	BCAN	4.39694705112375E-023	5.03622807354985E-022	1.09840134284122E-018	3.1948396116
9952	cg26757673	IL2RB	4.46389949131338E-023	5.11057164035287E-022	1.115126731925E-018	0.9373014739
175	cg25221254	ACER1	4.51019531905734E-023	5.16120885320071E-022	1.12669189265371E-018	0.9111787603
3681	cg17067993	CCR7	4.56217096251187E-023	5.21829637429071E-022	1.13967592814509E-018	0.8739208616
21289	cg25061755	STON1-GTF2A1L;STON1	4.64936030872588E-023	5.31559129850257E-022	1.16145669872281E-018	0.9358160756
4490	cg15387123	CLIC3	4.7339513920978E-023	5.40982798380582E-022	1.18258839725995E-018	0.7553946512
2853	cg20743744	C4orf42;CTBP1	4.9816726898696E-023	5.690313921611E-022	1.24447165465632E-018	1.5540874181
3767	cg24612198	CD3E	5.12489287186069E-023	5.85123166508006E-022	1.28024948831952E-018	0.8695226602
2379	cg06319579	C17orf44	5.14458101230218E-023	5.87102687383832E-022	1.28516778268321E-018	1.5020543628
10406	cg08832227	KCNA1	5.19580268791992E-023	5.92677383319304E-022	1.29796346946928E-018	1.9851944977
2977	cg10896774	C7orf34	5.28270783791894E-023	6.02315492921282E-022	1.31967324499053E-018	0.7428663321
22179	cg03469054	TMEM132D	5.37898320851979E-023	6.13012680346865E-022	1.34372379532033E-018	6.9180339881
3466	cg18473117	CCDC22;CACNA1F	5.43626599643396E-023	6.19258371440569E-022	1.35803360856917E-018	1.5730765296
1549	cg06055013	ATRNL1	5.45889675881425E-023	6.21552871157423E-022	1.36368699931939E-018	2.152319054
11873	cg15602735	MAGEC2	5.47695500430372E-023	6.23324888211896E-022	1.36819812962511E-018	0.8748043693
1799	cg27351358	BDNF	5.59606151166817E-023	6.36590221416132E-022	1.39795212622983E-018	2.0793943864
16145	cg11428724	PAX7	5.6242609801581E-023	6.39506889145787E-022	1.40499663545329E-018	3.7982536384
3204	cg22183706	CALCA	5.70425700529272E-023	6.48307753636112E-022	1.42498044249218E-018	2.6526067644
24212	cg06274159	ZFP42	5.81775740079352E-023	6.60906765026025E-022	1.45333397629223E-018	3.5149269766
15121	cg04330449	NEUROG1	5.82729834434064E-023	6.61689726999879E-022	1.45571739939973E-018	2.879451165
5329	cg25813714	CYP4F12	5.97249524537937E-023	6.77868712970568E-022	1.49198903724822E-018	0.9565940638
7633	cg02915544	FOLH1B	5.97956941538788E-023	6.7836341310538E-022	1.49375623565805E-018	0.7485039571
19332	cg19530885	SCGB3A2	6.13605415954384E-023	6.95800131455128E-022	1.53284768959565E-018	0.7886625162
4367	cg13795840	CIRBP;C19orf24	6.20820005040443E-023	7.03661730758407E-022	1.55087045459153E-018	1.2360463361
3119	cg25919221	CA6	6.76925835786944E-023	7.66906317632365E-022	1.69102843037936E-018	0.9213328095
10894	cg09254939	KLK10	6.95036578272634E-023	7.8706748693693E-022	1.73627087618287E-018	3.8248728539
969	cg19264571	APCDD1	7.25481414238629E-023	8.21171328006125E-022	1.81232512090952E-018	1.3094713044
8088	cg07773116	GDF10	7.32385548006546E-023	8.28610660088385E-022	1.82957233747515E-018	2.4720720891
553	cg07331806	AIFM3	7.76259702648769E-023	8.77851680935667E-022	1.93917436318689E-018	1.6439861292
22282	cg11308840	TMEM215	7.84901689179499E-023	8.87223036081134E-022	1.96076290973931E-018	2.456409198
18216	cg02902770	RARRES2	7.86329027673796E-023	8.88253816339393E-022	1.96432854403191E-018	0.890417097
4961	cg13084335	CRYAB;HSPB2	7.86524735496072E-023	8.88253816339393E-022	1.96481744174274E-018	1.9824278533
17639	cg13273136	PSD4;LOC440839	7.95533564257422E-023	8.98021869349963E-022	1.98732239687147E-018	0.9195047828
19564	cg10989517	SERGEF	7.98533290476747E-023	9.01000909186975E-022	1.99481601293996E-018	1.3130271878
16226	cg15361590	PCDHGA4;PCDHGC3;PCDHGA12;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGC4;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5	8.05232040353907E-023	9.08134877096035E-022	2.01155016000809E-018	1.6034409641
21455	cg20648149	SYNE2	8.05582998136509E-023	9.08134877096035E-022	2.01242688764481E-018	1.2477198617
9012	cg21960110	HBZ	8.06366719371101E-023	9.08608345359019E-022	2.01438470166095E-018	0.7990833423
7812	cg10997248	FXYD2	8.19989093787912E-023	9.23541368436242E-022	2.04841475519158E-018	0.7941073774
2801	cg00135056	C3orf37	8.57038329446674E-023	9.6483436268172E-022	2.14096745079074E-018	1.5386589995
23350	cg07084163	UGT3A2	8.84597708994204E-023	9.95032275063739E-022	2.20981353683842E-018	1.8874616538
4874	cg11200929	CRABP1	8.84659014017279E-023	9.95032275063739E-022	2.20996668291657E-018	4.2943523966
22036	cg16413535	TKTL2	8.88697033561114E-023	9.9912423921648E-022	2.22005405953902E-018	0.9139042731
19597	cg08411049	SERPINB5	9.05359327603457E-023	1.01739907165371E-021	2.2616781362862E-018	0.9073576129
15652	cg04315771	NUP62;IL4I1;ATF5	9.14916380553987E-023	1.02767653339115E-021	2.28555261026191E-018	0.7324044891
21144	cg25725843	ST6GAL2	9.20801710225415E-023	1.03382236059061E-021	2.30025475231411E-018	1.673131125
12928	cg01785568	MSX1	9.47376850071918E-023	1.06318154050524E-021	2.36664210916466E-018	1.2484288544
10429	cg18573383	KCNC2	9.53637630493268E-023	1.06972706094981E-021	2.38228216473523E-018	2.7353800405
10190	cg26896762	ISL1	9.65676122486483E-023	1.08274484810749E-021	2.41235552158348E-018	2.8489905179
1271	cg22930187	ARTN	9.73909608467899E-023	1.09148658273381E-021	2.43292359291366E-018	1.434516198
8224	cg20848130	GJC2	9.81368622334412E-023	1.09935289482224E-021	2.4515569554536E-018	0.8638342419
12922	cg22609784	MSX1	9.96174309224974E-023	1.11543838721421E-021	2.48854304187491E-018	1.3522447525
4888	cg00321478	CRB1	1.02085551598215E-022	1.14256234967518E-021	2.55019916447501E-018	1.2120591146
19387	cg21604042	SCUBE3	1.02981327834007E-022	1.15207189906911E-021	2.57257655062133E-018	4.2311851763
1824	cg20383064	BFSP2	1.06114856404116E-022	1.18659589428435E-021	2.65085522783123E-018	0.8817949165
24457	cg16051027	ZNF341	1.06546234059263E-022	1.19088656511609E-021	2.66163147303446E-018	0.6709995508
18048	cg15379633	RAB36	1.07785562154656E-022	1.20419996788259E-021	2.69259112818546E-018	2.2415312408
24529	cg14289985	ZNF471	1.07883791282798E-022	1.20475860082055E-021	2.69504499003558E-018	5.652915115
17522	cg27114120	PROKR2	1.08359462549254E-022	1.20952981856252E-021	2.70692773394292E-018	2.5812644931
21626	cg23350580	TBC1D3C	1.09065276314629E-022	1.21686452327635E-021	2.72455966761574E-018	0.9024789373
5695	cg05600717	DHRS12	1.12384967019649E-022	1.25334324157047E-021	2.80748886111784E-018	1.9509104993
12379	cg02351381	MGC14436;C12orf34	1.13819781543651E-022	1.2687782073815E-021	2.84333196274193E-018	1.3609113595
23552	cg13470920	VAV1	1.14634826696559E-022	1.27729375812075E-021	2.86369260570673E-018	0.8498126884
22215	cg02131853	TMEM156	1.15922191747195E-022	1.29106209185764E-021	2.89585227203669E-018	0.7367904419
17958	cg19850348	PYGO1	1.17441964511506E-022	1.3074053990472E-021	2.93381771546192E-018	6.040016006
1841	cg10660256	BHMT	1.21470385674115E-022	1.35136797901666E-021	3.03445170452507E-018	0.5238195405
11112	cg06238491	LAIR1	1.21499238656236E-022	1.35136797901666E-021	3.03517248087143E-018	0.8593690445
11466	cg01726775	LOC283314;C1RL	1.25038692650042E-022	1.3901164134805E-021	3.12359158109069E-018	0.33850905
24231	cg01172972	ZFYVE9	1.25671944305755E-022	1.39653507148669E-021	3.13941084070208E-018	1.5723383567
19620	cg09061733	SERPING1	1.26680100616445E-022	1.40711231369471E-021	3.1645955934994E-018	1.5982922464
2689	cg20884362	C21orf67;C21orf70	1.27216193167914E-022	1.41243898734563E-021	3.17798772152767E-018	0.7808462204
18710	cg14479329	RNASET2	1.28093289565699E-022	1.42154529837438E-021	3.19989846664073E-018	1.6635856266
17840	cg00916635	PTPN22	1.28448895308297E-022	1.42485872721873E-021	3.20878185369657E-018	0.8118259542
12262	cg21514871	MEFV	1.29533152621523E-022	1.43624841794863E-021	3.23586768563826E-018	0.7265260451
9967	cg10159529	IL5RA	1.3057605824578E-022	1.4471697032111E-021	3.26192051103783E-018	0.9225635019
7980	cg12491659	GAPT	1.37843957949891E-022	1.5270420902644E-021	3.44347991354623E-018	0.8731431314
10628	cg14323109	KDR	1.38248967245823E-022	1.53084993385102E-021	3.45359745076791E-018	4.8447978644
10461	cg19965810	KCNH7	1.39078188202382E-022	1.53934967633306E-021	3.47431221948371E-018	3.5310195563
18590	cg15756091	RGSL1	1.4028972585016E-022	1.55207158612172E-021	3.50457764146283E-018	0.9030960428
19996	cg21992250	SLC15A3	1.42213156589809E-022	1.57265465461267E-021	3.55262686477002E-018	1.6929850877
24863	cg16270990		1.44529449042605E-022	1.59756202058997E-021	3.61049016653333E-018	0.8171251713
3260	cg12815142	CAMTA2;SPAG7	1.45827844890943E-022	1.6112009700224E-021	3.64292539322065E-018	0.7471755315
7669	cg02681442	FOXG1	1.54497076416974E-022	1.70622964897101E-021	3.85949146597242E-018	3.2705918274
18032	cg17982102	RAB31	1.55346265039959E-022	1.71484977771242E-021	3.88070504696321E-018	3.1613741274
24715	cg20845050	ZNF7	1.56244258401321E-022	1.72400080349973E-021	3.9031378191234E-018	1.9434559785
6580	cg20773127	ENPEP	1.57178563613973E-022	1.73300721139972E-021	3.92647769764065E-018	1.4189291332
7749	cg20789620	FSD1	1.57199245067522E-022	1.73300721139972E-021	3.92699434103176E-018	0.8236328504
8867	cg20576002	GTSF1	1.62741580201951E-022	1.7933160189788E-021	4.06544741502494E-018	0.9013120167
11106	cg19713196	LAD1	1.65247716274419E-022	1.82012927700673E-021	4.12805320025126E-018	3.8939927277
23338	cg11811840	UGT1A10;UGT1A1;UGT1A6;UGT1A8;UGT1A4;UGT1A3;UGT1A9;UGT1A7;UGT1A5	1.65792741074715E-022	1.82532766187195E-021	4.14166846478745E-018	0.9340749551
3310	cg08508325	CARS	1.66723714966022E-022	1.83476877690141E-021	4.1649251235662E-018	2.0582041613
11636	cg26838900	LRRC15	1.72859164361472E-022	1.90145080797619E-021	4.31819478491393E-018	0.9120113116
2318	cg23504246	C15orf33;FGF7	1.7585089959247E-022	1.93350850471809E-021	4.3929313227195E-018	1.5324006251
16147	cg26620157	PAX9	1.77041467277924E-022	1.94574258428061E-021	4.42267289406983E-018	1.922824955
2744	cg10885338	C2orf40	1.79354343341078E-022	1.97029500923636E-021	4.48045085100348E-018	1.2785702212
22410	cg02936740	TMPRSS11F	1.81666392137945E-022	1.99481676571341E-021	4.53820814199801E-018	0.8677900344
18811	cg19850406	RNFT2;C12orf49	1.83673960372782E-022	2.01597504572604E-021	4.58835920407247E-018	1.6108201619
19189	cg17250929	S100A5	1.85221556690607E-022	2.03206838282303E-021	4.62701970768804E-018	0.9245750288
8910	cg04705866	GZMK	1.94284262521571E-022	2.1305597726301E-021	4.85341516205136E-018	0.9191023039
7233	cg04443324	FAT2	1.9823827453496E-022	2.17296636075376E-021	4.95219033615782E-018	0.9847012045
17232	cg02417408	PPM1M	1.99910807620943E-022	2.1897407336111E-021	4.99397188517877E-018	0.8402503765
12745	cg16446783	MRGPRX4	1.99943901900121E-022	2.1897407336111E-021	4.99479861336693E-018	0.8067245947
17134	cg17791651	POU3F1	2.04448888890782E-022	2.2380971487207E-021	5.10733769338063E-018	1.6763277551
22593	cg04369341	TOX2	2.07414869192318E-022	2.26890016021596E-021	5.18143084729329E-018	2.3163275445
908	cg19317715	AOC2	2.07444376363366E-022	2.26890016021596E-021	5.18216796593326E-018	0.7682758232
22897	cg11058932	TSGA13	2.10958499363E-022	2.30632572104469E-021	5.26995427258711E-018	0.9172269307
9075	cg11378052	HEATR4	2.13949756162056E-022	2.33800475008063E-021	5.34467885868433E-018	0.9153290349
8392	cg05484458	GNB3	2.14862656437382E-022	2.34695409727251E-021	5.36748402046223E-018	0.8969623296
8274	cg21094669	GLRA3	2.20772514679241E-022	2.4104537540219E-021	5.51511818920211E-018	2.1023596655
17508	cg25457027	PROC	2.24350151212635E-022	2.44844522824065E-021	5.60449112744284E-018	1.0599390675
21758	cg00775197	TCTE1	2.24936926756594E-022	2.45377701629103E-021	5.61914936730647E-018	3.4960381317
11582	cg15640375	LPPR3	2.26550013600122E-022	2.47029501953061E-021	5.65944588974464E-018	2.1160419713
1495	cg02491878	ATP6V0A4;TMEM213	2.3315295452119E-022	2.54118409986643E-021	5.82439395689385E-018	1.2929735502
11168	cg23663476	LAT	2.33367680073733E-022	2.54241518356821E-021	5.82975801592191E-018	0.859800719
20807	cg06363129	SOSTDC1	2.3670778037878E-022	2.57767962582489E-021	5.9131970616423E-018	1.5400696183
21086	cg09529667	SSBP4	2.41059293695429E-022	2.62392253412005E-021	6.0219022158055E-018	0.4725989861
11255	cg19594666	LEP	2.42159371538743E-022	2.63474880679849E-021	6.04938326040934E-018	1.5501174344
22762	cg11466837	TRIM29	2.4602821656161E-022	2.67567735216612E-021	6.14603087792558E-018	0.9153869019
7406	cg02017155	FFAR3	2.47476580721851E-022	2.69025781680268E-021	6.18221246301255E-018	0.8552602392
