	CHR	START	END	X0	X1	MeanDecreaseAccuracy	MeanDecreaseGini	Symbol	V1	V2	V3	V4	V5	V6	V7
cg05180443	chr17	48546404	48546705	0.00111111111111111	1.12359550561798e-05	6.41711229946524e-05	0.036	CHAD	chr17	48546554	48546555	cg05180443	CHAD	Island	I
cg09248054	chr1	969107	969408	0.001	-1.09289617486339e-05	4.14507772020725e-05	0.0355661881977671	AGRN	chr1	969257	969258	cg09248054	AGRN	Island	I
cg18694169	chr6	28226929	28227230	0.00329230769230769	-3.50877192982456e-05	0.000167705206015969	0.0354440102409548	NKAPL	chr6	28227079	28227080	cg18694169	NKAPL	Island	I
cg22378919	chr1	119522038	119522339	0.00173333333333333	-3.43521421107628e-05	7.49274620242362e-05	0.0353333333333333	TBX15	chr1	119522188	119522189	cg22378919	TBX15	N_Shore	II
cg24931632	chr1	47899517	47899818	0.000222222222222222	8.5142613878246e-07	1.15606936416185e-05	0.0341072261072261	MGC12982	chr1	47899667	47899668	cg24931632	MGC12982	Island	II
cg17107572	chr2	66667440	66667741	0.001	0	4.3956043956044e-05	0.0339166666666667	MEIS1	chr2	66667590	66667591	cg17107572	MEIS1	CpG_Ocean	II
cg12233363	chr6	100912880	100913181	0.00183333333333333	-4.70151562016703e-05	6.93191865605659e-05	0.0338578740188625	SIM1	chr6	100913030	100913031	cg12233363	SIM1	Island	I
cg16043357	chr10	118897754	118898055	0.000769230769230769	0	5.55555555555556e-05	0.0336323754789272	VAX1	chr10	118897904	118897905	cg16043357	VAX1	Island	I
cg10571987	chr6	41528245	41528546	0.00127272727272727	-2.33990147783251e-05	5.61101443966175e-05	0.0336116152450091	FOXP4	chr6	41528395	41528396	cg10571987	FOXP4	Island	II
cg06756919	chr14	37135748	37136049	0.00186666666666667	0	0.000141414141414141	0.0336	PAX9	chr14	37135898	37135899	cg06756919	PAX9	Island	II
cg26095658	chr2	71017737	71018038	0.00303636363636364	-3.40565417488494e-05	0.000142993684929169	0.0335995838956365	FIGLA	chr2	71017887	71017888	cg26095658	FIGLA	Island	I
cg05678749	chr15	27216669	27216970	0.00258461538461538	2.3755815592838e-05	0.000219258725295849	0.0330384615384615	GABRG3	chr15	27216819	27216820	cg05678749	GABRG3	Island	I
cg11301556	chr20	44657648	44657949	0.00125	-4.44444444444444e-05	1.06382978723404e-05	0.033	SLC12A5	chr20	44657798	44657799	cg11301556	SLC12A5	Island	I
cg11618529	chr19	58951958	58952259	0.0015	0	6.59340659340659e-05	0.0329288645690834	ZNF132	chr19	58952108	58952109	cg11618529	ZNF132	Island	II
cg14546076	chr6	29796270	29796571	0.00173333333333333	-3.48157214742282e-05	6.57539182129346e-05	0.0326153846153846	HLA-G	chr6	29796420	29796421	cg14546076	HLA-G	Island	I
cg15541630	chr8	87081620	87081921	8e-04	-2.35294117647059e-05	2.22222222222222e-05	0.032552590266876	PSKH2	chr8	87081770	87081771	cg15541630	PSKH2	Island	I
cg11498607	chr21	36399076	36399377	0.00153846153846154	1.17647058823529e-05	0.000120218579234973	0.0324761904761905	RUNX1	chr21	36399226	36399227	cg11498607	RUNX1	Island	I
cg17777676	chr5	140186745	140187046	0.00175	-1.03626943005181e-05	5.97014925373134e-05	0.0324324324324324	PCDHA2	chr5	140186895	140186896	cg17777676	PCDHA2	Island	I
cg03662014	chr16	29086121	29086422	0.001	1.16959064327485e-05	8.64864864864865e-05	0.0324324324324324	RRN3P2	chr16	29086271	29086272	cg03662014	RRN3P2	Island	II
cg15812753	chr2	177029663	177029964	0.00145454545454545	6.66666666666667e-05	0.000148388722457093	0.0322170402202604	HOXD3	chr2	177029813	177029814	cg15812753	HOXD3	Island	I
cg13604794	chr17	48050188	48050489	0.00142857142857143	-1.11731843575419e-05	9.32642487046632e-05	0.0321111111111111	DLX4	chr17	48050338	48050339	cg13604794	DLX4	Island	II
cg23972738	chr2	66666889	66667190	0.002	3.64280652019844e-05	0.000123595505617978	0.0320723155836489	MEIS1	chr2	66667039	66667040	cg23972738	MEIS1	CpG_Ocean	II
cg13080565	chr6	101846647	101846948	0.00163636363636364	-1.10497237569061e-05	8.33333333333333e-05	0.0316666666666667	GRIK2	chr6	101846797	101846798	cg13080565	GRIK2	Island	I
cg06148812	chr22	19746218	19746519	0.00127272727272727	3.31491712707182e-05	0.000106553646603709	0.031624439881781	TBX1	chr22	19746368	19746369	cg06148812	TBX1	Island	II
cg24144440	chr1	119526732	119527033	0.0012	1.26678141135972e-05	7.6032076032076e-05	0.0313777487758436	TBX15	chr1	119526882	119526883	cg24144440	TBX15	Island	II
cg14254748	chr1	62660271	62660572	0.000881118881118881	-1.18343195266272e-05	4.37158469945355e-05	0.0308522522522523	L1TD1	chr1	62660421	62660422	cg14254748	L1TD1	N_Shore	II
cg03589296	chr2	66666142	66666443	0.00191919191919192	-2.38095238095238e-05	7.88435438563267e-05	0.0306464779460171	MEIS1	chr2	66666292	66666293	cg03589296	MEIS1	S_Shelf	II
cg04481096	chr7	27141950	27142251	0.00138461538461538	-1.14285714285714e-05	8.51063829787234e-05	0.0297435897435897	HOXA2	chr7	27142100	27142101	cg04481096	HOXA2	N_Shore	II
cg07279070	chr2	73148079	73148380	0.00138461538461538	0	9.78260869565217e-05	0.0291212121212121	EMX1	chr2	73148229	73148230	cg07279070	EMX1	Island	II
cg24621972	chr2	223160025	223160326	0.002	-1.14285714285714e-05	0.00010752688172043	0.0288653981677238	PAX3	chr2	223160175	223160176	cg24621972	PAX3	Island	II
cg10617784	chr2	71134436	71134737	0.00242857142857143	-2.38095238095238e-05	8.18988703604088e-05	0.0285986013986014	VAX2	chr2	71134586	71134587	cg10617784	VAX2	Island	II
cg02783918	chr16	86547394	86547695	0.00169230769230769	-2.29885057471264e-05	9.62566844919786e-05	0.0284651162790698	FOXF1	chr16	86547544	86547545	cg02783918	FOXF1	N_Shore	I
cg22322465	chr4	174459051	174459352	0.00215384615384615	-3.44827586206897e-05	0.000114987115901471	0.0282702702702703	NBLA00301	chr4	174459201	174459202	cg22322465	NBLA00301	Island	II
cg05553502	chr5	92923941	92924242	0.00241666666666667	-1.19047619047619e-05	0.000121957277694983	0.027774358974359	NR2F1	chr5	92924091	92924092	cg05553502	NR2F1	Island	II
cg03632704	chr5	87973289	87973590	0.00163636363636364	-2.35294117647059e-05	7.73480662983425e-05	0.0276923076923077	LOC645323	chr5	87973439	87973440	cg03632704	LOC645323	N_Shore	II
cg14015441	chr8	105479168	105479469	0.00127272727272727	-2.13903743315508e-05	5.05050505050505e-05	0.0272727272727273	DPYS	chr8	105479318	105479319	cg14015441	DPYS	Island	I
cg08465346	chr12	54441308	54441609	0.00136752136752137	-1.22186285079552e-05	9.42396821893622e-05	0.0272424242424242	HOXC4	chr12	54441458	54441459	cg08465346	HOXC4	Island	I
cg22629111	chr1	166135058	166135359	0.00356060606060606	-2.48447204968944e-05	0.00019667366577759	0.027189898989899	FAM78B	chr1	166135208	166135209	cg22629111	FAM78B	Island	I
cg06247406	chr6	101846641	101846942	0.00109090909090909	0	6.66666666666667e-05	0.0268398268398268	GRIK2	chr6	101846791	101846792	cg06247406	GRIK2	Island	II
cg26381313	chr10	102279305	102279606	0.00133333333333333	-1.16279069767442e-05	5.52486187845304e-05	0.0268153214774282	SEC31B	chr10	102279455	102279456	cg26381313	SEC31B	Island	I
cg18247055	chr10	22634076	22634377	0.00167272727272727	-4.9602590521048e-05	5.83262890955199e-05	0.0267307692307692	SPAG6	chr10	22634226	22634227	cg18247055	SPAG6	Island	I
cg26517171	chr5	170735197	170735498	0.000769230769230769	0	5.0251256281407e-05	0.0266435426033829	TLX3	chr5	170735347	170735348	cg26517171	TLX3	Island	I
cg22699026	chr1	243646252	243646553	0.0014	-1.16279069767442e-05	6.59340659340659e-05	0.0265224489795918	SDCCAG8	chr1	243646402	243646403	cg22699026	SDCCAG8	Island	II
cg19457477	chr19	39108459	39108760	0.00146666666666667	0	0.000117647058823529	0.0264705882352941	MAP4K1	chr19	39108609	39108610	cg19457477	MAP4K1	N_Shore	I
cg17890928	chr17	48546043	48546344	0.000842105263157895	2.3139503867698e-05	0.000109105180533752	0.0263724137931034	ACSF2	chr17	48546193	48546194	cg17890928	ACSF2	Island	II
cg03958979	chr6	108486237	108486538	0.00164102564102564	-2.32558139534884e-05	8.58359480053788e-05	0.0260478409443927	NR2E1	chr6	108486387	108486388	cg03958979	NR2E1	Island	II
cg04247717	chr2	131797552	131797853	0.00119480519480519	-3.35823237712636e-05	3.15753541559993e-05	0.0260006144393241	ARHGEF4	chr2	131797702	131797703	cg04247717	ARHGEF4	Island	II
cg24301620	chr6	101846722	101847023	0.001	0	5.20833333333333e-05	0.026	GRIK2	chr6	101846872	101846873	cg24301620	GRIK2	Island	I
cg00425918	chr8	23562996	23563297	0	7.95110872033949e-05	7.51926604596125e-05	0.0258812920650868	NKX2-6	chr8	23563146	23563147	cg00425918	NKX2-6	Island	I
cg12389770	chr6	101847556	101847857	0.001	1.0989010989011e-05	5.26315789473684e-05	0.0257560975609756	GRIK2	chr6	101847706	101847707	cg12389770	GRIK2	S_Shore	II
cg08473330	chr2	63282733	63283034	0.00111111111111111	-1.11731843575419e-05	4.25531914893617e-05	0.02565	OTX1	chr2	63282883	63282884	cg08473330	OTX1	Island	II
cg16606320	chr4	56685822	56686123	0.00153846153846154	-3.38983050847458e-05	7.36842105263158e-05	0.0252631578947368	LOC644145	chr4	56685972	56685973	cg16606320	LOC644145	CpG_Ocean	II
cg20656587	chr17	44895167	44895468	0.00145454545454545	-1.10497237569061e-05	7.29166666666667e-05	0.0252631578947368	WNT3	chr17	44895317	44895318	cg20656587	WNT3	N_Shore	II
cg18031134	chr6	29796252	29796553	0	-3.50877192982456e-05	-3.26086956521739e-05	0.0252	HLA-G	chr6	29796402	29796403	cg18031134	HLA-G	Island	I
cg03989260	chr1	119529210	119529511	0.00145299145299145	-2.40963855421687e-05	7.91603182664635e-05	0.0251538461538462	TBX15	chr1	119529360	119529361	cg03989260	TBX15	N_Shore	II
cg00529958	chr13	100624138	100624439	0.002	0	0.000110497237569061	0.025100395256917	ZIC5	chr13	100624288	100624289	cg00529958	ZIC5	Island	I
cg14006181	chr14	29254792	29255093	0.00183333333333333	-3.42857142857143e-05	8.55614973262032e-05	0.0247474747474747	C14orf23	chr14	29254942	29254943	cg14006181	C14orf23	Island	I
cg13466456	chr1	29586938	29587239	0.000727272727272727	1.21212121212121e-05	5.68181818181818e-05	0.0246857142857143	PTPRU	chr1	29587088	29587089	cg13466456	PTPRU	Island	II
cg15277906	chr8	97170214	97170515	0.00157142857142857	-2.35294117647059e-05	9.78260869565217e-05	0.024	GDF6	chr8	97170364	97170365	cg15277906	GDF6	Island	I
cg11142389	chr3	147125615	147125916	4e-04	-3.35195530726257e-05	-1.05820105820106e-05	0.0238095238095238	ZIC4	chr3	147125765	147125766	cg11142389	ZIC4	N_Shore	II
cg09806671	chr1	165324529	165324830	0.0014	-2.25988700564972e-05	5.3475935828877e-05	0.0237391304347826	LMX1A	chr1	165324679	165324680	cg09806671	LMX1A	Island	I
cg10439765	chr20	44657688	44657989	0.000666666666666667	-1.08695652173913e-05	2.07253886010363e-05	0.0236444444444444	SLC12A5	chr20	44657838	44657839	cg10439765	SLC12A5	Island	I
cg03771840	chr6	30139995	30140296	0.000545454545454545	2.22222222222222e-05	5.23560209424084e-05	0.0233333333333333	TRIM15	chr6	30140145	30140146	cg03771840	TRIM15	Island	I
cg17454831	chr2	66666923	66667224	0.000923076923076923	0	6.15384615384615e-05	0.0233333333333333	MEIS1	chr2	66667073	66667074	cg17454831	MEIS1	CpG_Ocean	II
cg07862488	chr14	60976904	60977205	0.00133333333333333	-4.6242774566474e-05	4.32432432432432e-05	0.0233333333333333	SIX6	chr14	60977054	60977055	cg07862488	SIX6	Island	II
cg09317884	chr1	165204362	165204663	0.00175	0	7.32984293193717e-05	0.0233333333333333	LMX1A	chr1	165204512	165204513	cg09317884	LMX1A	Island	II
cg09578028	chr2	176987261	176987562	0.00075	0	6.06060606060606e-05	0.0233333333333333	HOXD9	chr2	176987411	176987412	cg09578028	HOXD9	Island	II
cg04961235	chr7	4901478	4901779	0	0.000136129587591244	0.000127849599716173	0.0232703344716971	PAPOLB	chr7	4901628	4901629	cg04961235	PAPOLB	Island	I
cg17080423	chr4	81189624	81189925	0.00128571428571429	-1.19760479041916e-05	8.83977900552486e-05	0.0225555555555556	FGF5	chr4	81189774	81189775	cg17080423	FGF5	S_Shore	II
cg23889730	chr14	94253981	94254282	0.00204195804195804	0	0.000129795604460615	0.0222181512605042	PRIMA1	chr14	94254131	94254132	cg23889730	PRIMA1	Island	II
cg21996227	chr1	156130676	156130977	0.001	-4.54545454545455e-05	3.15789473684211e-05	0.0220606060606061	SEMA4A	chr1	156130826	156130827	cg21996227	SEMA4A	CpG_Ocean	I
cg19403534	chr10	120355269	120355570	0.0015	-3.37078651685393e-05	6.31578947368421e-05	0.0219492751208516	PRLHR	chr10	120355419	120355420	cg19403534	PRLHR	Island	II
cg14993900	chr6	10420919	10421220	0.00107692307692308	-2.25988700564972e-05	5.26315789473684e-05	0.021875	TFAP2A	chr6	10421069	10421070	cg14993900	TFAP2A	N_Shore	I
cg10749822	chr11	44332763	44333064	0.00321428571428571	-3.48837209302326e-05	0.000133788819875776	0.0210383600992297	ALX4	chr11	44332913	44332914	cg10749822	ALX4	S_Shore	II
cg13841603	chr6	127839672	127839973	0.000626262626262626	-1.11111111111111e-05	2.16931216931217e-05	0.0204258614014712	C6orf174	chr6	127839822	127839823	cg13841603	C6orf174	S_Shelf	II
cg02655630	chr20	44658791	44659092	2e-04	-2.39520958083832e-05	-1.12994350282486e-05	0.0204105571847507	SLC12A5	chr20	44658941	44658942	cg02655630	SLC12A5	Island	II
cg25999578	chr7	27205364	27205665	0.00127272727272727	-1.14285714285714e-05	6.45161290322581e-05	0.0203076923076923	HOXA9	chr7	27205514	27205515	cg25999578	HOXA9	Island	II
cg05380821	chr6	108490958	108491259	0.00133333333333333	0	6.70391061452514e-05	0.0202105263157895	NR2E1	chr6	108491108	108491109	cg05380821	NR2E1	Island	II
cg18268547	chr17	79615402	79615703	0.000714285714285714	-2.38095238095238e-05	3.2967032967033e-05	0.0201863799283154	TSPAN10	chr17	79615552	79615553	cg18268547	TSPAN10	Island	II
cg02105152	chr18	14747778	14748079	0.001	-5.71428571428571e-05	1.06951871657754e-05	0.0201081081081081	ANKRD30B	chr18	14747928	14747929	cg02105152	ANKRD30B	Island	II
cg15341124	chr14	102027584	102027885	0.000777777777777778	-1.19047619047619e-05	8.61365073888793e-05	0.0198666666666667	DIO3	chr14	102027734	102027735	cg15341124	DIO3	Island	I
cg16263367	chr19	53934946	53935247	0.0014	0	7.36842105263158e-05	0.0196507177033493	ZNF761	chr19	53935096	53935097	cg16263367	ZNF761	Island	I
cg17481117	chr15	27113309	27113610	0.00116666666666667	-1.19760479041916e-05	6.70391061452514e-05	0.0193548387096774	GABRA5	chr15	27113459	27113460	cg17481117	GABRA5	Island	II
cg13736376	chr4	111539141	111539442	0.000857142857142857	-4.6242774566474e-05	2.13903743315508e-05	0.0193548387096774	PITX2	chr4	111539291	111539292	cg13736376	PITX2	Island	II
cg03237606	chr10	63212115	63212416	0.00116666666666667	0	7.77777777777778e-05	0.0193142857142857	TMEM26	chr10	63212265	63212266	cg03237606	TMEM26	N_Shore	I
cg02531437	chr10	120355110	120355411	0.00158241758241758	-5.9958071278826e-05	7.05621611908114e-05	0.0191428571428571	PRLHR	chr10	120355260	120355261	cg02531437	PRLHR	Island	I
cg01353903	chrX	99662500	99662801	0.000583333333333333	0.000127167630057803	0.000149021160114425	0.0190640443670376	PCDH19	chrX	99662650	99662651	cg01353903	PCDH19	Island	II
cg04521004	chr3	157821112	157821413	0.00133333333333333	-2.26248681813824e-05	6.62463219840269e-05	0.018969696969697	SHOX2	chr3	157821262	157821263	cg04521004	SHOX2	Island	II
cg26654798	chr15	83953714	83954015	0.00105882352941176	0	9.47368421052632e-05	0.0188571428571429	BNC1	chr15	83953864	83953865	cg26654798	BNC1	Island	I
cg20377305	chr7	96650518	96650819	0.00286666666666667	-2.22469410456062e-05	0.000164719878866537	0.0178273053111763	DLX5	chr7	96650668	96650669	cg20377305	DLX5	Island	I
cg27016494	chr7	96651436	96651737	0.00175	-2.3121387283237e-05	5.52486187845304e-05	0.0177875457875458	DLX5	chr7	96651586	96651587	cg27016494	DLX5	N_Shore	II
cg21609640	chr1	166890230	166890531	0.000888888888888889	0	4.46927374301676e-05	0.0175609756097561	ILDR2	chr1	166890380	166890381	cg21609640	ILDR2	Island	I
cg11935147	chr1	145075681	145075982	0.00174285714285714	-3.42857142857143e-05	6.47492412198295e-05	0.0174761904761905	PDE4DIP	chr1	145075831	145075832	cg11935147	PDE4DIP	Island	II
cg02332525	chr3	6903003	6903304	0.000181818181818182	0	1.14942528735632e-05	0.0174545454545455	GRM7	chr3	6903153	6903154	cg02332525	GRM7	Island	II
cg11328436	chr12	54360361	54360662	0.00117647058823529	-1.23924268502582e-06	0.000108937070333157	0.0174313606911447	HOTAIR	chr12	54360511	54360512	cg11328436	HOTAIR	Island	II
cg14118515	chr2	176948578	176948879	0.00127272727272727	2.5e-05	0.000105263157894737	0.0171428571428571	EVX2	chr2	176948728	176948729	cg14118515	EVX2	N_Shore	I
cg06571387	chr2	176963951	176964252	0.0012	-3.40909090909091e-05	3.2258064516129e-05	0.0170588235294118	HOXD12	chr2	176964101	176964102	cg06571387	HOXD12	Island	II
cg11647681	chr5	140810011	140810312	0.001	2.45398773006135e-05	7.01754385964912e-05	0.016969696969697	PCDHGA4	chr5	140810161	140810162	cg11647681	PCDHGA4	N_Shore	II
cg14657725	chr8	99959399	99959700	0.000769230769230769	-1.12359550561798e-05	4.18848167539267e-05	0.016875	OSR2	chr8	99959549	99959550	cg14657725	OSR2	N_Shore	II
cg18445088	chr22	40081662	40081963	0.00116666666666667	0	7.65027322404372e-05	0.016875	CACNA1I	chr22	40081812	40081813	cg18445088	CACNA1I	Island	I
cg18087477	chr1	115397447	115397748	0.00106666666666667	-2.24719101123595e-05	6.21761658031088e-05	0.0164285714285714	SYCP1	chr1	115397597	115397598	cg18087477	SYCP1	Island	II
cg09624466	chr14	57278560	57278861	0.00153846153846154	-1.12994350282486e-05	9.47368421052632e-05	0.0163317384370016	OTX2OS1	chr14	57278710	57278711	cg09624466	OTX2OS1	Island	II
cg26717554	chr19	853184	853485	0.000909090909090909	-1.11731843575419e-05	4.21052631578947e-05	0.0163317384370016	ELANE	chr19	853334	853335	cg26717554	ELANE	Island	I
cg17478228	chr19	11591443	11591744	0.00133333333333333	-1.20481927710843e-05	7.86516853932584e-05	0.0162962962962963	ELAVL3	chr19	11591593	11591594	cg17478228	ELAVL3	Island	I
cg16006349	chr12	54360310	54360611	0.001	-2.32558139534884e-05	5.37634408602151e-05	0.0162962962962963	HOTAIR	chr12	54360460	54360461	cg16006349	HOTAIR	Island	II
cg01673674	chr8	97165886	97166187	0.0015	-3.20220841959972e-05	3.27708486182441e-05	0.0162616865792831	GDF6	chr8	97166036	97166037	cg01673674	GDF6	N_Shelf	II
cg15824707	chr15	45403583	45403884	2e-04	0	1.08108108108108e-05	0.0162102564102564	DUOX2	chr15	45403733	45403734	cg15824707	DUOX2	Island	I
cg13803688	chr1	110610302	110610603	0.00155555555555556	-2.3121387283237e-05	0.00012565445026178	0.0161538461538462	ALX3	chr1	110610452	110610453	cg13803688	ALX3	Island	I
cg15422685	chr3	62356624	62356925	0.000909090909090909	0	5.43478260869565e-05	0.0160190476190476	FEZF2	chr3	62356774	62356775	cg15422685	FEZF2	Island	II
cg13515584	chr9	34623930	34624231	0.000166666666666667	0	1.13636363636364e-05	0.0160130718954248	ARID3C	chr9	34624080	34624081	cg13515584	ARID3C	Island	II
cg17573292	chr4	24801651	24801952	0.000166666666666667	0	1.04166666666667e-05	0.016	SOD3	chr4	24801801	24801802	cg17573292	SOD3	Island	I
cg07964848	chr10	28035744	28036045	0.00109090909090909	0	6.74157303370786e-05	0.0157142857142857	MKX	chr10	28035894	28035895	cg07964848	MKX	S_Shore	II
cg25307318	chr10	123922931	123923232	0.00133333333333333	0	8.64864864864865e-05	0.0156481481481481	TACC2	chr10	123923081	123923082	cg25307318	TACC2	Island	II
cg09423283	chr6	146755151	146755452	0.00138461538461538	2.27272727272727e-05	0.000122655122655123	0.0154143775569842	GRM1	chr6	146755301	146755302	cg09423283	GRM1	N_Shore	I
cg08857063	chr6	50808517	50808818	0	0	0	0.0154025974025974	TFAP2B	chr6	50808667	50808668	cg08857063	TFAP2B	N_Shore	I
cg17804348	chr1	3649323	3649624	0	1.20481927710843e-05	1.0989010989011e-05	0.0152380952380952	TP73	chr1	3649473	3649474	cg17804348	TP73	Island	I
cg18335796	chr8	91094322	91094623	0	-1.12359550561798e-05	-1.06382978723404e-05	0.0146031746031746	CALB1	chr8	91094472	91094473	cg18335796	CALB1	CpG_Ocean	II
cg10210806	chr1	6514455	6514756	0.00185714285714286	1.12359550561798e-05	0.000152388829808185	0.0143956043956044	ESPN	chr1	6514605	6514606	cg10210806	ESPN	Island	I
cg02025583	chr17	10632711	10633012	0.000363636363636364	-2.22222222222222e-05	0	0.0142702702702703	TMEM220	chr17	10632861	10632862	cg02025583	TMEM220	Island	II
cg27071152	chr7	39649293	39649594	0.0012	-3.57142857142857e-05	3.37078651685393e-05	0.0141176470588235	LOC646999	chr7	39649443	39649444	cg27071152	LOC646999	Island	I
cg17649293	chr2	71134641	71134942	6e-04	-3.37078651685393e-05	0	0.0141176470588235	VAX2	chr2	71134791	71134792	cg17649293	VAX2	Island	II
cg02611848	chr2	74875237	74875538	0.000933333333333333	1.19047619047619e-05	8.63799283154122e-05	0.0140981560283688	C2orf65	chr2	74875387	74875388	cg02611848	C2orf65	Island	I
cg09789768	chr1	119524173	119524474	0.0014	-3.39004570848146e-05	6.3213589529379e-05	0.014	TBX15	chr1	119524323	119524324	cg09789768	TBX15	S_Shore	II
cg10828337	chr14	29236326	29236627	0	0	0	0.0138666666666667	FOXG1	chr14	29236476	29236477	cg10828337	FOXG1	N_Shore	II
cg04044664	chr5	132149967	132150268	0.0012	-4.59770114942529e-05	2.17391304347826e-05	0.0138666666666667	ANKRD43	chr5	132150117	132150118	cg04044664	ANKRD43	Island	II
cg08177681	chr2	240302435	240302736	5e-04	1.19760479041916e-05	3.42857142857143e-05	0.01375	HDAC4	chr2	240302585	240302586	cg08177681	HDAC4	CpG_Ocean	II
cg17295225	chr6	137814821	137815122	0.000666666666666667	-1.15606936416185e-05	4.25531914893617e-05	0.0135416666666667	OLIG3	chr6	137814971	137814972	cg17295225	OLIG3	Island	I
cg08493294	chr2	25500266	25500567	0.000666666666666667	1.11111111111111e-05	5.20833333333333e-05	0.0135384615384615	DNMT3A	chr2	25500416	25500417	cg08493294	DNMT3A	Island	II
cg22494858	chr1	110611562	110611863	0.00146666666666667	0	0.000115789473684211	0.0135	ALX3	chr1	110611712	110611713	cg22494858	ALX3	Island	II
cg12673103	chr5	134364567	134364868	0.00128571428571429	-1.15606936416185e-05	8.55614973262032e-05	0.0134666666666667	PITX1	chr5	134364717	134364718	cg12673103	PITX1	Island	II
cg17737681	chr2	172951986	172952287	0.00114685314685315	-6.66666666666667e-05	1.93810390701582e-05	0.0134074074074074	DLX1	chr2	172952136	172952137	cg17737681	DLX1	Island	I
cg17384889	chr6	28226918	28227219	0.000581818181818182	5.88235294117647e-05	8.75749382861173e-05	0.0131975428844903	NKAPL	chr6	28227068	28227069	cg17384889	NKAPL	Island	I
cg17340519	chr1	224805702	224806003	0.00116666666666667	0	7.65027322404372e-05	0.0131076280041797	CNIH3	chr1	224805852	224805853	cg17340519	CNIH3	Island	II
cg15833843	chr17	53341093	53341394	-0.000222222222222222	-2.33918128654971e-05	-3.33333333333333e-05	0.0129230769230769	HLF	chr17	53341243	53341244	cg15833843	HLF	N_Shore	I
cg13891220	chr4	111549803	111550104	0.000153846153846154	-3.33954065797641e-05	-2.09447048825287e-05	0.0129108659819956	PITX2	chr4	111549953	111549954	cg13891220	PITX2	Island	II
cg10901368	chr3	181441987	181442288	0	3.4032603753978e-05	3.21461609620721e-05	0.0124040962621608	SOX2OT	chr3	181442137	181442138	cg10901368	SOX2OT	N_Shelf	I
cg04521333	chr11	31818998	31819299	0.000166666666666667	1.0752688172043e-05	2.11412952529704e-05	0.0124	PAX6	chr11	31819148	31819149	cg04521333	PAX6	N_Shore	I
cg27513935	chr13	28552460	28552761	0	-1.12994350282486e-05	-1.0752688172043e-05	0.0122352941176471	PRHOXNB	chr13	28552610	28552611	cg27513935	PRHOXNB	Island	I
cg23547017	chr2	177030021	177030322	0	1.03777268483151e-05	9.98661980130752e-06	0.0117511299982588	HOXD3	chr2	177030171	177030172	cg23547017	HOXD3	S_Shore	I
cg26581886	chr22	17090712	17091013	0.000222222222222222	2.20994475138122e-05	3.22258159364893e-05	0.0117415074309979	psiTPTE22	chr22	17090862	17090863	cg26581886	psiTPTE22	Island	I
cg04768713	chr19	53073184	53073485	0.000153846153846154	-1.12359550561798e-05	0	0.0115555555555556	ZNF701	chr19	53073334	53073335	cg04768713	ZNF701	Island	II
cg16202734	chr17	37321740	37322041	0.000222222222222222	2.48447204968944e-05	3.33834586466165e-05	0.0114285714285714	ARL5C	chr17	37321890	37321891	cg16202734	ARL5C	Island	I
cg08886711	chr12	48399030	48399331	0.00175	0	7.56756756756757e-05	0.0113519813519814	COL2A1	chr12	48399180	48399181	cg08886711	COL2A1	Island	I
cg21092808	chr2	177029700	177030001	2e-04	3.50261491879989e-05	4.42110405471422e-05	0.0111342763142788	HOXD3	chr2	177029850	177029851	cg21092808	HOXD3	Island	II
cg27344587	chr2	63275452	63275753	0.00107692307692308	0	7.48663101604278e-05	0.0111294117647059	LOC100132215	chr2	63275602	63275603	cg27344587	LOC100132215	Island	I
