	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35
88	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_002441	348	chr6	31708032	31708033	cg02737149	MSH5	Island	I	0.0382683656408883	0.0316551205254244	0.0336036997315488	-0.0019485792061243	0.942012956261037	0	0	1
89	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_002441	348	chr6	31708070	31708071	cg15984741	MSH5	Island	II	0.0000274577186326838	0.0906812597040084	0.0980753365523011	-0.00739407684829275	0.924608192964501	0.00136892539356605	0.000684462696783025	1
90	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31732624	MSH5-SAPCD1	NR_037846	348	chr6	31707746	31707747	cg21485120	MSH5	Island	I	0.369026884673298	0.304464971398857	0.30165816524643	0.00280680615242701	1.00930459200444	0.216974674880219	0.138261464750171	1
91	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31732624	MSH5-SAPCD1	NR_037846	348	chr6	31707750	31707751	cg03605661	MSH5	Island	I	0.0000011117147858569	0.02569946992913	0.0280058458936489	-0.0023063759645188	0.917646623734303	0	0	1
92	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31732624	MSH5-SAPCD1	NR_037846	348	chr6	31707799	31707800	cg23822086	MSH5	Island	I	0.185944797132316	0.0272631870549409	0.0285780768580298	-0.00131488980308895	0.953989563061886	0	0.000684931506849315	1
93	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31732624	MSH5-SAPCD1	NR_037846	348	chr6	31707803	31707804	cg02563952	MSH5	Island	I	0.000216362425218845	0.0378813436250897	0.040666499055441	-0.0027851554303512	0.931512289106712	0.000684462696783025	0.000684462696783025	1
94	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31732624	MSH5-SAPCD1	NR_037846	348	chr6	31707815	31707816	cg19121857	MSH5	Island	I	0.00974260952756573	0.0280814839432071	0.0303814292309731	-0.002299945287766	0.924297659919789	0	0.000684462696783025	1
95	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31732624	MSH5-SAPCD1	NR_037846	348	chr6	31707853	31707854	cg13709244	MSH5	Island	I	0.00000421171945939241	0.0171321029473988	0.0174465221396115	-0.0003144191922127	0.981978116343381	0	0	1
96	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31732624	MSH5-SAPCD1	NR_037846	348	chr6	31707922	31707923	cg13843771	MSH5	Island	I	0.000000194496037248924	0.016834263950534	0.018219755342698	-0.00138549139216395	0.923956641233428	0	0.000684462696783025	1
97	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31732624	MSH5-SAPCD1	NR_037846	348	chr6	31707950	31707951	cg16728299	MSH5	Island	I	0.000249264299669192	0.0232305048340012	0.0250777634107513	-0.0018472585767501	0.926338782829487	0	0	1
98	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31732624	MSH5-SAPCD1	NR_037846	348	chr6	31707956	31707957	cg05239791	MSH5	Island	I	0.000144124075599926	0.0207910779640007	0.0232011769854443	-0.00241009902144355	0.896121691457482	0	0.000684462696783025	1
99	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31732624	MSH5-SAPCD1	NR_037846	348	chr6	31707961	31707962	cg24536200	MSH5	Island	I	0.00000104914673397778	0.0150139938459594	0.0160959135281526	-0.0010819196821931	0.932782958836057	0.000684462696783025	0.000684462696783025	1
100	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31732624	MSH5-SAPCD1	NR_037846	348	chr6	31708032	31708033	cg02737149	MSH5	Island	I	0.0382683656408883	0.0316551205254244	0.0336036997315488	-0.0019485792061243	0.942012956261037	0	0	1
101	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31732624	MSH5-SAPCD1	NR_037846	348	chr6	31708070	31708071	cg15984741	MSH5	Island	II	0.0000274577186326838	0.0906812597040084	0.0980753365523011	-0.00739407684829275	0.924608192964501	0.00136892539356605	0.000684462696783025	1
102	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172165	348	chr6	31707746	31707747	cg21485120	MSH5	Island	I	0.369026884673298	0.304464971398857	0.30165816524643	0.00280680615242701	1.00930459200444	0.216974674880219	0.138261464750171	1
103	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172165	348	chr6	31707750	31707751	cg03605661	MSH5	Island	I	0.0000011117147858569	0.02569946992913	0.0280058458936489	-0.0023063759645188	0.917646623734303	0	0	1
104	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172165	348	chr6	31707799	31707800	cg23822086	MSH5	Island	I	0.185944797132316	0.0272631870549409	0.0285780768580298	-0.00131488980308895	0.953989563061886	0	0.000684931506849315	1
105	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172165	348	chr6	31707803	31707804	cg02563952	MSH5	Island	I	0.000216362425218845	0.0378813436250897	0.040666499055441	-0.0027851554303512	0.931512289106712	0.000684462696783025	0.000684462696783025	1
106	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172165	348	chr6	31707815	31707816	cg19121857	MSH5	Island	I	0.00974260952756573	0.0280814839432071	0.0303814292309731	-0.002299945287766	0.924297659919789	0	0.000684462696783025	1
107	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172165	348	chr6	31707853	31707854	cg13709244	MSH5	Island	I	0.00000421171945939241	0.0171321029473988	0.0174465221396115	-0.0003144191922127	0.981978116343381	0	0	1
108	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172165	348	chr6	31707922	31707923	cg13843771	MSH5	Island	I	0.000000194496037248924	0.016834263950534	0.018219755342698	-0.00138549139216395	0.923956641233428	0	0.000684462696783025	1
109	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172165	348	chr6	31707950	31707951	cg16728299	MSH5	Island	I	0.000249264299669192	0.0232305048340012	0.0250777634107513	-0.0018472585767501	0.926338782829487	0	0	1
110	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172165	348	chr6	31707956	31707957	cg05239791	MSH5	Island	I	0.000144124075599926	0.0207910779640007	0.0232011769854443	-0.00241009902144355	0.896121691457482	0	0.000684462696783025	1
111	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172165	348	chr6	31707961	31707962	cg24536200	MSH5	Island	I	0.00000104914673397778	0.0150139938459594	0.0160959135281526	-0.0010819196821931	0.932782958836057	0.000684462696783025	0.000684462696783025	1
112	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172165	348	chr6	31708032	31708033	cg02737149	MSH5	Island	I	0.0382683656408883	0.0316551205254244	0.0336036997315488	-0.0019485792061243	0.942012956261037	0	0	1
113	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172165	348	chr6	31708070	31708071	cg15984741	MSH5	Island	II	0.0000274577186326838	0.0906812597040084	0.0980753365523011	-0.00739407684829275	0.924608192964501	0.00136892539356605	0.000684462696783025	1
114	chr12	125398614	125398950	2	chr12	125398913	125399015	8	37	chr12	125398614	125398950	1	336	chr12	125396190	125399587	UBC	NM_021009	336	chr12	125398629	125398630	cg09467020	UBC	Island	II	0.00181483103675516	0.0686728817765904	0.0907340591143382	-0.0220611773377478	0.756858917664562	0	0	1
115	chr8	17780325	17780417	5	chr8	17780325	17780417	10	92	chr8	17780371	17780916	1	46	chr8	17780365	17887457	PCM1	NM_006197	52	.	-1	-1	.	-1	.	.	.	.	.	.	.	.	.	0
116	chr14	24563777	24563891	1	chr14	24563845	24563909	8	46	chr14	24563845	24563909	1	46	chr14	24563339	24569962	PCK2	NM_001018073	114	chr14	24563794	24563795	cg22454119	PCK2	Island	II	0.000123887481037382	0.0882412051698406	0.0948151623850646	-0.006573957215224	0.930665549160526	0	0	1
117	chr14	24563777	24563891	1	chr14	24563845	24563909	8	46	chr14	24563845	24563909	1	46	chr14	24563339	24569962	PCK2	NM_001018073	114	chr14	24563796	24563797	cg14089728	PCK2	Island	I	0.00000000000735993854154038	0.0193004071898477	0.0209578652926467	-0.0016574581027991	0.920914745864855	0	0	1
118	chr14	24563777	24563891	1	chr14	24563845	24563909	8	46	chr14	24563845	24563909	1	46	chr14	24563339	24573341	PCK2	NM_004563	114	chr14	24563794	24563795	cg22454119	PCK2	Island	II	0.000123887481037382	0.0882412051698406	0.0948151623850646	-0.006573957215224	0.930665549160526	0	0	1
119	chr14	24563777	24563891	1	chr14	24563845	24563909	8	46	chr14	24563845	24563909	1	46	chr14	24563339	24573341	PCK2	NM_004563	114	chr14	24563796	24563797	cg14089728	PCK2	Island	I	0.00000000000735993854154038	0.0193004071898477	0.0209578652926467	-0.0016574581027991	0.920914745864855	0	0	1
120	chr14	24563777	24563891	1	chr14	24563845	24563909	8	46	chr14	24563845	24563909	1	46	chr14	24563489	24573341	PCK2	NM_001308054	114	chr14	24563794	24563795	cg22454119	PCK2	Island	II	0.000123887481037382	0.0882412051698406	0.0948151623850646	-0.006573957215224	0.930665549160526	0	0	1
121	chr14	24563777	24563891	1	chr14	24563845	24563909	8	46	chr14	24563845	24563909	1	46	chr14	24563489	24573341	PCK2	NM_001308054	114	chr14	24563796	24563797	cg14089728	PCK2	Island	I	0.00000000000735993854154038	0.0193004071898477	0.0209578652926467	-0.0016574581027991	0.920914745864855	0	0	1
122	chr14	24563777	24563891	1	chr14	24563845	24563909	8	46	chr14	24563845	24563909	1	46	chr14	24563339	24573341	PCK2	NM_001291556	114	chr14	24563794	24563795	cg22454119	PCK2	Island	II	0.000123887481037382	0.0882412051698406	0.0948151623850646	-0.006573957215224	0.930665549160526	0	0	1
123	chr14	24563777	24563891	1	chr14	24563845	24563909	8	46	chr14	24563845	24563909	1	46	chr14	24563339	24573341	PCK2	NM_001291556	114	chr14	24563796	24563797	cg14089728	PCK2	Island	I	0.00000000000735993854154038	0.0193004071898477	0.0209578652926467	-0.0016574581027991	0.920914745864855	0	0	1
124	chr11	69517273	69517372	1	chr11	69517273	69517372	11	99	chr11	69517273	69517372	2	99	chr11	69513005	69519106	FGF19	NM_005117	99	chr11	69517299	69517300	cg23167906	FGF19	N_Shore	I	0.000011826818732193	0.187467921981701	0.198089755845574	-0.0106218338638725	0.946378681630801	0.0787132101300479	0.0704996577686516	1
125	chr19	17346727	17346825	8	chr19	17346781	17346857	17	44	chr19	17346727	17346825	1	98	chr19	17342693	17356151	NR2F6	NM_005234	98	.	-1	-1	.	-1	.	.	.	.	.	.	.	.	.	0
126	chr5	133859933	133860087	22	chr5	133859816	133859967	2	34	chr5	133859933	133860087	1	154	chr5	133860065	133918920	JADE2	NM_001308143	22	.	-1	-1	.	-1	.	.	.	.	.	.	.	.	.	0
127	chr9	707234	707312	30	chr9	707306	707392	11	6	chr9	707011	707254	4	20	chr9	706805	746106	KANK1	NM_153186	78	.	-1	-1	.	-1	.	.	.	.	.	.	.	.	.	0
128	chr9	707234	707312	30	chr9	707306	707392	11	6	chr9	707011	707254	4	20	chr9	470293	746106	KANK1	NM_001256876	78	.	-1	-1	.	-1	.	.	.	.	.	.	.	.	.	0
129	chr9	707234	707312	30	chr9	707306	707392	11	6	chr9	707011	707254	4	20	chr9	504694	746106	KANK1	NM_001256877	78	.	-1	-1	.	-1	.	.	.	.	.	.	.	.	.	0
130	chr9	707234	707312	30	chr9	707306	707392	11	6	chr9	707011	707254	4	20	chr9	504694	746106	KANK1	NM_015158	78	.	-1	-1	.	-1	.	.	.	.	.	.	.	.	.	0
131	chr6	52149509	52149703	1	chr6	52149662	52149748	12	41	chr6	52149422	52149531	1	22	chr6	52128811	52149679	MCM3	NM_001270472	170	chr6	52149550	52149551	cg25083312	MCM3	Island	I	0.00000513530576653794	0.0361843882712347	0.0398275088779104	-0.00364312060667565	0.908527530108813	0	0	1
132	chr6	52149509	52149703	1	chr6	52149662	52149748	12	41	chr6	52149422	52149531	1	22	chr6	52128811	52149679	MCM3	NM_001270472	170	chr6	52149649	52149650	cg25420070	MCM3	Island	II	0.000000910838231428888	0.0480010405846061	0.0583908925280815	-0.0103898519434754	0.822063827188827	0	0	1
133	chr6	52149509	52149703	1	chr6	52149662	52149748	12	41	chr6	52149422	52149531	1	22	chr6	52128811	52149679	MCM3	NM_001270472	170	chr6	52149679	52149680	cg07837434	MCM3	Island	II	0.00338684186424465	0.0570973802041331	0.0620567551756872	-0.00495937497155405	0.920083237392711	0	0	1
134	chr6	52149509	52149703	1	chr6	52149662	52149748	12	41	chr6	52149422	52149531	1	22	chr6	52128811	52149679	MCM3	NM_001270472	170	chr6	52149695	52149696	cg14550653	MCM3	Island	I	0.00000079108116345735	0.0122395357756592	0.0133072093853004	-0.0010676736096413	0.919767279620573	0	0	1
135	chr6	52149509	52149703	1	chr6	52149662	52149748	12	41	chr6	52149422	52149531	1	22	chr6	52128811	52149679	MCM3	NM_002388	170	chr6	52149550	52149551	cg25083312	MCM3	Island	I	0.00000513530576653794	0.0361843882712347	0.0398275088779104	-0.00364312060667565	0.908527530108813	0	0	1
136	chr6	52149509	52149703	1	chr6	52149662	52149748	12	41	chr6	52149422	52149531	1	22	chr6	52128811	52149679	MCM3	NM_002388	170	chr6	52149649	52149650	cg25420070	MCM3	Island	II	0.000000910838231428888	0.0480010405846061	0.0583908925280815	-0.0103898519434754	0.822063827188827	0	0	1
137	chr6	52149509	52149703	1	chr6	52149662	52149748	12	41	chr6	52149422	52149531	1	22	chr6	52128811	52149679	MCM3	NM_002388	170	chr6	52149679	52149680	cg07837434	MCM3	Island	II	0.00338684186424465	0.0570973802041331	0.0620567551756872	-0.00495937497155405	0.920083237392711	0	0	1
138	chr6	52149509	52149703	1	chr6	52149662	52149748	12	41	chr6	52149422	52149531	1	22	chr6	52128811	52149679	MCM3	NM_002388	170	chr6	52149695	52149696	cg14550653	MCM3	Island	I	0.00000079108116345735	0.0122395357756592	0.0133072093853004	-0.0010676736096413	0.919767279620573	0	0	1
