	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal
chr16:86541944-86542182	0.00440235127367942	0.00229885057471264	0.00087719298245614	0.00092738717791987	0.00150914647322117	0.0140740740740741	0.00133936811955388	0.00116449414920671	0.00135825400510796	0.00434782608695652	0.00524691358024691	0.00149378845784751	0.00142430149447693	0.00802469135802469	0.00142990356010884	0.000718243982565027	0.00211640211640212	0.00584281842818428	0.00566305742065674	0.000666666666666667	0.675026750512117	0.652455262753239	0.479311085283488	0.415488993648751	0.688917713089157	0.547859783355499	0.665061356165844	0.178368145610447	0.577103174603175	0.659892907192146	1	0.554808220539382	0.309239909701454	0.336054421768707	1	0.501040693267567	0.501931363109733	0.746300688423746	1	0.482366769670502	0.303569023569024	0.256969435047624	0.243514064195179	0.280106138190303	0.302770957625386	0.30690328195726	0.251946467226244	0.439256223349997	0.411951731554724	0.389967603953405	0.306150125190251	0.702463896197328	0.00303030303030303	0.508313409269123	0.573306878306878	0.347544737246761	0.735564821143768	0.555858001138317	0.404818139257058	0.00128205128205128	0.00145980046948357	0.00284900284900285	0.00256410256410256	0.00106038683086974	0.001262143653448	0.00158730158730159	0.00141843971631206	0.0025974025974026	0.00201635516165884	0.00066006600660066	0.00136054421768707	0.00123456790123457	0.000784313725490196	0.00125786163522013	0.00117473765208805	0.000787652051289593	0.00196078431372549	0.00141843971631206	0.0010752688172043
chr20:1808761-1808798	0.206349206349206	0.511904761904762	0.266666666666667	0.1	0.0555555555555556	0.111111111111111	0.222222222222222	0.194444444444444	0.239393939393939	0.0666666666666667	0.317460317460317	0.206349206349206	0.0833333333333333	0.222222222222222	0.0555555555555556	0.111111111111111	0.111111111111111	0.0625	0.244444444444444	1	1	0.111111111111111	0.5	1	1	1	0.916666666666667	0.277777777777778	1	0.873015873015873	0.166666666666667	1	0.111111111111111	0.166666666666667	1	0.486111111111111	1	1	1	1	1	1	1	0.977777777777778	1	1	1	0.222222222222222	0.985449735449735	1	0.97037037037037	1	1	1	1	1	1	0.97037037037037	1	0.291666666666667	0.5	0.188333333333333	0.166666666666667	0.5	0.5	0.25	0.5	0.5	0.5	0.933333333333333	0.5	0.0714285714285714	0.0333333333333333	0.0555555555555556	0.5	0.0714285714285714	0.213605442176871	0.2	0.111111111111111
chr15:40716967-40717206	0.0555555555555556	0.5	0.5	0.166666666666667	0.4	0.533333333333333	0.190432098765432	0.466666666666667	0.210998677248677	0.166666666666667	0.0666666666666667	0.0666666666666667	0.166666666666667	0.133333333333333	0.0666666666666667	0.333333333333333	0.5	0.137389770723104	0.0952380952380952	0.365079365079365	1	1	1	0.916239316239316	1	1	1	1	1	0.994791666666667	1	1	0.5	1	1	1	1	0.889880952380952	1	0.952116402116402	1	1	0.912002972872538	1	1	0.5	1	1	1	1	1	1	1	0.222222222222222	0.5	0.793154761904762	0.5	1	1	0.333333333333333	0.166666666666667	0.166666666666667	0.388888888888889	0.292063492063492	0.166666666666667	0.172321428571429	0.2	0.166666666666667	0.142857142857143	0.365079365079365	0.2	0.155572256961146	0.208333333333333	0.165749007936508	0.156688596491228	0.189965127465128	0.166666666666667	0.220182595182595	0.111111111111111
chr5:180046303-180046355	0.0235897435897436	0.5	0.522318422318422	0.375132275132275	1	1	0.573746031746032	0.00555555555555555	0.461670445956161	1	0.772210795740207	0.514285714285714	0.249425287356322	0.0102564102564103	0.342456140350877	0.2540107845371	0.745185185185185	0.429212762546096	0.00392156862745098	0.248888888888889	0.9	1	0.777777777777778	1	0.722222222222222	1	1	1	1	0.0181818181818182	0.71875	1	0.996969696969697	0.920925925925926	1	1	1	0.43044733044733	0.8	1	1	1	1	0.611644042232278	0.922222222222222	0.968253968253968	0.506666666666667	1	0.0866666666666667	0.0220211161387632	0.861111111111111	0.981481481481482	1	0.111111111111111	0.883333333333333	0.888144841269841	0.333333333333333	1	1	0.444267865419181	0.295907029478458	0.666666666666667	0.392334909242804	0.283649683649684	0.197174039243005	0.733281659719493	0.00333333333333333	0.539620907651598	0.348842592592593	0.454436507936508	0.185873015873016	0.197983420088683	0.063625730994152	0.074322631347803	0.373611111111111	0.382041859357099	0.493923611111111	0.431746031746032	0.205833333333333
chr6:21246436-21246558	1	1	0.166666666666667	0.266666666666667	0.666666666666667	1	0.638888888888889	0.438935920047031	0.349074074074074	0.166666666666667	0.166666666666667	0.354807256235828	0.133333333333333	0.481111111111111	0.222222222222222	0.5	1	0.166666666666667	0.133333333333333	0.379008219449396	1	0.844642857142857	1	0.866825396825397	1	1	0.736069538926682	1	1	1	1	1	0.884267676767677	0.916666666666667	1	0.987876885712951	1	1	1	0.5	0.0833333333333333	1	1	1	1	1	0.875	0.916666666666667	0.93967249218528	0.9275	1	0.899537037037037	0.939722818952142	0.998941798941799	1	0.5	0.651746031746032	0.5	0.993187531422825	0.295	0.2825	0.266666666666667	0.286666666666667	0.155128205128205	0.303333333333333	1	0.358333333333333	0.295	0.219047619047619	0.306060606060606	0.04	0.5	0.206031746031746	1	0.636	0.261904761904762	1	0.174808429118774	0.207442680776014
chr19:36748547-36748559	0.0185185185185185	0.038352686529157	0.277777777777778	0.0333333333333333	0.0333333333333333	0.0931432438295183	0.655555555555556	0.055796677656178	0.0949843937575029	0.666666666666667	0.14192156238192	0.0444444444444444	0.0185185185185185	0.0444444444444444	0.117283950617284	0.0716118155307916	0.0208333333333333	0.125488459473967	0.037037037037037	0.0341746031746031	1	1	0.763888888888889	0.569444444444444	0.48733024691358	1	1	1	1	1	1	1	0.75	0.676941973370545	0.706098084234208	0.711997667019606	0.111111111111111	0.5	0.37037037037037	1	0.416666666666667	0.562043041415777	0.735783475783476	0.6	1	0.333333333333333	0.388888888888889	1	0.0555555555555556	0.0185185185185185	0.407407407407407	0.351851851851852	0.675783125716136	1	0.851708096561038	0.778349769278341	0.491053031822809	0.5	0.333333333333333	0.0476190476190476	0.111111111111111	0.267518939393939	0.189288729446922	0.104391534391535	0.138888888888889	0.0138888888888889	0.166666666666667	0.0765548936214571	0.087891237303002	0.0185185185185185	0.000766283524904215	0.152777777777778	0.0694444444444444	0.0111111111111111	0.0833333333333333	0.0185185185185185	0.159377777777778	0.0605738919949446	0.037037037037037
chr8:54793267-54793595	0.00128011328110633	0.00164609053497942	0.42024330504603	0.00119870765218157	0.00552503521491835	0.00206066791783535	0.00128019323671498	0.00145210345210345	0.00346543793941783	0.00105820105820106	0.000888888888888889	0.00120593692022263	0.00108801708012234	0.00113841503417718	0.00155038759689922	0.00132329856172882	0.00140472585313597	0.000701754385964912	0.00197437741710187	0.00161227661227661	1	0.0157383357383357	1	0.773082010582011	0.804264519986671	0.298865557255211	0.762433862433862	0.406791283456737	0.969104859335038	0.629245258378763	1	0.743113939532928	0.490627301359009	0.700928578017619	0.990873015873016	0.194444444444444	0.872323552264729	1	0.632045024252673	1	0.397095760022361	0.519210935645272	0.250485276670146	0.457448399065289	0.863544259464664	0.981638795986622	1	0.814448149397009	0.655639932673181	0.236199749610615	0.03	0.675973248948308	0.752021669575377	0.615289341533221	0.916296296296296	0.452759349353777	0.517826557744888	0.586523854393016	0.252662911759686	0.00132177871148459	0.00138888888888889	0.00123678535448528	0.00202290114555796	0.00125672043010752	0.000694444444444444	0.00126875995093049	0.00176767676767676	0.00266515094101301	0.00138280252246356	0.00172111819686639	0.00555555555555555	0.00966233251861233	0.00388113402250742	0.0010250838536224	0.0592435124584013	0.00102564102564103	0.0016260162601626	0.00301469002182409	0.000813008130081301
chr3:66492955-66493059	0.111111111111111	0.006845284331715	0.0238095238095238	0.000652777777777778	0.0666666666666667	0.0555555555555556	0.00230836581984358	1	0.00151937157047161	0.0773809523809524	0.00976730106083341	0.0208333333333333	0.0277777777777778	0.0010547419166746	0.0166666666666667	0.00102378801565794	0.0104224131954502	0.0107327757865392	0.00108827240725226	1	1	0.166666666666667	0.137142857142857	1	0.0416666666666667	1	0.333333333333333	0.466378409085762	0.655812229475121	1	0.177777777777778	0.333333333333333	0.916666666666667	0.952380952380952	0.533333333333333	1	0.0333333333333333	1	0.0333333333333333	0.53586327110621	0.4835047236444	0.976190476190476	0.613691620022444	1	0.5	1	0.916666666666667	0.333333333333333	0.933333333333333	0.527748600363153	1	0.5	1	0.3	1	0.888888888888889	1	1	1	0.111111111111111	0.0094436286367474	0.00127108576859111	0.0833333333333333	0.00744256588771067	0.00138671729197622	0.00071094374072806	0.166666666666667	0.00181217679802852	0.00114419290174699	0.006532142321616	0.0277777777777778	0.0555555555555556	0.0277777777777778	0.0555555555555556	0.0833333333333333	0.0185185185185185	0.386904761904762	0.0151515151515152	0.0160896923954758
chr1:27676036-27676090	0.00740740740740741	0.352380952380952	0.186666666666667	0.146176126893137	0.171296296296296	0.211493907327241	0.00740740740740741	0.012962962962963	0.246759259259259	0.0642857142857143	0.394179933236551	0.821050931639167	0.5	0.191319444444444	0.153116732804233	0.181216931216931	0.196412037037037	0.0222222222222222	0.0753968253968254	0.146349206349206	0.548658835717659	0.895039682539682	1	0.570238095238095	0.107142857142857	1	0.875	1	1	1	0.327619047619048	0.966666666666667	0.692592592592593	0.983333333333333	0.927777777777778	0.777314814814815	0.313333333333333	0.977777777777778	1	0.969444444444444	0.902698863636364	0.993333333333333	1	1	1	0.877777777777778	0.996666666666667	0.783035714285714	0.996491228070175	1	0.974603174603175	1	0.893287037037037	0.544737267090208	0.833333333333333	0.752267573696145	0.87962962962963	0.938888888888889	1	0.00493827160493827	0.0915343915343915	0.46900993743099	0.125431000822482	0.203571156512333	0.0037037037037037	0.00987654320987654	0.0102564102564103	0.0483465608465609	0.300833333333333	0.185516299241789	0.0615079365079365	0.203571156512333	0.166119926029098	0.336060837205002	1	0.00740740740740741	0.624761904761905	0.299986471861472	0.162401883830455
chr4:87515445-87515628	0.0142450142450142	0.0217862965410883	0.015671638650962	0.00307229997424668	0.00100761307657859	0.00166641670356285	0.0286683618168985	0.000584795321637427	0.0606209150326797	0.0340372185467257	0.00498214823418074	0.00346464011323502	0.00123456790123457	0.0046875	0.0172507526004639	0.42292263190486	0.000742721330956625	0.0141311667398624	0.00170940170940171	0.00273802843247288	0.00868757259001162	0.104444444444444	0.669135802469136	1	0.179047993779452	1	0.600310041683039	0.109414331282752	0.870840270840271	1	0.453801472005806	0.344033816425121	0.261331494857385	0.553787878787879	0.401936515496887	0.568935242081022	1	1	0.228347119849874	1	1	0.153432424059463	1	0.799405060906272	0.186839130368542	0.488533502660861	0.573245149911817	1	1	0.801481481481481	1	0.844113756613757	1	1	0.544797690055595	1	1	1	0.178640211640212	0.00743034055727554	0.00175438596491228	0.00105820105820106	0.00259947447447447	0.000854700854700855	0.00243878205883314	0.0916666666666668	0.00145345942730371	0.014719760202776	0.250897633744856	0.00131109359950967	0.000784313725490196	0.0282857659974524	0.00700382966270977	0.00359260610366463	0.00467646186995781	0.00722832722832723	0.00204081632653061	0.0175362053866889	0.000562162899762279
chr19:52598434-52598778	0.000813008130081301	0.000953863554703891	0.00114942528735632	0.000972417943143405	0.00956064358810355	0.001311986863711	0.00144444777587671	0.00123643619406331	0.434997144879615	0.00116959064327485	0.00123456790123457	0.00136054421768707	0.0010752688172043	0.00107335170691831	0.00109432681641736	0.00118262606582962	0.004	0.00113447563471475	0.00440476190476191	0.423704609385341	0.469150611115897	1	0.0177018633540373	0.479672872188292	0.845894915541974	0.29873021715127	0.336892736892737	0.024	0.406806526806527	0.8398828320802	0.334534534534535	0.277174860093434	0.0413185913185913	0.0259259259259259	0.446945569050832	0.502309455250632	0.351907373729006	0.79953601953602	0.709285714285714	0.494666666666667	0.402990076823748	0.451496797549429	0.540531657525413	0.658493576741041	0.0488888888888889	1	0.506999101116748	0.973977873977874	0.509703832752613	0.269786118336843	0.967844573726927	0.923699452775988	0.599507573615056	0.754353390106566	1	1	0.61646086834397	0.904886964886965	0.757215829212234	0.00127904526413087	0.000925271098538425	0.00202443613429275	0.00164609053497942	0.00141376904263502	0.00170284454193032	0.00152511025750462	0.000952624020526939	0.00136054421768707	0.00342572635028676	0.00146233048547214	0.00137835993611571	0.000886676592211982	0.00087719298245614	0.001815212615514	0.00106788710907704	0.00118723814579733	0.00146066203258981	0.000971622743914563	0.0122915769585826
chr7:156811174-156811234	0.00114405201124495	0.00207596034583671	0.0036036036036036	0.00100838827535323	0.00128391324060668	0.00256410256410256	0.00579956872091704	0.00124955052139518	0.00125066448866937	0.00190359477124183	0.00117735962427498	0.00317460317460317	0.00350877192982456	0.00157775812948227	0.00256410256410256	0.00317460317460317	0.00183956254805125	0.000702151773015275	0.00333333333333333	0.00114149416474998	0.983333333333333	0.242645074224022	0.833333333333333	1	1	0.985714285714286	0.486022765340268	0.75	0.985714285714286	0.273291941430359	0.935	0.454877752715862	0.247073677956031	0.0444444444444444	0.259365079365079	1	0.0740740740740741	0.402715073828813	0.494444444444444	1	0.268888888888889	0.0488888888888889	0.0982683982683983	0.512962962962963	0.271919191919192	0.340812480969054	0.439201539201539	0.0325925925925926	0.0242063492063492	0.383566760037348	0.0457142857142857	0.0944444444444445	0.0111111111111111	1	0.333825372616681	1	0.368644688644689	0.0457142857142857	0.522121212121212	0.000640122151750059	0.000603318250377074	0.00289855072463768	0.00104166666666667	0.00289855072463768	0.00104239195459633	0.00317460317460317	0.00740740740740741	0.00158730158730159	0.0010458454773227	0.0032520325203252	0.00270515613652869	0.00189236111111111	0.00087719298245614	0.00227821958204252	0.00228070175438596	0.00116908212560386	0.00107330488796006	0.00145932705303006	0.00299741602067183
chr5:16180316-16180361	0.00833333333333333	0.000582529189777879	0.00250546704154952	0.00808016164952582	0.00222222222222222	0.00926635974255023	0.0037037037037037	0.00416666666666667	0.00192242049287193	0.00555555555555555	0.0106200058731704	0.00277777777777778	0.0195555555555556	0.0562962962962963	0.00303030303030303	0.00380952380952381	0.0111111111111111	0.00277777777777778	0.00208333333333333	0.00229885057471264	1	1	1	1	0.68302545957671	0.75	1	1	0.96120413967329	0.0111111111111111	0.00555555555555555	0.432085001776472	0.268148148148148	0.666666666666667	1	1	0.627180439630039	0.5	0.920740261916733	1	0.333333333333333	0.75	0.5	0.91041847041847	0.0111111111111111	0.844701263648632	0.414222222222222	0.39097288676236	0.5	0.333333333333333	0.613415126598215	0.386296296296296	1	0.441401098901099	0.662607135575621	0.488673886499973	0.0488888888888889	0.00555555555555555	1	0.00392156862745098	0.0184068362193362	0.0101052030328346	0.00466047024870554	0.00818478906714202	0.0237037037037037	0.131333333333333	0.0172727272727273	0.00444444444444444	0.454675829780677	0.00222222222222222	0.00238095238095238	0.00277777777777778	0.00287796887796888	0.0037037037037037	0.0460432921316889	0.00191675794085433	0.00099502487562189	0.0190440874300098	0.0225281202329783
chr8:144358265-144358307	0.058664328780608	0.00512820512820513	0.000716845878136201	0.0171904321846041	0.00109654438323549	0.0865512446113196	0.0384178583714189	0.0123489205826726	0.00108408249603384	0.00134370157058756	0.000748914758817296	0.00175019206994754	0.409259259259259	0.473968253968254	0.0016446579526585	0.00444444444444444	0.291099865047234	0.245828460038986	0.00213894639981597	0.00140149894726267	0.00784313725490196	0.993333333333333	0.173333333333333	0.00888888888888889	0.38	0.237535271745798	0.483951746722348	0.990476190476191	0.544838298955946	1	0.562964606656445	0.00833333333333333	0.187995029661696	1	1	0.0338624338624339	1	0.38	0.00740740740740741	0.516378908867087	0.244871794871795	0.00740740740740741	0.506694557023498	0.584646464646465	1	0.286580086580087	0.259211993193687	1	0.554195329536702	0.647515527950311	1	1	1	0.53047619047619	0.111111111111111	1	0.888888888888889	0.694115384615385	0.871981351981352	0.0105428262928263	0.00586329022377266	0.00303030303030303	0.00129745733194009	0.000888888888888889	0.0146360153256705	0.00666666666666667	0.0463491415084553	0.00149307214524606	0.0680088996763753	0.0467905914912279	0.00238095238095238	0.12761791585321	0.0185502129434878	0.00196078431372549	0.00111751619918995	0.17186848645182	0.0869646516890149	0.00193276739150447	0.00666666666666667
chr17:521801-521890	0.222222222222222	0.295	0.224444444444445	0.251862831612832	0.222222222222222	0.222222222222222	0.323968253968254	0.277471594698486	0.222222222222222	0.444444444444444	1	0.222222222222222	0.234537037037037	0.142857142857143	0.282449494949495	1	0.2	0.317472222222222	1	1	0.266666666666667	1	1	0.855555555555556	1	1	1	1	1	0.722546296296296	0.735347222222222	1	1	1	1	0.638888888888889	1	1	0.779166666666667	1	1	1	0.765	1	1	0.944444444444444	1	0.657324263038549	1	1	1	1	1	0.959876543209877	1	0.988095238095238	1	1	1	0.329490740740741	1	0.166666666666667	0.2	0.166666666666667	0.222222222222222	0.166666666666667	0.166666666666667	0.555555555555555	0.19047619047619	0.166666666666667	1	0.222222222222222	0.2	0.222222222222222	0.268412698412699	0.173948973528806	0.166666666666667	0.166666666666667	0.21831605528974
chr9:134298905-134298949	0.0333333333333333	0.146464646464646	0.277777777777778	0.444444444444444	0.218815192743764	0.244444444444444	0.166666666666667	0.583333333333333	0.0833333333333333	0.185185185185185	0.258241758241758	0.211111111111111	1	0.333333333333333	1	0.791666666666667	0.583333333333333	0.444444444444444	0.166666666666667	0.375	0.55952380952381	1	1	1	0.928571428571429	1	0.25	1	0.111111111111111	1	0.583333333333333	1	1	0.5	0.821428571428571	1	0.825396825396825	1	0.856481481481482	1	0.5	0.833333333333333	0.930555555555555	0.796296296296296	0.791666666666667	0.944444444444444	1	1	1	1	0.9125	1	1	1	1	1	1	0.166666666666667	0.583333333333333	0.0666666666666667	0.372530864197531	0.23968253968254	0.178571428571429	0.355555555555556	0.0555555555555556	0.333333333333333	0.447165532879819	0.583333333333333	0.211111111111111	0.211111111111111	0.219907407407408	0.444444444444444	0.178571428571429	0.166666666666667	0.233333333333333	0.0833333333333333	0.166666666666667	0.111111111111111	0.146464646464646
chr10:79396895-79396939	0.0398565015231682	0.330787037037037	0.00444444444444444	0.127193114523738	0.14962962962963	0.0770888447971781	0.0313390313390313	0.259609957036428	0.294047619047619	0.196536646224146	0.207175925925926	0.0618492618492619	0.103846153846154	0.00266666666666667	0.00196078431372549	0.0907203907203907	0.129848314378966	0.0037037037037037	0.0121212121212121	0.0376719576719577	0.802016579911317	1	1	1	1	1	1	0.42	1	1	0.945500251382604	0.0111111111111111	1	1	1	0.898148148148148	1	1	1	1	0.0757692307692308	1	1	1	0.252380952380952	1	1	1	1	0.0133333333333333	1	0.76031746031746	1	0.858439541481337	0.95100585688821	0.845206349206349	0.95100585688821	1	0.714380952380952	0.00825396825396825	0.0618367346938776	0.136748882570494	0.283994708994709	0.00952380952380952	0.0577546296296296	0.00476190476190476	0.00350877192982456	0.227794011544012	0.194312169312169	0.00277777777777778	0.122301587301587	0.104166666666667	0.0611111111111113	0.126800144300144	0.117051282051282	0.078587962962963	0.218849206349206	0.0852380952380954	0.0282539682539683
chr6:159590471-159590510	0.00221707921707922	0.000582529189777879	0.0101030119407585	0.00111111111111111	0.0556728588033084	0.00229885057471264	0.00333333333333333	0.0709814071901779	0.0146806217982689	0.193201058201058	0.0122850015219059	0.260529100529101	0.16928607340372	0.00103383458646617	0.00384542017111252	0.0141322283683395	0.00273665223665224	0.0116049382716049	0.00313003586595577	0.00222222222222222	0.5	0.418121693121693	1	0.571417403650187	0.568524421414765	0.625830538437382	1	1	1	0.92131333578702	0.672483432185357	1	0.498412698412698	0.620744438755191	0.579033706027698	0.325227529659811	0.664217423581659	1	0.5	0.573280923869159	0.929933862433862	0.503333333333333	0.365788198729375	0.249294532627866	0.65031203855086	1	0.503333333333333	0.334767025089606	0.485314679773139	0.429933862433862	0.378075780428722	0.0414814814814815	0.005	0.537750546666955	0.594147937173137	1	0.00444444444444444	0.588479431131969	0.335555555555556	0.151575009628184	0.00202020202020202	0.0101967882669637	0.00154585066349772	0.00294117647058824	0.0087172897266065	0.0242079549025045	0.00222222222222222	0.0472554436369303	1	0.000980392156862745	0.00139001349527666	0.00151515151515152	0.0258881330309902	0.00938271604938271	0.0380419724637025	0.016583046700358	0.0438308457711443	0.0186574074074074	0.00166666666666667
chr16:85409879-85409911	0.385367724867725	0.166666666666667	0.0714285714285714	0.317727272727273	0.02	0.04	0.358333333333333	0.291428571428571	0.364942640692641	0.202020202020202	0.02	0.274545454545455	0.116666666666667	0.976190476190476	1	0.642857142857143	1	0.0775	0.29	0.363333333333333	1	0.5	1	1	0.977777777777778	1	1	0.959876543209877	0.967857142857143	0.111111111111111	1	0.972222222222222	1	1	0.407407407407407	0.909722222222222	1	1	0.966666666666667	1	0.962416904083571	0.824814814814815	1	1	1	1	1	0.879953703703704	1	1	1	1	1	1	1	0.845714285714286	1	1	1	0.222222222222222	0.222222222222222	0.166666666666667	0.111111111111111	0.0666666666666667	0.2	0.255	1	0.0952380952380952	0.133333333333333	0.376305773174194	0.238095238095238	0.722943722943723	0.222222222222222	0.230714285714286	0.166666666666667	1	0.025	0.0685714285714286	0.4475
chr20:3748987-3749231	0.000650569155170204	0.000865406889648043	0.000892491275469998	0.00123456790123457	0.00138888888888889	0.00111526831105509	0.00146177040032863	0.00233506832422821	0.000858585858585858	0.00224739198885309	0.00127276066435253	0.00201521745379658	0.00175438596491228	0.0015019928865574	0.00140350877192982	0.000978893240798003	0.000900809469620609	0.000860026677620491	0.00102419177137371	0.00242424242424242	0.306226034607308	0.723012181616833	0.424498906666089	0.526666666666667	1	0.211532911532912	0.13708002875162	0.186839130368542	0.459755177273467	0.840025708393367	0.945156642580426	0.943964388758008	0.797380952380952	0.29747735120091	0.777336649852092	0.861343594676928	0.420627705627706	0.673597554492291	0.455166289937098	0.121784098254687	0.224885463892556	0.3037022615189	0.3569579635306	0.565988237040869	0.504656759349632	0.142387974724906	0.0808503707295017	0.468766637559207	0.00196078431372549	0.334575537681413	0.0399719887955182	0.497739859938013	0.16064340547662	0.0126984126984127	0.155080664949086	0.0763828763828764	0.777777777777778	0.894761904761905	0.448642046292201	0.00128205128205128	0.00251068376068376	0.00109126984126984	0.00208333333333333	0.00120355154087537	0.00148148148148148	0.00116959064327485	0.00092904335568518	0.000888888888888889	0.00114025604433993	0.00168380264743042	0.000922411975542906	0.00138888888888889	0.00112705913481713	0.000647249190938511	0.00116468314515308	0.00117180204703888	0.00555555555555555	0.00155038759689922	0.000925925925925926
chr15:23115331-23115366	0.816969696969697	0.172123015873016	0.5	0.146666666666667	0.108333333333333	0.23478835978836	0.212626262626263	0.5	0.333333333333333	0.138888888888889	0.324347772779145	0.211451247165533	0.0277777777777778	0.189090909090909	0.268962585034013	0.159474206349206	0.333802308802309	0.666666666666667	0.196031746031746	0.0454545454545454	0.911111111111111	0.822222222222222	0.632142857142857	0.861111111111111	0.896296296296296	0.922077922077922	0.822222222222222	0.821168305378832	1	0.869047619047619	0.867724867724868	0.554166666666667	0.956666666666667	0.368627450980392	0.869047619047619	0.866190476190476	0.5	0.972222222222222	0.822222222222222	0.78869227994228	0.877121212121212	0.922077922077922	0.4875	0.872222222222222	1	1	0.307359307359307	0.311613876319759	0.333333333333333	0.136111111111111	0.257575757575758	1	0.914545454545455	0.266320346320346	0.822222222222222	0.177777777777778	1	0.75732683982684	0.848148148148148	0.175757935480158	0.0555555555555556	0.333333333333333	0.0915151515151515	0.294697915253471	0.10359231411863	0.180952380952381	0.12030303030303	0.119444444444444	0.261904761904762	0.25	0.462654320987654	0.2	0.162142857142857	0.142857142857143	0.265525626636738	0.5	0.0555555555555556	0.112962962962963	0.207465277777778
chr2:233216961-233217043	0.00158730158730159	0.0788720538720539	0.00133333333333333	0.148154160654161	0.0854638016292035	0.0601190476190475	0.0989316239316239	0.121361204779285	0.221325863678805	0.227020150849938	0.193019943019943	0.128703703703704	0.0799766060270262	0.260687826782165	0.00238095238095238	0.0568145743145744	0.112327872744539	0.154705882352941	0.103703703703704	0.041062271062271	0.499809523809524	0.605828910163654	1	0.8326941348163	0.680558201058201	1	1	1	0.985490196078431	0.964615384615385	1	1	0.918121693121693	0.779178928736181	1	0.641975308641975	0.976410256410256	0.00350877192982456	0.661131524690994	1	1	0.622303339435692	0.00333333333333333	0.455262732909792	0.0264069264069264	0.413140829616802	0.245033026473189	0.551066972243443	0.448126460274136	0.559611023896738	1	1	0.904472455648926	0.686272157666895	0.856468583590952	1	0.484136583722791	0.839492518262062	0.032996632996633	0.0861111111111112	0.0523809523809524	0.0729662698412699	0.186772486772487	0.00333333333333333	0.0859144162715591	0.106435844801992	0.18084126984127	0.354404761904762	0.0785185185185185	0.0194444444444444	0.0576835607537362	0.123888888888889	0.120294203294203	0.00740740740740741	0.00170940170940171	0.086326058201058	0.108333333333333	0.104166666666667	0.286622574955908
chr19:49441132-49441186	0.317727272727273	1	0.358333333333333	0.358333333333333	1	0.201666666666667	0.358333333333333	0.358333333333333	0.358333333333333	1	0.358333333333333	0.34047619047619	0.116666666666667	0.358333333333333	0.329177489177489	0.363333333333333	0.358333333333333	0.435	0.216363636363636	0.358333333333333	1	0.166666666666667	0.52171052631579	1	1	1	1	1	1	0.682608695652174	0.693759157509158	0.246666666666667	0.695670995670996	0.816570447564913	0.705909090909091	0.946045436045436	1	1	0.734593837535014	0.256060606060606	1	1	0.679166666666667	0.61695652173913	0.0416666666666667	0.404924242424242	0.786752136752137	0.388141025641026	0.366666666666667	0.786752136752137	0.445714285714286	0.679166666666667	0.358333333333333	0.679166666666667	0.185014005602241	1	0.204166666666667	0.847628259232316	0.572222222222222	0.346969696969697	0.370833333333333	0.361111111111111	0.366666666666667	0.286111111111111	0.414615384615385	0.316666666666667	0.38625	0.341666666666667	0.2375	0.4	0.358333333333333	0.358333333333333	0.443636363636364	0.353333333333333	0.358333333333333	0.35	0.358333333333333	0.358333333333333	0.358333333333333
chr15:86298535-86298603	0.188095238095238	0.166666666666667	0.402777777777778	0.166666666666667	0.166666666666667	0.166666666666667	0.583333333333333	0.224867724867725	0.166666666666667	0.166666666666667	0.166666666666667	0.583333333333333	0.125	0.583333333333333	0.378370655080214	1	0.166666666666667	0.166666666666667	0.166666666666667	1	0.111111111111111	1	0.988888888888889	1	0.6	0.855555555555556	0.912698412698413	0.166666666666667	1	1	1	0.656597222222222	1	1	0.857222222222222	0.648148148148148	0.861904761904762	1	1	0.675925925925926	1	1	1	1	1	0.955555555555555	1	0.166666666666667	1	1	0.891534391534392	1	0.878058862433863	0.722222222222222	1	0.880952380952381	1	1	1	0.2	0.6	0.2	0.2	0.166666666666667	0.222222222222222	0.231687242798354	0.166666666666667	0.166666666666667	0.722222222222222	0.111111111111111	0.388888888888889	0.2650481000481	0.444444444444444	0.166666666666667	0.262085137085137	0.166666666666667	0.166666666666667	0.367489711934157	0.2
