	Case_to_Control.logFC	Case_to_Control.AveExpr	Case_to_Control.t	Case_to_Control.P.Value	Case_to_Control.adj.P.Val	Case_to_Control.B	Case_to_Control.Case_AVG	Case_to_Control.Control_AVG	Case_to_Control.deltaBeta	Case_to_Control.CHR	Case_to_Control.MAPINFO	Case_to_Control.Strand	Case_to_Control.Type	Case_to_Control.gene	Case_to_Control.feature	Case_to_Control.cgi	Case_to_Control.feat.cgi	Case_to_Control.UCSC_Islands_Name	Case_to_Control.SNP_ID	Case_to_Control.SNP_DISTANCE
cg02711653	0.0409449633366955	0.404409389884343	4.36817325983008	6.53526381877688e-05	0.0191593478737125	0.553032909561164	0.383936908215995	0.42488187155269	0.0409449633366956	21	17571119	R	II	MIR99AHG	Body	opensea	Body-opensea		rs142889921;rs187274445;rs544957162	47;10;2
cg09780996	0.0559086647802557	0.384748143023586	4.3677719677002	6.54388253870444e-05	0.0191705035382106	0.551751607748809	0.356793810633458	0.412702475413713	0.0559086647802558	16	49056918	F	II		IGR	opensea	IGR-opensea		rs567878632;rs80112359;rs2355899;rs17832118	0;1;1;4
cg25711375	0.0391396977687349	0.629306390189433	4.36772756623755	6.54483684845737e-05	0.0191705035382106	0.551609839678225	0.609736541305065	0.6488762390738	0.039139697768735	13	113586361	R	II		IGR	opensea	IGR-opensea		rs11842197;rs183056843;rs552757042	25;18;17
cg13132975	0.0453838546995871	0.78381589533259	4.36763702635583	6.54678322052077e-05	0.0191705035382106	0.551320759606298	0.761123967982796	0.806507822682383	0.0453838546995869	1	23811684	F	II	ASAP3	TSS1500	shore	TSS1500-shore	chr1:23809977-23810693	rs535442876;rs187046019	25;49
cg18444952	0.0308011928483837	0.425185065974964	4.36688363511314	6.56300108083363e-05	0.01921044785941	0.548915397146128	0.409784469550772	0.440585662399156	0.0308011928483836	3	71515848	F	II	FOXP1	5'UTR	opensea	5'UTR-opensea			
cg21133140	0.0308364049522349	0.502015774305586	4.36663807737996	6.56829553558818e-05	0.0192183996627001	0.54813144068266	0.486597571829468	0.517433976781703	0.0308364049522347	1	8931754	R	II	ENO1	TSS200	opensea	TSS200-opensea		rs149038433;rs551221918;rs142467031	32;2;1
cg08113064	0.0290853604635754	0.19748167739178	4.36646477106536	6.57203468913855e-05	0.0192217963033507	0.547578162374073	0.182938997159992	0.212024357623568	0.0290853604635754	2	178117066	F	II	NFE2L2	Body	opensea	Body-opensea		rs190952229;rs146047420	9;51
cg12392346	0.037613872634465	0.798109959033241	4.36595440648834	6.58305807256858e-05	0.0192420620212367	0.545948885214184	0.779303022716009	0.816916895350474	0.0376138726344649	14	97409915	R	II	LINC00618	Body	opensea	Body-opensea			
cg08672314	0.0429916160800976	0.499507110301376	4.36590502404949	6.5841256419846e-05	0.0192420620212367	0.545791242155786	0.478011302261327	0.521002918341425	0.0429916160800978	21	30005197	F	II		IGR	opensea	IGR-opensea		rs78025441;rs144549408	5;23
cg21188454	-0.026321439719416	0.180889978545246	-4.36552059698258	6.59244211598972e-05	0.0192588173426708	0.544564066097344	0.194050698404954	0.167729258685538	-0.026321439719416	9	131549455	R	I	TBC1D13	TSS200	island	TSS200-island	chr9:131549294-131549546	rs548059947	51
cg07896832	0.0358173069061066	0.293617756758558	4.36526938461468	6.5978822334336e-05	0.0192671599910979	0.543762166205076	0.275709103305505	0.311526410211611	0.0358173069061065	8	67975874	R	II	CSPP1	TSS1500	shore	TSS1500-shore	chr8:67976440-67977448		
cg02593884	0.0326982866532993	0.383038715742955	4.3650388939882	6.60287746322948e-05	0.019274197452649	0.543026430278953	0.366689572416305	0.399387859069605	0.0326982866532992	16	2984574	R	II	FLYWCH1	Body	opensea	Body-opensea		rs76530521	34
cg21673474	0.0398499424572528	0.69746585498397	4.36455453729572	6.61338654055196e-05	0.0192873345445834	0.541480398206943	0.677540883755344	0.717390826212597	0.0398499424572528	2	85921017	F	II	GNLY	TSS1500	opensea	TSS1500-opensea		rs573651160	19
cg14040871	0.0321152857374611	0.885571823224786	4.36445736343394	6.61549688351306e-05	0.0192873345445834	0.541170235167254	0.869514180356055	0.901629466093516	0.0321152857374608	9	116970845	R	II	COL27A1	Body	opensea	Body-opensea		rs143192751	1
cg15407162	0.0295161971976298	0.212479481476043	4.36445678923921	6.61550935535917e-05	0.0192873345445834	0.541168402440725	0.197721382877228	0.227237580074858	0.0295161971976298	6	28192457	F	II	ZNF193	TSS1500	shore	TSS1500-shore	chr6:28192961-28193284		
cg20354474	0.0326171052884575	0.260470717565812	4.36431538124486	6.61858151813156e-05	0.0192873345445834	0.540717056704271	0.244162164921583	0.276779270210041	0.0326171052884575	14	60628545	F	II	DHRS7	Body	shelf	Body-shelf	chr14:60631740-60632254	rs75270265;rs577095838;rs142650213	0;24;37
cg05650511	0.0362294763792623	0.368782890987894	4.36403948395107	6.62457953731114e-05	0.0192873345445834	0.539836466663361	0.350668152798263	0.386897629177525	0.0362294763792622	1	112024620	R	II		IGR	opensea	IGR-opensea			
cg11913867	0.0282175372609742	0.251634802083795	4.36398358351629	6.62579546085251e-05	0.0192873345445834	0.539658050450775	0.237526033453308	0.265743570714282	0.0282175372609742	6	24459312	R	II	GPLD1	Body	opensea	Body-opensea		rs9467173;rs544117561	41;29
cg18047530	0.0297015863126978	0.219304860093669	4.36390943085024	6.62740873535837e-05	0.0192873345445834	0.539421380522949	0.20445406693732	0.234155653250018	0.0297015863126979	15	91428203	F	II	FES	5'UTR	shore	5'UTR-shore	chr15:91427540-91427905	rs150771159;rs553673776	3;47
cg08961664	0.0393503202768478	0.422508030229037	4.36387883568334	6.62807447919096e-05	0.0192873345445834	0.539323731733916	0.402832870090613	0.442183190367461	0.0393503202768476	16	72821141	R	II	ZFHX3	Body	island	Body-island	chr16:72821140-72821592	rs149908041;rs147553973	33;1
cg26464019	0.027332118209604	0.874601555994767	4.36336088752136	6.63935481517286e-05	0.0192916771742965	0.537670672456386	0.860935496889965	0.888267615099569	0.0273321182096039	20	49293836	R	II	FAM65C	Body	opensea	Body-opensea		rs144660199	25
cg05852517	0.0399200592006165	0.869482180167597	4.36330781732296	6.64051168203801e-05	0.0192916771742965	0.537501300911636	0.849522150567289	0.889442209767905	0.039920059200616	1	165919052	F	II		IGR	opensea	IGR-opensea		rs141266940	0
cg12364193	0.0334165653910116	0.74991688148497	4.36329094067949	6.64087961387903e-05	0.0192916771742965	0.53744743992624	0.733208598789465	0.766625164180476	0.0334165653910115	16	3710190	F	II	TRAP1	Body	opensea	Body-opensea		rs530298422	0
cg19944138	0.0348538591267143	0.55904260627814	4.36318248404819	6.64324457792427e-05	0.0192916771742965	0.537101308039857	0.541615676714783	0.576469535841498	0.0348538591267143	7	133335445	F	II	EXOC4	Body	opensea	Body-opensea		rs138993436;rs529249825;rs10954424	6;9;34
cg10446363	0.0316255722167051	0.749229639565109	4.36309205696408	6.64521702436986e-05	0.0192916771742965	0.536812719083585	0.733416853456756	0.765042425673461	0.0316255722167056	9	35518247	R	II	RUSC2	5'UTR	opensea	5'UTR-opensea		rs72725066;rs181112670;rs538638077;rs558639759	22;13;4;2
cg07922513	0.0354144000734142	0.439225106483135	4.36302440413378	6.64669307943127e-05	0.0192916771742965	0.536596813577036	0.421517906446428	0.456932306519842	0.0354144000734141	1	6089454	F	II	KCNAB2	5'UTR	shelf	5'UTR-shelf	chr1:6086244-6086494	rs10218823;rs138684751	24;51
cg24212047	0.0329694243725908	0.866543806475733	4.36287981356821	6.64984884036067e-05	0.0192916771742965	0.5361353758527	0.850059094289437	0.883028518662028	0.0329694243725909	11	121973805	F	II	LOC399959	Body	opensea	Body-opensea		rs547798157	13
cg10809033	0.031846334715355	0.728757906197585	4.36279377932834	6.65172727369367e-05	0.0192916771742965	0.535860814466533	0.712834738839907	0.744681073555262	0.0318463347153549	1	200844528	F	II		IGR	shore	IGR-shore	chr1:200842196-200843388	rs6702767;rs113086275	19;24
cg19690396	0.0356547306567471	0.765986813658439	4.36264252569698	6.65503093279874e-05	0.0192916771742965	0.535378123923413	0.748159448330066	0.783814178986813	0.035654730656747	8	15026908	F	II	SGCZ	Body	opensea	Body-opensea		rs116813876;rs148553084	27;37
cg04229272	0.0290415282014708	0.850128557531686	4.36257065192482	6.65660134970207e-05	0.0192916771742965	0.535148758170466	0.835607793430951	0.864649321632422	0.029041528201471	22	38624724	R	II	TMEM184B	Body	opensea	Body-opensea		rs529793176	18
cg18638257	0.032548574036505	0.296911108783704	4.36238565101735	6.66064521753167e-05	0.0192916771742965	0.534558385269811	0.280636821765452	0.313185395801957	0.032548574036505	10	74988294	R	II	FAM149B1	Body	opensea	Body-opensea		rs544561779;rs562517010	5;2
cg06312985	0.0213999593573709	0.174074099740054	4.36229157407925	6.66270253001521e-05	0.0192916771742965	0.534258172149832	0.163374120061368	0.184774079418739	0.0213999593573709	7	32961866	F	II	RP9P	Body	opensea	Body-opensea		rs553685564	1
cg15559074	0.0261961529109502	0.892108349432381	4.36226854160036	6.66320630798757e-05	0.0192916771742965	0.534184672608003	0.879010272976906	0.905206425887856	0.0261961529109501	11	43903421	F	II	ALKBH3	5'UTR	shore	5'UTR-shore	chr11:43902254-43902528	rs539598207	21
cg11554335	0.0285196673215741	0.346661986239331	4.3614438132312	6.68126968056271e-05	0.0193363508171224	0.531552972093278	0.332402152578543	0.360921819900118	0.0285196673215741	11	57336941	F	II	UBE2L6	TSS1500	shore	TSS1500-shore	chr11:57334971-57335486		
cg23686214	0.0299304848127633	0.868606783692246	4.36132738530145	6.68382355266662e-05	0.0193363508171224	0.531181469153553	0.853641541285864	0.883572026098627	0.0299304848127629	2	120504799	F	II		IGR	opensea	IGR-opensea			
cg23710143	0.0130938910383723	0.929901428620009	4.36109452275353	6.68893429987366e-05	0.0193436299872623	0.530438454921763	0.923354483100823	0.936448374139196	0.0130938910383723	9	129893312	R	II	RALGPS1	Body	opensea	Body-opensea		rs554741599;rs180831618	2;1
cg09135639	0.027677869072909	0.477850740664235	4.36095067644059	6.69209326851325e-05	0.0193452613814973	0.529979480976287	0.46401180612778	0.491689675200689	0.0276778690729089	12	48264476	R	II	VDR	Body	opensea	Body-opensea		rs573051384;rs142752079;rs146946529;rs545250337	40;24;6;5
cg04177684	0.0447727133825531	0.441091340335129	4.36065660917936	6.69855572502721e-05	0.0193564374130546	0.529041213950348	0.418704983643853	0.463477697026406	0.0447727133825532	19	49118165	R	II	FAM83E	TSS1500	shore	TSS1500-shore	chr19:49116245-49116641	rs577013879;rs544474799	13;1
cg04680547	0.03683856754988	0.472558622717327	4.3602930744525	6.70655321882919e-05	0.0193583605127303	0.527881338435298	0.454139338942387	0.490977906492267	0.0368385675498801	2	239463488	R	II	LINC01107	Body	opensea	Body-opensea		rs559216078;rs529774088	47;37
cg03677021	0.036933478373301	0.300944435349621	4.36024479943526	6.70761593338618e-05	0.0193583605127303	0.527727317783016	0.282477696162971	0.319411174536272	0.036933478373301	1	109582945	R	II	WDR47	5'UTR	shore	5'UTR-shore	chr1:109583855-109585032		
cg04172994	0.0239829594735271	0.890316369284926	4.36018550784128	6.70892138889617e-05	0.0193583605127303	0.527538149942124	0.878324889548162	0.902307849021689	0.0239829594735272	10	115388814	F	II	NRAP	Body	opensea	Body-opensea		rs562089513;rs575242347;rs546026702;rs564108082;rs188846623	0;7;27;31;43
cg20460986	0.0265179529305168	0.862107686717219	4.36015434447757	6.70960762907563e-05	0.0193583605127303	0.527438724726398	0.848848710251961	0.875366663182478	0.0265179529305168	15	62267098	R	II	VPS13C	Body	opensea	Body-opensea		rs142160958	2
cg24616460	0.0355083794392859	0.355425619511218	4.35998461604945	6.71334637561288e-05	0.0193616545327579	0.526897219774327	0.337671429791575	0.373179809230861	0.0355083794392859	6	2751729	R	II	MYLK4	TSS1500	opensea	TSS1500-opensea			
cg00295574	0.0367966944391181	0.694333150052112	4.35882352703982	6.73897716846273e-05	0.0194280594371604	0.523193105300237	0.675934802832553	0.712731497271671	0.0367966944391181	14	61568217	F	II		IGR	opensea	IGR-opensea		rs563798587;rs189894212	0;13
cg19454081	0.0311812776570446	0.634730102618674	4.35858219849967	6.74431640949916e-05	0.0194359363128763	0.522423271376894	0.619139463790152	0.650320741447197	0.0311812776570444	7	152593563	R	II		IGR	shore	IGR-shore	chr7:152591458-152591706	rs111314502;rs561232364;rs576528413	35;25;1
cg07986469	0.027766257306194	0.253382229966277	4.3581319709005	6.75428843824298e-05	0.0194571528237497	0.520987102821509	0.23949910131318	0.267265358619374	0.027766257306194	10	129795003	R	II	PTPRE	5'UTR	opensea	5'UTR-opensea		rs186191269;rs558954590;rs369845753	27;9;1
cg05135175	0.0507236839828038	0.38914773574464	4.35774972973736	6.76276592822654e-05	0.0194677560087225	0.519767853221676	0.363785893753238	0.414509577736042	0.0507236839828038	2	7150719	F	II	RNF144A	Body	opensea	Body-opensea		rs558069002;rs148033459;rs388773	6;38;39
cg20142275	0.0352783066128002	0.197237133063645	4.3577305429741	6.76319173291832e-05	0.0194677560087225	0.519706653684221	0.179597979757245	0.214876286370045	0.0352783066128002	12	4146032	R	II		IGR	opensea	IGR-opensea		rs554883710;rs574610804;rs144299248	42;5;2
cg23034014	0.0367919787583343	0.802959971605178	4.35730203403934	6.77270828658752e-05	0.0194855966356952	0.518339880184786	0.78456398222601	0.821355960984345	0.0367919787583344	3	115485166	F	II		IGR	opensea	IGR-opensea		rs551746777;rs192903933	41;45
cg23687206	0.0404363320801106	0.413184738194568	4.35705702913695	6.77815535110432e-05	0.0194855966356952	0.517558438157076	0.392966572154513	0.433402904234623	0.0404363320801105	2	86231106	F	II		IGR	opensea	IGR-opensea		rs572486056;rs546188452;rs78245201	1;29;43
cg14014543	0.0408082637773217	0.629586623993002	4.35702518966036	6.77886353491891e-05	0.0194855966356952	0.517456887701471	0.609182492104341	0.649990755881662	0.0408082637773217	7	115316418	R	II		IGR	opensea	IGR-opensea		rs117573016;rs56713824;rs571111149	34;24;1
cg07290865	0.0366142609118209	0.846928110755735	4.35698110010347	6.77984430805999e-05	0.0194855966356952	0.517316266748903	0.828620980299824	0.865235241211645	0.0366142609118209	4	187053574	F	II		IGR	opensea	IGR-opensea		rs536101049	0
cg21874430	0.0508198178657904	0.704682925679466	4.35581526690753	6.80582855126454e-05	0.0195481866620593	0.513598138729638	0.679273016746571	0.730092834612361	0.0508198178657905	4	182742371	R	II		IGR	opensea	IGR-opensea		rs7687804;rs187104671	24;1
cg00272608	0.0273203524151243	0.260226235088022	4.35566824228043	6.80911234249551e-05	0.0195481866620593	0.513129272044743	0.24656605888046	0.273886411295584	0.0273203524151243	17	25886429	R	II	KSR1	5'UTR	opensea	5'UTR-opensea		rs148714949	2
cg02456962	0.0369807175982695	0.700279584453508	4.35555927682243	6.81154707989699e-05	0.0195481866620593	0.512781781851571	0.681789225654373	0.718769943252643	0.0369807175982693	2	240939128	F	II	NDUFA10	Body	opensea	Body-opensea		rs148160000	0
cg06387516	0.0439581642187061	0.395037305821727	4.35543038227858	6.81442821116155e-05	0.0195481866620593	0.512370742834719	0.373058223712374	0.41701638793108	0.043958164218706	1	239568713	F	II		IGR	opensea	IGR-opensea		rs555775590	1
cg14005172	0.0331008277085657	0.84226771974446	4.35541678293229	6.81473226152365e-05	0.0195481866620593	0.512327375429505	0.825717305890177	0.858818133598743	0.0331008277085659	4	17323146	F	II		IGR	opensea	IGR-opensea		rs144589658;rs557335068;rs532640461	0;9;32
cg15457217	0.030426294856525	0.411131258195778	4.35522078773051	6.81911573650967e-05	0.0195532373723407	0.511702366429756	0.395918110767515	0.42634440562404	0.030426294856525	2	224780409	R	II	WDFY1	Body	opensea	Body-opensea		rs527436957;rs547468941;rs567180970	49;2;1
cg00734484	0.0339121709938409	0.375905069306936	4.35464359889278	6.83204066492349e-05	0.019582766677582	0.509861840751855	0.358948983810016	0.392861154803857	0.0339121709938408	12	68753413	R	II		IGR	opensea	IGR-opensea		rs566322022;rs138095005;rs77358494	36;7;6
cg18349077	0.0412348562818103	0.335945018352463	4.35445741017104	6.83621506225083e-05	0.0195872011642188	0.50926814948096	0.315327590211558	0.356562446493368	0.0412348562818103	2	112842902	R	II	TMEM87B	Body	opensea	Body-opensea		rs536821623	1
cg08048895	0.0373723141647198	0.557288540997699	4.35394002005017	6.84782813848147e-05	0.0196085690399902	0.5076184301541	0.538602383915339	0.575974698080059	0.0373723141647198	7	70044966	F	II	AUTS2	Body	opensea	Body-opensea		rs560026632;rs573083608;rs151220460	0;1;30
cg16725083	0.0259529377596323	0.891855441174635	4.35389083705599	6.84893307563693e-05	0.0196085690399902	0.50746161265581	0.878878972294819	0.904831910054451	0.0259529377596317	2	42564715	F	II		IGR	opensea	IGR-opensea		rs375907794;rs115181777;rs552701136	0;22;32
cg10244503	0.0298158949427453	0.305498781395903	4.35315795599439	6.8654184713493e-05	0.0196482215052134	0.505124950246453	0.29059083392453	0.320406728867275	0.0298158949427452	1	87691781	R	II		IGR	opensea	IGR-opensea			
cg05888518	0.0292478711958247	0.875824659905651	4.35272838033071	6.87509930608893e-05	0.0196596755714813	0.503755403874662	0.861200724307738	0.890448595503563	0.0292478711958245	1	202055210	R	II		IGR	opensea	IGR-opensea		rs555486379;rs575193807	26;2
cg24305156	0.0242748602422337	0.219487939606193	4.35255607570403	6.87898606885353e-05	0.0196596755714813	0.503206089636981	0.207350509485076	0.23162536972731	0.0242748602422337	11	45871936	F	II	CRY2	Body	shelf	Body-shelf	chr11:45868742-45869413		
cg20517419	0.0174630424783052	0.912294492591145	4.35245265712066	6.88131996298332e-05	0.0196596755714813	0.50287639151483	0.903562971351992	0.921026013830298	0.0174630424783054	5	160039780	F	II	ATP10B	Body	opensea	Body-opensea		rs567627406;rs536498563;rs553170183	4;13;40
cg16854130	0.0361288247826235	0.395943300594031	4.35245126346735	6.88135141946168e-05	0.0196596755714813	0.502871948575866	0.37787888820272	0.414007712985343	0.0361288247826234	6	153023012	R	II	MYCT1	Body	opensea	Body-opensea		rs7754343;rs181262651;rs538736888;rs142204759	48;41;23;1
cg00269445	0.0332040364450749	0.743802191529021	4.3522889969072	6.88501493500093e-05	0.0196596755714813	0.502354650278203	0.727200173306483	0.760404209751558	0.0332040364450752	22	40735101	R	II		IGR	opensea	IGR-opensea		rs58869641;rs554881152	51;25
cg13652008	0.0276855647477979	0.340020904375631	4.35227890710679	6.88524279666727e-05	0.0196596755714813	0.502322484739706	0.326178122001733	0.35386368674953	0.0276855647477978	2	33359356	F	II	LTBP1	Body	opensea	Body-opensea		rs545859079;rs10495782	0;51
cg27053597	0.0369851057912927	0.662925437221931	4.3517969026667	6.89613664927382e-05	0.0196764045431448	0.500785928256867	0.644432884326285	0.681417990117577	0.0369851057912925	1	169820997	F	II	C1orf112	Body	opensea	Body-opensea		rs139434399;rs116769474	1;2
cg14388315	0.0349967823666377	0.273463843756267	4.35167936951343	6.89879558062834e-05	0.0196764045431448	0.500411261840533	0.255965452572949	0.290962234939586	0.0349967823666379	11	114025223	R	II	ZBTB16	Body	opensea	Body-opensea		rs79177535	30
cg22370231	0.0266877491860024	0.258663977329528	4.35164305691169	6.89961727616991e-05	0.0196764045431448	0.500295507208204	0.245320102736527	0.272007851922529	0.0266877491860025	14	88462612	F	II		IGR	shelf	IGR-shelf	chr14:88459118-88459689	rs149408497	0
cg16974878	0.0316017150265979	0.404368913319854	4.35143298127039	6.90437282184599e-05	0.0196764045431448	0.499625851890872	0.388568055806555	0.420169770833153	0.0316017150265979	1	231622987	R	II		IGR	opensea	IGR-opensea		rs1769801;rs116240544;rs148062753	40;39;2
cg20199626	0.0310623568910041	0.266786417343235	4.35125810016181	6.90833409560878e-05	0.0196764045431448	0.499068396525702	0.251255238897733	0.282317595788737	0.031062356891004	1	26925800	R	II		IGR	opensea	IGR-opensea		rs11289842	27
cg11217598	0.0407841306923301	0.492937305164031	4.35113288361178	6.91117176677073e-05	0.0196764045431448	0.498669259175287	0.472545239817866	0.513329370510196	0.0407841306923301	3	182677424	F	II	DCUN1D1	Body	opensea	Body-opensea		rs376383286;rs114649377;rs527787910	0;1;7
cg13422003	0.0405048152221104	0.428037896473975	4.35107129668373	6.91256787336945e-05	0.0196764045431448	0.498472947969448	0.40778548886292	0.44829030408503	0.0405048152221104	14	100914106	R	II	WDR25	Body	opensea	Body-opensea		rs567212589;rs76118798;rs141386003	28;26;10
cg04555028	0.0195602659145653	0.148510298053709	4.35097980114347	6.91464248236371e-05	0.0196764045431448	0.498181303916665	0.138730165096427	0.158290431010992	0.0195602659145653	8	119200372	F	II		IGR	opensea	IGR-opensea		rs149675359	0
cg18234224	0.031257647938306	0.8009846584474	4.35095667903943	6.91516685891606e-05	0.0196764045431448	0.498107602125646	0.785355834478247	0.816613482416553	0.0312576479383059	1	172917851	F	II		IGR	opensea	IGR-opensea		rs554691790;rs146162018;rs189768332;rs182625424;rs74125824;rs539647291;rs139007753;rs187256849	0;1;2;16;37;42;46;51
cg14272075	0.0316220148185	0.281371282119854	4.35081340308981	6.91841701896712e-05	0.0196764045431448	0.497650913342708	0.265560274710604	0.297182289529104	0.0316220148184998	17	55122538	F	II	RNF126P1	TSS1500	shore	TSS1500-shore	chr17:55122795-55124018	rs567586811;rs534338937;rs190961300;rs571020800;rs538718613	0;30;36;41;43
cg03724229	0.0308270841638195	0.396149852087425	4.35073776337781	6.92013347749859e-05	0.0196764045431448	0.497409816166059	0.380736310005515	0.411563394169335	0.0308270841638196	2	173036250	F	II		IGR	shore	IGR-shore	chr2:173037307-173037735	rs555735322;rs574270063;rs73976567	15;27;29
cg12367539	0.0468285352347353	0.563798074440158	4.35046302218061	6.92637155151933e-05	0.019684758029969	0.496534110065298	0.54038380682279	0.587212342057525	0.0468285352347353	5	178956838	F	II		IGR	shore	IGR-shore	chr5:178957433-178957900	rs191060584	1
cg07431832	0.0359823961733212	0.392746889973285	4.35037584272911	6.92835213038795e-05	0.019684758029969	0.496256240617015	0.374755691886624	0.410738088059945	0.0359823961733213	18	9215818	F	II	ANKRD12	Body	opensea	Body-opensea		rs181032194	25
cg00261690	0.031729572606318	0.307871358072971	4.35009227598453	6.93479813668964e-05	0.0196955664199998	0.495352437474311	0.292006571769812	0.32373614437613	0.031729572606318	1	28856281	F	II	SNHG3-RCC1	Body	shore	Body-shore	chr1:28857037-28857311		
cg24024302	0.032916731227444	0.750678211752664	4.34992183156249	6.93867547255473e-05	0.0196990740582741	0.494809197897894	0.734219846138942	0.767136577366386	0.0329167312274442	17	5412455	R	II	NLRP1	Body	opensea	Body-opensea			
cg00429622	0.0417812325096089	0.334053705551449	4.34939455763046	6.95068349168887e-05	0.0197256534533377	0.493128732287705	0.313163089296645	0.354944321806254	0.0417812325096089	19	3504945	R	II	FZR1	TSS1500	shore	TSS1500-shore	chr19:3505820-3506770	rs553703499;rs570382463;rs190320144;rs556095432	46;40;19;2
cg09414983	0.0468743860129717	0.661372949157067	4.34891961564123	6.96151705672188e-05	0.0197488808533628	0.491615129423172	0.637935756150581	0.684810142163553	0.0468743860129716	6	9399677	F	II		IGR	shore	IGR-shore	chr6:9399093-9399599	rs545972491	26
cg24267275	0.0285189079199226	0.754270022350399	4.34858492481122	6.96916133811112e-05	0.0197630464590312	0.49054853957276	0.740010568390438	0.76852947631036	0.0285189079199225	2	88958370	F	II		IGR	opensea	IGR-opensea		rs148234801;rs574410729	0;35
cg07342306	0.0279693858744012	0.352145850721935	4.34827455408721	6.97625746513787e-05	0.0197756474352445	0.48955948502514	0.338161157784735	0.366130543659136	0.0279693858744012	17	2799252	R	II	RAP1GAP2	Body	opensea	Body-opensea		rs572870020	2
cg24498885	0.0715983897913365	0.723787748730994	4.34742278347502	6.99576804082831e-05	0.0198234167842746	0.486845317392177	0.687988553835326	0.759586943626663	0.0715983897913367	13	45770307	F	II	KCTD4	5'UTR	opensea	5'UTR-opensea		rs567158522;rs138401416	1;28
cg21515785	0.0297455741175389	0.263259212280358	4.34719029865313	7.00110255038835e-05	0.0198309953730468	0.486104544911262	0.248386425221588	0.278131999339127	0.0297455741175387	5	99886768	F	II	FAM174A	Body	opensea	Body-opensea		rs182042491;rs531700598;rs549728468	1;14;18
cg17157913	0.0366345944787804	0.334594311018105	4.34671194659671	7.01209111431067e-05	0.0198526968555418	0.484580413948022	0.316277013778715	0.352911608257496	0.0366345944787804	1	150222676	F	II		IGR	opensea	IGR-opensea		rs587747131;rs587622440	35;40
cg11784628	0.0309166613546513	0.720139992169343	4.34662501808939	7.0140898152044e-05	0.0198526968555418	0.48430344922337	0.704681661492017	0.735598322846668	0.0309166613546512	18	77770329	F	II	TXNL4A	5'UTR	opensea	5'UTR-opensea		rs532789314;rs192266738	18;39
cg17481713	0.0311869854711383	0.524798567568176	4.34649626790201	7.0170511202298e-05	0.0198535411292702	0.483893240045139	0.509205074832607	0.540392060303746	0.0311869854711383	11	108276699	R	II	C11orf65	Body	opensea	Body-opensea			
cg23007190	0.035494207016923	0.606612183856744	4.34618514236581	7.02421216236263e-05	0.0198651240576648	0.48290198934532	0.588865080348282	0.624359287365205	0.0354942070169231	8	94850222	R	II		IGR	opensea	IGR-opensea		rs117650688;rs540271997	16;2
cg25649826	0.0347627812863101	0.562102939477948	4.34608693048688	7.02647414182458e-05	0.0198651240576648	0.482589091276191	0.544721548834793	0.579484330121103	0.0347627812863101	17	20938740	R	II	USP22	Body	opensea	Body-opensea		rs7216803	50
cg15335273	0.0140002410102862	0.927096875576031	4.34579703573333	7.03315503225451e-05	0.0198764746204952	0.481665519402853	0.920096755070888	0.934096996081174	0.0140002410102861	15	57603845	R	II		IGR	opensea	IGR-opensea		rs551950054	49
cg17151012	0.0277725672358494	0.190349349744886	4.3455865726035	7.03800922757325e-05	0.0198788756250582	0.480995024654366	0.176463066126961	0.20423563336281	0.0277725672358494	4	5040021	F	II		IGR	opensea	IGR-opensea			
cg07468327	0.0344195076103305	0.351003285409885	4.34552900989482	7.03933744274576e-05	0.0198788756250582	0.480811643504222	0.333793531604719	0.36821303921505	0.0344195076103304	16	54170217	R	II		IGR	opensea	IGR-opensea		rs180919673	11
cg02319986	0.0284138203211836	0.313149954822454	4.34533984929	7.04370389915661e-05	0.0198789949998688	0.480209030158417	0.298943044661862	0.327356864983046	0.0284138203211836	19	8568712	R	II	PRAM1	TSS1500	shore	TSS1500-shore	chr19:8570635-8571214	rs560770491	14
cg03765062	0.0335138555477062	0.226444952870202	4.34529616825005	7.04471257815313e-05	0.0198789949998688	0.480069876090385	0.209688025096349	0.243201880644055	0.0335138555477062	12	52370512	R	II	ACVR1B	Body	opensea	Body-opensea		rs542325470	32
cg24898675	0.0319213947796788	0.298419444713177	4.34506220415704	7.05011765528592e-05	0.0198867200730609	0.47932455047175	0.282458747323338	0.314380142103017	0.0319213947796789	15	67390394	R	II	SMAD3	Body	opensea	Body-opensea		rs540176814	1
cg14704841	0.0354249060549269	0.67192819813093	4.34479650704398	7.05626073639906e-05	0.0198903070327944	0.478478156234743	0.654215745103467	0.689640651158394	0.0354249060549268	3	191274729	F	II	LINCR-0002	Body	opensea	Body-opensea		rs79388522;rs114399441;rs189678333;rs566891649;rs1581573	0;1;28;31;47
cg19976404	0.0301087165366762	0.828393234847912	4.34467890376383	7.05898146244172e-05	0.0198903070327944	0.478103531131632	0.813338876579574	0.84344759311625	0.0301087165366762	17	44250487	R	II	KIAA1267	TSS1500	opensea	TSS1500-opensea		rs553285076	16
cg16169828	0.0337949787483341	0.385608454203517	4.34466111332968	7.05939312926864e-05	0.0198903070327944	0.478046860113933	0.36871096482935	0.402505943577684	0.0337949787483343	15	67429474	F	II	SMAD3	TSS1500	opensea	TSS1500-opensea		rs527347311;rs145782505;rs2033787	16;18;48
