	CHR	START	END	X0	X1	MeanDecreaseAccuracy	MeanDecreaseGini	Symbol	V1	V2	V3	V4	V5	V6	V7
cg26316946	chr6	101846817	101847118	0.00123076923076923	0	8.42105263157895e-05	0.00389473684210526	GRIK2	chr6	101846967	101846968	cg26316946	GRIK2	Island	II
cg13420848	chr1	197888744	197889045	0.0014	0	7.36842105263158e-05	0.00389189189189189	LHX9	chr1	197888894	197888895	cg13420848	LHX9	N_Shore	I
cg10783469	chr19	52391084	52391385	0.00171428571428571	-5.68181818181818e-05	1.09289617486339e-05	0.00389189189189189	ZNF577	chr19	52391234	52391235	cg10783469	ZNF577	Island	I
cg25746778	chr10	131758181	131758482	0	0	0	0.00389189189189189	EBF3	chr10	131758331	131758332	cg25746778	EBF3	Island	I
cg08536228	chr3	63263913	63264214	-2e-04	0	-1.0989010989011e-05	0.00388888888888889	SYNPR	chr3	63264063	63264064	cg08536228	SYNPR	Island	I
cg21545390	chr7	96627040	96627341	0.00111111111111111	-3.37078651685393e-05	2.13903743315508e-05	0.00388235294117646	DLX6AS	chr7	96627190	96627191	cg21545390	DLX6AS	CpG_Ocean	II
cg03662014	chr16	29086121	29086422	0.00153846153846154	-1.16959064327485e-05	9.78260869565217e-05	0.003875	RRN3P2	chr16	29086271	29086272	cg03662014	RRN3P2	Island	II
cg23032674	chr6	70992761	70993062	0.000222222222222222	-4.67836257309941e-05	-3.33333333333333e-05	0.003875	COL9A1	chr6	70992911	70992912	cg23032674	COL9A1	Island	II
cg12910906	chr2	131673744	131674045	0.0016	0	8.79120879120879e-05	0.00387096774193548	ARHGEF4	chr2	131673894	131673895	cg12910906	ARHGEF4	Island	II
cg04787888	chr16	86547172	86547473	0.0015	-2.36686390532544e-05	7.73480662983425e-05	0.00387096774193548	FOXF1	chr16	86547322	86547323	cg04787888	FOXF1	N_Shore	II
cg01270593	chr14	51338922	51339223	0.00109090909090909	-1.13636363636364e-05	5.3475935828877e-05	0.00387096774193548	ABHD12B	chr14	51339072	51339073	cg01270593	ABHD12B	Island	I
cg15000841	chr11	64815492	64815793	0.00133333333333333	-1.13636363636364e-05	7.4468085106383e-05	0.00387096774193548	NAALADL1	chr11	64815642	64815643	cg15000841	NAALADL1	Island	II
cg04961235	chr7	4901478	4901779	0.000461538461538462	0	3.26086956521739e-05	0.00386666666666667	PAPOLB	chr7	4901628	4901629	cg04961235	PAPOLB	Island	I
cg12451099	chr20	37356316	37356617	0	0	0	0.00386666666666667	SLC32A1	chr20	37356466	37356467	cg12451099	SLC32A1	Island	II
cg03766449	chr15	89920768	89921069	0.00114285714285714	0	9.09090909090909e-05	0.00386666666666667	LOC254559	chr15	89920918	89920919	cg03766449	LOC254559	Island	I
cg13578408	chr7	8475334	8475635	8e-04	0	6.15384615384615e-05	0.00386206896551724	NXPH1	chr7	8475484	8475485	cg13578408	NXPH1	S_Shore	II
cg18702197	chr2	177027491	177027792	0.000142857142857143	1.16279069767442e-05	2.1505376344086e-05	0.00386206896551724	HOXD3	chr2	177027641	177027642	cg18702197	HOXD3	Island	II
cg16807089	chr7	143582349	143582650	0.00114285714285714	0	8.55614973262032e-05	0.00386206896551724	FAM115A	chr7	143582499	143582500	cg16807089	FAM115A	Island	II
cg22010052	chr5	115298554	115298855	0.00138461538461538	-2.42424242424242e-05	7.86516853932584e-05	0.00385714285714285	LVRN	chr5	115298704	115298705	cg22010052	LVRN	Island	I
cg20439889	chr19	34175404	34175705	0.0015	-1.19047619047619e-05	8.88888888888889e-05	0.00385185185185185	CHST8	chr19	34175554	34175555	cg20439889	CHST8	Island	I
cg10632395	chr6	137815498	137815799	0.000933333333333333	-1.17647058823529e-05	6.48648648648649e-05	0.00385185185185185	OLIG3	chr6	137815648	137815649	cg10632395	OLIG3	N_Shore	II
cg04024095	chr7	54609989	54610290	0.00107692307692308	-1.11111111111111e-05	6.21761658031088e-05	0.00385185185185185	VSTM2A	chr7	54610139	54610140	cg04024095	VSTM2A	Island	II
cg24550010	chr1	65730957	65731258	8e-04	-1.16279069767442e-05	5.3475935828877e-05	0.00384615384615385	DNAJC6	chr1	65731107	65731108	cg24550010	DNAJC6	N_Shore	II
cg04337653	chr6	100905437	100905738	0.000933333333333333	0	7.36842105263158e-05	0.00383333333333334	SIM1	chr6	100905587	100905588	cg04337653	SIM1	Island	II
cg04268950	chr11	130298704	130299005	0.000625	-2.29885057471264e-05	3.15789473684211e-05	0.00383333333333334	ADAMTS8	chr11	130298854	130298855	cg04268950	ADAMTS8	S_Shore	I
cg14535980	chr2	106681787	106682088	0.00144444444444444	0	0.000135416666666667	0.00381818181818182	C2orf40	chr2	106681937	106681938	cg14535980	C2orf40	N_Shore	I
cg12606911	chr2	87036476	87036777	0	0	0	0.00375	CD8A	chr2	87036626	87036627	cg12606911	CD8A	Island	I
cg01798261	chr20	21378345	21378646	0	0	0	0.00373333333333333	NKX2-4	chr20	21378495	21378496	cg01798261	NKX2-4	S_Shore	II
cg13294849	chr3	181441421	181441722	0	0	0	0.00373333333333333	SOX2OT	chr3	181441571	181441572	cg13294849	SOX2OT	N_Shelf	I
cg07950000	chr21	31312183	31312484	0	0	0	0.00371428571428572	GRIK1	chr21	31312333	31312334	cg07950000	GRIK1	S_Shore	II
cg12673103	chr5	134364567	134364868	0.000285714285714286	0	1.06951871657754e-05	0.00369230769230769	PITX1	chr5	134364717	134364718	cg12673103	PITX1	Island	II
cg26465611	chr5	126626569	126626870	-0.000666666666666667	3.42857142857143e-05	-1.06951871657754e-05	0.00366666666666667	MEGF10	chr5	126626719	126626720	cg26465611	MEGF10	Island	II
cg12468774	chr3	49236710	49237011	0.00145454545454545	-2.23463687150838e-05	6.31578947368421e-05	0.00364015151515152	CCDC36	chr3	49236860	49236861	cg12468774	CCDC36	Island	I
cg05016408	chr5	150326024	150326325	0	0	0	0.00363636363636364	LOC134466	chr5	150326174	150326175	cg05016408	LOC134466	Island	I
cg06033254	chr16	66613205	66613506	0	0	0	0.00363636363636364	CMTM2	chr16	66613355	66613356	cg06033254	CMTM2	Island	I
cg01029623	chr12	122016629	122016930	0	0	0	0.00363636363636364	KDM2B	chr12	122016779	122016780	cg01029623	KDM2B	Island	II
cg06360427	chr18	74962522	74962823	0	0	0	0.00363636363636364	GALR1	chr18	74962672	74962673	cg06360427	GALR1	Island	I
cg02677388	chr6	26045638	26045939	0	0	0	0.0036	HIST1H3C	chr6	26045788	26045789	cg02677388	HIST1H3C	Island	I
cg14006181	chr14	29254792	29255093	0	-1.16959064327485e-05	-1.08695652173913e-05	0.0036	C14orf23	chr14	29254942	29254943	cg14006181	C14orf23	Island	I
cg01213381	chr14	57277611	57277912	2e-04	2.3121387283237e-05	3.27868852459016e-05	0.0036	OTX2	chr14	57277761	57277762	cg01213381	OTX2	N_Shore	II
cg15301794	chr11	31822093	31822394	-0.000142857142857143	2.24719101123595e-05	1.04166666666667e-05	0.00355555555555556	PAX6	chr11	31822243	31822244	cg15301794	PAX6	S_Shore	II
cg05128414	chr1	197882686	197882987	0	0	0	0.00355555555555556	LHX9	chr1	197882836	197882837	cg05128414	LHX9	S_Shore	II
cg25478600	chr11	2890455	2890756	0	0	0	0.00355555555555556	KCNQ1DN	chr11	2890605	2890606	cg25478600	KCNQ1DN	Island	I
cg17083323	chr6	50803670	50803971	0	1.13636363636364e-05	1.06382978723404e-05	0.00355555555555556	TFAP2B	chr6	50803820	50803821	cg17083323	TFAP2B	CpG_Ocean	II
cg21876626	chr14	22004895	22005196	0	-1.05263157894737e-05	-9.95024875621891e-06	0.00355555555555556	SALL2	chr14	22005045	22005046	cg21876626	SALL2	CpG_Ocean	II
cg22134325	chr11	66188595	66188896	-0.000222222222222222	0	-1.09289617486339e-05	0.0035	NPAS4	chr11	66188745	66188746	cg22134325	NPAS4	Island	II
cg15145341	chr13	25506190	25506491	0	-1.20481927710843e-05	-1.11731843575419e-05	0.0035	LOC646405	chr13	25506340	25506341	cg15145341	LOC646405	Island	II
cg26444528	chr13	58207709	58208010	0.000285714285714286	1.06382978723404e-05	2.05128205128205e-05	0.0035	PCDH17	chr13	58207859	58207860	cg26444528	PCDH17	Island	I
cg01673674	chr8	97165886	97166187	0	0	0	0.0035	GDF6	chr8	97166036	97166037	cg01673674	GDF6	N_Shelf	II
cg06660530	chr20	61809761	61810062	0	-1.15606936416185e-05	-1.08108108108108e-05	0.0035	MIR124-3	chr20	61809911	61809912	cg06660530	MIR124-3	Island	II
cg04272086	chr18	49867209	49867510	-0.000444444444444444	3.52941176470588e-05	1.11731843575419e-05	0.0035	DCC	chr18	49867359	49867360	cg04272086	DCC	N_Shore	II
cg21195256	chr14	29244128	29244429	0	0	0	0.0035	C14orf23	chr14	29244278	29244279	cg21195256	C14orf23	S_Shore	I
cg01050885	chr7	24322978	24323279	-5e-04	1.20481927710843e-05	-3.2967032967033e-05	0.0035	NPY	chr7	24323128	24323129	cg01050885	NPY	N_Shore	II
cg26537478	chr2	66667862	66668163	-0.000181818181818182	1.12994350282486e-05	0	0.00342857142857143	MEIS1	chr2	66668012	66668013	cg26537478	MEIS1	CpG_Ocean	I
cg14717557	chr6	100895468	100895769	0	0	0	0.00342857142857143	SIM1	chr6	100895618	100895619	cg14717557	SIM1	N_Shore	II
cg16606320	chr4	56685822	56686123	0.000153846153846154	0	1.08695652173913e-05	0.00342857142857143	LOC644145	chr4	56685972	56685973	cg16606320	LOC644145	CpG_Ocean	II
cg13686751	chr9	69200051	69200352	-0.000444444444444444	0	-2.11640211640212e-05	0.00342857142857143	FOXD4L6	chr9	69200201	69200202	cg13686751	FOXD4L6	N_Shore	I
cg03839949	chr3	128210391	128210692	0	0	0	0.00342857142857143	GATA2	chr3	128210541	128210542	cg03839949	GATA2	Island	II
cg10912240	chr14	29235757	29236058	-0.000285714285714286	0	-1.08695652173913e-05	0.00342857142857143	FOXG1	chr14	29235907	29235908	cg10912240	FOXG1	Island	II
cg02768694	chr2	74875386	74875687	0	0	0	0.00342857142857143	C2orf65	chr2	74875536	74875537	cg02768694	C2orf65	Island	II
cg18035229	chr8	70984120	70984421	0	0	0	0.00342857142857143	PRDM14	chr8	70984270	70984271	cg18035229	PRDM14	Island	II
cg11981599	chr8	11566376	11566677	-0.000117647058823529	1.20481927710843e-05	0	0.00342857142857143	GATA4	chr8	11566526	11566527	cg11981599	GATA4	Island	II
cg14236662	chr2	176988134	176988435	0	-5.78034682080925e-05	-5.3475935828877e-05	0.00342857142857143	HOXD9	chr2	176988284	176988285	cg14236662	HOXD9	Island	II
cg15842276	chr11	92702498	92702799	0.000133333333333333	0	1.03626943005181e-05	0.00333333333333333	MTNR1B	chr11	92702648	92702649	cg15842276	MTNR1B	N_Shore	II
cg14424407	chr17	36734688	36734989	0.000142857142857143	0	1.06382978723404e-05	0.00333333333333333	SRCIN1	chr17	36734838	36734839	cg14424407	SRCIN1	Island	II
cg18194945	chr3	157820441	157820742	0	0	0	0.00333333333333333	SHOX2	chr3	157820591	157820592	cg18194945	SHOX2	N_Shore	II
cg00997079	chr2	80529840	80530141	0	0	0	0.00333333333333333	CTNNA2	chr2	80529990	80529991	cg00997079	CTNNA2	Island	II
cg19448837	chr18	48085521	48085822	0	2.38095238095238e-05	2.22222222222222e-05	0.00333333333333333	MAPK4	chr18	48085671	48085672	cg19448837	MAPK4	N_Shore	II
cg09542210	chr3	157821386	157821687	-0.000285714285714286	0	-2.18579234972678e-05	0.00333333333333333	SHOX2	chr3	157821536	157821537	cg09542210	SHOX2	Island	II
cg16399049	chr16	22825693	22825994	0.00025	0	1.01010101010101e-05	0.00333333333333333	HS3ST2	chr16	22825843	22825844	cg16399049	HS3ST2	Island	I
cg27485108	chr2	26950980	26951281	0	0	0	0.00333333333333333	KCNK3	chr2	26951130	26951131	cg27485108	KCNK3	Island	I
cg20794824	chr3	170138055	170138356	0	0	0	0.0032	CLDN11	chr3	170138205	170138206	cg20794824	CLDN11	S_Shore	II
cg01295203	chr8	70984049	70984350	0.00025	0	1.08695652173913e-05	0.0032	PRDM14	chr8	70984199	70984200	cg01295203	PRDM14	Island	II
cg04739647	chr2	176987312	176987613	0.000166666666666667	0	1.06951871657754e-05	0.0032	HOXD9	chr2	176987462	176987463	cg04739647	HOXD9	Island	I
cg26966124	chr6	100912018	100912319	0	0	0	0.0032	SIM1	chr6	100912168	100912169	cg26966124	SIM1	Island	II
cg08146495	chr1	182911405	182911706	0	-3.42857142857143e-05	-3.2258064516129e-05	0.0032	C1orf14	chr1	182911555	182911556	cg08146495	C1orf14	CpG_Ocean	I
cg04043571	chr9	127265839	127266140	0.000222222222222222	-2.45398773006135e-05	0	0.0032	NR5A1	chr9	127265989	127265990	cg04043571	NR5A1	Island	II
cg27353899	chr3	195488772	195489073	0	-1.11111111111111e-05	-1.06382978723404e-05	0.00316506550218344	MUC4	chr3	195488922	195488923	cg27353899	MUC4	Island	I
cg05100070	chr6	100896610	100896911	0	0	0	0.003	SIM1	chr6	100896760	100896761	cg05100070	SIM1	N_Shore	II
cg09248054	chr1	969107	969408	0	0	0	0.003	AGRN	chr1	969257	969258	cg09248054	AGRN	Island	I
cg07301795	chr5	157001548	157001849	0.000125	0	1.06382978723404e-05	0.003	ADAM19	chr5	157001698	157001699	cg07301795	ADAM19	Island	II
cg20731469	chr6	108495528	108495829	0	0	0	0.003	NR2E1	chr6	108495678	108495679	cg20731469	NR2E1	Island	II
cg13019143	chr7	96632910	96633211	0	0	0	0.003	DLX6AS	chr7	96633060	96633061	cg13019143	DLX6AS	N_Shore	II
cg11647681	chr5	140810011	140810312	0	0	0	0.003	PCDHGA4	chr5	140810161	140810162	cg11647681	PCDHGA4	N_Shore	II
cg00963378	chr13	20716488	20716789	0.000333333333333333	0	2.16216216216216e-05	0.003	GJA3	chr13	20716638	20716639	cg00963378	GJA3	Island	I
cg06822689	chr3	141516141	141516442	0.000117647058823529	-2.39520958083832e-05	-1.08695652173913e-05	0.003	GRK7	chr3	141516291	141516292	cg06822689	GRK7	Island	II
cg11498607	chr21	36399076	36399377	0	0	0	0.003	RUNX1	chr21	36399226	36399227	cg11498607	RUNX1	Island	I
cg03305185	chrX	134429503	134429804	0	1.16279069767442e-05	1.0989010989011e-05	0.003	ZNF75D	chrX	134429653	134429654	cg03305185	ZNF75D	Island	II
cg01220680	chr20	865861	866162	0	-1.17647058823529e-05	-1.09289617486339e-05	0.003	ANGPT4	chr20	866011	866012	cg01220680	ANGPT4	Island	I
cg22762091	chr8	132052693	132052994	0	0	0	0.003	ADCY8	chr8	132052843	132052844	cg22762091	ADCY8	Island	I
cg19141489	chr6	29795918	29796219	0	-1.11111111111111e-05	-1.02564102564103e-05	0.003	HLA-G	chr6	29796068	29796069	cg19141489	HLA-G	Island	II
cg16804284	chr14	29237330	29237631	0	-1.13636363636364e-05	-1.09289617486339e-05	0.003	FOXG1	chr14	29237480	29237481	cg16804284	FOXG1	Island	II
cg16197717	chr10	125650807	125651108	0	0	0	0.003	CPXM2	chr10	125650957	125650958	cg16197717	CPXM2	Island	II
cg03816707	chr20	43726394	43726695	0	0	0	0.00266666666666667	KCNS1	chr20	43726544	43726545	cg03816707	KCNS1	Island	I
cg22699026	chr1	243646252	243646553	0	0	0	0.00266666666666667	SDCCAG8	chr1	243646402	243646403	cg22699026	SDCCAG8	Island	II
cg00760935	chr4	155411201	155411502	0.000181818181818182	0	1.0752688172043e-05	0.00266666666666667	DCHS2	chr4	155411351	155411352	cg00760935	DCHS2	Island	II
cg09865095	chr6	29795407	29795708	0.000181818181818182	0	1.10497237569061e-05	0.00266666666666667	HLA-G	chr6	29795557	29795558	cg09865095	HLA-G	Island	II
cg19802138	chr13	112722569	112722870	0	0	0	0.00266666666666667	SOX1	chr13	112722719	112722720	cg19802138	SOX1	Island	II
cg17454831	chr2	66666923	66667224	0	0	0	0.00266666666666667	MEIS1	chr2	66667073	66667074	cg17454831	MEIS1	CpG_Ocean	II
cg14319235	chr1	79472132	79472433	0	0	0	0.00266666666666667	ELTD1	chr1	79472282	79472283	cg14319235	ELTD1	Island	II
cg06462796	chr9	79634711	79635012	0	-1.15606936416185e-05	-1.0989010989011e-05	0.00266666666666667	FOXB2	chr9	79634861	79634862	cg06462796	FOXB2	Island	II
cg05756489	chr10	92616720	92617021	0	0	0	0.00266666666666667	HTR7	chr10	92616870	92616871	cg05756489	HTR7	Island	I
cg13784235	chr6	108495715	108496016	0	0	0	0.00266666666666667	NR2E1	chr6	108495865	108495866	cg13784235	NR2E1	Island	II
cg13400168	chr19	54481470	54481771	5e-04	-2.28571428571429e-05	1.06951871657754e-05	0.00266666666666667	CACNG8	chr19	54481620	54481621	cg13400168	CACNG8	Island	II
cg16626067	chr16	66613116	66613417	0	0	0	0.00266666666666667	CMTM2	chr16	66613266	66613267	cg16626067	CMTM2	Island	I
cg10997718	chr2	162275540	162275841	0	-1.10497237569061e-05	-1.03092783505155e-05	0.00266666666666667	TBR1	chr2	162275690	162275691	cg10997718	TBR1	S_Shore	II
cg27370013	chr11	131780126	131780427	0	0	0	0.00266666666666667	NTM	chr11	131780276	131780277	cg27370013	NTM	N_Shore	II
cg18525486	chr3	62357026	62357327	0.000166666666666667	0	1.08108108108108e-05	0.00266666666666667	FEZF2	chr3	62357176	62357177	cg18525486	FEZF2	Island	II
cg04017533	chr18	55019949	55020250	0	-2.25988700564972e-05	-2.09424083769634e-05	0.00266666666666667	ST8SIA3	chr18	55020099	55020100	cg04017533	ST8SIA3	Island	II
cg18299578	chr14	29235778	29236079	0	1.19760479041916e-05	1.10497237569061e-05	0.00266666666666667	FOXG1	chr14	29235928	29235929	cg18299578	FOXG1	N_Shore	II
cg11980129	chr3	79815489	79815790	0	0	0	0.00266666666666667	ROBO1	chr3	79815639	79815640	cg11980129	ROBO1	Island	II
cg24690071	chr13	100635202	100635503	0	1.16959064327485e-05	1.09289617486339e-05	0.00266666666666667	ZIC2	chr13	100635352	100635353	cg24690071	ZIC2	Island	II
cg23930711	chr5	140734608	140734909	-0.000222222222222222	0	-1.14285714285714e-05	0.00266666666666667	PCDHGA4	chr5	140734758	140734759	cg23930711	PCDHGA4	Island	I
cg21473142	chr3	27761945	27762246	0.000117647058823529	-1.19760479041916e-05	0	0.00263312368972743	EOMES	chr3	27762095	27762096	cg21473142	EOMES	N_Shore	I
cg23077820	chr2	223154026	223154327	0	0	0	0.00249499545040942	PAX3	chr2	223154176	223154177	cg23077820	PAX3	N_Shore	II
cg05864326	chr2	177030000	177030301	0	6.89655172413793e-05	6.55737704918033e-05	0.00249450549450546	HOXD3	chr2	177030150	177030151	cg05864326	HOXD3	S_Shore	I
cg00445405	chr2	63281694	63281995	0	0	0	0.002	OTX1	chr2	63281844	63281845	cg00445405	OTX1	N_Shore	II
cg17463145	chr7	79083861	79084162	0	-2.1505376344086e-05	-1.99004975124378e-05	0.002	MAGI2	chr7	79084011	79084012	cg17463145	MAGI2	S_Shore	II
cg03958979	chr6	108486237	108486538	0	0	0	0.002	NR2E1	chr6	108486387	108486388	cg03958979	NR2E1	Island	II
cg04436469	chr10	134598346	134598647	0.000142857142857143	0	1.09289617486339e-05	0.002	NKX6-2	chr10	134598496	134598497	cg04436469	NKX6-2	Island	II
cg08550101	chr7	20823831	20824132	0	1.16959064327485e-05	1.11111111111111e-05	0.002	SP8	chr7	20823981	20823982	cg08550101	SP8	Island	II
cg26268277	chr8	26372729	26373030	0	0	0	0.002	PNMA2	chr8	26372879	26372880	cg26268277	PNMA2	S_Shore	II
cg13909582	chr1	50885921	50886222	0	0	0	0.002	DMRTA2	chr1	50886071	50886072	cg13909582	DMRTA2	Island	II
cg19324940	chr6	134213842	134214143	0	2.01005025125628e-05	1.94174757281553e-05	0.002	TCF21	chr6	134213992	134213993	cg19324940	TCF21	Island	II
cg01416712	chr4	41750714	41751015	0	0	0	0.002	PHOX2B	chr4	41750864	41750865	cg01416712	PHOX2B	N_Shore	II
cg01897498	chr9	95571931	95572232	0	0	0	0.002	ANKRD19	chr9	95572081	95572082	cg01897498	ANKRD19	Island	II
cg13736376	chr4	111539141	111539442	0	0	0	0.002	PITX2	chr4	111539291	111539292	cg13736376	PITX2	Island	II
cg10690003	chr7	96622161	96622462	0	0	0	0.002	DLX6AS	chr7	96622311	96622312	cg10690003	DLX6AS	CpG_Ocean	II
cg02409177	chr8	26721720	26722021	0	0	0	0.002	ADRA1A	chr8	26721870	26721871	cg02409177	ADRA1A	Island	II
cg00188627	chr3	159557629	159557930	0	2.1978021978022e-05	2.09424083769634e-05	0.002	SCHIP1	chr3	159557779	159557780	cg00188627	SCHIP1	CpG_Ocean	II
cg00334063	chr3	147105860	147106161	0	-1.10497237569061e-05	-1.05263157894737e-05	0.002	ZIC4	chr3	147106010	147106011	cg00334063	ZIC4	N_Shelf	I
cg25129124	chr3	42727339	42727640	0	0	0	0.002	KBTBD5	chr3	42727489	42727490	cg25129124	KBTBD5	Island	I
cg26257822	chr10	119292397	119292698	0	0	0	0.002	EMX2OS	chr10	119292547	119292548	cg26257822	EMX2OS	N_Shore	I
cg14642432	chr16	6533013	6533314	0	1.19760479041916e-05	1.11731843575419e-05	0.002	A2BP1	chr16	6533163	6533164	cg14642432	A2BP1	Island	II
cg23244913	chr6	29943251	29943552	0	0	0	0.002	HCG9	chr6	29943401	29943402	cg23244913	HCG9	N_Shore	I
cg04032066	chr11	20622571	20622872	0	1.09289617486339e-05	1.02040816326531e-05	0.002	SLC6A5	chr11	20622721	20622722	cg04032066	SLC6A5	Island	II
cg02580763	chr5	140745742	140746043	0	-1.0989010989011e-05	-1.03626943005181e-05	0.0019915074309979	PCDHGA4	chr5	140745892	140745893	cg02580763	PCDHGA4	Island	II
cg12670347	chr12	114847428	114847729	0	-1.16959064327485e-05	-1.11111111111111e-05	0.001991452991453	TBX5	chr12	114847578	114847579	cg12670347	TBX5	Island	I
cg02224980	chr2	223169351	223169652	0	3.59281437125748e-05	3.35195530726257e-05	0.00199122807017545	CCDC140	chr2	223169501	223169502	cg02224980	CCDC140	N_Shore	II
cg17104824	chr2	177014809	177015110	0.000222222222222222	0	1.04712041884817e-05	0.00199120879120881	HOXD4	chr2	177014959	177014960	cg17104824	HOXD4	Island	II
cg02713760	chr15	83953848	83954149	0	-1.19760479041916e-05	-1.11731843575419e-05	0.00197383743200794	BNC1	chr15	83953998	83953999	cg02713760	BNC1	S_Shore	II
cg03734874	chr14	105071232	105071533	0.00114285714285714	1.00502512562814e-05	4.85436893203883e-05	0.00190243902439025	TMEM179	chr14	105071382	105071383	cg03734874	TMEM179	Island	II
cg12702981	chr3	119528506	119528807	0	-2.22222222222222e-05	-2.11640211640212e-05	0.00171428571428572	NR1I2	chr3	119528656	119528657	cg12702981	NR1I2	N_Shore	I
cg24154937	chr12	5153561	5153862	0	0	0	0.00142064714946071	KCNA5	chr12	5153711	5153712	cg24154937	KCNA5	Island	II
cg05697849	chr1	50513616	50513917	0	0	0	0.00132491228070182	ELAVL4	chr1	50513766	50513767	cg05697849	ELAVL4	Island	I
cg15834072	chr4	155411453	155411754	0	3.6144578313253e-05	3.33333333333333e-05	0.0013248587570622	DCHS2	chr4	155411603	155411604	cg15834072	DCHS2	Island	I
cg19407095	chr13	112721628	112721929	0	2.1978021978022e-05	2.01005025125628e-05	0.00132482269503555	SOX1	chr13	112721778	112721779	cg19407095	SOX1	Island	II
cg23405212	chr2	208989232	208989533	0	0	0	0.0013246376811594	CRYGD	chr2	208989382	208989383	cg23405212	CRYGD	S_Shore	II
cg24887265	chr2	45233378	45233679	0.000222222222222222	2.40963855421687e-05	3.42857142857143e-05	0.00130785609063435	SIX2	chr2	45233528	45233529	cg24887265	SIX2	N_Shore	I
cg23705938	chr14	37049149	37049450	0	-1.12994350282486e-05	-1.05263157894737e-05	0.000991452991453002	NKX2-8	chr14	37049299	37049300	cg23705938	NKX2-8	N_Shore	I
cg20624923	chr10	120355277	120355578	0	1.22699386503067e-05	1.14942528735632e-05	0.000991285403050142	PRLHR	chr10	120355427	120355428	cg20624923	PRLHR	Island	II
cg02631126	chr6	28058768	28059069	0.000222222222222222	0	2.20994475138122e-05	0.000791683991683954	ZSCAN12L1	chr6	28058918	28058919	cg02631126	ZSCAN12L1	CpG_Ocean	I
cg25824760	chr18	14747978	14748279	0	1.12359550561798e-05	1.04166666666667e-05	0.000658027357811306	ANKRD30B	chr18	14748128	14748129	cg25824760	ANKRD30B	Island	I
cg23993463	chr2	234847706	234848007	0	0	0	0.000563025210083993	TRPM8	chr2	234847856	234847857	cg23993463	TRPM8	Island	I
cg05485137	chr10	28035714	28036015	0	0	0	0.000355071053143888	MKX	chr10	28035864	28035865	cg05485137	MKX	S_Shore	I
cg03371669	chr2	176965285	176965586	0	0	0	0.000355034213098747	HOXD12	chr2	176965435	176965436	cg03371669	HOXD12	Island	II
cg01577475	chr2	114033431	114033732	0	0	0	0.000258101356174166	PAX8	chr2	114033581	114033582	cg01577475	PAX8	Island	I
cg22282405	chr6	50810532	50810833	0.000285714285714286	0	2.09424083769634e-05	0.000241489361702179	TFAP2B	chr6	50810682	50810683	cg22282405	TFAP2B	Island	I
cg05979020	chr2	176981186	176981487	0	0	0	0	HOXD10	chr2	176981336	176981337	cg05979020	HOXD10	Island	I
cg11442732	chrX	133117938	133118239	0	0	0	0	GPC3	chrX	133118088	133118089	cg11442732	GPC3	Island	I
cg27009703	chr7	27204744	27205045	0	0	0	0	HOXA9	chr7	27204894	27204895	cg27009703	HOXA9	Island	I
cg15812020	chr13	25506085	25506386	0	0	0	0	LOC646405	chr13	25506235	25506236	cg15812020	LOC646405	Island	I
cg22481263	chr1	906343	906644	0	0	0	0	PLEKHN1	chr1	906493	906494	cg22481263	PLEKHN1	Island	I
cg01454487	chr15	45427427	45427728	0	0	0	0	DUOX1	chr15	45427577	45427578	cg01454487	DUOX1	Island	I
cg22524061	chr8	99959280	99959581	0	0	0	0	OSR2	chr8	99959430	99959431	cg22524061	OSR2	N_Shore	I
cg00126638	chr6	29795433	29795734	0	0	0	0	HLA-G	chr6	29795583	29795584	cg00126638	HLA-G	Island	I
cg15824707	chr15	45403583	45403884	0	0	0	0	DUOX2	chr15	45403733	45403734	cg15824707	DUOX2	Island	I
cg27344587	chr2	63275452	63275753	0	0	0	0	LOC100132215	chr2	63275602	63275603	cg27344587	LOC100132215	Island	I
cg24471254	chr7	100253642	100253943	0	0	0	0	ACTL6B	chr7	100253792	100253793	cg24471254	ACTL6B	Island	I
cg01000615	chr1	145562667	145562968	0	0	0	0	ANKRD35	chr1	145562817	145562818	cg01000615	ANKRD35	CpG_Ocean	II
cg02109484	chr2	74875103	74875404	0	0	0	0	C2orf65	chr2	74875253	74875254	cg02109484	C2orf65	Island	I
cg13738144	chr6	100054573	100054874	0	0	0	0	PRDM13	chr6	100054723	100054724	cg13738144	PRDM13	Island	I
cg07105285	chr11	92702513	92702814	0	0	0	0	MTNR1B	chr11	92702663	92702664	cg07105285	MTNR1B	N_Shore	I
cg11429969	chr5	140180771	140181072	0	0	0	0	PCDHA2	chr5	140180921	140180922	cg11429969	PCDHA2	Island	I
cg24641186	chr6	50803997	50804298	0	0	0	0	TFAP2B	chr6	50804147	50804148	cg24641186	TFAP2B	CpG_Ocean	II
cg06679270	chr15	101084830	101085131	0	0	0	0	LASS3	chr15	101084980	101084981	cg06679270	LASS3	Island	I
cg26048025	chr1	200843006	200843307	0	0	0	0	GPR25	chr1	200843156	200843157	cg26048025	GPR25	Island	I
cg16359657	chr1	41119781	41120082	0	0	0	0	RIMS3	chr1	41119931	41119932	cg16359657	RIMS3	Island	II
cg24202131	chr18	34855332	34855633	0	0	0	0	BRUNOL4	chr18	34855482	34855483	cg24202131	BRUNOL4	S_Shore	I
