BN190206	0.368	0.033	0.03	0.046	0.035	0.044	0.124	0.097	0.07	0.049	0.078	0.106	0.051	0.04	0.015	0.026	0.01	0.018	0.016	0.009	0.019	0.019	0.031	0.035	N
BN190209	0.368	0.058	0.045	0.097	0.079	0.06	0.151	0.119	0.097	0.066	0.087	0.123	0.066	0.084	0.045	0.064	0.042	0.044	0.035	0.034	0.051	0.036	0.049	0.078	N
BN190210	0.358	0.469	0.439	0.479	0.418	0.392	0.514	0.495	0.504	0.486	0.494	0.518	0.489	0.496	0.369	0.501	0.318	0.336	0.263	0.116	0.439	0.359	0.495	0.516	T
BN190211	0.364	0.43	0.367	0.471	0.444	0.426	0.511	0.455	0.435	0.447	0.473	0.46	0.357	0.37	0.213	0.33	0.2	0.209	0.182	0.199	0.216	0.2	0.204	0.235	T
BN190213	0.36	0.044	0.038	0.05	0.047	0.049	0.126	0.071	0.081	0.049	0.069	0.076	0.042	0.059	0.031	0.045	0.029	0.025	0.019	0.025	0.04	0.033	0.03	0.046	N
BN190215	0.385	0.207	0.192	0.229	0.211	0.218	0.297	0.254	0.242	0.234	0.262	0.296	0.218	0.238	0.181	0.221	0.203	0.142	0.121	0.153	0.193	0.165	0.192	0.237	T
BN190218	0.324	0.102	0.086	0.144	0.113	0.129	0.255	0.15	0.149	0.129	0.163	0.19	0.117	0.137	0.093	0.146	0.083	0.095	0.082	0.068	0.095	0.087	0.096	0.131	N
BN190219	0.366	0.289	0.199	0.327	0.29	0.237	0.466	0.379	0.349	0.324	0.374	0.387	0.263	0.254	0.237	0.222	0.089	0.088	0.057	0.05	0.139	0.098	0.078	0.194	T
BN190221	0.362	0.093	0.073	0.126	0.099	0.107	0.222	0.146	0.136	0.088	0.132	0.178	0.082	0.116	0.055	0.08	0.038	0.043	0.028	0.032	0.05	0.03	0.065	0.104	N
BN190223	0.362	0.263	0.239	0.306	0.275	0.264	0.401	0.311	0.304	0.282	0.312	0.345	0.278	0.284	0.263	0.281	0.217	0.215	0.171	0.137	0.182	0.198	0.202	0.298	T
BN190225	0.36	0.055	0.041	0.098	0.081	0.063	0.164	0.122	0.08	0.078	0.091	0.104	0.047	0.054	0.039	0.048	0.026	0.034	0.029	0.022	0.04	0.03	0.032	0.07	N
BN190227	0.375	0.092	0.074	0.134	0.101	0.095	0.232	0.134	0.126	0.097	0.126	0.18	0.113	0.11	0.082	0.113	0.072	0.078	0.065	0.056	0.076	0.07	0.057	0.113	T
BN190229	0.374	0.074	0.074	0.102	0.091	0.08	0.22	0.127	0.109	0.072	0.111	0.144	0.084	0.094	0.072	0.104	0.051	0.073	0.048	0.048	0.066	0.044	0.048	0.093	N
BN190231	0.379	0.163	0.14	0.197	0.168	0.175	0.307	0.214	0.193	0.179	0.229	0.255	0.168	0.18	0.115	0.165	0.09	0.121	0.105	0.067	0.128	0.106	0.118	0.159	T
BN190233	0.378	0.065	0.057	0.105	0.094	0.081	0.173	0.115	0.087	0.072	0.105	0.118	0.066	0.075	0.054	0.082	0.056	0.058	0.039	0.04	0.053	0.041	0.053	0.081	N
BN190235	0.363	0.139	0.124	0.177	0.141	0.144	0.277	0.189	0.2	0.147	0.199	0.244	0.158	0.165	0.119	0.162	0.094	0.092	0.052	0.079	0.13	0.111	0.101	0.151	T
BN190238	0.361	0.076	0.074	0.135	0.111	0.089	0.189	0.146	0.113	0.083	0.129	0.151	0.115	0.109	0.079	0.114	0.05	0.054	0.038	0.055	0.062	0.037	0.044	0.09	N
BN190240	0.381	0.158	0.14	0.2	0.17	0.166	0.328	0.241	0.225	0.176	0.224	0.273	0.169	0.18	0.158	0.17	0.129	0.14	0.084	0.087	0.108	0.095	0.087	0.189	T
BN190241	0.389	0.043	0.037	0.105	0.074	0.081	0.205	0.116	0.117	0.069	0.147	0.143	0.096	0.058	0.037	0.053	0.027	0.022	0.028	0.025	0.038	0.031	0.021	0.085	N
BN190242	0.372	0.537	0.509	0.551	0.537	0.538	0.602	0.571	0.574	0.552	0.565	0.592	0.553	0.56	0.339	0.541	0.125	0.099	0.077	0.055	0.164	0.137	0.358	0.38	T
BN190244	0.365	0.176	0.156	0.242	0.185	0.182	0.341	0.225	0.217	0.184	0.237	0.265	0.188	0.193	0.167	0.207	0.15	0.163	0.128	0.138	0.147	0.119	0.13	0.206	T
BN190245	0.363	0.131	0.108	0.147	0.144	0.125	0.185	0.145	0.15	0.14	0.145	0.171	0.14	0.147	0.122	0.138	0.112	0.107	0.093	0.108	0.107	0.116	0.124	0.136	N
BN190247	0.37	0.023	0.021	0.058	0.037	0.033	0.085	0.053	0.044	0.037	0.069	0.065	0.04	0.054	0.025	0.041	0.017	0.032	0.02	0.015	0.026	0.02	0.019	0.033	T
BN190248	0.371	0.694	0.648	0.713	0.702	0.676	0.764	0.722	0.73	0.728	0.728	0.716	0.684	0.662	0.101	0.426	0.048	0.058	0.038	0.032	0.083	0.046	0.066	0.075	T
BN190249	0.377	0.495	0.476	0.516	0.498	0.485	0.576	0.53	0.519	0.505	0.52	0.543	0.51	0.513	0.503	0.517	0.499	0.508	0.506	0.497	0.523	0.507	0.51	0.54	T
BN190251	0.356	0.108	0.083	0.143	0.116	0.106	0.28	0.192	0.171	0.114	0.165	0.204	0.112	0.127	0.097	0.116	0.08	0.094	0.068	0.053	0.084	0.068	0.057	0.124	T
BN190252	0.371	0.298	0.364	0.313	0.293	0.285	0.491	0.46	0.484	0.48	0.494	0.523	0.33	0.495	0.406	0.44	0.406	0.418	0.399	0.402	0.128	0.245	0.223	0.433	T
BN190255	0.371	0.055	0.05	0.106	0.071	0.079	0.221	0.132	0.155	0.104	0.14	0.184	0.089	0.11	0.046	0.046	0.031	0.039	0.027	0.025	0.042	0.028	0.037	0.077	N
BN190256	0.354	0.474	0.185	0.504	0.486	0.482	0.54	0.492	0.505	0.382	0.516	0.533	0.125	0.143	0.059	0.088	0.041	0.043	0.026	0.017	0.04	0.032	0.044	0.083	T
BN190257	0.365	0.051	0.037	0.093	0.072	0.052	0.162	0.108	0.094	0.082	0.115	0.139	0.075	0.086	0.035	0.059	0.02	0.025	0.023	0.021	0.037	0.026	0.03	0.061	N
BN190258	0.372	0.377	0.288	0.455	0.428	0.358	0.582	0.495	0.488	0.477	0.49	0.544	0.463	0.467	0.445	0.455	0.406	0.386	0.261	0.187	0.333	0.277	0.257	0.401	T
BN190260	0.367	0.104	0.081	0.148	0.117	0.112	0.301	0.186	0.164	0.133	0.161	0.219	0.113	0.133	0.083	0.114	0.073	0.073	0.056	0.056	0.084	0.069	0.069	0.129	N
BN190262	0.361	0.033	0.027	0.055	0.044	0.038	0.112	0.07	0.051	0.049	0.051	0.075	0.034	0.044	0.022	0.036	0.02	0.018	0.022	0.013	0.015	0.013	0.021	0.044	N
BN190264	0.364	0.086	0.068	0.169	0.14	0.105	0.248	0.164	0.182	0.152	0.175	0.246	0.118	0.123	0.082	0.086	0.044	0.042	0.039	0.034	0.053	0.037	0.041	0.086	N
BN190265	0.375	0.547	0.253	0.564	0.519	0.551	0.693	0.701	0.694	0.693	0.695	0.598	0.53	0.476	0.103	0.474	0.036	0.041	0.027	0.03	0.082	0.026	0.076	0.154	T
BN190266	0.379	0.069	0.041	0.109	0.093	0.081	0.19	0.135	0.133	0.11	0.128	0.155	0.083	0.102	0.047	0.081	0.022	0.031	0.03	0.015	0.031	0.019	0.03	0.063	N
BN190267	0.369	0.23	0.202	0.265	0.227	0.228	0.355	0.276	0.265	0.216	0.267	0.307	0.228	0.239	0.186	0.215	0.163	0.165	0.144	0.148	0.172	0.146	0.154	0.21	T
BN190269	0.388	0.094	0.086	0.131	0.119	0.134	0.246	0.166	0.149	0.153	0.167	0.158	0.107	0.107	0.05	0.073	0.036	0.066	0.031	0.029	0.061	0.052	0.079	0.107	N
BN190270	0.354	0.182	0.147	0.233	0.209	0.193	0.307	0.276	0.276	0.23	0.264	0.281	0.196	0.217	0.072	0.187	0.044	0.042	0.03	0.027	0.048	0.021	0.039	0.088	T
BN190271	0.352	0.059	0.049	0.075	0.071	0.063	0.108	0.07	0.072	0.075	0.088	0.086	0.062	0.061	0.034	0.055	0.03	0.028	0.029	0.018	0.026	0.03	0.031	0.068	N
BN190274	0.414	0.397	0.35	0.411	0.389	0.38	0.539	0.439	0.386	0.385	0.422	0.429	0.398	0.37	0.408	0.362	0.387	0.386	0.346	0.319	0.361	0.344	0.359	0.399	T
BN190278	0.381	0.534	0.517	0.573	0.554	0.545	0.601	0.574	0.588	0.578	0.595	0.607	0.541	0.581	0.101	0.375	0.045	0.043	0.044	0.037	0.089	0.035	0.058	0.071	T
BN190279	0.385	0.093	0.08	0.123	0.127	0.102	0.208	0.138	0.128	0.123	0.132	0.144	0.093	0.104	0.066	0.094	0.047	0.055	0.053	0.052	0.063	0.057	0.049	0.094	N
BN190280	0.362	0.52	0.595	0.768	0.734	0.729	0.793	0.761	0.765	0.751	0.759	0.775	0.511	0.527	0.474	0.517	0.45	0.49	0.462	0.451	0.471	0.449	0.339	0.493	T
BN190283	0.363	0.081	0.07	0.087	0.088	0.078	0.195	0.132	0.127	0.113	0.132	0.165	0.077	0.103	0.072	0.079	0.054	0.057	0.053	0.04	0.049	0.035	0.042	0.087	N
BN190284	0.379	0.348	0.298	0.373	0.346	0.298	0.461	0.379	0.411	0.372	0.412	0.445	0.362	0.376	0.188	0.293	0.151	0.155	0.094	0.048	0.087	0.072	0.131	0.194	T
BN190285	0.333	0.066	0.055	0.115	0.104	0.071	0.264	0.169	0.12	0.099	0.109	0.098	0.087	0.093	0.044	0.082	0.027	0.027	0.016	0.044	0.038	0.027	0.038	0.077	N
BN190286	0.355	0.165	0.143	0.203	0.169	0.166	0.277	0.209	0.2	0.19	0.212	0.247	0.177	0.177	0.174	0.181	0.127	0.138	0.084	0.053	0.138	0.138	0.142	0.185	T
BN190287	0.398	0.092	0.119	0.162	0.118	0.118	0.21	0.145	0.142	0.121	0.147	0.187	0.129	0.137	0.057	0.143	0.025	0.05	0.054	0.024	0.041	0.031	0.043	0.086	N
BN190288	0.346	0.097	0.1	0.203	0.171	0.137	0.268	0.215	0.199	0.145	0.201	0.191	0.159	0.191	0.076	0.128	0.066	0.061	0.04	0.039	0.063	0.043	0.053	0.115	T
BN190290	0.36	0.415	0.404	0.439	0.411	0.425	0.493	0.487	0.468	0.445	0.468	0.519	0.468	0.465	0.384	0.458	0.395	0.373	0.354	0.364	0.412	0.364	0.338	0.362	N
BN190292	0.373	0.142	0.111	0.175	0.167	0.15	0.333	0.339	0.275	0.261	0.329	0.274	0.23	0.242	0.136	0.142	0.121	0.134	0.107	0.109	0.124	0.113	0.105	0.144	T
BN190293	0.241	0.138	0.207	0.241	0.207	0.207	0.31	0.241	0.207	0.207	0.241	0.241	0.207	0.179	0.207	0.276	0.138	0.241	0.138	0.071	0.207	0.172	0.241	0.241	N
BN190296	0.349	0.285	0.257	0.331	0.285	0.26	0.49	0.387	0.35	0.318	0.384	0.406	0.298	0.326	0.2	0.22	0.138	0.164	0.091	0.099	0.187	0.134	0.13	0.264	T
BN190298	0.376	0.236	0.224	0.272	0.253	0.245	0.343	0.296	0.275	0.266	0.289	0.32	0.257	0.264	0.262	0.273	0.243	0.252	0.199	0.205	0.247	0.234	0.242	0.28	N
BN190300	0.406	0.753	0.741	0.756	0.76	0.756	0.77	0.76	0.77	0.752	0.765	0.767	0.754	0.766	0.76	0.76	0.757	0.753	0.549	0.756	0.759	0.744	0.659	0.767	T
BN190303	0.357	0.177	0.178	0.227	0.214	0.187	0.284	0.225	0.206	0.206	0.234	0.253	0.188	0.224	0.179	0.191	0.144	0.168	0.175	0.175	0.19	0.185	0.18	0.211	N
BN190305	0.367	0.122	0.102	0.154	0.137	0.134	0.264	0.192	0.178	0.13	0.167	0.208	0.13	0.162	0.114	0.156	0.093	0.119	0.096	0.093	0.134	0.099	0.101	0.159	T
BN190308	0.34	0.117	0.106	0.155	0.135	0.141	0.214	0.149	0.16	0.132	0.151	0.194	0.129	0.165	0.117	0.147	0.115	0.114	0.119	0.077	0.133	0.096	0.117	0.149	N
BN190310	0.375	0.036	0.04	0.084	0.072	0.061	0.155	0.089	0.112	0.078	0.091	0.12	0.05	0.071	0.033	0.042	0.031	0.023	0.032	0.03	0.061	0.033	0.055	0.095	N
BN190312	0.365	0.508	0.504	0.525	0.512	0.514	0.539	0.533	0.537	0.543	0.542	0.558	0.546	0.552	0.552	0.556	0.547	0.545	0.544	0.386	0.563	0.531	0.568	0.584	T
BN190313	0.37	0.082	0.072	0.106	0.087	0.085	0.177	0.119	0.105	0.081	0.106	0.134	0.084	0.087	0.08	0.099	0.058	0.072	0.048	0.042	0.06	0.054	0.048	0.082	T
BN190314	0.39	0.042	0.025	0.075	0.043	0.062	0.142	0.059	0.058	0.068	0.074	0.133	0.059	0.074	0.03	0.058	0.029	0.032	0.027	0.023	0.045	0.039	0.045	0.056	N
BN190315	0.371	0.134	0.111	0.165	0.135	0.134	0.233	0.184	0.173	0.161	0.177	0.221	0.159	0.164	0.114	0.125	0.105	0.115	0.084	0.081	0.114	0.104	0.112	0.149	N
BN190319	0.369	0.362	0.33	0.391	0.368	0.356	0.463	0.394	0.39	0.351	0.387	0.423	0.35	0.375	0.35	0.378	0.332	0.336	0.28	0.262	0.358	0.317	0.321	0.398	T
BN190322	0.363	0.244	0.206	0.274	0.262	0.21	0.388	0.315	0.306	0.275	0.32	0.359	0.269	0.288	0.211	0.238	0.182	0.18	0.15	0.107	0.139	0.093	0.089	0.181	T
BN190323	0.36	0.059	0.045	0.091	0.069	0.063	0.152	0.103	0.097	0.065	0.102	0.125	0.07	0.074	0.055	0.073	0.045	0.051	0.037	0.032	0.053	0.048	0.036	0.082	T
position	63544345	63544363	63544368	63544375	63544377	63544380	63544384	63544403	63544421	63544428	63544430	63544440	63544448	63544451	63544475	63544480	63544484	63544491	63544499	63544511	63544520	63544528	63544544	63544547	
