BN190158	0.759	0.033	0.037	0.079	0.071	0.112	0.221	0.25	0.245	0.067	0.154	0.086	0.099	0.196	0.058	0.045	0.019	0.056	0.033	0.067	0.035	0.037	0.041	0.08	0.078	0.091	0.006	0.037	0.043	0.069	0.089	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	0.667	0.065	0.049	0.089	0.138	0.123	0.148	0.123	0.148	0.122	0.122	0.134	0.146	0.15	0.041	0.041	0.033	0.033	0.106	0.073	0.106	0.073	0.089	0.081	0.163	0.09	0.122	0.114	0.122	0.089	0.049	N
BN190164	0.661	0.861	0.904	0.885	0.891	0.898	0.889	0.902	0.902	0.897	0.884	0.893	0.889	0.876	0.889	0.865	0.853	0.834	0.85	0.658	0.498	0.435	0.712	0.753	0.725	0.695	0.791	0.817	0.797	0.802	0.771	T
BN190166	0.675	0.788	0.796	0.797	0.812	0.816	0.819	0.808	0.8	0.67	0.666	0.763	0.699	0.771	0.744	0.762	0.77	0.763	0.744	0.665	0.608	0.585	0.7	0.708	0.647	0.688	0.713	0.706	0.702	0.666	0.648	N
BN190168	0.65	0.02	0.021	0.039	0.032	0.055	0.074	0.126	0.11	0.023	0.046	0.038	0.04	0.095	0.04	0.051	0.066	0.05	0.041	0.038	0.047	0.024	0.034	0.055	0.078	0.046	0.018	0.043	0.043	0.086	0.129	T
BN190170	0.739	0.023	0.017	0.046	0.063	0.08	0.04	0.063	0.028	0.046	0.035	0.034	0.034	0.029	0.017	0.023	0.011	0.04	0.023	0.045	0.023	0.051	0.057	0.045	0.051	0.074	0.074	0.051	0.057	0.045	0.074	T
BN190171	0.693	0.017	0.017	0.017	0.018	0.022	0.057	0.017	0.017	0.013	0.044	0.013	0.017	0.013	0.013	0	0.013	0.022	0.009	0.017	0.013	0.013	0.035	0.022	0.026	0.017	0.035	0.03	0.022	0.048	0.048	N
BN190172	0.709	0.004	0.03	0.029	0.043	0.132	0.313	0.444	0.215	0.027	0.048	0.045	0.039	0.242	0.04	0.02	0.03	0.063	0.031	0.019	0.033	0.026	0.037	0.143	0.074	0.09	0.027	0.023	0.031	0.067	0.054	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190180	0.713	0.004	0.007	0.025	0.011	0.021	0.028	0.011	0.014	0.011	0.007	0.007	0.018	0.025	0.021	0.014	0.032	0.028	0.011	0.014	0.025	0.039	0.018	0.032	0.011	0.018	0.039	0.025	0.018	0.035	0.032	N
BN190181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190184	0.697	0.012	0.014	0.018	0.016	0.035	0.039	0.041	0.036	0.015	0.034	0.019	0.025	0.026	0.009	0.022	0.042	0.025	0.014	0.022	0.02	0.014	0.029	0.049	0.036	0.027	0.053	0.032	0.045	0.045	0.068	N
BN190186	0.708	0.09	0.113	0.148	0.181	0.233	0.212	0.235	0.241	0.104	0.129	0.142	0.14	0.158	0.115	0.082	0.09	0.125	0.119	0.108	0.084	0.092	0.117	0.16	0.125	0.131	0.117	0.09	0.082	0.126	0.09	T
BN190189	0.716	0.034	0.036	0.029	0.04	0.048	0.052	0.048	0.035	0.012	0.026	0.026	0.029	0.036	0.026	0.022	0.027	0.034	0.015	0.026	0.022	0.021	0.036	0.046	0.026	0.036	0.039	0.043	0.043	0.031	0.062	N
BN190191	0.712	0.012	0.006	0.027	0.019	0.033	0.037	0.019	0.019	0.002	0.021	0.008	0.008	0.01	0.013	0.012	0.015	0.021	0.017	0.008	0.031	0.01	0.008	0.021	0.017	0.023	0.01	0.008	0.017	0.025	0.027	T
BN190192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190193	0.696	0.014	0.005	0.016	0.022	0.023	0.03	0.025	0.013	0.008	0.014	0.009	0.009	0.016	0.006	0.009	0.017	0.012	0.014	0.002	0.011	0.012	0.009	0.017	0.017	0.012	0.014	0.012	0.028	0.02	0.031	T
BN190195	0.71	0.008	0.02	0.024	0.032	0.02	0.036	0.02	0.024	0.012	0.028	0.008	0.024	0.004	0.012	0.008	0.012	0.027	0.012	0.004	0.012	0.016	0.028	0.031	0.004	0.016	0.016	0.031	0.012	0.004	0.035	N
BN190198	0.696	0.043	0	0.043	0.043	0.087	0.048	0.043	0.087	0.043	0.091	0.043	0.043	0	0.087	0	0	0.043	0	0	0.043	0.087	0.087	0.174	0.217	0.087	0.043	0.087	0.043	0.217	0.391	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.69	0.61	0.609	0.614	0.634	0.565	0.392	0.556	0.535	0.557	0.459	0.601	0.578	0.586	0.579	0.367	0.562	0.523	0.537	0.214	0.536	0.484	0.539	0.553	0.553	0.546	0.562	0.548	0.548	0.508	0.494	T
BN190201	0.68	0.005	0.015	0.031	0.01	0.021	0.042	0.021	0.036	0.01	0.016	0.021	0.021	0.021	0.021	0.01	0.026	0.015	0.01	0.015	0.046	0.026	0.026	0.041	0.031	0.057	0.036	0.041	0.021	0.052	0.036	N
BN190202	0.68	0.034	0.033	0.039	0.091	0.047	0.036	0.046	0.042	0.025	0.02	0.023	0.027	0.041	0.035	0.02	0.033	0.032	0.017	0.01	0.029	0.04	0.03	0.042	0.076	0.036	0.033	0.04	0.053	0.069	0.096	T
BN190203	0.644	0.104	0.124	0.13	0.148	0.186	0.18	0.2	0.187	0.076	0.089	0.097	0.107	0.157	0.104	0.098	0.106	0.089	0.092	0.095	0.108	0.094	0.143	0.164	0.114	0.153	0.13	0.108	0.111	0.116	0.113	T
BN190206	0.786	0	0	0.071	0	0	0	0	0	0	0.071	0	0	0	0	0	0	0	0.071	0	0	0	0.143	0.071	0	0.143	0.071	0	0.143	0.071	0.143	N
BN190209	0.701	0.003	0.006	0.016	0.016	0.016	0.026	0.023	0.023	0.01	0.016	0.013	0.026	0.033	0.006	0.019	0.023	0.019	0.006	0.01	0.019	0.016	0.036	0.052	0.049	0.029	0.016	0.013	0.042	0.071	0.094	N
BN190210	0.702	0.431	0.437	0.425	0.477	0.52	0.321	0.358	0.417	0.374	0.154	0.164	0.36	0.564	0.474	0.41	0.497	0.423	0.439	0.452	0.424	0.56	0.45	0.601	0.599	0.46	0.454	0.294	0.39	0.488	0.53	T
BN190211	0.703	0.268	0.31	0.301	0.288	0.299	0.296	0.299	0.295	0.267	0.269	0.228	0.293	0.295	0.271	0.272	0.27	0.281	0.263	0.185	0.287	0.251	0.274	0.293	0.301	0.281	0.279	0.155	0.274	0.255	0.291	T
BN190213	0.638	0.022	0.036	0.029	0.036	0.014	0.043	0.051	0.029	0.014	0.029	0.058	0.036	0.036	0.014	0.022	0.043	0.022	0.029	0.022	0.043	0.022	0.029	0.058	0.036	0.072	0.029	0.029	0.05	0.043	0.086	N
BN190215	0.71	0.709	0.609	0.663	0.73	0.799	0.806	0.762	0.772	0.674	0.742	0.722	0.782	0.778	0.769	0.646	0.746	0.722	0.672	0.509	0.708	0.729	0.673	0.686	0.73	0.659	0.216	0.682	0.645	0.665	0.657	T
BN190218	0.701	0.27	0.187	0.255	0.285	0.347	0.342	0.332	0.32	0.221	0.226	0.247	0.276	0.282	0.27	0.23	0.26	0.251	0.234	0.209	0.239	0.24	0.209	0.249	0.269	0.277	0.052	0.249	0.24	0.23	0.222	N
BN190219	0.709	0.04	0.052	0.048	0.052	0.1	0.129	0.128	0.107	0.02	0.052	0.064	0.064	0.06	0.04	0.048	0.052	0.056	0.056	0.063	0.067	0.052	0.095	0.111	0.071	0.083	0.083	0.044	0.06	0.08	0.067	T
BN190221	0.677	0.022	0.03	0.041	0.047	0.046	0.06	0.05	0.049	0.008	0.026	0.037	0.029	0.05	0.024	0.019	0.025	0.02	0.023	0.014	0.035	0.014	0.046	0.035	0.042	0.04	0.041	0.028	0.031	0.047	0.053	N
BN190223	0.69	0.238	0.267	0.253	0.355	0.436	0.41	0.426	0.429	0.312	0.308	0.3	0.314	0.344	0.32	0.337	0.315	0.306	0.326	0.256	0.232	0.268	0.265	0.292	0.284	0.281	0.092	0.238	0.258	0.282	0.291	T
BN190225	0.685	0.033	0.048	0.04	0.061	0.064	0.073	0.073	0.081	0.042	0.04	0.048	0.052	0.052	0.051	0.054	0.042	0.054	0.036	0.042	0.039	0.024	0.03	0.048	0.045	0.06	0.03	0.048	0.042	0.054	0.063	N
BN190227	0.683	0.492	0.491	0.494	0.516	0.512	0.522	0.522	0.511	0.446	0.463	0.463	0.469	0.477	0.456	0.458	0.462	0.452	0.445	0.432	0.427	0.414	0.426	0.436	0.421	0.436	0.412	0.401	0.394	0.37	0.366	T
BN190229	0.676	0.297	0.312	0.318	0.324	0.332	0.33	0.329	0.315	0.284	0.293	0.292	0.301	0.312	0.279	0.299	0.295	0.295	0.285	0.287	0.284	0.272	0.263	0.284	0.261	0.282	0.27	0.259	0.242	0.24	0.247	N
BN190231	0.724	0.73	0.732	0.73	0.742	0.744	0.739	0.751	0.752	0.704	0.726	0.715	0.717	0.715	0.702	0.692	0.693	0.691	0.693	0.675	0.66	0.655	0.645	0.662	0.646	0.633	0.635	0.628	0.626	0.59	0.575	T
BN190233	0.671	0.247	0.235	0.212	0.19	0.241	0.151	0.247	0.247	0.224	0.205	0.2	0.235	0.226	0.2	0.2	0.176	0.224	0.212	0.176	0.212	0.153	0.165	0.176	0.143	0.181	0.176	0.224	0.165	0.129	0.188	N
BN190235	0.689	0.073	0.083	0.112	0.109	0.176	0.17	0.181	0.168	0.09	0.112	0.09	0.142	0.148	0.124	0.09	0.129	0.129	0.127	0.088	0.117	0.066	0.101	0.148	0.135	0.108	0.153	0.058	0.078	0.121	0.164	T
BN190238	0.723	0.059	0.075	0.076	0.074	0.094	0.1	0.129	0.09	0.059	0.096	0.073	0.072	0.094	0.07	0.082	0.09	0.075	0.072	0.059	0.069	0.064	0.077	0.092	0.075	0.077	0.094	0.054	0.065	0.074	0.102	N
BN190240	0.683	0.084	0.089	0.116	0.147	0.151	0.154	0.149	0.157	0.059	0.081	0.077	0.085	0.113	0.068	0.066	0.076	0.089	0.083	0.072	0.079	0.082	0.107	0.134	0.111	0.124	0.008	0.07	0.072	0.111	0.107	T
BN190241	NA	0.024	0.032	0.042	0.046	0.052	0.037	0.054	0.05	0.009	0.019	0.034	0.033	0.027	0.022	0.023	0.034	0.022	0.032	0.024	0.027	0.022	0.034	0.048	0.074	0.056	0.008	0.045	0.028	0.071	0.102	N
BN190242	0.681	0.289	0.558	0.546	0.533	0.586	0.579	0.57	0.562	0.493	0.518	0.519	0.532	0.551	0.515	0.489	0.517	0.493	0.497	0.472	0.48	0.475	0.49	0.494	0.498	0.501	0.49	0.444	0.446	0.472	0.487	T
BN190244	0.68	0.209	0.27	0.26	0.285	0.3	0.286	0.307	0.27	0.197	0.211	0.217	0.224	0.245	0.187	0.176	0.202	0.19	0.191	0.183	0.174	0.173	0.169	0.201	0.145	0.174	0.184	0.138	0.153	0.163	0.151	T
BN190245	0.717	0.225	0.229	0.24	0.249	0.258	0.248	0.253	0.241	0.187	0.189	0.19	0.224	0.22	0.194	0.176	0.203	0.166	0.214	0.201	0.193	0.182	0.209	0.217	0.16	0.177	0.204	0.193	0.194	0.166	0.197	N
BN190247	0.718	0.018	0.024	0.039	0.048	0.064	0.076	0.045	0.03	0.033	0.04	0.039	0.066	0.106	0.048	0.045	0.075	0.018	0.033	0.03	0.127	0.084	0.108	0.18	0.138	0.084	0.075	0.123	0.102	0.192	0.27	T
BN190248	0.683	0.724	0.73	0.717	0.714	0.72	0.734	0.739	0.705	0.705	0.7	0.714	0.719	0.713	0.699	0.702	0.696	0.692	0.694	0.649	0.618	0.604	0.638	0.674	0.673	0.661	0.674	0.675	0.66	0.601	0.604	T
BN190249	0.657	0.042	0.045	0.116	0.147	0.459	0.461	0.46	0.46	0.431	0.435	0.432	0.434	0.427	0.424	0.383	0.433	0.419	0.416	0.402	0.398	0.39	0.398	0.404	0.402	0.392	0.377	0.318	0.208	0.27	0.346	T
BN190251	0.708	0.05	0.061	0.063	0.083	0.091	0.094	0.097	0.089	0.034	0.036	0.037	0.047	0.071	0.043	0.045	0.05	0.037	0.048	0.031	0.04	0.033	0.051	0.085	0.07	0.06	0.058	0.058	0.055	0.057	0.07	T
BN190252	0.653	0.058	0.068	0.415	0.406	0.358	0.38	0.283	0.278	0.09	0.078	0.362	0.125	0.389	0.322	0.362	0.392	0.089	0.304	0.106	0.156	0.319	0.243	0.188	0.195	0.129	0.28	0.063	0.087	0.18	0.338	T
BN190255	0.667	0.043	0.036	0.047	0.043	0.049	0.057	0.059	0.043	0.017	0.03	0.023	0.019	0.037	0.013	0.018	0.03	0.023	0.015	0.01	0.021	0.023	0.024	0.042	0.044	0.055	0.052	0.032	0.038	0.026	0.086	N
BN190256	0.739	0	0	0.029	0.043	0.043	0.09	0.043	0.029	0.014	0.029	0.015	0.014	0	0	0.014	0.029	0.029	0	0	0.014	0.014	0	0.014	0	0	0.014	0.014	0.043	0.014	0.043	T
BN190257	0.735	0.015	0.015	0.045	0.02	0.044	0.025	0.039	0.035	0.034	0.03	0.034	0.034	0.025	0.02	0.02	0.034	0.034	0.044	0.034	0.044	0.025	0.034	0.044	0.049	0.039	0.054	0.059	0.029	0.059	0.049	N
BN190258	0.651	0.512	0.524	0.551	0.556	0.584	0.53	0.618	0.615	0.53	0.533	0.537	0.521	0.549	0.509	0.46	0.502	0.483	0.393	0.327	0.373	0.298	0.448	0.466	0.452	0.416	0.453	0.452	0.449	0.424	0.453	T
BN190260	0.656	0.047	0.047	0.063	0.058	0.063	0.058	0.063	0.058	0.021	0.037	0.032	0.042	0.037	0.026	0.021	0.026	0.053	0.021	0.032	0.053	0.032	0.032	0.032	0.032	0.058	0.042	0.058	0.058	0.068	0.063	N
BN190262	0.725	0	0.005	0.023	0.005	0.009	0.052	0.009	0.023	0.037	0.037	0.014	0.023	0.014	0	0.014	0.005	0.009	0.014	0.009	0.014	0	0.018	0.009	0.005	0.014	0.037	0.023	0.032	0.041	0.027	N
BN190264	0.738	0.043	0.043	0.07	0.07	0.059	0.097	0.07	0.074	0.032	0.054	0.043	0.043	0.096	0.032	0.048	0.043	0.059	0.043	0.037	0.043	0.048	0.032	0.059	0.059	0.064	0.011	0.069	0.064	0.048	0.069	N
BN190265	0.666	0.038	0.078	0.058	0.113	0.128	0.087	0.061	0.061	0.032	0.065	0.061	0.12	0.145	0.061	0.04	0.09	0.052	0.058	0.032	0.084	0.09	0.202	0.257	0.226	0.224	0.266	0.237	0.228	0.101	0.272	T
BN190266	0.673	0.032	0.047	0.066	0.082	0.058	0.056	0.055	0.04	0.024	0.042	0.035	0.04	0.05	0.047	0.039	0.052	0.047	0.029	0.031	0.05	0.013	0.05	0.063	0.05	0.053	0.074	0.052	0.058	0.079	0.066	N
BN190267	0.668	0.058	0.091	0.104	0.122	0.218	0.139	0.217	0.208	0.123	0.107	0.13	0.121	0.163	0.096	0.129	0.16	0.113	0.108	0.089	0.075	0.087	0.106	0.15	0.142	0.151	0.108	0.106	0.104	0.111	0.129	T
BN190269	0.709	0.034	0.042	0.035	0.053	0.06	0.065	0.065	0.045	0.011	0.054	0.031	0.038	0.072	0.019	0.023	0.038	0.03	0.026	0.019	0.06	0.019	0.049	0.06	0.06	0.053	0.038	0.038	0.064	0.046	0.095	N
BN190270	0.716	0.013	0.02	0.03	0.013	0.017	0.068	0.023	0.03	0.007	0.02	0.024	0.01	0.03	0.003	0.007	0.007	0.013	0.01	0.017	0.023	0.023	0.03	0.03	0.03	0.03	0.03	0.04	0.043	0.026	0.056	T
BN190271	0.588	0.176	0.176	0.25	0.176	0.176	0.176	0.176	0.176	0.188	0.176	0.176	0.176	0.176	0.176	0.235	0.176	0.176	0.176	0.176	0.176	0.118	0.118	0.118	0.118	0.176	0.118	0.118	0.176	0.118	0.118	N
BN190274	0.691	0.429	0.438	0.463	0.467	0.493	0.491	0.51	0.481	0.412	0.412	0.349	0.436	0.469	0.463	0.442	0.476	0.401	0.39	0.329	0.431	0.417	0.374	0.384	0.433	0.378	0.193	0.439	0.402	0.385	0.4	T
BN190278	0.685	0.855	0.877	0.782	0.82	0.886	0.893	0.882	0.883	0.861	0.873	0.866	0.871	0.874	0.858	0.837	0.846	0.743	0.63	0.528	0.323	0.301	0.56	0.642	0.586	0.587	0.817	0.756	0.812	0.704	0.644	T
BN190279	0.766	0.135	0.099	0.129	0.117	0.151	0.143	0.15	0.139	0.089	0.129	0.108	0.125	0.114	0.104	0.092	0.138	0.096	0.096	0.092	0.096	0.096	0.092	0.089	0.117	0.114	0.1	0.113	0.106	0.103	0.121	N
BN190280	0.712	0.785	0.663	0.707	0.724	0.88	0.777	0.786	0.887	0.88	0.844	0.879	0.849	0.881	0.825	0.696	0.847	0.722	0.715	0.78	0.852	0.746	0.859	0.833	0.866	0.835	0.849	0.809	0.799	0.77	0.787	T
BN190283	0.686	0.083	0.071	0.083	0.06	0.095	0.095	0.101	0.089	0.03	0.077	0.048	0.065	0.066	0.059	0.059	0.041	0.041	0.047	0.042	0.047	0.053	0.054	0.089	0.089	0.071	0.083	0.095	0.047	0.053	0.089	N
BN190284	0.806	0.222	0.278	0.389	0.361	0.444	0.472	0.457	0.417	0.444	0.472	0.5	0.472	0.528	0.472	0.444	0.5	0.444	0.472	0.361	0.343	0.278	0.333	0.389	0.389	0.333	0.417	0.444	0.389	0.417	0.417	T
BN190285	0.673	0.045	0.055	0.056	0.064	0.111	0.073	0.083	0.073	0.037	0.028	0.046	0.009	0.055	0.009	0.064	0.055	0.036	0.036	0.028	0.055	0.036	0.091	0.055	0.036	0.082	0.092	0.055	0.046	0.073	0.109	N
BN190286	0.645	0	0.008	0.025	0.033	0.033	0.034	0.05	0.05	0.008	0.017	0.017	0.033	0.017	0.008	0.025	0.025	0.025	0.025	0.008	0	0.008	0.008	0.025	0.041	0.066	0.05	0.041	0.025	0.066	0.092	T
BN190287	0.656	0.062	0.125	0.031	0.103	0.094	0.065	0.094	0.031	0.031	0.031	0.094	0.156	0.094	0	0.031	0.031	0	0	0	0.062	0	0.188	0.188	0	0.031	0	0.062	0.094	0.219	0.281	N
BN190288	0.667	0.055	0.072	0.081	0.081	0.108	0.136	0.207	0.135	0.135	0.136	0.14	0.153	0.243	0.09	0.109	0.126	0.09	0.081	0.072	0.108	0.1	0.126	0.135	0.054	0.09	0.045	0.072	0.153	0.225	0.27	T
BN190290	0.704	0.595	0.61	0.453	0.574	0.629	0.634	0.591	0.61	0.534	0.559	0.481	0.57	0.582	0.569	0.479	0.578	0.399	0.524	0.446	0.478	0.469	0.443	0.438	0.541	0.381	0.357	0.391	0.486	0.479	0.482	N
BN190292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190293	0.714	0.214	0.286	0.429	0.786	0.857	0.857	0.786	0.857	0.846	0.714	0.714	0.643	0.714	0.643	0.643	0.714	0.429	0.714	0.571	0.786	0.643	0.714	0.643	0.786	0.643	0.214	0.643	0.643	0.714	0.714	N
BN190296	0.69	0.125	0.157	0.179	0.187	0.227	0.245	0.28	0.253	0.102	0.145	0.145	0.166	0.185	0.132	0.092	0.127	0.133	0.124	0.13	0.126	0.111	0.122	0.145	0.122	0.15	0.143	0.117	0.109	0.129	0.135	T
BN190298	0.686	0.359	0.333	0.372	0.386	0.413	0.408	0.423	0.409	0.342	0.351	0.338	0.346	0.352	0.313	0.329	0.329	0.258	0.3	0.261	0.243	0.274	0.27	0.286	0.253	0.279	0.268	0.262	0.246	0.243	0.253	N
BN190300	0.725	0.851	0.918	0.9	0.944	0.948	0.944	0.944	0.937	0.933	0.925	0.91	0.937	0.929	0.888	0.911	0.87	0.862	0.911	0.822	0.706	0.725	0.873	0.87	0.907	0.874	0.907	0.874	0.888	0.903	0.88	T
BN190303	0.708	0.282	0.314	0.331	0.319	0.309	0.328	0.311	0.308	0.263	0.291	0.306	0.288	0.292	0.291	0.264	0.303	0.287	0.284	0.261	0.286	0.273	0.287	0.274	0.29	0.272	0.314	0.228	0.259	0.267	0.292	N
BN190305	0.694	0.131	0.144	0.147	0.159	0.185	0.179	0.2	0.165	0.097	0.105	0.101	0.12	0.139	0.101	0.101	0.108	0.089	0.103	0.109	0.096	0.095	0.127	0.118	0.119	0.106	0.11	0.075	0.089	0.109	0.121	T
BN190308	0.67	0.038	0.092	0.079	0.086	0.109	0.114	0.116	0.098	0.038	0.065	0.045	0.069	0.081	0.04	0.038	0.064	0.045	0.045	0.052	0.057	0.057	0.081	0.085	0.083	0.097	0.069	0.073	0.055	0.052	0.092	N
BN190310	0.642	0.018	0.024	0.033	0.052	0.048	0.078	0.063	0.048	0.018	0.036	0.03	0.024	0.042	0.024	0.021	0.036	0.03	0.042	0.033	0.03	0.024	0.033	0.066	0.036	0.042	0.042	0.039	0.036	0.039	0.066	N
BN190312	0.648	0.139	0.13	0.287	0.417	0.565	0.457	0.537	0.561	0.252	0.296	0.231	0.352	0.598	0.222	0.13	0.296	0.157	0.185	0.176	0.5	0.454	0.565	0.593	0.481	0.435	0.5	0.176	0.269	0.398	0.5	T
BN190313	0.672	0.067	0.071	0.08	0.135	0.307	0.198	0.42	0.379	0.055	0.075	0.077	0.079	0.305	0.137	0.124	0.369	0.354	0.124	0.264	0.277	0.108	0.123	0.188	0.17	0.165	0.07	0.07	0.063	0.215	0.263	T
BN190314	0.784	0.039	0.02	0.04	0.02	0.078	0.078	0.098	0.059	0.039	0.06	0.04	0.039	0.059	0.039	0.098	0.098	0.078	0.059	0.039	0.078	0.118	0.039	0.078	0.039	0.078	0.08	0.06	0.059	0.059	0.1	N
BN190315	0.679	0.079	0.1	0.12	0.118	0.09	0.108	0.101	0.093	0.079	0.095	0.068	0.064	0.09	0.082	0.061	0.075	0.064	0.061	0.054	0.068	0.061	0.057	0.079	0.079	0.068	0.093	0.071	0.082	0.071	0.075	N
BN190319	0.674	0.307	0.318	0.306	0.34	0.347	0.335	0.347	0.334	0.238	0.278	0.267	0.26	0.3	0.262	0.15	0.268	0.197	0.242	0.225	0.221	0.22	0.224	0.258	0.242	0.248	0.24	0.219	0.209	0.204	0.246	T
BN190322	0.672	0.231	0.288	0.274	0.292	0.367	0.383	0.437	0.411	0.307	0.331	0.336	0.339	0.35	0.313	0.283	0.296	0.265	0.267	0.166	0.152	0.125	0.172	0.195	0.206	0.168	0.119	0.17	0.201	0.227	0.219	T
BN190323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
position	106682050	106682072	106682074	106682077	106682085	106682095	106682100	106682106	106682109	106682122	106682124	106682128	106682130	106682138	106682142	106682155	106682157	106682161	106682172	106682182	106682189	106682196	106682208	106682210	106682215	106682218	106682236	106682238	106682240	106682263	106682271	
