BN190221	0.073	0.09	0.127	0.094	0.049	0.057	0.086	0.078	0.09	0.045	0.053	0.057	0.016	0.024	0.066	0.045	0.057	0.049	0.096	NA	0.053	0.053	0.11	0.078	0.098	N
BN190223	0.214	0.228	0.328	0.285	0.267	0.272	0.31	0.289	0.288	0.27	0.282	0.272	0.166	0.19	0.21	0.175	0.211	0.239	0.294	NA	0.16	0.144	0.273	0.177	0.228	T
BN190225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190227	0.582	0.6	0.611	0.638	0.58	0.567	0.573	0.597	0.57	0.555	0.578	0.58	0.577	0.545	0.553	0.557	0.573	0.558	0.616	NA	0.574	0.556	0.6	0.592	0.577	T
BN190229	0.331	0.299	0.364	0.343	0.295	0.319	0.335	0.332	0.291	0.28	0.319	0.276	0.281	0.236	0.312	0.287	0.28	0.299	0.364	NA	0.273	0.273	0.324	0.294	0.316	N
BN190231	0.225	0.225	0.292	0.29	0.225	0.219	0.314	0.231	0.232	0.213	0.213	0.232	0.178	0.195	0.172	0.172	0.151	0.229	0.244	NA	0.178	0.183	0.254	0.173	0.231	T
BN190233	0.081	0.058	0.105	0.093	0.047	0.058	0.093	0.047	0.047	0.058	0.035	0.058	0.07	0.047	0.059	0.023	0.058	0.093	0.082	NA	0.024	0.047	0.035	0.012	0.035	N
BN190235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190238	0	0.04	0.08	0.12	0.08	0.08	0.08	0.08	0.04	0.04	0.08	0.08	0.04	0	0.08	0.04	0.04	0.08	0.125	NA	0.04	0.04	0.04	0.04	0	N
BN190240	0.21	0.219	0.289	0.289	0.156	0.159	0.244	0.181	0.178	0.124	0.133	0.146	0.102	0.121	0.121	0.096	0.15	0.121	0.2	NA	0.109	0.157	0.22	0.164	0.181	T
BN190241	0.058	0.038	0.115	0.077	0.019	0.077	0.038	0.058	0.096	0.058	0.039	0.039	0.038	0.058	0.019	0.038	0.098	0.058	0.115	NA	0.077	0.115	0.25	0.077	0.154	N
BN190242	0.049	0.03	0.061	0.067	0.055	0.012	0.067	0.055	0.043	0.043	0.024	0.055	0.006	0.043	0.037	0.043	0.08	0.055	0.104	NA	0.055	0.062	0.085	0.024	0.116	T
BN190244	0.2	0.18	0.213	0.303	0.174	0.158	0.26	0.214	0.145	0.145	0.15	0.132	0.119	0.132	0.17	0.106	0.115	0.157	0.242	NA	0.128	0.137	0.196	0.12	0.153	T
BN190245	0.043	0.026	0.06	0.068	0.051	0.026	0.068	0.026	0.051	0.009	0.009	0.026	0.009	0.026	0.026	0	0.017	0.017	0.069	NA	0.034	0.009	0.026	0.017	0.017	N
BN190247	0.054	0.039	0.023	0.031	0.016	0.023	0.054	0.031	0.039	0.016	0.016	0.023	0.008	0.023	0.039	0.023	0.031	0.023	0.031	NA	0.023	0.031	0.031	0.008	0.063	T
BN190248	0.764	0.819	0.681	0.847	0.819	0.803	0.819	0.792	0.792	0.819	0.806	0.819	0.764	0.681	0.792	0.806	0.792	0.806	0.824	NA	0.764	0.786	0.797	0.694	0.764	T
BN190249	0.417	0.424	0.46	0.457	0.432	0.417	0.46	0.403	0.435	0.417	0.424	0.41	0.388	0.388	0.388	0.388	0.41	0.374	0.459	NA	0.396	0.406	0.453	0.37	0.413	T
BN190251	0.109	0.059	0.178	0.134	0.074	0.064	0.114	0.104	0.129	0.06	0.084	0.059	0.054	0.045	0.05	0.045	0.064	0.054	0.111	NA	0.035	0.054	0.119	0.084	0.119	T
BN190252	0.366	0.352	0.444	0.444	0.106	0.07	0.197	0.268	0.213	0.056	0.035	0.042	0.056	0.085	0.369	0.239	0.359	0.282	0.435	NA	0.121	0.343	0.404	0.22	0.38	T
BN190255	0.073	0.038	0.097	0.046	0.042	0.042	0.061	0.077	0.057	0.023	0.05	0.031	0.023	0.015	0.046	0.034	0.031	0.034	0.05	NA	0.027	0.038	0.05	0.034	0.05	N
BN190256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190257	0.049	0.053	0.049	0.08	0.044	0.044	0.066	0.053	0.058	0.035	0.018	0.049	0.009	0.022	0.031	0.027	0.053	0.044	0.063	NA	0.022	0.027	0.076	0.04	0.062	N
BN190258	0.486	0.556	0.596	0.579	0.502	0.512	0.561	0.528	0.552	0.484	0.488	0.484	0.477	0.327	0.3	0.416	0.432	0.406	0.48	NA	0.382	0.355	0.464	0.355	0.449	T
BN190260	0.106	0.073	0.111	0.092	0.088	0.087	0.115	0.078	0.06	0.023	0.073	0.032	0.05	0.055	0.028	0.032	0.051	0.069	0.079	NA	0.037	0.069	0.138	0.051	0.093	N
BN190262	0	0.022	0.043	0.065	0.043	0	0.043	0	0.022	0.022	0.022	0	0.043	0	0	0.043	0.065	0.043	0.022	NA	0.022	0	0.044	0	0	N
BN190264	0.052	0.026	0.026	0.043	0.026	0.026	0.035	0.026	0.052	0.043	0.035	0.009	0.026	0.026	0.026	0.035	0.009	0.035	0.07	NA	0.044	0.087	0.079	0.026	0.035	N
BN190265	0.022	0.022	0.156	0.022	0.044	0.022	0.067	0.044	0.044	0.067	0.044	0.044	0.022	0.022	0.044	0	0.067	0.244	0.317	NA	0.023	0.023	0.295	0.289	0.044	T
BN190266	0.056	0.069	0.147	0.125	0.082	0.052	0.069	0.056	0.082	0.034	0.073	0.056	0.034	0.039	0.065	0.039	0.065	0.082	0.105	NA	0.052	0.043	0.082	0.056	0.073	N
BN190267	0.333	0.287	0.333	0.218	0.23	0.23	0.218	0.241	0.195	0.195	0.264	0.253	0.105	0.126	0.207	0.184	0.264	0.23	0.398	NA	0.23	0.195	0.337	0.256	0.149	T
BN190269	0.132	0.079	0.132	0.105	0.079	0.079	0.079	0.105	0.105	0.132	0.079	0.132	0.105	0.132	0.079	0.079	0.105	0.135	0.105	NA	0.105	0.079	0.132	0.054	0.105	N
BN190270	0.054	0.039	0.085	0.07	0.038	0.023	0.077	0.062	0.008	0.015	0.046	0.023	0.023	0.015	0	0.008	0.023	0.015	0.024	NA	0.015	0.023	0.047	0.023	0.078	T
BN190271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190274	0.25	0.275	0.333	0.338	0.225	0.263	0.329	0.3	0.263	0.25	0.266	0.225	0.225	0.163	0.2	0.212	0.188	0.237	0.227	NA	0.175	0.215	0.212	0.225	0.25	T
BN190278	0.783	0.783	0.772	0.804	0.783	0.761	0.772	0.761	0.772	0.783	0.793	0.728	0.467	0.576	0.75	0.815	0.772	0.75	0.788	NA	0.756	0.78	0.772	0.703	0.772	T
BN190279	0.094	0.077	0.136	0.139	0.056	0.056	0.083	0.08	0.071	0.071	0.059	0.059	0.038	0.047	0.071	0.062	0.056	0.074	0.072	NA	0.077	0.059	0.077	0.062	0.092	N
BN190280	0.759	0.603	0.794	0.78	0.624	0.482	0.643	0.489	0.461	0.745	0.73	0.271	0.243	0.479	0.73	0.738	0.752	0.745	0.763	NA	0.73	0.73	0.714	0.759	0.738	T
BN190283	0.075	0.096	0.113	0.075	0.094	0.094	0.113	0.019	0.132	0.075	0.077	0.057	0.019	0.075	0.038	0.019	0.019	0.075	0.192	NA	0.057	0.057	0.038	0.113	0.075	N
BN190284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190288	0.243	0.189	0.324	0.162	0.189	0.27	0.27	0.27	0.243	0.216	0.243	0.162	0.189	0.27	0.243	0.216	0.297	0.216	0.351	NA	0.216	0.194	0.135	0.171	0.278	T
BN190290	0.289	0.277	0.28	0.289	0.241	0.217	0.22	0.244	0.207	0.157	0.181	0.195	0.084	0.193	0.183	0.232	0.22	0.241	0.305	NA	0.157	0.241	0.289	0.181	0.277	N
BN190292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190296	0.368	0.324	0.441	0.5	0.338	0.265	0.397	0.397	0.353	0.265	0.324	0.279	0.235	0.265	0.309	0.25	0.338	0.353	0.439	NA	0.313	0.338	0.412	0.309	0.397	T
BN190298	0.188	0.194	0.2	0.208	0.175	0.194	0.181	0.206	0.175	0.163	0.181	0.144	0.138	0.125	0.15	0.169	0.195	0.163	0.143	NA	0.145	0.164	0.175	0.169	0.208	N
BN190300	0.9	0.88	0.88	0.82	0.86	0.84	0.82	0.82	0.84	0.86	0.86	0.68	0.78	0.78	0.82	0.796	0.82	0.82	0.812	NA	0.796	0.82	0.84	0.857	0.78	T
BN190303	0.153	0.112	0.153	0.173	0.143	0.133	0.133	0.153	0.155	0.173	0.112	0.122	0.051	0.021	0.082	0.133	0.143	0.163	0.144	NA	0.112	0.144	0.163	0.122	0.153	N
BN190305	0.148	0.156	0.156	0.2	0.081	0.074	0.096	0.081	0.045	0.104	0.089	0.067	0.03	0.044	0.037	0.06	0.089	0.096	0.212	NA	0.112	0.075	0.12	0.097	0.112	T
BN190308	0.09	0.062	0.11	0.09	0.069	0.076	0.097	0.09	0.11	0.069	0.055	0.014	0.069	0.076	0.055	0.041	0.069	0.131	0.085	NA	0.056	0.048	0.083	0.048	0.097	N
BN190310	0.039	0.059	0.118	0.059	0.059	0.02	0.078	0.059	0.078	0.078	0.02	0.039	0	0.02	0.02	0.039	0.059	0.039	0.08	NA	0.059	0.039	0.078	0.059	0.078	N
BN190312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190313	0.148	0.124	0.237	0.222	0.102	0.151	0.19	0.106	0.222	0.085	0.102	0.197	0.088	0.07	0.074	0.046	0.067	0.067	0.168	NA	0.103	0.3	0.318	0.283	0.343	T
BN190314	0.07	0.035	0.035	0.053	0.035	0.035	0.053	0.07	0.053	0.035	0.035	0.035	0.053	0	0.053	0	0.035	0.125	0.07	NA	0.053	0.035	0.105	0.105	0.07	N
BN190315	0.13	0.091	0.182	0.156	0.117	0.091	0.13	0.156	0.117	0.105	0.117	0.104	0.039	0.104	0.078	0.091	0.078	0.091	0.118	NA	0.091	0.078	0.078	0.104	0.104	N
BN190319	0.302	0.262	0.333	0.278	0.23	0.254	0.246	0.254	0.236	0.246	0.262	0.232	0.198	0.175	0.238	0.2	0.23	0.208	0.266	NA	0.246	0.246	0.264	0.208	0.246	T
BN190322	0.167	0.176	0.291	0.225	0.198	0.163	0.233	0.257	0.203	0.167	0.207	0.185	0.128	0.159	0.16	0.141	0.208	0.203	0.286	NA	0.181	0.207	0.247	0.173	0.238	T
BN190323	0.088	0.105	0.156	0.141	0.073	0.078	0.117	0.09	0.117	0.044	0.083	0.071	0.046	0.039	0.056	0.02	0.044	0.068	0.138	NA	0.054	0.071	0.11	0.076	0.102	T
position	11751557	11751559	11751567	11751571	11751586	11751588	11751592	11751602	11751607	11751609	11751611	11751619	11751629	11751634	11751654	11751658	11751660	11751663	11751668	11751669	11751679	11751685	11751697	11751704	11751712	
