BN190264	0.663	0.674	0.602	0.019	0.066	0.013	0.021	0.033	0.061	0.053	0.06	0.065	0.064	0.058	0.079	0.137	0.127	0.034	0.169	N
BN190265	0.682	0.655	0.61	0.022	0.05	0.012	0.015	0.021	0.11	0.102	0.07	0.068	0.052	0.081	0.062	0.177	0.208	0.036	0.21	T
BN190266	0.63	0.668	0.59	0.012	0.055	0.018	0.027	0.039	0.097	0.082	0.08	0.087	0.064	0.07	0.068	0.162	0.147	0.058	0.283	N
BN190267	0.638	0.674	0.601	0.041	0.077	0.036	0.096	0.091	0.206	0.191	0.202	0.215	0.163	0.169	0.204	0.268	0.269	0.08	0.341	T
BN190269	0.646	0.65	0.63	0.035	0.083	0.035	0.02	0.055	0.071	0.079	0.098	0.091	0.067	0.067	0.091	0.154	0.134	0.067	0.194	N
BN190270	0.661	0.67	0.573	0.016	0.048	0.009	0.016	0.02	0.07	0.066	0.06	0.043	0.077	0.04	0.08	0.195	0.169	0.095	0.27	T
BN190271	0.66	0.663	0.599	0.051	0.07	0.029	0.049	0.044	0.144	0.153	0.142	0.146	0.131	0.113	0.137	0.163	0.235	0.014	0.257	N
BN190274	0.666	0.698	0.619	0.211	0.223	0.143	0.209	0.275	0.375	0.361	0.412	0.391	0.332	0.331	0.37	0.46	0.45	0.013	0.53	T
BN190278	0.628	0.67	0.595	0.16	0.125	0.057	0.206	0.268	0.733	0.739	0.748	0.739	0.724	0.465	0.679	0.712	0.763	0.007	0.252	T
BN190279	0.645	0.673	0.614	0.012	0.047	0.01	0.012	0.024	0.05	0.045	0.042	0.046	0.031	0.025	0.047	0.099	0.097	0.05	0.314	N
BN190280	0.663	0.681	0.614	0.009	0.041	0.006	0.012	0.018	0.029	0.038	0.031	0.027	0.041	0.022	0.047	0.096	0.075	0.033	0.106	T
BN190283	0.649	0.691	0.591	0.027	0.068	0.027	0.022	0.047	0.129	0.09	0.106	0.115	0.11	0.13	0.114	0.215	0.184	0.155	0.357	N
BN190284	0.639	0.666	0.601	0.138	0.165	0.114	0.19	0.244	0.451	0.421	0.45	0.444	0.376	0.358	0.353	0.417	0.438	0.134	0.314	T
BN190285	0.68	0.72	0.608	0.027	0.08	0.027	0.013	0.013	0.093	0.067	0.04	0.173	0.095	0.107	0.133	0.147	0.147	0.147	0.23	N
BN190286	0.633	0.648	0.594	0.038	0.083	0.034	0.111	0.173	0.521	0.484	0.473	0.495	0.327	0.347	0.38	0.47	0.526	0.212	0.263	T
BN190287	0.668	0.682	0.617	0.013	0.038	0.011	0.021	0.023	0.104	0.098	0.099	0.113	0.096	0.132	0.136	0.158	0.212	0.06	0.146	N
BN190288	0.616	0.625	0.618	0.042	0.058	0.03	0.049	0.044	0.176	0.165	0.172	0.213	0.171	0.234	0.181	0.306	0.329	0.116	0.267	T
BN190290	0.642	0.677	0.599	0.176	0.176	0.105	0.232	0.243	0.417	0.446	0.454	0.456	0.407	0.31	0.325	0.412	0.423	0.167	0.405	N
BN190292	0.63	0.673	0.608	0.071	0.102	0.044	0.101	0.109	0.178	0.179	0.231	0.27	0.238	0.158	0.218	0.274	0.322	0.159	0.319	T
BN190293	0.824	0.588	0.647	0.176	0.118	0.059	0.059	0.118	0.176	0.118	0.118	0.125	0.176	0.118	0.176	0.176	0.294	0.118	0.353	N
BN190296	0.715	0.67	0.614	0.101	0.135	0.094	0.102	0.139	0.277	0.217	0.221	0.268	0.214	0.255	0.287	0.348	0.356	0.262	0.464	T
BN190298	0.652	0.698	0.588	0.159	0.191	0.148	0.078	0.178	0.251	0.236	0.236	0.256	0.228	0.236	0.262	0.3	0.286	0.22	0.319	N
BN190300	0.697	0.669	0.567	0.615	0.75	0.675	0.636	0.694	0.806	0.798	0.798	0.806	0.813	0.798	0.774	0.781	0.837	0.69	0.722	T
BN190303	0.661	0.653	0.583	0.11	0.119	0.057	0.065	0.07	0.187	0.198	0.209	0.197	0.202	0.112	0.197	0.249	0.209	0.035	0.332	N
BN190305	0.653	0.665	0.61	0.054	0.09	0.044	0.044	0.066	0.153	0.14	0.143	0.169	0.152	0.127	0.155	0.211	0.23	0.083	0.411	T
BN190308	0.661	0.672	0.592	0.053	0.085	0.035	0.075	0.069	0.117	0.152	0.117	0.123	0.139	0.147	0.107	0.213	0.228	0.069	0.245	N
BN190310	0.653	0.667	0.634	0.024	0.046	0.017	0.009	0.036	0.058	0.061	0.044	0.079	0.039	0.072	0.059	0.096	0.113	0.081	0.223	N
BN190312	0.638	0.692	0.607	0.527	0.559	0.307	0.449	0.444	0.654	0.65	0.654	0.646	0.63	0.62	0.466	0.669	0.679	0.269	0.524	T
BN190313	0.65	0.681	0.615	0.02	0.065	0.02	0.047	0.048	0.125	0.106	0.113	0.253	0.16	0.139	0.263	0.391	0.39	0.231	0.229	T
BN190314	0.651	0.691	0.629	0.027	0.053	0.015	0.02	0.029	0.058	0.081	0.052	0.061	0.052	0.059	0.074	0.116	0.09	0.054	0.312	N
BN190315	0.631	0.641	0.625	0.043	0.081	0.043	0.053	0.069	0.103	0.088	0.091	0.085	0.093	0.069	0.088	0.167	0.163	0.043	0.254	N
BN190319	0.64	0.677	0.598	0.107	0.153	0.099	0.099	0.127	0.193	0.189	0.192	0.196	0.178	0.185	0.191	0.338	0.292	0.063	0.398	T
BN190322	0.657	0.674	0.606	0.045	0.079	0.035	0.045	0.062	0.284	0.245	0.242	0.304	0.252	0.24	0.231	0.296	0.293	0.172	0.424	T
BN190323	0.635	0.668	0.589	0.017	0.043	0.02	0.02	0.023	0.065	0.063	0.061	0.067	0.057	0.054	0.063	0.099	0.12	0.079	0.197	T
position	57875987	57875992	57875994	57876007	57876010	57876012	57876044	57876052	57876080	57876083	57876085	57876090	57876098	57876102	57876109	57876123	57876125	57876154	57876201	
