BN190149	0.689	0.005	0.027	0.088	0.13	0.073	0.026	0.026	0.047	0.021	0.041	0	0.005	0.047	0.109	0.067	0.078	0.048	0.146	0.156	0.197	0.158	0.179	0.101	0.11	0.203	0.026	0.031	0.036	0.124	0.037	0.068	N
BN190150	0.773	0.023	0	0	0.023	0.023	0	0	0	0.045	0	0.023	0	0	0	0.023	0	0.023	0.049	0	0.045	0	0.023	0	0	0.045	0.045	0.023	0	0.023	0	0.045	T
BN190151	0.644	0.009	0.011	0.088	0.051	0.011	0.015	0.007	0.027	0.004	0.009	0.015	0.009	0.044	0.1	0.013	0.02	0.06	0.064	0.069	0.044	0.035	0.047	0.04	0.033	0.069	0.011	0.033	0.024	0.068	0.018	0.027	T
BN190155	0.677	0	0	0.04	0	0.031	0	0.008	0.016	0	0.008	0.008	0	0.04	0.032	0.008	0.024	0.032	0.048	0	0.024	0.024	0.032	0.024	0.016	0.033	0.008	0.024	0.008	0.063	0.008	0	N
BN190158	0.669	0.016	0.012	0.152	0.176	0.016	0.049	0.065	0.025	0.02	0.029	0.017	0.012	0.127	0.107	0.016	0.016	0.037	0.033	0.12	0.131	0.071	0.154	0.108	0.074	0.155	0.008	0.017	0.012	0.103	0.017	0.029	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	0.733	0.044	0.023	0.067	0.111	0.068	0.022	0.044	0.091	0	0.044	0	0	0.044	0.178	0.023	0.089	0.089	0.045	0.111	0.089	0.089	0.091	0.089	0.044	0.111	0.022	0.068	0.022	0.067	0.07	0.067	N
BN190164	0.669	0.449	0.524	0.818	0.838	0.845	0.743	0.757	0.757	0.547	0.558	0.347	0.311	0.701	0.784	0.803	0.8	0.784	0.782	0.81	0.824	0.831	0.831	0.83	0.829	0.831	0.73	0.824	0.824	0.818	0.818	0.77	T
BN190166	0.679	0.152	0.448	0.508	0.628	0.568	0.593	0.556	0.606	0.564	0.564	0.272	0.383	0.465	0.593	0.592	0.588	0.589	0.583	0.561	0.58	0.573	0.588	0.589	0.589	0.589	0.504	0.592	0.575	0.588	0.594	0.514	N
BN190168	0.684	0.047	0.028	0.104	0.108	0.089	0.009	0.033	0.061	0.033	0.037	0.009	0.009	0.065	0.061	0.029	0.042	0.076	0.061	0.042	0.065	0.047	0.076	0.052	0.038	0.07	0.024	0.042	0.024	0.042	0.019	0.019	T
BN190170	0.659	0.176	0.141	0.2	0.202	0.212	0.176	0.188	0.165	0.188	0.188	0.133	0.118	0.214	0.188	0.165	0.212	0.224	0.188	0.179	0.188	0.176	0.19	0.183	0.176	0.2	0.188	0.241	0.19	0.176	0.188	0.165	T
BN190171	0.753	0.078	0.065	0.091	0.091	0.117	0.13	0.091	0.104	0.091	0.104	0.091	0.065	0.104	0.13	0.104	0.108	0.117	0.104	0.091	0.092	0.104	0.092	0.104	0.092	0.105	0.117	0.092	0.078	0.107	0.104	0.079	N
BN190172	0.706	0.018	0.005	0.027	0.032	0.036	0.023	0.032	0.046	0.018	0.168	0.055	0.055	0.195	0.206	0.05	0.05	0.17	0.037	0.045	0.068	0.041	0.068	0.027	0.019	0.028	0.023	0.018	0.014	0.032	0.014	0.018	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190180	0.76	0.032	0.025	0.048	0.056	0.016	0.04	0	0.065	0.04	0.032	0	0	0.008	0.008	0.008	0.016	0.024	0.033	0.056	0.104	0.049	0.081	0.089	0.065	0.057	0.008	0.008	0.024	0.041	0.016	0.016	N
BN190181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190184	0.66	0.033	0.013	0.058	0.062	0.058	0.012	0.025	0.029	0.021	0.041	0.021	0.012	0.071	0.058	0.038	0.046	0.05	0.092	0.075	0.104	0.05	0.079	0.105	0.072	0.105	0.042	0.055	0.05	0.067	0.033	0.058	N
BN190186	0.613	0.039	0.014	0.039	0.046	0.032	0.039	0.019	0.033	0.013	0.026	0.013	0.013	0.013	0.033	0.013	0.026	0.019	0.013	0.032	0.033	0.026	0.027	0.039	0.02	0.033	0.013	0.013	0.013	0.045	0.013	0.019	T
BN190189	0.695	0.092	0.063	0.085	0.079	0.077	0.046	0.06	0.065	0.06	0.065	0.051	0.041	0.072	0.08	0.051	0.051	0.083	0.07	0.061	0.08	0.053	0.121	0.083	0.058	0.097	0.051	0.049	0.039	0.065	0.056	0.051	N
BN190191	0.692	0.843	0.818	0.827	0.846	0.817	0.797	0.81	0.816	0.807	0.69	0.267	0.582	0.718	0.797	0.809	0.816	0.809	0.817	0.803	0.803	0.806	0.818	0.811	0.809	0.815	0.493	0.793	0.815	0.815	0.672	0.744	T
BN190192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190193	0.665	0.004	0	0.013	0	0.004	0.004	0.025	0.017	0.004	0.004	0.004	0.025	0.004	0.009	0.017	0	0.009	0.004	0.004	0.013	0.004	0.017	0.009	0	0.021	0.009	0.009	0.026	0.034	0	0.009	T
BN190195	0.664	0.008	0.017	0.017	0	0.017	0.008	0.025	0.009	0.017	0	0.009	0.008	0.008	0	0	0.008	0	0.008	0.008	0.034	0.009	0.043	0.009	0.017	0.025	0.008	0.009	0.017	0.034	0	0.008	N
BN190198	0.696	0.022	0	0.065	0.022	0.065	0.022	0.022	0.043	0	0.043	0.043	0	0.043	0.043	0	0.043	0.022	0	0.065	0.044	0.109	0.174	0.087	0.022	0.022	0.065	0.065	0.067	0.13	0.065	0.022	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.648	0.01	0	0.133	0.076	0.077	0.067	0.029	0.125	0.038	0.029	0.01	0.01	0.01	0.01	0.029	0.019	0.029	0.019	0.01	0.019	0.019	0.029	0.029	0.029	0.038	0	0.01	0	0.048	0.01	0.029	T
BN190201	0.632	0.038	0.015	0.053	0.008	0.008	0.038	0.008	0.008	0.015	0	0.015	0.015	0.015	0.015	0.008	0.008	0	0	0.023	0.038	0.023	0.023	0.038	0.008	0.038	0.015	0.008	0.008	0.031	0.008	0.03	N
BN190202	0.649	0.043	0.02	0.231	0.268	0.205	0.054	0.043	0.157	0.108	0.192	0.137	0.019	0.107	0.142	0.033	0.042	0.155	0.076	0.224	0.316	0.32	0.336	0.332	0.32	0.477	0.098	0.181	0.174	0.291	0.161	0.18	T
BN190203	0.674	0.033	0.044	0.055	0.059	0.057	0.045	0.047	0.053	0.059	0.053	0.041	0.029	0.039	0.05	0.061	0.059	0.05	0.043	0.048	0.047	0.053	0.056	0.056	0.058	0.055	0.034	0.061	0.057	0.067	0.053	0.041	T
BN190206	0.5	0	0	0.083	0	0	0	0	0	0	0	0	0.083	0	0	0	0	0	0	0	0.083	0	0	0.083	0.091	0.083	0	0	0.083	0.083	0	0.167	N
BN190209	0.721	0.025	0.017	0.017	0.066	0.066	0.041	0.041	0.017	0.016	0.017	0	0.016	0.016	0.017	0.008	0.041	0.025	0.017	0.033	0.05	0.041	0.025	0.033	0.058	0.066	0.025	0.041	0.041	0.066	0.025	0.016	N
BN190210	0.685	0.029	0.055	0.398	0.388	0.372	0.302	0.316	0.329	0.327	0.384	0.1	0.44	0.59	0.594	0.495	0.461	0.432	0.59	0.577	0.593	0.593	0.6	0.598	0.595	0.592	0.54	0.176	0.283	0.357	0.372	0.544	T
BN190211	0.694	0.525	0.495	0.542	0.515	0.53	0.376	0.415	0.445	0.493	0.481	0.377	0.248	0.412	0.485	0.336	0.332	0.351	0.384	0.502	0.499	0.469	0.526	0.352	0.49	0.485	0.135	0.428	0.364	0.31	0.142	0.087	T
BN190213	0.68	0	0.014	0	0.027	0	0.013	0	0.014	0	0	0	0.013	0.067	0.014	0.013	0.054	0.027	0.013	0	0.027	0.027	0.068	0.014	0.027	0.053	0	0.04	0.027	0.013	0	0.014	N
BN190215	0.676	0.526	0.374	0.631	0.627	0.624	0.533	0.362	0.554	0.551	0.561	0.481	0.364	0.559	0.574	0.521	0.609	0.607	0.568	0.505	0.578	0.598	0.609	0.561	0.556	0.619	0.317	0.56	0.467	0.516	0.512	0.518	T
BN190218	0.672	0.142	0.118	0.195	0.182	0.17	0.17	0.085	0.159	0.111	0.126	0.118	0.13	0.139	0.167	0.107	0.171	0.155	0.117	0.144	0.138	0.164	0.165	0.163	0.155	0.16	0.066	0.143	0.136	0.159	0.107	0.099	N
BN190219	0.653	0	0.01	0.024	0.014	0.007	0.044	0.058	0.061	0.044	0.014	0.017	0.007	0.059	0.092	0.034	0.055	0.027	0.024	0.01	0.021	0	0.01	0.031	0.01	0.042	0.007	0.003	0.024	0.051	0.01	0.014	T
BN190221	0.687	0.019	0.016	0.029	0.016	0.023	0.01	0.025	0.014	0.008	0.002	0.008	0.012	0.014	0.02	0.014	0.006	0.02	0.014	0.018	0.019	0.024	0.028	0.016	0.008	0.039	0.006	0.012	0.014	0.037	0.014	0.014	N
BN190223	0.706	0.129	0.198	0.219	0.222	0.207	0.198	0.162	0.192	0.089	0.179	0.106	0.086	0.192	0.223	0.19	0.19	0.206	0.203	0.203	0.193	0.19	0.195	0.204	0.189	0.205	0.172	0.123	0.156	0.224	0.191	0.199	T
BN190225	0.675	0.03	0.03	0.044	0.043	0.043	0.03	0.022	0.03	0.03	0.009	0.009	0.022	0.056	0.057	0.057	0.053	0.075	0.039	0.039	0.035	0.048	0.079	0.058	0.039	0.087	0.03	0.039	0.03	0.061	0.035	0.03	N
BN190227	0.688	0.128	0.036	0.212	0.201	0.201	0.053	0.162	0.194	0.164	0.155	0.017	0.033	0.106	0.185	0.043	0.169	0.164	0.169	0.169	0.176	0.16	0.163	0.177	0.179	0.187	0.027	0.071	0.026	0.163	0.148	0.147	T
BN190229	0.64	0.045	0.028	0.157	0.138	0.134	0.034	0.112	0.129	0.107	0.108	0.012	0.031	0.077	0.124	0.038	0.123	0.127	0.131	0.126	0.133	0.127	0.129	0.147	0.125	0.137	0.022	0.034	0.02	0.146	0.054	0.125	N
BN190231	0.703	0.253	0.2	0.287	0.282	0.265	0.224	0.252	0.254	0.248	0.229	0.159	0.181	0.221	0.242	0.202	0.23	0.225	0.229	0.224	0.23	0.206	0.252	0.246	0.228	0.246	0.156	0.188	0.153	0.197	0.162	0.188	T
BN190233	0.719	0.063	0.063	0.094	0.062	0.062	0.109	0.094	0.127	0.094	0.078	0.031	0.062	0.062	0.078	0.062	0.127	0.094	0.078	0.095	0.109	0.078	0.094	0.078	0.079	0.125	0.062	0.078	0.047	0.109	0.047	0.048	N
BN190235	0.717	0.062	0.103	0.119	0.11	0.113	0.029	0.068	0.08	0.091	0.091	0.051	0.057	0.104	0.111	0.07	0.102	0.102	0.08	0.091	0.111	0.076	0.093	0.067	0.079	0.121	0.025	0.075	0.095	0.107	0.098	0.093	T
BN190238	0.659	0.028	0.039	0.051	0.06	0.066	0.025	0.05	0.045	0.044	0.038	0.016	0.013	0.06	0.083	0.045	0.041	0.067	0.079	0.041	0.085	0.045	0.047	0.077	0.06	0.073	0.032	0.048	0.048	0.089	0.035	0.051	N
BN190240	0.66	0.011	0.009	0.034	0.047	0.032	0.014	0.005	0.011	0.011	0.002	0	0.007	0.018	0.034	0.014	0.016	0.011	0.016	0.018	0.036	0.027	0.039	0.03	0.027	0.061	0.009	0.018	0.018	0.099	0.023	0.034	T
BN190241	0.677	0.014	0.017	0.089	0.109	0.112	0.014	0.034	0.042	0.007	0.048	0.014	0.02	0.027	0.027	0.042	0.017	0.034	0.048	0.055	0.109	0.076	0.108	0.103	0.086	0.164	0.014	0.052	0.048	0.055	0.014	0.048	N
BN190242	0.697	0.114	0.067	0.215	0.212	0.197	0.038	0.028	0.108	0.021	0.035	0.014	0.014	0.097	0.104	0.097	0.097	0.094	0.101	0.028	0.108	0.062	0.073	0.063	0.062	0.171	0.017	0.021	0.017	0.052	0.028	0.031	T
BN190244	0.67	0.079	0.05	0.104	0.101	0.07	0.063	0.05	0.051	0.028	0.035	0.028	0.035	0.054	0.048	0.054	0.054	0.064	0.057	0.064	0.051	0.064	0.058	0.064	0.052	0.061	0.029	0.058	0.05	0.098	0.057	0.058	T
BN190245	0.624	0.057	0.074	0.113	0.098	0.072	0.072	0.082	0.041	0.047	0.052	0.031	0.041	0.088	0.099	0.089	0.105	0.073	0.082	0.074	0.082	0.073	0.082	0.073	0.083	0.094	0.052	0.079	0.072	0.089	0.073	0.078	N
BN190247	0.652	0.046	0.008	0.062	0.015	0.038	0.015	0.008	0.015	0.023	0.015	0.023	0.015	0.008	0.031	0	0.008	0.015	0.03	0.015	0.015	0.008	0.031	0.076	0.023	0.061	0.008	0.008	0.015	0.046	0.024	0.016	T
BN190248	0.671	0.865	0.887	0.914	0.934	0.916	0.875	0.896	0.905	0.816	0.884	0.896	0.666	0.773	0.893	0.913	0.911	0.896	0.911	0.899	0.896	0.916	0.928	0.899	0.904	0.914	0.835	0.902	0.884	0.893	0.899	0.844	T
BN190249	0.68	0.517	0.512	0.517	0.502	0.507	0.483	0.488	0.483	0.475	0.478	0.47	0.455	0.468	0.463	0.473	0.478	0.483	0.48	0.453	0.47	0.465	0.473	0.48	0.46	0.487	0.468	0.478	0.478	0.498	0.47	0.429	T
BN190251	0.659	0.006	0.013	0.035	0.022	0.034	0.006	0.002	0.015	0.011	0.011	0.011	0.009	0.022	0.024	0.02	0.007	0.022	0.009	0.02	0.026	0.002	0.015	0.015	0.015	0.028	0.002	0.011	0.015	0.041	0.011	0.02	T
BN190252	0.679	0.028	0.108	0.054	0.113	0.247	0.031	0.236	0.076	0.047	0.222	0.022	0.041	0.218	0.186	0.032	0.038	0.095	0.167	0.063	0.209	0.225	0.145	0.226	0.235	0.249	0.047	0.377	0.248	0.272	0.071	0.09	T
BN190255	0.702	0	0.02	0.039	0.014	0.028	0.006	0.022	0.025	0.003	0.025	0.006	0.017	0.019	0.039	0.017	0.011	0.022	0.03	0.025	0.05	0.025	0.033	0.044	0.028	0.064	0.031	0.058	0.014	0.036	0.006	0.014	N
BN190256	0.698	0	0.009	0.035	0.052	0.086	0.026	0.112	0.254	0.155	0.069	0.103	0.06	0.374	0.431	0.053	0.15	0.442	0.096	0.365	0.33	0.026	0.148	0.035	0.043	0.447	0.017	0.466	0.061	0.474	0.043	0.069	T
BN190257	0.661	0.016	0	0.024	0	0.055	0.008	0.031	0.024	0.016	0.032	0.008	0.016	0.016	0.016	0.024	0.016	0.071	0.032	0.024	0.063	0.039	0.04	0.103	0.032	0.088	0.016	0.032	0	0.087	0	0.016	N
BN190258	0.675	0.32	0.298	0.463	0.471	0.425	0.274	0.39	0.395	0.185	0.317	0.115	0.127	0.37	0.403	0.407	0.403	0.404	0.405	0.395	0.388	0.405	0.417	0.422	0.425	0.423	0.305	0.407	0.304	0.421	0.394	0.336	T
BN190260	0.636	0.046	0.021	0.082	0.046	0.021	0.01	0.005	0.052	0.015	0.015	0.005	0.005	0.021	0.026	0.01	0.011	0.046	0.005	0.01	0.005	0.042	0.026	0.047	0.031	0.072	0.026	0.026	0.031	0.026	0.005	0.015	N
BN190262	0.673	0.01	0.021	0.01	0.01	0.02	0.02	0.01	0.02	0.031	0.01	0.01	0.031	0.031	0.021	0.01	0.01	0.01	0.01	0.01	0.01	0.021	0.02	0.021	0.01	0.031	0.01	0.02	0.02	0.061	0.021	0.031	N
BN190264	0.65	0.058	0.015	0.094	0.072	0.072	0.051	0.043	0.043	0.029	0.022	0.007	0.014	0.065	0.073	0.059	0.037	0.08	0.051	0.044	0.101	0.08	0.096	0.129	0.074	0.095	0.029	0.051	0.029	0.089	0.014	0.022	N
BN190265	0.672	0.44	0.381	0.545	0.617	0.448	0.269	0.104	0.373	0.246	0.381	0.25	0.037	0.398	0.396	0.179	0.308	0.321	0.299	0.436	0.313	0.293	0.295	0.369	0.275	0.451	0.03	0.271	0.075	0.06	0.03	0.046	T
BN190266	0.653	0.069	0.041	0.069	0.079	0.045	0.025	0.015	0.02	0.015	0.015	0.01	0.01	0.07	0.05	0.025	0.045	0.046	0.045	0.035	0.04	0.03	0.02	0.01	0.01	0.051	0.02	0.015	0.005	0.01	0.015	0.02	N
BN190267	0.662	0.083	0.089	0.157	0.093	0.093	0.079	0.065	0.089	0.079	0.079	0.066	0.06	0.06	0.117	0.051	0.051	0.098	0.056	0.093	0.135	0.149	0.146	0.159	0.167	0.178	0.047	0.083	0.075	0.158	0.083	0.075	T
BN190269	0.69	0.024	0.047	0.092	0.092	0.07	0.069	0.069	0.047	0.011	0.046	0.011	0.011	0.092	0.093	0.057	0.069	0.081	0.08	0.08	0.174	0.126	0.105	0.167	0.118	0.163	0.069	0.07	0.035	0.115	0.023	0.034	N
BN190270	0.609	0.024	0.004	0.043	0.016	0.02	0.012	0.004	0.016	0.027	0.012	0.008	0.008	0.012	0.028	0.031	0.012	0.008	0.016	0.016	0.02	0.024	0.02	0.04	0.028	0.047	0.008	0.016	0.012	0.047	0.012	0.028	T
BN190271	0.677	0.161	0.194	0.226	0.194	0.226	0.258	0.194	0.129	0.161	0.194	0.167	0.032	0.233	0.258	0.161	0.161	0.172	0.194	0.258	0.194	0.258	0.226	0.258	0.226	0.233	0.267	0.226	0.233	0.29	0.226	0.226	N
BN190274	0.652	0.456	0.475	0.461	0.468	0.461	0.461	0.471	0.468	0.443	0.461	0.451	0.422	0.446	0.466	0.446	0.45	0.448	0.433	0.448	0.448	0.456	0.453	0.453	0.468	0.453	0.46	0.46	0.455	0.446	0.433	0.448	T
BN190278	0.672	0.454	0.68	0.824	0.807	0.804	0.764	0.714	0.767	0.552	0.603	0.44	0.312	0.68	0.797	0.642	0.799	0.775	0.778	0.63	0.795	0.792	0.784	0.798	0.796	0.786	0.698	0.784	0.786	0.784	0.778	0.758	T
BN190279	0.651	0.054	0.03	0.113	0.077	0.041	0.036	0.041	0.048	0.036	0.053	0.047	0.012	0.047	0.06	0.042	0.03	0.042	0.048	0.041	0.06	0.06	0.054	0.043	0.048	0.084	0.036	0.09	0.06	0.102	0.048	0.077	N
BN190280	0.675	0.358	0.273	0.486	0.476	0.484	0.467	0.484	0.439	0.305	0.504	0.498	0.307	0.441	0.498	0.525	0.492	0.339	0.488	0.486	0.514	0.478	0.483	0.518	0.49	0.541	0.461	0.484	0.514	0.498	0.48	0.437	T
BN190283	0.67	0.053	0.033	0.032	0.053	0.032	0.021	0.032	0.053	0.021	0.011	0.044	0.011	0.064	0.053	0.032	0.032	0.074	0.065	0.054	0.053	0.021	0.032	0.053	0.033	0.086	0.032	0.033	0.032	0.053	0.033	0.032	N
BN190284	0.688	0.3	0.364	0.425	0.487	0.475	0.438	0.412	0.45	0.443	0.45	0.375	0.338	0.487	0.475	0.463	0.487	0.468	0.481	0.475	0.487	0.474	0.475	0.456	0.468	0.449	0.43	0.487	0.487	0.438	0.4	0.362	T
BN190285	0.658	0.034	0.021	0.041	0.021	0.048	0.021	0.041	0.007	0	0.041	0.007	0.028	0.042	0.007	0.014	0.021	0.021	0.034	0.021	0.048	0.048	0.048	0.062	0.014	0.085	0.007	0.035	0.007	0.014	0.007	0.021	N
BN190286	0.676	0.009	0.06	0.402	0.397	0.393	0.207	0.266	0.139	0.142	0.247	0.174	0.055	0.361	0.353	0.24	0.356	0.37	0.347	0.399	0.388	0.385	0.407	0.389	0.401	0.415	0.376	0.408	0.384	0.406	0.385	0.397	T
BN190287	0.76	0.14	0.041	0.224	0.18	0.18	0.12	0.12	0.14	0.14	0.08	0.02	0.1	0.18	0.22	0.061	0.18	0.2	0.2	0.2	0.18	0.02	0.16	0.104	0.102	0.16	0.06	0.188	0.1	0.1	0.04	0.08	N
BN190288	0.626	0.242	0.195	0.347	0.315	0.309	0.234	0.258	0.29	0.228	0.228	0.083	0.113	0.21	0.234	0.197	0.274	0.274	0.195	0.285	0.258	0.258	0.266	0.279	0.287	0.29	0.153	0.205	0.203	0.205	0.153	0.107	T
BN190290	0.665	0.4	0.357	0.419	0.439	0.458	0.329	0.368	0.357	0.26	0.265	0.09	0.116	0.353	0.379	0.346	0.396	0.333	0.432	0.418	0.461	0.409	0.5	0.439	0.419	0.471	0.335	0.375	0.373	0.455	0.404	0.357	N
BN190292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190296	0.681	0.201	0.191	0.225	0.211	0.211	0.214	0.21	0.216	0.202	0.21	0.175	0.166	0.203	0.212	0.206	0.215	0.224	0.214	0.197	0.224	0.215	0.199	0.207	0.207	0.211	0.181	0.211	0.206	0.214	0.202	0.211	T
BN190298	0.711	0.162	0.215	0.329	0.284	0.291	0.242	0.221	0.218	0.154	0.242	0.136	0.188	0.243	0.23	0.221	0.236	0.257	0.236	0.243	0.235	0.209	0.221	0.218	0.219	0.238	0.169	0.197	0.142	0.248	0.235	0.236	N
BN190300	0.697	0.505	0.743	0.899	0.89	0.899	0.835	0.853	0.889	0.872	0.872	0.431	0.606	0.881	0.862	0.849	0.869	0.89	0.835	0.833	0.879	0.853	0.889	0.907	0.898	0.89	0.761	0.817	0.807	0.872	0.648	0.642	T
BN190303	0.693	0.099	0.076	0.237	0.224	0.226	0.142	0.146	0.233	0.146	0.184	0.118	0.071	0.194	0.21	0.234	0.194	0.233	0.166	0.175	0.193	0.193	0.223	0.22	0.204	0.258	0.167	0.19	0.194	0.237	0.188	0.19	N
BN190305	0.638	0.03	0.034	0.098	0.075	0.064	0.042	0.049	0.072	0.057	0.065	0.038	0.015	0.042	0.061	0.057	0.072	0.079	0.06	0.064	0.045	0.057	0.061	0.077	0.073	0.103	0.03	0.073	0.053	0.091	0.076	0.057	T
BN190308	0.647	0.115	0.08	0.123	0.108	0.129	0.101	0.101	0.109	0.086	0.086	0.08	0.086	0.094	0.079	0.073	0.066	0.109	0.072	0.087	0.094	0.08	0.096	0.13	0.081	0.129	0.058	0.094	0.072	0.086	0.029	0.051	N
BN190310	0.694	0.015	0.045	0.083	0.082	0.082	0.052	0.06	0.061	0.015	0.022	0.015	0.015	0.061	0.06	0.053	0.09	0.075	0.082	0.022	0.121	0.03	0.075	0.083	0.052	0.075	0.03	0.067	0.052	0.075	0.045	0.053	N
BN190312	0.667	0.647	0.725	0.745	0.745	0.667	0.725	0.706	0.667	0.706	0.706	0.58	0.725	0.549	0.667	0.667	0.667	0.667	0.588	0.706	0.74	0.725	0.74	0.706	0.725	0.72	0.451	0.725	0.412	0.412	0.34	0.4	T
BN190313	0.705	0.302	0.346	0.587	0.614	0.603	0.489	0.53	0.525	0.099	0.521	0.055	0.21	0.276	0.579	0.388	0.555	0.531	0.58	0.565	0.56	0.435	0.569	0.579	0.571	0.579	0.55	0.499	0.488	0.514	0.423	0.439	T
BN190314	0.706	0.059	0.061	0.088	0.118	0.088	0.059	0.118	0.061	0.059	0.088	0.088	0.059	0.059	0.091	0.061	0.059	0.088	0.059	0.059	0.088	0.091	0.091	0.176	0.088	0.088	0.059	0.118	0.061	0.147	0.088	0.059	N
BN190315	0.74	0.203	0.202	0.228	0.231	0.22	0.195	0.195	0.189	0.195	0.211	0.179	0.211	0.19	0.223	0.207	0.205	0.217	0.207	0.22	0.205	0.195	0.223	0.223	0.221	0.254	0.187	0.198	0.22	0.198	0.189	0.19	N
BN190319	0.722	0.56	0.571	0.564	0.581	0.548	0.532	0.545	0.54	0.526	0.517	0.453	0.482	0.467	0.536	0.517	0.522	0.528	0.52	0.52	0.54	0.535	0.538	0.522	0.526	0.533	0.495	0.518	0.517	0.52	0.477	0.439	T
BN190322	0.646	0.034	0.029	0.161	0.162	0.158	0.064	0.107	0.127	0.039	0.049	0.028	0.011	0.06	0.098	0.097	0.106	0.119	0.121	0.157	0.159	0.163	0.165	0.155	0.161	0.178	0.118	0.154	0.162	0.172	0.12	0.121	T
BN190323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
position	391329	391342	391352	391366	391380	391420	391428	391435	391442	391449	391456	391458	391465	391484	391489	391492	391494	391496	391500	391512	391519	391523	391525	391528	391530	391532	391540	391549	391551	391565	391569	391571	
