TargetID	X611.121_mas.lungtumortissue.Signal.CY3	X611.121_mas.lungtumortissue.Signal.CY5	X611.121_mas.lungtumortissue.Detection.Pval	X612..123.lungtumortissue.Signal.CY3	X612..123.lungtumortissue.Signal.CY5	X612..123.lungtumortissue.Detection.Pval	X613.132_mas.lungtumortissue.Signal.CY3	X613.132_mas.lungtumortissue.Signal.CY5	X613.132_mas.lungtumortissue.Detection.Pval	X614.185_mas.lungtumortissue.Signal.CY3	X614.185_mas.lungtumortissue.Signal.CY5	X614.185_mas.lungtumortissue.Detection.Pval	X615.187_mas.lungtumortissue.Signal.CY3	X615.187_mas.lungtumortissue.Signal.CY5	X615.187_mas.lungtumortissue.Detection.Pval	X616..232.lungtumortissue.Signal.CY3	X616..232.lungtumortissue.Signal.CY5	X616..232.lungtumortissue.Detection.Pval	X617..234.lungtumortissue.Signal.CY3	X617..234.lungtumortissue.Signal.CY5	X617..234.lungtumortissue.Detection.Pval	X618..243.lungtumortissue.Signal.CY3	X618..243.lungtumortissue.Signal.CY5	X618..243.lungtumortissue.Detection.Pval	X619.390_mas.lungtumortissue.Signal.CY3	X619.390_mas.lungtumortissue.Signal.CY5	X619.390_mas.lungtumortissue.Detection.Pval	X620..440.lungtumortissue.Signal.CY3	X620..440.lungtumortissue.Signal.CY5	X620..440.lungtumortissue.Detection.Pval	X1146.Lung.398SCC.lungtumortissue.Signal.CY3	X1146.Lung.398SCC.lungtumortissue.Signal.CY5	X1146.Lung.398SCC.lungtumortissue.Detection.Pval	X1608.4644T.lungtumortissue.Signal.CY3	X1608.4644T.lungtumortissue.Signal.CY5	X1608.4644T.lungtumortissue.Detection.Pval	X1609.4645T.lungtumortissue.Signal.CY3	X1609.4645T.lungtumortissue.Signal.CY5	X1609.4645T.lungtumortissue.Detection.Pval	X1610.4648T.lungtumortissue.Signal.CY3	X1610.4648T.lungtumortissue.Signal.CY5	X1610.4648T.lungtumortissue.Detection.Pval	X1611.4652T.lungtumortissue.Signal.CY3	X1611.4652T.lungtumortissue.Signal.CY5	X1611.4652T.lungtumortissue.Detection.Pval	X1612.4653T.lungtumortissue.Signal.CY3	X1612.4653T.lungtumortissue.Signal.CY5	X1612.4653T.lungtumortissue.Detection.Pval	X1613.4654T.lungtumortissue.Signal.CY3	X1613.4654T.lungtumortissue.Signal.CY5	X1613.4654T.lungtumortissue.Detection.Pval	X1614.6008T.lungtumortissue.Signal.CY3	X1614.6008T.lungtumortissue.Signal.CY5	X1614.6008T.lungtumortissue.Detection.Pval	X1615.6220T.lungtumortissue.Signal.CY3	X1615.6220T.lungtumortissue.Signal.CY5	X1615.6220T.lungtumortissue.Detection.Pval	X1616.6338T.lungtumortissue.Signal.CY3	X1616.6338T.lungtumortissue.Signal.CY5	X1616.6338T.lungtumortissue.Detection.Pval	X1617.6499T.lungtumortissue.Signal.CY3	X1617.6499T.lungtumortissue.Signal.CY5	X1617.6499T.lungtumortissue.Detection.Pval	X1618.6501T.lungtumortissue.Signal.CY3	X1618.6501T.lungtumortissue.Signal.CY5	X1618.6501T.lungtumortissue.Detection.Pval	X1619.6512T.lungtumortissue.Signal.CY3	X1619.6512T.lungtumortissue.Signal.CY5	X1619.6512T.lungtumortissue.Detection.Pval	X622.H1395wt.lungcellline.Signal.CY3	X622.H1395wt.lungcellline.Signal.CY5	X622.H1395wt.lungcellline.Detection.Pval	X623.H441wt.lungcellline.Signal.CY3	X623.H441wt.lungcellline.Signal.CY5	X623.H441wt.lungcellline.Detection.Pval	X624.H1155wt.lungcellline.Signal.CY3	X624.H1155wt.lungcellline.Signal.CY5	X624.H1155wt.lungcellline.Detection.Pval	X625.CALU3wt.lungcellline.Signal.CY3	X625.CALU3wt.lungcellline.Signal.CY5	X625.CALU3wt.lungcellline.Detection.Pval	X626.H23KO.lungcellline.Signal.CY3	X626.H23KO.lungcellline.Signal.CY5	X626.H23KO.lungcellline.Detection.Pval	X627.A427KO.lungcellline.Signal.CY3	X627.A427KO.lungcellline.Signal.CY5	X627.A427KO.lungcellline.Detection.Pval	X628.H522KO.lungcellline.Signal.CY3	X628.H522KO.lungcellline.Signal.CY5	X628.H522KO.lungcellline.Detection.Pval	X629.A549KO.lungcellline.Signal.CY3	X629.A549KO.lungcellline.Signal.CY5	X629.A549KO.lungcellline.Detection.Pval	X631.H2126KO.lungcellline.Signal.CY3	X631.H2126KO.lungcellline.Signal.CY5	X631.H2126KO.lungcellline.Detection.Pval	X990.H1299.lungcellline.Signal.CY3	X990.H1299.lungcellline.Signal.CY5	X990.H1299.lungcellline.Detection.Pval	X1657.normal_lung.lungnormaltissue.Signal.CY3	X1657.normal_lung.lungnormaltissue.Signal.CY5	X1657.normal_lung.lungnormaltissue.Detection.Pval	X1686.Nlung.571.lungnormaltissue.Signal.CY3	X1686.Nlung.571.lungnormaltissue.Signal.CY5	X1686.Nlung.571.lungnormaltissue.Detection.Pval	X1688.Nlung.593.lungnormaltissue.Signal.CY3	X1688.Nlung.593.lungnormaltissue.Signal.CY5	X1688.Nlung.593.lungnormaltissue.Detection.Pval
EPHA5_E158_R	2275	10493	0	9553	517	0	6649	3132	0	4883	7602	0	9169	1489	0	11884	2824	0	7856	4313	0	8909	451	0	7944	984	0	8650	325	0	32081	3515	0	47432	1727	0	45209	2479	0	48092	1362	0	42030	3481	0	37294	1942	0	14972	22956	0	39117	2447	0	39134	2318	0	39192	3899	0	41458	2561	0	40377	2149	0	56907	1199	0	7078	2096	0	583	11850	0	19782	569	0	515	13602	0	10371	342	0	17218	494	0	9264	350	0	7831	303	0	5521	229	0	12232	1737	0	46492	1392	0	20693	354	0	16459	654	0
EPHA5_P66_F	999	8516	0	2563	2386	0	2899	3362	0	665	14309	0	2831	3483	0	3752	3123	0	2562	2203	0	2385	2487	0	1970	4539	0	3882	845	0	6221	7977	0	8988	13383	0	9047	11248	0	13232	5950	0	10686	10646	0	7224	14533	0	4526	23276	0	6708	11032	0	6223	14677	0	6109	15247	0	6779	13777	0	7240	13280	0	18870	3716	0	1606	6492	0	774	10072	0	5709	867	0	925	8060	0	3229	548	0	4340	553	0	3097	449	0	2784	562	0	2294	1083	0	1304	4687	0	9606	8082	0	3769	2492	0	2414	3352	0
EPHA7_E6_F	7461	475	0	8135	2139	0	10042	543	0	9744	2023	0	11739	827	0	12349	1141	0	7024	1527	0	7258	634	0	7738	782	0	8395	420	0	26302	1486	0	33788	2043	0	31258	2193	0	40462	571	0	31495	2516	0	33478	1951	0	10144	18596	0	28826	2201	0	28767	2973	0	33502	1537	0	28690	2060	0	28958	1579	0	34098	1094	0	8775	433	0	553	8148	0	13505	436	0	8483	417	0	7004	370	0	10443	401	0	7501	375	0	5357	311	0	2757	405	0	8345	957	0	33876	883	0	11136	327	0	7944	513	0
EPHA7_P205_R	6832	973	0	9235	1333	0	10171	1072	0	11265	996	0	13241	986	0	9514	2131	0	8566	1593	0	6195	1193	0	5647	2627	0	7940	797	0	30363	1906	0	38792	1856	0	35509	2626	0	41592	1058	0	38166	2611	0	26648	1211	0	9758	23926	0	35349	1974	0	31809	3793	0	36075	2253	0	36381	2491	0	37220	2534	0	35414	1610	0	8856	674	0	587	9342	0	12058	711	0	9569	655	0	7802	559	0	10301	874	0	7834	615	0	5376	529	0	4596	397	0	10573	637	0	39060	1441	0	13557	359	0	9642	448	0
EPHA8_P256_F	4854	2062	0	5442	331	0	3965	575	0	2153	2192	0	5857	358	0	4499	449	0	4043	520	0	4412	587	0	3832	1315	0	3541	168	0	17182	2308	0	25529	1626	0	24802	1817	0	27371	857	0	23953	1829	0	17978	3524	0	10998	10814	0	21765	1348	0	23161	1044	0	23352	2267	0	21966	1481	0	21457	2296	0	17621	2005	0	813	3202	0	1158	4945	0	7269	583	0	7360	328	0	726	3416	0	2974	4912	0	6282	1226	0	5232	271	0	2739	322	0	1622	2815	0	26926	1055	0	8133	209	0	5902	306	0
EPHA8_P456_R	1171	12461	0	1280	7075	0	1742	2799	0	1466	2217	0	1942	1865	0	2131	4771	0	1860	3038	0	1577	5905	0	1115	5283	0	1561	2511	0	5421	13624	0	5082	17932	0	5482	15381	0	9032	13455	0	4500	21221	0	3685	19896	0	2808	22012	0	4531	13524	0	3758	17034	0	4332	18261	0	4542	16535	0	3902	18134	0	3394	18072	0	1560	6212	0	1560	7990	0	857	7217	0	2514	512	0	442	8486	0	465	15666	0	693	11475	0	3194	1589	0	2693	378	0	376	9787	0	5717	14655	0	2575	4454	0	1773	4475	0
EPHB1_E202_R	10595	3198	0	6639	5071	0	5038	6541	0	5380	5096	0	11745	1718	0	10997	1586	0	10262	2011	0	7880	1095	0	7313	1419	0	8149	1586	0	22502	3211	0	30533	3517	0	37397	2885	0	33790	4709	0	38957	3402	0	21928	2398	0	26717	3592	0	30042	3103	0	24942	4796	0	24344	4828	0	24426	4922	0	27593	3736	0	33344	3585	0	3186	7874	0	320	10721	0	10361	5839	0	10570	7004	0	10252	2105	0	20207	3794	0	11715	812	0	9513	900	0	4250	4939	0	9620	1040	0	33712	2126	0	11806	238	0	8879	198	0
EPHB1_P503_F	7561	709	0	9764	502	0	5592	1294	0	5518	440	0	7604	371	0	6959	514	0	6439	647	0	4905	580	0	6166	671	0	5338	310	0	15268	874	0	19300	931	0	21606	1674	0	21993	1296	0	22265	4171	0	16127	974	0	18611	1079	0	19500	1583	0	15539	844	0	16272	1512	0	17344	1336	0	15769	1752	0	16840	3180	0	6243	567	0	2127	9018	0	7935	545	0	9024	404	0	6504	396	0	13141	474	0	9083	389	0	6669	469	0	3500	329	0	5195	232	0	20858	1104	0	5067	553	0	3444	334	0
EPHB2_E297_F	11469	342	0	6631	410	0	8632	290	0	7479	320	0	8427	230	0	8912	223	0	8302	238	0	7263	280	0	6321	268	0	3827	166	0	22012	372	0	33142	499	0	36491	645	0	35130	437	0	36666	667	0	34296	498	0	33692	476	0	31058	485	0	32396	588	0	32657	477	0	33140	492	0	30758	536	0	34426	491	0	7968	195	0	7838	3029	0	8791	195	0	8999	190	0	7735	181	0	16483	277	0	9716	246	0	7578	171	0	4024	222	0	8950	175	0	33826	429	0	10257	145	0	7641	133	0
EPHB2_P165_R	3553	199	0	2371	154	0	1890	151	0	1826	139	0	1883	121	0	1398	153	0.02426	2053	111	0	3028	186	0	2484	187	0	1390	352	0.00015	5082	206	5e-04	5947	218	8e-05	6206	611	1e-05	7099	217	0	7573	254	0.00042	2477	160	0.0686	6846	248	0	4745	189	0	6453	523	0	5847	197	4e-05	5803	196	0	6660	237	0	6936	252	0.00096	2797	163	0	2394	1313	0	2068	163	0	1923	131	0.00031	2347	155	0	3468	202	0	3471	178	0	1958	118	0	1170	145	1e-05	1739	96	0	5514	220	0	1875	106	0.00172	2134	103	0
EPHB3_E0_F	9433	307	0	9321	324	0	7385	231	0	9229	354	0	7781	233	0	9055	239	0	7993	228	0	7435	291	0	8648	346	0	5180	190	0	24210	422	0	22105	429	0	28459	894	0	26029	564	0	26285	1176	0	23955	487	0	22540	555	0	31977	878	0	21577	783	0	20750	875	0	19107	721	0	20988	619	0	25251	452	0	6697	254	0	12198	340	0	6545	215	0	11770	309	0	4427	250	0	17990	436	0	9650	355	0	8115	219	0	4627	193	0	6697	165	0	23352	381	0	6910	126	0	5227	186	0
EPHB3_P569_R	7762	995	0	9453	3661	0	11028	1529	0	9545	1853	0	12747	909	0	9774	698	0	8173	1042	0	5853	1099	0	7512	1507	0	6984	377	0	29680	1430	0	31871	3768	0	35800	3251	0	32107	5381	0	22095	6401	0	29212	2491	0	34731	1714	0	32161	10834	0	22255	2295	0	30441	3331	0	34554	1960	0	26067	3841	0	19548	5998	0	6832	1224	0	15987	705	0	4662	7286	0	11842	5760	0	7283	1147	0	3705	16448	0	9125	1369	0	2948	7886	0	4703	505	0	7381	4174	0	33222	1780	0	12521	898	0	9783	540	0
EPHB4_E476_R	12110	547	0	9621	661	0	12806	674	0	13489	449	0	8798	522	0	10720	242	0	11003	263	0	7600	566	0	8082	395	0	8622	262	0	30728	574	0	33722	1381	0	36845	964	0	36262	711	0	43987	1758	0	36731	759	0	35684	827	0	32779	1011	0	33815	1509	0	33759	1358	0	32862	1247	0	30468	745	0	20725	17309	0	12914	465	0	21711	364	0	3245	6049	0	9988	316	0	9956	244	0	19157	549	0	12842	307	0	12850	353	0	6318	265	0	12946	232	0	33980	702	0	12012	204	0	10382	231	0
EPHB4_P313_R	4326	401	0	4168	727	0	5224	281	0	4123	214	0	3368	143	0	3853	391	0	4666	184	0	3264	186	0	2933	503	0	3531	157	0	12372	1428	0	14139	841	0	14242	519	0	17247	638	0	19281	870	0	12821	1090	0	14824	551	0	14805	1051	0	14804	1125	0	15747	921	0	15703	761	0	14998	1015	0	24796	1049	0	6245	268	0	9784	268	0	5549	312	0	4414	281	0	4649	258	0	7873	312	0	6084	209	0	5283	176	0	3012	301	0	4333	233	0	14173	626	0	3711	136	0	3024	188	0
EPHB6_E342_F	5091	1247	0	8469	541	0	8904	957	0	5500	2503	0	8558	512	0	8369	1840	0	8471	553	0	6974	695	0	6253	538	0	5707	191	0	24334	1484	0	27105	1103	0	28383	1082	0	26273	862	0	28566	2718	0	22825	3273	0	17374	8119	0	26744	1283	0	24688	1633	0	26877	1209	0	19703	5989	0	23841	1289	0	22402	7278	0	5493	2454	0	393	12506	0	10136	839	0	10130	526	0	1860	6459	0	5975	3130	0	6650	417	0	7076	596	0	6380	331	0	5459	4964	0	29247	836	0	12704	362	0	9564	304	0
EPHB6_P827_R	7662	579	0	13810	1283	0	15555	823	0	10448	550	0	19123	656	0	13318	576	0	16749	547	0	7476	430	0	6582	416	0	8326	572	0	24134	681	0	26113	1507	0	26781	746	0	26542	564	0	31348	1332	0	27097	1039	0	26084	1067	0	26397	894	0	28196	844	0	27568	1147	0	28321	1069	0	25253	768	0	34026	1203	0	13994	552	0	8362	7757	0	16911	627	0	12957	420	0	11066	366	0	20699	817	0	5707	264	0	6234	349	0	4202	257	0	6189	219	0	27281	669	0	5377	161	0	3833	161	0
EPHX1_E152_F	2944	10832	0	3466	11806	0	2911	15712	0	840	9158	0	13915	4298	0	2702	7970	0	3989	3866	0	1610	11424	0	1955	9979	0	4226	4514	0	19749	11039	0	17532	18541	0	11454	25605	0	8088	29625	0	10351	24463	0	15516	20257	0	29970	8514	0	20994	13824	0	12173	19116	0	14052	18714	0	15106	17667	0	15467	20218	0	7803	24531	0	3516	10992	0	1131	10525	0	6089	5371	0	1475	13433	0	1816	8193	0	10854	7648	0	7498	5451	0	2072	9047	0	1607	6658	0	3533	8349	0	14303	17981	0	7213	3535	0	5101	2482	0
EPHX1_P1358_R	2161	13022	0	4892	9850	0	2652	18588	0	1718	8267	0	5114	9138	0	1983	8733	0	4345	4710	0	1891	11891	0	2228	7122	0	4206	6501	0	5896	21733	0	6055	24155	0	4362	29605	0	2760	32747	0	4743	29774	0	3945	30600	0	2997	29150	0	5841	22671	0	5062	24515	0	5558	25118	0	4931	26201	0	7980	20167	0	4388	29990	0	7725	863	0	3678	9417	0	2868	9956	0	2170	13301	0	2926	5816	0	4892	9337	0	3568	10041	0	2262	9261	0	2822	4411	0	1711	9262	0	3765	24994	0	1868	8326	0	2617	4383	0
EPHX1_P22_F	714	16712	0	1236	13403	0	798	20120	0	772	8998	0	7258	5998	0	1146	9372	0	1598	6432	0	633	14521	0	725	10928	0	1513	7600	0	5969	21791	0	4847	26696	0	2199	31748	0	1928	34599	0	2859	34383	0	3122	33016	0	13974	16849	0	4079	26940	0	3043	28642	0	3647	27786	0	3499	28173	0	3206	29268	0	4765	30469	0	765	14624	0	491	12603	0	1525	8386	0	2212	8537	0	591	7641	0	739	16102	0	883	15414	0	748	12375	0	441	9519	0	1025	8593	0	3908	26960	0	2896	5849	0	1929	5025	0
EPM2A_P113_F	2138	223	0	4719	270	0	4075	363	0	3017	155	0	2665	213	0	2778	121	0	2482	94	0	2217	121	0	2640	208	0	2769	128	0	6329	163	1e-05	7829	1001	0	7282	404	0	12575	707	0	9004	1378	0	8203	520	0	7719	897	0	7716	543	0	6913	829	0	7599	818	0	7380	713	0	7532	595	0	8098	627	3e-05	1800	156	0.00692	1795	255	0	2594	391	0	2118	218	2e-05	1548	224	1e-05	1003	974	1e-05	906	184	0.00395	883	107	0.00172	1152	275	0	3150	667	0	7595	778	0	2609	308	0	2370	145	0
EPM2A_P64_R	3874	211	0	6957	288	0	7171	246	0	7057	296	0	6340	232	0	7367	206	0	4825	187	0	4258	234	0	4839	239	0	5428	204	0	15568	405	0	19726	619	0	17928	418	0	30516	451	0	21551	489	0	14687	355	0	19492	429	0	19331	485	0	18578	405	0	20814	450	0	20884	388	0	19572	444	0	19485	420	0	3949	215	0	4402	214	0	6731	243	0	4943	180	0	4298	190	0	3223	257	0	2243	186	0	1938	132	0	2335	255	0	7958	252	0	21177	370	0	8378	181	0	8455	147	0
EPO_E244_R	1373	78	0.00187	1678	88	3e-05	1843	148	0	1269	1761	0	2140	102	0	2268	265	1e-05	1104	3809	0	1586	110	0	973	86	0.0019	919	87	0.10164	10279	2248	0	9268	381	0	7793	1837	0	10227	262	0	13456	700	0	8447	184	0	11695	237	0	8812	3755	0	14567	802	0	12380	387	0	12463	928	0	11929	212	0	13465	2485	0	3633	1548	0	1184	8351	0	593	3547	0	3180	661	0	575	5947	0	381	14279	0	1706	2907	0	2265	2407	0	1098	1369	0	380	7974	0	8889	164	0	3161	111	0	2311	155	0
EPO_P162_R	2143	565	0	2598	644	0	2801	516	0	738	8671	0	4504	1367	0	4982	1266	0	5911	1076	0	2841	334	0	1975	356	0	4102	1276	0	8054	3758	0	10032	632	0	11154	2016	0	9832	815	0	15733	1631	0	7739	804	0	12193	1443	0	12163	1535	0	14446	2176	0	12310	1504	0	13184	1173	0	10836	1736	0	9102	11180	0	6684	866	0	3561	7632	0	5640	911	0	5610	914	0	4271	635	0	5856	6568	0	5236	858	0	4703	352	0	2754	631	0	3361	4899	0	11737	1406	0	3875	236	0	3893	315	0
EPS8_E231_F	5130	289	0	8526	570	0	6145	243	0	5448	267	0	5105	197	0	6740	236	0	5035	179	0	4662	245	0	5455	468	0	4547	201	0	15249	406	0	15786	367	0	17579	571	0	19828	509	0	16831	625	0	17063	467	0	11562	504	0	12312	417	0	11176	434	0	13848	408	0	13242	372	0	13574	384	0	20760	488	0	4986	250	0	6716	331	0	6871	256	0	5431	343	0	6138	250	0	7081	284	0	3293	308	0	3123	150	0	2645	263	0	4942	146	0	13199	360	0	5697	161	0	4090	120	0
EPS8_P437_F	5848	426	0	8073	1899	0	8357	1672	0	7956	397	0	7958	1142	0	9691	428	0	6975	911	0	5031	685	0	4703	1370	0	4874	1086	0	19441	2206	0	22051	4710	0	23643	2646	0	29179	2337	0	21463	2581	0	16141	2527	0	18520	2158	0	23482	3391	0	18532	3950	0	20734	5043	0	22868	4485	0	19182	4725	0	13938	15289	0	5609	1987	0	9580	313	0	9196	523	0	9026	416	0	7724	1018	0	3594	7931	0	3441	2280	0	4677	178	0	3652	250	0	6663	2860	0	23049	2520	0	7146	620	0	5193	654	0
ER_seq_a1_S60_F	7390	753	0	8332	553	0	7796	405	0	8700	389	0	9699	342	0	10951	288	0	4951	3580	0	7076	932	0	4390	3947	0	7442	588	0	12785	1803	0	21441	1027	0	21218	827	0	31083	638	0	21667	1384	0	16156	746	0	5709	21029	0	18763	793	0	20119	1150	0	23518	1136	0	20730	598	0	17823	991	0	21909	920	0	6732	495	0	6586	3250	0	11730	1532	0	2055	10050	0	8452	2207	0	10665	948	0	7233	259	0	6078	243	0	4087	265	0	1879	7465	0	18566	930	0	2925	198	0	4520	168	0
ERBB2_P59_R	11278	277	0	13765	361	0	13603	281	0	9575	309	0	10049	226	0	10787	236	0	8654	187	0	8673	258	0	10031	290	0	6284	188	0	23339	347	0	36018	490	0	37786	523	0	42206	436	0	36213	550	0	35728	544	0	31679	460	0	30223	503	0	31692	435	0	33251	454	0	33483	416	0	32726	470	0	44653	495	0	11600	219	0	14141	207	0	10089	208	0	34264	212	0	8719	202	0	15796	304	0	10400	220	0	10476	193	0	5112	218	0	6474	179	0	33513	475	0	11034	138	0	8226	132	0
ERBB3_E331_F	10261	1561	0	9163	1835	0	10094	1044	0	10750	989	0	11101	1066	0	10463	565	0	10169	537	0	8751	720	0	7229	954	0	5607	1318	0	29673	1527	0	32055	2773	0	35553	2172	0	33876	1503	0	36818	2160	0	25199	1224	0	33638	1720	0	31981	2808	0	31243	2555	0	33336	1556	0	31973	1808	0	32226	2350	0	41852	1765	0	12786	976	0	15399	1137	0	882	18604	0	14285	829	0	2386	9896	0	9288	14104	0	4053	5916	0	4159	9524	0	7320	752	0	375	21944	0	33659	1938	0	12652	518	0	9283	667	0
ERBB3_P870_R	8133	377	0	7484	1391	0	8948	778	0	7676	1239	0	10097	325	0	6797	387	0	7919	472	0	6262	1371	0	4812	1040	0	4967	199	0	21152	463	0	25442	2510	0	26076	2116	0	23777	1154	0	29464	1869	0	19808	1153	0	23837	1080	0	24691	3115	0	22952	2317	0	20807	2891	0	23619	2243	0	23100	3168	0	20274	12581	0	10080	261	0	12046	276	0	9655	344	0	11415	336	0	8492	262	0	17718	470	0	6812	198	0	10172	259	0	5157	194	0	9896	264	0	25425	1681	0	11183	419	0	7938	560	0
ERBB4_P255_F	7581	342	0	6099	367	0	7997	266	0	9447	337	0	8950	305	0	11172	364	0	7531	206	0	6127	245	0	6428	349	0	5932	191	0	18112	1675	0	27522	806	0	24917	917	0	35972	509	0	28082	1361	0	24976	689	0	7413	18595	0	24287	751	0	24174	1211	0	24899	895	0	24157	1277	0	23392	863	0	34858	620	0	7436	158	0	338	10547	0	10896	231	0	7529	156	0	6353	139	0	10073	203	0	7771	192	0	6094	162	0	3270	259	0	3281	4368	0	28463	508	0	6353	138	0	4804	192	0
ERBB4_P541_F	7111	422	0	7105	854	0	9107	476	0	9124	408	0	9285	545	0	9739	443	0	8085	671	0	5399	299	0	6651	807	0	6425	228	0	21396	2206	0	29175	2346	0	26922	2112	0	40804	935	0	24827	2700	0	22063	1260	0	6724	25074	0	24389	2615	0	23267	3034	0	25422	3584	0	26309	3469	0	24232	1910	0	34733	958	0	7727	260	0	341	12443	0	12751	347	0	9395	287	0	8624	245	0	10311	263	0	7573	266	0	6007	209	0	3307	193	0	5774	5083	0	29480	1904	0	9758	290	0	7024	451	0
ERCC1_P354_F	8236	323	0	8820	314	0	9006	307	0	9110	431	0	10597	277	0	8364	218	0	8151	245	0	5570	302	0	6391	315	0	3975	184	0	23075	433	0	26526	521	0	26369	484	0	20152	417	0	29044	559	0	21100	462	0	25512	441	0	23630	463	0	25642	525	0	23831	466	0	25266	437	0	27387	511	0	32661	569	0	10083	434	0	8385	334	0	7812	370	0	9459	343	0	6592	255	0	9989	373	0	4860	260	0	6452	231	0	3693	211	0	7006	183	0	25762	459	0	8124	188	0	7399	166	0
ERCC1_P440_R	6367	343	0	7283	1233	0	7985	502	0	7142	264	0	7721	461	0	6184	234	0	5478	609	0	5056	347	0	5036	629	0	4092	387	0	16035	1175	0	18680	694	0	18640	1783	0	15888	1023	0	22216	936	0	20228	1290	0	21252	747	0	19784	1617	0	19899	1179	0	20134	3027	0	22308	1162	0	21122	2790	0	28921	684	0	9275	274	0	6980	160	0	7293	196	0	10001	216	0	6951	225	0	9085	285	0	3894	175	0	5433	141	0	3847	225	0	5253	175	0	22972	777	0	7923	203	0	6479	446	0
ERCC3_P1210_R	452	14217	0	606	10798	0	415	10056	0	429	7248	0	815	4708	0	1533	3535	0	553	6424	0	642	6289	0	728	8213	0	466	7450	0	1578	24466	0	994	31748	0	851	29793	0	1625	28385	0	1552	29345	0	1123	33055	0	973	27373	0	1263	27045	0	1236	28074	0	1270	30207	0	1235	29769	0	1123	29525	0	1184	32054	0	349	11159	0	379	9314	0	406	11151	0	359	10350	0	339	8616	0	386	10729	0	480	8532	0	311	9144	0	329	8630	0	280	9018	0	1576	25067	0	788	8842	0	1002	6136	0
ERCC6_P698_R	6358	631	0	7677	829	0	6877	578	0	5694	412	0	5930	442	0	6214	284	0	2601	2503	0	4696	328	0	6443	627	0	5596	712	0	13765	1464	0	23534	818	0	20581	774	0	23451	759	0	19677	1403	0	25231	1024	0	19337	1147	0	13831	730	0	14480	1175	0	19596	1112	0	18827	942	0	21990	1211	0	27602	2165	0	6736	720	0	5754	1985	0	6388	495	0	5440	502	0	4688	524	0	3627	4608	0	3764	1266	0	4538	688	0	3259	322	0	3459	1116	0	19431	902	0	8808	350	0	7653	312	0
ERG_E28_F	6038	2233	0	4984	5132	0	9923	1221	0	4895	1736	0	7944	859	0	5772	1932	0	3307	4099	0	5009	234	0	5282	1533	0	5556	181	0	16006	1676	0	14964	6381	0	20535	3558	0	26491	1131	0	25895	3849	0	12135	2378	0	3560	22430	0	13405	2451	0	13032	4563	0	14637	3632	0	12780	4823	0	15988	3141	0	3892	28765	0	4305	6027	0	473	16470	0	602	20675	0	4557	544	0	5753	217	0	7611	1646	0	5858	171	0	3835	334	0	1627	3193	0	4311	3591	0	15277	4157	0	8420	1594	0	5459	1072	0
ERN1_P809_R	13190	2546	0	10777	5231	0	3833	13263	0	7693	6184	0	14346	1669	0	12008	2209	0	8852	2603	0	7228	2910	0	9257	3065	0	5262	2516	0	27810	6418	0	32513	6649	0	11371	25061	0	8173	30276	0	17089	17829	0	20494	6786	0	22371	9706	0	17765	16751	0	29328	5897	0	32218	5945	0	33487	4701	0	24146	9820	0	10853	22323	0	1105	11584	0	10828	2945	0	3345	9248	0	1524	10822	0	8410	2337	0	1515	18819	0	682	18004	0	570	15722	0	656	9750	0	5169	10372	0	30728	8008	0	16015	2024	0	13433	933	0
ESR1_E298_R	7129	490	0	7565	502	0	7951	325	0	7897	364	0	8188	396	0	9112	642	0	3991	2697	0	6702	629	0	5423	2840	0	6739	629	0	19952	1640	0	26140	1182	0	25868	901	0	39648	753	0	31768	1256	0	24230	2108	0	5996	24609	0	23147	987	0	23038	1263	0	22508	1270	0	21488	760	0	24923	708	0	28910	849	0	6013	273	0	6695	1925	0	6340	5531	0	2480	6585	0	8981	1329	0	10253	918	0	6483	245	0	5562	232	0	5003	280	0	3279	9493	0	24416	803	0	9363	317	0	8947	310	0
ESR1_P151_R	6760	690	0	5187	3200	0	4846	3920	0	5239	4599	0	9645	1450	0	9428	869	0	3795	4637	0	5760	950	0	3478	3951	0	3487	2969	0	21067	4427	0	26485	5223	0	13660	11584	0	45008	2020	0	29254	4608	0	23592	6014	0	7693	23865	0	13363	16896	0	21487	10422	0	25092	7807	0	23173	7484	0	22283	7589	0	11264	18157	0	1460	4424	0	377	9795	0	367	18227	0	292	13338	0	2060	14509	0	448	16264	0	4115	1908	0	524	6621	0	3766	292	0	236	14307	0	28439	5519	0	6601	942	0	4672	1151	0
ESR2_E66_F	9874	271	0	11083	332	0	10148	251	0	9868	1432	0	11105	269	0	11196	284	0	7333	2146	0	9231	351	0	7673	468	0	8647	262	0	22809	1248	0	28351	818	0	13968	16385	0	27049	730	0	29371	4752	0	17939	377	0	20185	539	0	19162	10292	0	27962	930	0	27825	681	0	28604	518	0	24683	703	0	15859	14474	0	12904	390	0	6104	7845	0	12716	371	0	11298	329	0	3541	5803	0	698	12266	0	3081	4262	0	4875	2270	0	8314	255	0	6407	5716	0	26059	622	0	14348	391	0	13906	281	0
