Pvalue.pair	Statistic.pair	mean1.pair	mean2.pair	SD1.pair	SD2.pair	FDR.pair	Pvalue.single	Statistic.single	mean1.single	mean2.single	SD1.single	SD2.single	FDR.single	V1	V2	V3	V4	V5	V6	V7
8.976964e-07	0.226	0.277	0.051	0.262	0.034	5.943997e-06	9.300924e-43	0.214	0.266	0.051	0.249	0.033	9.280655e-42	chr19	19072780	19072781	cg02474799	cg02474799	NA	I
1.87053e-09	0.351	0.414	0.063	0.316	0.029	3.284062e-08	5.552544e-75	0.364	0.427	0.063	0.294	0.029	5.100112e-73	chr13	37006063	37006064	cg02478448	CCNA1	Island	I
9.052891e-08	0.179	0.263	0.084	0.191	0.026	8.206008e-07	5.312435e-63	NA	NA	0.084	NA	0.025	1.777631e-61	chr1	147775575	147775576	cg02490708	cg02490708	Island	II
1.502452e-06	0.216	0.369	0.153	0.247	0.065	9.338365e-06	8.748284e-23	0.169	0.32	0.151	0.236	0.064	3.728614e-22	chr8	142216119	142216120	cg02508881	cg02508881	Island	II
4.067237e-07	0.267	0.305	0.038	0.305	0.018	2.989497e-06	7.238872e-50	0.259	0.298	0.039	0.284	0.018	1.043517e-48	chr5	170738274	170738275	cg02511231	TLX3	Island	I
3.724641e-07	0.18	0.271	0.092	0.201	0.027	2.769288e-06	7.558969e-32	0.142	0.233	0.091	0.198	0.027	4.62963e-31	chr7	151137048	151137049	cg02512352	CRYGN	Island	I
3.998977e-05	0.156	0.22	0.064	0.223	0.034	0.0001710322	1.079997e-40	0.192	0.254	0.063	0.227	0.033	9.741938e-40	chr11	18743222	18743223	cg02515468	IGSF22	Island	I
2.148129e-07	0.187	0.252	0.065	0.21	0.033	1.719028e-06	1.114799e-39	0.167	0.232	0.065	0.196	0.033	9.5825e-39	chr16	56692077	56692078	cg02527372	MT1F	S_Shore	II
8.922988e-10	0.373	0.464	0.091	0.325	0.057	1.804116e-08	8.201826e-65	0.37	0.46	0.09	0.301	0.056	3.141033e-63	chr2	220417030	220417031	cg02527669	OBSL1	Island	I
1.692353e-06	0.181	0.316	0.135	0.224	0.05	1.036912e-05	1.552154e-09	0.078	0.212	0.134	0.195	0.049	3.64277e-09	chr10	38382939	38382940	cg02531214	ZNF37A	N_Shore	II
2.631597e-06	0.154	0.192	0.038	0.195	0.02	1.528365e-05	1.962171e-28	0.116	0.153	0.037	0.177	0.02	1.048272e-27	chr2	30454275	30454276	cg02547025	LBH	Island	I
6.796935e-10	0.321	0.501	0.181	0.297	0.106	1.451933e-08	7.919218e-36	0.352	0.529	0.176	0.279	0.106	5.736252e-35	chr17	80291775	80291776	cg02553663	SECTM1	Island	I
3.927336e-05	0.156	0.21	0.054	0.227	0.012	0.0001683147	4.56763e-29	0.144	0.197	0.053	0.224	0.012	2.502495e-28	chr7	100273384	100273385	cg02557189	GNB2	Island	II
9.074065e-06	0.151	0.251	0.1	0.195	0.054	4.560115e-05	1.824444e-18	0.119	0.219	0.099	0.19	0.053	6.507668e-18	chr6	166667022	166667023	cg02566288	cg02566288	Island	I
4.086296e-07	0.157	0.198	0.042	0.175	0.014	3.001333e-06	5.45128e-53	0.166	0.207	0.041	0.173	0.014	9.425334e-52	chr15	75076251	75076252	cg02566978	CSK	S_Shore	II
9.017556e-07	0.163	0.33	0.168	0.203	0.058	5.967423e-06	8.648587e-26	0.162	0.326	0.165	0.204	0.058	4.152255e-25	chr10	102891045	102891046	cg02567119	TLX1	Island	I
1.083318e-06	0.176	0.264	0.088	0.213	0.025	7.013033e-06	9.640318e-40	0.153	0.242	0.089	0.186	0.025	8.314336e-39	chr17	59478194	59478195	cg02577108	TBX2	Island	II
3.312793e-11	0.336	0.484	0.148	0.265	0.059	1.313658e-09	2.340406e-65	0.347	0.495	0.148	0.245	0.06	9.357489e-64	chr6	26250744	26250745	cg02578368	HIST1H2BH	Island	I
2.64517e-06	0.187	0.287	0.101	0.222	0.056	1.535527e-05	6.384279e-31	0.178	0.28	0.101	0.206	0.055	3.767884e-30	chr2	105473340	105473341	cg02583418	POU3F3	Island	I
4.377217e-08	0.195	0.399	0.204	0.194	0.056	4.436529e-07	1.19182e-25	0.154	0.356	0.202	0.192	0.056	5.690567e-25	chr11	73693988	73693989	cg02586551	UCP2	Island	II
7.560192e-06	0.211	0.307	0.097	0.285	0.045	3.879517e-05	2.699044e-41	0.222	0.318	0.096	0.25	0.045	2.505618e-40	chr19	37096321	37096322	cg02587316	ZNF529	Island	II
4.328631e-05	0.227	0.5	0.274	0.28	0.147	0.0001835547	7.427486e-12	0.203	0.48	0.277	0.269	0.148	1.964255e-11	chr19	48984071	48984072	cg02590401	CYTH2	Island	II
1.562537e-07	0.159	0.541	0.382	0.165	0.079	1.308634e-06	2.059696e-14	0.13	0.51	0.38	0.182	0.08	6.145649e-14	chr19	19221316	19221317	cg02595575	SLC25A42	Island	I
2.550608e-08	0.293	0.359	0.066	0.289	0.033	2.820073e-07	2.251726e-56	0.276	0.341	0.066	0.269	0.033	4.801754e-55	chr5	7850438	7850439	cg02602541	C5orf49	Island	II
1.841e-10	0.364	0.412	0.048	0.295	0.026	5.069566e-09	5.716742e-84	0.383	0.432	0.048	0.284	0.026	1.283561e-81	chr3	128720884	128720885	cg02604524	CCDC48	Island	I
3.970738e-05	0.203	0.25	0.047	0.303	0.035	0.0001699798	3.544309e-16	0.12	0.167	0.047	0.254	0.034	1.144996e-15	chr9	93564028	93564029	cg02608019	SYK	Island	I
1.683383e-06	0.167	0.353	0.186	0.2	0.048	1.032088e-05	1.161531e-34	0.177	0.362	0.185	0.205	0.047	8.011036e-34	chr12	49298070	49298071	cg02620769	CCDC65	NA	II
4.204555e-09	0.224	0.334	0.11	0.209	0.031	6.335706e-08	7.986808e-42	0.181	0.29	0.109	0.211	0.031	7.600421e-41	chr6	28367410	28367411	cg02622316	ZSCAN12	Island	II
8.331144e-07	0.212	0.262	0.05	0.243	0.024	5.569353e-06	1.364825e-45	0.215	0.265	0.05	0.247	0.023	1.567111e-44	chr19	54926431	54926432	cg02623991	TTYH1	N_Shore	I
1.999765e-08	0.296	0.399	0.103	0.288	0.044	2.299959e-07	5.914516e-53	0.287	0.39	0.103	0.285	0.043	1.020845e-51	chr10	43698008	43698009	cg02636041	RASGEF1A	Island	II
2.122724e-06	0.196	0.558	0.363	0.223	0.085	1.264019e-05	9.589883e-13	0.131	0.491	0.36	0.214	0.085	2.645974e-12	chr5	77805886	77805887	cg02642549	LHFPL2	Island	I
2.95555e-05	0.182	0.216	0.034	0.259	0.018	0.0001305515	4.892991e-25	0.133	0.167	0.034	0.224	0.017	2.279208e-24	chr4	154681197	154681198	cg02647878	RNF175	Island	I
6.896891e-07	0.238	0.392	0.155	0.278	0.101	4.728354e-06	9.542062e-20	0.207	0.362	0.155	0.247	0.099	3.591001e-19	chr3	147127143	147127144	cg02647941	ZIC1	Island	I
1.545949e-06	0.213	0.25	0.037	0.26	0.017	9.577755e-06	1.161215e-36	0.191	0.228	0.037	0.256	0.016	8.727733e-36	chr7	138720909	138720910	cg02657292	ZC3HAV1L	Island	I
7.527617e-08	0.21	0.263	0.054	0.218	0.04	7.009182e-07	9.774071e-53	0.238	0.291	0.052	0.23	0.039	1.664803e-51	chr11	67350976	67350977	cg02659086	GSTP1	Island	I
2.216715e-11	0.329	0.371	0.041	0.25	0.026	9.61762e-10	4.720841e-63	0.277	0.319	0.042	0.254	0.026	1.584811e-61	chr12	21810750	21810751	cg02659794	LDHB	Island	I
2.726473e-08	0.154	0.531	0.377	0.14	0.053	2.980077e-07	3.390644e-22	0.126	0.501	0.375	0.131	0.056	1.411111e-21	chr11	726335	726336	cg02659920	EPS8L2	Island	II
7.686283e-06	0.254	0.293	0.039	0.34	0.033	3.936825e-05	2.286326e-22	0.148	0.187	0.039	0.259	0.032	9.585461e-22	chr1	88928467	88928468	cg02664812	cg02664812	Island	I
1.177959e-05	0.198	0.453	0.255	0.256	0.122	5.754173e-05	3.904758e-06	0.107	0.358	0.251	0.253	0.121	7.503532e-06	chr2	216878340	216878341	cg02668581	MREG	Island	II
1.212942e-05	0.171	0.281	0.111	0.237	0.052	5.904887e-05	1.762656e-26	0.16	0.271	0.11	0.221	0.051	8.700153e-26	chr6	26521696	26521697	cg02672854	HCG11	N_Shore	II
1.074941e-10	0.235	0.539	0.304	0.165	0.113	3.321474e-09	4.135629e-17	0.203	0.502	0.299	0.199	0.113	1.392353e-16	chr4	76556042	76556043	cg02675308	CDKL2	Island	I
5.390651e-08	0.222	0.542	0.32	0.2	0.083	5.29342e-07	1.699075e-29	0.246	0.565	0.319	0.212	0.087	9.47155e-29	chr17	27038861	27038862	cg02685896	PROCA1	Island	I
2.846337e-05	0.198	0.22	0.022	0.285	0.013	0.0001261975	2.791215e-20	0.115	0.138	0.023	0.224	0.013	1.07467e-19	chr2	24232865	24232866	cg02687055	MFSD2B	Island	I
3.117705e-06	0.223	0.382	0.16	0.268	0.054	1.774464e-05	8.585766e-39	0.238	0.396	0.158	0.268	0.054	7.09221e-38	chr4	148652654	148652655	cg02693127	ARHGAP10	N_Shore	II
2.386564e-06	0.181	0.212	0.031	0.226	0.017	1.402092e-05	3.636185e-47	0.186	0.217	0.031	0.21	0.017	4.524839e-46	chr2	9144246	9144247	cg02699694	MBOAT2	Island	I
3.025614e-06	0.2	0.254	0.055	0.251	0.017	1.728558e-05	3.387148e-45	0.186	0.241	0.055	0.217	0.017	3.810193e-44	chr3	129693586	129693587	cg02700891	TRH	Island	I
4.619247e-05	0.191	0.219	0.028	0.283	0.024	0.0001945389	4.695094e-26	0.154	0.183	0.028	0.252	0.023	2.277452e-25	chr15	93199018	93199019	cg02705800	FAM174B	Island	I
6.67533e-06	0.214	0.243	0.03	0.276	0.028	3.475431e-05	5.597136e-30	0.161	0.191	0.03	0.239	0.027	3.182265e-29	chr2	45237689	45237690	cg02711647	SIX2	Island	I
3.102309e-06	0.203	0.24	0.037	0.258	0.023	1.766666e-05	8.055654e-43	0.209	0.245	0.037	0.25	0.022	8.060844e-42	chr3	45838074	45838075	cg02716516	SLC6A20	Island	I
1.919037e-05	0.185	0.235	0.05	0.252	0.029	8.877586e-05	4.810561e-37	0.171	0.222	0.051	0.219	0.029	3.676898e-36	chr4	111551829	111551830	cg02725370	PITX2	N_Shore	I
6.389416e-10	0.278	0.329	0.051	0.236	0.033	1.38225e-08	8.706619e-61	0.256	0.307	0.051	0.234	0.032	2.497022e-59	chr3	196255632	196255633	cg02728595	cg02728595	Island	I
3.859575e-08	0.256	0.316	0.059	0.257	0.033	3.983641e-07	3.966165e-45	0.211	0.27	0.059	0.236	0.032	4.44436e-44	chr3	132757106	132757107	cg02745211	TMEM108	Island	I
9.788356e-07	0.181	0.211	0.03	0.214	0.006	6.417097e-06	7.024172e-42	0.155	0.185	0.03	0.192	0.006	6.701423e-41	chr2	177054306	177054307	cg02746725	HOXD1	Island	I
2.329043e-14	0.312	0.486	0.174	0.166	0.067	4.816591e-12	1.51454e-47	0.287	0.46	0.173	0.175	0.067	1.924096e-46	chr10	17271929	17271930	cg02746869	VIM	Island	I
2.308482e-10	0.329	0.445	0.116	0.281	0.069	6.075142e-09	8.188515e-50	0.316	0.433	0.117	0.27	0.068	1.176601e-48	chr16	47177175	47177176	cg02755525	NETO2	Island	I
3.867228e-07	0.248	0.323	0.076	0.284	0.045	2.861283e-06	7.772261e-34	0.215	0.291	0.077	0.282	0.045	5.174779e-33	chr11	44748427	44748428	cg02757194	cg02757194	Island	I
5.91441e-13	0.289	0.541	0.252	0.161	0.103	5.569403e-11	2.08818e-27	0.281	0.531	0.251	0.166	0.102	1.070968e-26	chr19	12978624	12978625	cg02776664	MAST1	Island	I
2.281641e-05	0.179	0.207	0.029	0.254	0.013	0.0001036138	3.209391e-36	0.175	0.204	0.029	0.236	0.013	2.36502e-35	chr19	14583279	14583280	cg02782369	PTGER1	Island	I
1.747583e-05	0.151	0.218	0.068	0.213	0.03	8.168482e-05	2.466074e-28	0.146	0.214	0.068	0.22	0.03	1.312115e-27	chr10	64133812	64133813	cg02783103	ZNF365	Island	I
8.839959e-07	0.246	0.313	0.067	0.289	0.035	5.864232e-06	3.479436e-36	0.194	0.26	0.066	0.25	0.034	2.56035e-35	chr17	48585858	48585859	cg02788401	MYCBPAP	Island	I
3.128551e-06	0.244	0.323	0.079	0.308	0.053	1.779767e-05	9.528687e-33	0.219	0.301	0.082	0.28	0.054	6.057169e-32	chr2	233499070	233499071	cg02806452	EFHD1	Island	II
4.032476e-06	0.168	0.189	0.021	0.214	0.007	2.225242e-05	3.74809e-34	0.127	0.148	0.021	0.179	0.007	2.529887e-33	chr19	36822672	36822673	cg02810156	cg02810156	Island	I
6.711512e-05	0.155	0.402	0.247	0.217	0.069	0.0002716595	3.630399e-11	0.106	0.351	0.245	0.217	0.068	9.278761e-11	chr1	226926791	226926792	cg02814998	ITPKB	S_Shore	II
1.893442e-05	0.183	0.263	0.08	0.258	0.054	8.771886e-05	1.756408e-16	0.124	0.203	0.079	0.228	0.053	5.747953e-16	chr4	119810092	119810093	cg02819335	SYNPO2	NA	I
4.609075e-10	0.311	0.35	0.039	0.27	0.032	1.061518e-08	4.511625e-69	0.301	0.339	0.038	0.254	0.032	2.417993e-67	chr12	124246919	124246920	cg02823783	DNAH10	Island	I
1.572832e-06	0.172	0.285	0.112	0.205	0.059	9.721495e-06	3.631597e-19	0.137	0.254	0.117	0.181	0.065	1.334325e-18	chr10	94825848	94825849	cg02825977	CYP26C1	Island	I
2.526007e-14	0.36	0.519	0.159	0.204	0.054	5.114841e-12	5.94509e-64	0.305	0.464	0.159	0.221	0.053	2.13573e-62	chr11	13690122	13690123	cg02831587	FAR1	Island	II
8.833521e-05	0.164	0.349	0.185	0.252	0.045	0.0003470331	2.214135e-24	0.146	0.332	0.186	0.223	0.044	1.00524e-23	chr1	118150234	118150235	cg02854554	FAM46C	S_Shore	II
2.75468e-12	0.344	0.461	0.117	0.239	0.062	1.869487e-10	4.665007e-58	0.313	0.43	0.117	0.231	0.06	1.110631e-56	chr3	48694018	48694019	cg02858118	CELSR3	Island	II
9.276594e-06	0.163	0.224	0.061	0.217	0.014	4.650862e-05	8.787261e-48	0.168	0.229	0.061	0.188	0.013	1.130417e-46	chr1	213124368	213124369	cg02859111	VASH2	Island	II
2.844609e-06	0.178	0.353	0.175	0.217	0.065	1.637035e-05	6.76134e-26	0.173	0.346	0.173	0.203	0.065	3.259131e-25	chr16	2765710	2765711	cg02863489	PRSS27	Island	I
2.215324e-08	0.34	0.404	0.064	0.341	0.055	2.505437e-07	2.709915e-54	NA	NA	0.063	NA	0.054	5.065137e-53	chr7	149917263	149917264	cg02864844	cg02864844	Island	I
1.834173e-07	0.208	0.275	0.067	0.237	0.061	1.50053e-06	7.763778e-37	0.231	0.299	0.068	0.253	0.06	5.882278e-36	chr14	101193397	101193398	cg02874376	DLK1	Island	I
2.119945e-05	0.182	0.218	0.036	0.252	0.033	9.700831e-05	3.084146e-28	0.144	0.18	0.036	0.213	0.032	1.634668e-27	chr15	33487058	33487059	cg02882448	cg02882448	Island	I
2.48512e-13	0.346	0.429	0.083	0.235	0.045	2.876298e-11	2.562875e-66	0.299	0.381	0.082	0.239	0.044	1.104172e-64	chr2	88752219	88752220	cg02884176	FOXI3	Island	I
6.025876e-07	0.184	0.249	0.065	0.215	0.014	4.204641e-06	2.904662e-62	0.221	0.286	0.065	0.207	0.014	9.224881e-61	chr17	75369228	75369229	cg02884239	SEPT9	Island	II
8.2483e-08	0.291	0.484	0.193	0.307	0.069	7.58008e-07	8.512895e-39	0.262	0.454	0.191	0.262	0.069	7.033816e-38	chr10	133796164	133796165	cg02886408	BNIP3	Island	I
1.029295e-08	0.168	0.249	0.081	0.16	0.023	1.324629e-07	6.272368e-32	0.121	0.202	0.081	0.169	0.023	3.854323e-31	chr21	47064129	47064130	cg02897005	cg02897005	Island	II
2.834102e-05	0.154	0.206	0.052	0.22	0.024	0.0001257141	6.43531e-47	0.19	0.243	0.053	0.212	0.023	7.913074e-46	chr20	44941542	44941543	cg02909136	cg02909136	Island	I
1.317192e-06	0.191	0.35	0.159	0.227	0.05	8.323128e-06	3.074739e-38	NA	NA	0.158	NA	0.05	2.474693e-37	chr1	147752823	147752824	cg02909688	cg02909688	N_Shore	II
4.360535e-06	0.235	0.269	0.034	0.303	0.01	2.385435e-05	1.367662e-46	0.243	0.276	0.034	0.279	0.01	1.65248e-45	chr16	67360805	67360806	cg02909711	LRRC36	NA	I
8.451456e-05	0.167	0.23	0.063	0.263	0.036	0.000333615	7.344542e-24	0.13	0.192	0.063	0.208	0.036	3.268078e-23	chr19	22235281	22235282	cg02912127	ZNF257	NA	I
5.507101e-05	0.179	0.218	0.039	0.265	0.025	0.0002276415	6.938931e-44	0.211	0.25	0.039	0.247	0.025	7.311167e-43	chr6	97285743	97285744	cg02912326	GPR63	Island	I
9.71554e-10	0.314	0.376	0.063	0.275	0.015	1.931138e-08	4.462072e-76	0.31	0.372	0.063	0.25	0.015	4.510645e-74	chr8	70982285	70982286	cg02919936	PRDM14	Island	II
5.991079e-05	0.157	0.249	0.092	0.241	0.029	0.0002453782	3.538379e-16	0.093	0.184	0.091	0.193	0.029	1.143118e-15	chr9	99801550	99801551	cg02936872	CTSL2	Island	II
2.268343e-05	0.157	0.281	0.125	0.224	0.045	0.0001030879	2.340033e-33	0.172	0.295	0.123	0.21	0.045	1.526359e-32	chr1	228604065	228604066	cg02952008	TRIM17	Island	I
2.069757e-13	0.274	0.334	0.06	0.178	0.031	2.51614e-11	3.448298e-67	0.222	0.282	0.06	0.182	0.031	1.594944e-65	chr7	102920962	102920963	cg02970297	DPY19L2P2	Island	I
1.040367e-10	0.347	0.643	0.296	0.243	0.136	3.235248e-09	1.13457e-23	0.323	0.612	0.289	0.272	0.137	5.010017e-23	chr3	125076372	125076373	cg02970696	ZNF148	Island	I
2.96783e-15	0.464	0.576	0.112	0.249	0.086	1.039305e-12	8.23419e-63	0.48	0.594	0.114	0.25	0.086	2.719542e-61	chr16	3237991	3237992	cg02970836	cg02970836	N_Shore	I
9.794313e-06	0.163	0.259	0.096	0.21	0.042	4.882241e-05	1.122335e-31	0.164	0.259	0.094	0.214	0.041	6.825816e-31	chr19	42901279	42901280	cg02977761	cg02977761	Island	I
1.412327e-06	0.198	0.254	0.056	0.241	0.036	8.846084e-06	1.581117e-28	0.146	0.202	0.056	0.21	0.036	8.478657e-28	chr7	27135780	27135781	cg02978421	HOXA1	Island	I
1.56688e-06	0.226	0.459	0.233	0.263	0.086	9.689999e-06	1.625822e-28	0.244	0.476	0.232	0.252	0.087	8.713076e-28	chr20	50720731	50720732	cg02991469	ZFP64	N_Shore	II
1.364546e-10	0.251	0.393	0.142	0.201	0.045	4.008076e-09	1.297411e-49	0.213	0.355	0.142	0.193	0.044	1.842317e-48	chr19	52873173	52873174	cg03005603	ZNF880	Island	I
2.884945e-08	0.257	0.342	0.085	0.243	0.07	3.124489e-07	1.116547e-40	0.264	0.35	0.085	0.232	0.07	1.006521e-39	chr20	42544794	42544795	cg03011535	TOX2	Island	I
5.898113e-07	0.187	0.271	0.084	0.21	0.047	4.12753e-06	3.266896e-41	0.194	0.277	0.084	0.199	0.046	3.021373e-40	chr16	56623111	56623112	cg03015433	MT3	Island	I
6.525461e-09	0.242	0.372	0.13	0.227	0.058	9.097813e-08	3.202913e-40	0.24	0.373	0.133	0.229	0.062	2.826123e-39	chr22	37730664	37730665	cg03018796	cg03018796	Island	I
1.284246e-09	0.222	0.341	0.12	0.194	0.033	2.419584e-08	1.288017e-51	0.202	0.324	0.121	0.199	0.033	2.054938e-50	chr8	99951730	99951731	cg03020554	cg03020554	N_Shore	II
8.991282e-07	0.245	0.438	0.193	0.298	0.074	5.951885e-06	2.332731e-25	0.223	0.413	0.19	0.308	0.075	1.100722e-24	chr10	102890984	102890985	cg03020810	TLX1	N_Shore	I
5.794127e-06	0.189	0.222	0.033	0.246	0.015	3.066794e-05	4.542251e-47	0.219	0.252	0.033	0.249	0.015	5.62231e-46	chr3	71803308	71803309	cg03024619	GPR27	Island	I
7.491276e-09	0.169	0.707	0.539	0.146	0.066	1.018859e-07	2.322411e-14	0.114	0.652	0.537	0.178	0.067	6.912968e-14	chr5	76010658	76010659	cg03043127	F2R	N_Shore	II
7.81684e-05	0.187	0.229	0.042	0.289	0.028	0.0003111597	3.514214e-31	0.183	0.225	0.042	0.266	0.027	2.096328e-30	chr7	70597065	70597066	cg03044249	WBSCR17	Island	I
9.016355e-08	0.325	0.384	0.059	0.337	0.045	8.178131e-07	8.768129e-50	0.312	0.371	0.058	0.328	0.044	1.25765e-48	chr17	43339497	43339498	cg03048083	LOC100133991	Island	I
4.40967e-05	0.19	0.308	0.117	0.283	0.042	0.0001866434	2.202128e-31	0.195	0.311	0.116	0.268	0.042	1.32368e-30	chr1	19970337	19970338	cg03048314	NBL1	Island	I
5.166898e-08	0.169	0.655	0.486	0.148	0.068	5.106239e-07	2.205937e-17	0.134	0.619	0.485	0.167	0.071	7.513324e-17	chr17	27039032	27039033	cg03049691	PROCA1	S_Shore	II
2.468188e-10	0.291	0.333	0.042	0.241	0.006	6.410248e-09	3.033375e-61	0.28	0.323	0.042	0.266	0.006	8.981189e-60	chr15	60296996	60296997	cg03059131	FOXB1	Island	I
1.224496e-10	0.41	0.462	0.052	0.324	0.043	3.675762e-09	5.390075e-88	0.431	0.483	0.052	0.297	0.042	1.899306e-85	chr15	83776422	83776423	cg03063639	TM6SF1	Island	I
1.446958e-08	0.209	0.36	0.151	0.203	0.063	1.757188e-07	7.501206e-32	0.189	0.339	0.15	0.181	0.062	4.59475e-31	chr1	110210684	110210685	cg03070194	GSTM2	Island	II
5.188733e-06	0.258	0.303	0.045	0.331	0.015	2.781339e-05	8.681637e-39	0.203	0.248	0.045	0.263	0.015	7.169351e-38	chr19	42927676	42927677	cg03073402	LIPE	Island	I
4.8439e-06	0.209	0.317	0.108	0.276	0.036	2.617718e-05	1.294626e-32	0.165	0.272	0.107	0.222	0.035	8.184977e-32	chr3	49907095	49907096	cg03098937	CAMKV	Island	II
8.147687e-07	0.181	0.27	0.089	0.226	0.067	5.462848e-06	2.737529e-22	0.158	0.247	0.089	0.2	0.066	1.143833e-21	chr11	134146266	134146267	cg03108229	GLB1L3	Island	II
7.182442e-09	0.25	0.318	0.068	0.23	0.034	9.832074e-08	3.374158e-57	0.241	0.309	0.069	0.227	0.034	7.596986e-56	chr11	123525662	123525663	cg03109306	SCN3B	Island	I
5.366457e-08	0.246	0.303	0.057	0.253	0.027	5.27424e-07	4.791815e-56	0.249	0.305	0.057	0.246	0.027	1.001356e-54	chr10	133110349	133110350	cg03109827	TCERG1L	Island	I
3.455684e-05	0.182	0.208	0.026	0.264	0.012	0.000150158	1.338103e-28	0.146	0.172	0.026	0.23	0.012	7.197531e-28	chr1	180123704	180123705	cg03111951	QSOX1	Island	I
1.970829e-07	0.234	0.28	0.045	0.254	0.024	1.596271e-06	9.002361e-38	0.178	0.224	0.045	0.23	0.023	7.100084e-37	chr4	142053720	142053721	cg03112087	RNF150	Island	I
7.150775e-06	0.247	0.289	0.042	0.335	0.043	3.693495e-05	1.747585e-31	0.211	0.252	0.041	0.295	0.042	1.05507e-30	chr7	100091364	100091365	cg03113878	C7orf51	Island	I
5.280314e-05	0.157	0.396	0.239	0.199	0.096	0.0002191752	6.814871e-11	0.129	0.363	0.234	0.197	0.099	1.717584e-10	chr1	1072839	1072840	cg03128133	cg03128133	Island	II
1.822036e-06	0.229	0.26	0.032	0.281	0.017	1.106427e-05	1.128194e-32	0.184	0.216	0.032	0.266	0.016	7.149983e-32	chr2	172950096	172950097	cg03141620	DLX1	Island	I
2.15491e-05	0.152	0.189	0.037	0.216	0.017	9.845019e-05	1.623761e-27	0.113	0.151	0.038	0.179	0.017	8.362568e-27	chr18	7118077	7118078	cg03159124	LAMA1	Island	I
5.539483e-12	0.348	0.457	0.109	0.242	0.054	3.226464e-10	8.121491e-69	0.332	0.44	0.109	0.238	0.053	4.271764e-67	chr6	38683221	38683222	cg03166753	cg03166753	Island	I
2.473145e-07	0.204	0.307	0.104	0.221	0.043	1.942579e-06	1.066549e-38	0.184	0.288	0.104	0.208	0.042	8.771782e-38	chr2	175199670	175199671	cg03181248	SP9	Island	I
1.058662e-08	0.215	0.335	0.12	0.206	0.042	1.355858e-07	7.873088e-41	0.185	0.303	0.119	0.199	0.041	7.146879e-40	chr1	223538627	223538628	cg03200052	SUSD4	Island	II
1.116317e-05	0.22	0.278	0.058	0.299	0.029	5.484718e-05	7.834704e-26	0.156	0.215	0.059	0.254	0.029	3.767486e-25	chr10	25241260	25241261	cg03207574	PRTFDC1	Island	I
1.775452e-05	0.215	0.249	0.034	0.301	0.02	8.284278e-05	1.713695e-31	0.168	0.202	0.035	0.245	0.021	1.034956e-30	chr1	180124071	180124072	cg03208016	QSOX1	Island	I
1.203017e-05	0.155	0.207	0.052	0.201	0.039	5.861632e-05	2.128089e-23	0.118	0.17	0.052	0.181	0.038	9.294695e-23	chr19	53758055	53758056	cg03217253	ZNF677	Island	I
1.573722e-09	0.324	0.373	0.048	0.28	0.077	2.856274e-08	7.072711e-47	0.321	0.369	0.048	0.262	0.075	8.679597e-46	chr16	23847556	23847557	cg03217795	PRKCB	Island	I
8.392658e-06	0.186	0.274	0.088	0.239	0.027	4.25564e-05	1.612025e-43	0.181	0.269	0.088	0.209	0.026	1.667581e-42	chr17	59534903	59534904	cg03222323	TBX4	Island	II
5.663999e-05	0.184	0.24	0.056	0.274	0.027	0.0002333914	7.945729e-33	0.175	0.231	0.056	0.246	0.026	5.068081e-32	chr8	97172012	97172013	cg03224572	GDF6	Island	I
2.53469e-05	0.167	0.19	0.023	0.239	0.004	0.0001138237	1.85299e-31	0.14	0.163	0.023	0.209	0.004	1.11736e-30	chr11	105481317	105481318	cg03225817	GRIA4	Island	I
2.99366e-05	0.155	0.225	0.07	0.222	0.019	0.0001320625	8.013359e-34	0.149	0.219	0.07	0.208	0.019	5.332523e-33	chr4	122686432	122686433	cg03227184	TMEM155	Island	II
1.151168e-06	0.237	0.289	0.053	0.284	0.042	7.40134e-06	1.05395e-45	0.255	0.309	0.054	0.278	0.043	1.217289e-44	chr10	128994432	128994433	cg03242819	DOCK1	Island	I
3.912999e-09	0.256	0.479	0.223	0.232	0.065	5.976407e-08	1.028693e-27	0.19	0.41	0.221	0.23	0.065	5.339903e-27	chr12	21811034	21811035	cg03243946	LDHB	S_Shore	II
1.697333e-07	0.289	0.333	0.044	0.304	0.028	1.405214e-06	2.365557e-55	0.292	0.336	0.045	0.294	0.028	4.724732e-54	chr1	46951318	46951319	cg03257575	cg03257575	Island	I
2.714713e-06	0.243	0.313	0.07	0.306	0.035	1.570809e-05	1.573228e-33	0.21	0.28	0.069	0.289	0.034	1.033694e-32	chr16	3202416	3202417	cg03286682	cg03286682	S_Shore	I
9.469415e-08	0.204	0.252	0.048	0.21	0.036	8.528912e-07	1.353388e-38	0.171	0.219	0.048	0.204	0.035	1.107545e-37	chr11	133994930	133994931	cg03304528	JAM3	Island	I
3.18938e-05	0.18	0.211	0.031	0.26	0.011	0.0001397734	1.499874e-30	0.155	0.186	0.031	0.234	0.011	8.722141e-30	chr4	172734276	172734277	cg03304610	GALNTL6	Island	I
1.224051e-08	0.326	0.406	0.08	0.312	0.043	1.528437e-07	6.83535e-59	0.321	0.402	0.081	0.297	0.043	1.719758e-57	chr16	23847325	23847326	cg03306374	PRKCB	Island	I
4.146691e-09	0.342	0.494	0.152	0.327	0.142	6.265677e-08	3.269917e-25	0.347	0.496	0.149	0.318	0.14	1.534406e-24	chr19	1467952	1467953	cg03306486	APC2	Island	I
