Pvalue.pair	Statistic.pair	mean1.pair	mean2.pair	SD1.pair	SD2.pair	FDR.pair	Pvalue.single	Statistic.single	mean1.single	mean2.single	SD1.single	SD2.single	FDR.single	V1	V2	V3	V4	V5	V6	V7
5.268878e-20	0.446	0.535	0.089	0.188	0.036	5.887541e-18	2.751811e-127	0.427	0.516	0.089	0.217	0.036	1.45708e-124	chr14	74707911	74707912	cg05829782	VSX2	Island	II
7.42117e-07	0.18	0.33	0.15	0.199	0.057	3.891418e-06	2.709772e-27	0.165	0.314	0.15	0.202	0.057	1.815031e-26	chr3	9993731	9993732	cg05833158	PRRT3	Island	II
7.050114e-10	0.294	0.4	0.106	0.252	0.059	6.543319e-09	1.514433e-62	0.337	0.443	0.106	0.264	0.059	4.406185e-61	chr7	64712472	64712473	cg05841659	cg05841659	Island	I
6.778357e-07	0.178	0.221	0.042	0.208	0.032	3.582713e-06	1.076222e-32	0.146	0.189	0.042	0.206	0.032	9.027551e-32	chr16	28634766	28634767	cg05845592	SULT1A1	Island	I
2.438994e-09	0.313	0.375	0.062	0.28	0.021	2.041593e-08	2.678769e-64	0.281	0.344	0.062	0.276	0.021	8.393723e-63	chr13	39261425	39261426	cg05849857	FREM2	Island	I
7.078371e-12	0.299	0.626	0.328	0.203	0.066	9.685928e-11	1.866392e-45	0.277	0.604	0.328	0.207	0.066	2.663925e-44	chr12	5540116	5540117	cg05852143	NTF3	Island	I
2.88737e-09	0.198	0.272	0.074	0.181	0.021	2.384707e-08	3.184884e-81	0.242	0.317	0.074	0.198	0.021	2.021184e-79	chr7	64712682	64712683	cg05853159	cg05853159	Island	II
5.416159e-09	0.259	0.309	0.05	0.238	0.023	4.255745e-08	3.303364e-77	0.27	0.32	0.05	0.23	0.023	1.783704e-75	chr12	77719408	77719409	cg05854114	cg05854114	Island	I
3.095223e-14	0.31	0.469	0.158	0.194	0.06	7.060064e-13	6.996703e-59	0.318	0.477	0.158	0.194	0.06	1.735983e-57	chr17	26699187	26699188	cg05854644	SARM1	Island	II
3.016678e-09	0.293	0.62	0.327	0.18	0.177	2.483477e-08	2.600863e-11	0.233	0.56	0.327	0.158	0.177	8.4608e-11	chr14	85996751	85996752	cg05855039	FLRT2	Island	I
1.754649e-06	0.198	0.365	0.167	0.24	0.049	8.562778e-06	1.414933e-29	0.167	0.333	0.167	0.225	0.049	1.043216e-28	chr5	145724643	145724644	cg05859679	cg05859679	N_Shore	I
1.54764e-16	0.393	0.575	0.182	0.2	0.081	6.221742e-15	9.000246e-49	0.4	0.582	0.182	0.187	0.081	1.475326e-47	chr1	35395663	35395664	cg05860313	cg05860313	Island	II
1.518517e-05	0.17	0.208	0.039	0.232	0.014	6.172925e-05	1.128104e-46	0.194	0.232	0.039	0.238	0.014	1.691345e-45	chr18	7567426	7567427	cg05870479	PTPRM	Island	I
4.057123e-08	0.21	0.581	0.371	0.167	0.105	2.703236e-07	3.429496e-17	0.197	0.568	0.371	0.167	0.105	1.48489e-16	chr5	140800586	140800587	cg05870739	PCDHGA4	N_Shore	I
1.713899e-11	0.242	0.366	0.124	0.18	0.037	2.174227e-10	4.570563e-60	0.218	0.343	0.124	0.189	0.037	1.195272e-58	chr6	1383982	1383983	cg05872706	cg05872706	Island	II
4.889049e-06	0.163	0.217	0.053	0.211	0.007	2.187507e-05	1.116088e-49	NA	NA	0.053	NA	0.007	1.898404e-48	chr4	93225360	93225361	cg05873487	GRID2	N_Shore	I
2.18488e-16	0.418	0.503	0.085	0.224	0.026	8.437544e-15	4.375646e-130	0.413	0.497	0.085	0.227	0.026	2.695241e-127	chr4	154709828	154709829	cg05874561	SFRP2	Island	II
1.589387e-12	0.316	0.405	0.089	0.229	0.044	2.484511e-11	9.169839e-92	0.364	0.453	0.089	0.224	0.044	9.173661e-90	chr20	2539552	2539553	cg05874732	TMC2	Island	II
2.438804e-17	0.359	0.417	0.058	0.176	0.025	1.211799e-15	2.435789e-96	0.299	0.357	0.058	0.211	0.025	3.01008e-94	chr7	93204347	93204348	cg05876738	CALCR	Island	I
2.672489e-10	0.278	0.334	0.057	0.235	0.022	2.691486e-09	7.270712e-78	0.286	0.343	0.057	0.244	0.022	4.046192e-76	chr2	31456789	31456790	cg05882522	EHD3	Island	II
1.590386e-11	0.207	0.424	0.217	0.174	0.079	2.030679e-10	1.011169e-23	0.193	0.411	0.217	0.194	0.079	5.801409e-23	chr3	186857284	186857285	cg05882938	RPL39L	Island	I
1.374054e-06	0.182	0.627	0.445	0.19	0.097	6.844693e-06	5.276034e-15	0.162	0.607	0.445	0.178	0.097	2.064731e-14	chr1	156626749	156626750	cg05888917	BCAN	N_Shore	I
2.209897e-06	0.158	0.462	0.304	0.221	0.185	1.057042e-05	1.733753e-08	0.193	0.496	0.304	0.206	0.185	4.784119e-08	chr4	40859249	40859250	cg05894734	APBB2	S_Shore	I
3.319554e-08	0.232	0.297	0.065	0.234	0.019	2.248451e-07	4.097498e-74	0.262	0.327	0.065	0.232	0.019	1.947996e-72	chr2	20865847	20865848	cg05899618	GDF7	Island	II
2.711169e-14	0.394	0.681	0.287	0.203	0.147	6.252834e-13	4.943643e-24	0.387	0.673	0.287	0.196	0.147	2.876795e-23	chr15	88800567	88800568	cg05901579	NTRK3	Island	I
2.353897e-15	0.308	0.36	0.052	0.178	0.035	6.951209e-14	4.941457e-97	0.313	0.365	0.052	0.194	0.035	6.315386e-95	chr10	134599372	134599373	cg05904135	NKX6-2	Island	I
3.488005e-05	0.175	0.26	0.085	0.26	0.057	0.0001317524	1.085827e-19	0.142	0.227	0.085	0.238	0.057	5.242756e-19	chr5	7851031	7851032	cg05904966	C5orf49	Island	I
1.936656e-11	0.371	0.485	0.114	0.291	0.049	2.431579e-10	1.584445e-84	0.394	0.508	0.114	0.277	0.049	1.164273e-82	chr15	51385916	51385917	cg05905176	TNFAIP8L3	Island	I
3.09436e-13	0.232	0.342	0.11	0.152	0.032	5.61852e-12	5.52947e-75	0.228	0.339	0.11	0.174	0.032	2.72663e-73	chr13	108520481	108520482	cg05905988	FAM155A	Island	II
2.564942e-18	0.387	0.605	0.219	0.174	0.077	1.706507e-16	2.251479e-49	0.382	0.601	0.218	0.184	0.077	3.781249e-48	chr2	187713986	187713987	cg05907046	ZSWIM2	Island	II
1.296601e-11	0.337	0.439	0.102	0.246	0.034	1.684119e-10	3.627573e-96	0.342	0.444	0.102	0.231	0.034	4.437167e-94	chr5	77268888	77268889	cg05907933	cg05907933	S_Shore	II
2.781601e-17	0.443	0.553	0.109	0.22	0.043	1.360789e-15	1.777501e-125	0.476	0.586	0.109	0.205	0.043	8.712945e-123	chr16	2041512	2041513	cg05915293	SYNGR3	N_Shore	I
2.553539e-11	0.3	0.378	0.078	0.233	0.046	3.133885e-10	4.096977e-71	0.309	0.387	0.078	0.237	0.046	1.708792e-69	chr11	119292737	119292738	cg05916744	THY1	Island	I
2.104363e-05	0.194	0.24	0.046	0.271	0.035	8.312076e-05	3.845397e-45	0.228	0.274	0.046	0.273	0.035	5.415208e-44	chr14	37126902	37126903	cg05917460	PAX9	Island	I
4.996429e-16	0.346	0.543	0.197	0.174	0.078	1.754353e-14	2.076561e-49	0.397	0.594	0.197	0.179	0.078	3.494002e-48	chr1	57889417	57889418	cg05919360	DAB1	Island	II
1.60411e-06	0.154	0.191	0.037	0.191	0.023	7.884779e-06	3.78497e-39	0.141	0.178	0.037	0.184	0.023	4.156645e-38	chr6	74405909	74405910	cg05923072	CD109	Island	I
7.963971e-14	0.343	0.42	0.078	0.217	0.04	1.654732e-12	6.398931e-102	0.355	0.433	0.078	0.179	0.04	1.009718e-99	chr1	63795711	63795712	cg05923687	cg05923687	Island	I
3.820567e-08	0.244	0.41	0.165	0.2	0.127	2.558706e-07	1.96224e-20	0.28	0.445	0.165	0.193	0.127	9.78378e-20	chr4	140200723	140200724	cg05924540	C4orf49	N_Shore	I
8.943371e-09	0.25	0.386	0.136	0.229	0.042	6.751851e-08	2.512428e-60	0.256	0.392	0.136	0.227	0.042	6.643643e-59	chr1	54203548	54203549	cg05927190	cg05927190	Island	I
1.034854e-11	0.346	0.386	0.04	0.253	0.019	1.369061e-10	3.473179e-108	0.367	0.407	0.04	0.243	0.019	7.435701e-106	chr18	70211774	70211775	cg05928649	CBLN2	Island	I
1.580331e-09	0.298	0.503	0.205	0.238	0.074	1.371085e-08	2.043997e-44	0.306	0.511	0.205	0.233	0.074	2.792534e-43	chr8	11560540	11560541	cg05930881	GATA4	Island	I
4.00469e-08	0.229	0.299	0.071	0.232	0.023	2.671401e-07	7.823686e-59	0.239	0.31	0.071	0.247	0.023	1.936317e-57	chr7	121513058	121513059	cg05931096	PTPRZ1	Island	II
2.072159e-08	0.26	0.284	0.024	0.255	0.006	1.457537e-07	2.777225e-68	0.27	0.294	0.024	0.257	0.006	1.02132e-66	chr10	99531765	99531766	cg05937453	SFRP5	Island	I
2.041958e-17	0.388	0.495	0.108	0.193	0.056	1.036325e-15	1.914642e-83	0.406	0.514	0.108	0.219	0.056	1.345259e-81	chr1	108508207	108508208	cg05937496	VAV3	S_Shore	II
1.08144e-11	0.322	0.38	0.058	0.248	0.027	1.425454e-10	4.372431e-106	0.348	0.406	0.058	0.227	0.027	8.460024e-104	chr11	32448678	32448679	cg05940984	WT1	Island	I
4.024291e-10	0.294	0.321	0.027	0.243	0.036	3.911268e-09	8.017812e-73	0.298	0.325	0.027	0.251	0.036	3.60533e-71	chr7	132261418	132261419	cg05950570	PLXNA4	Island	I
4.834957e-06	0.213	0.475	0.262	0.248	0.115	2.165457e-05	2.917338e-18	0.226	0.487	0.262	0.232	0.115	1.324426e-17	chr19	11784647	11784648	cg05950877	ZNF833	N_Shore	II
2.530651e-05	0.159	0.188	0.03	0.224	0.023	9.835171e-05	3.016912e-43	0.181	0.21	0.029	0.228	0.023	3.929407e-42	chr7	93551275	93551276	cg05952925	GNG11	NA	I
1.950181e-14	0.318	0.366	0.048	0.178	0.042	4.648522e-13	9.113344e-90	NA	NA	0.048	NA	0.042	8.36883e-88	chr8	16884555	16884556	cg05956498	EFHA2	Island	I
2.750826e-18	0.328	0.422	0.094	0.156	0.034	1.813123e-16	1.537372e-112	0.333	0.427	0.094	0.171	0.034	4.003282e-110	chr2	145274125	145274126	cg05961935	ZEB2	Island	II
2.623327e-05	0.151	0.589	0.438	0.152	0.106	0.0001016254	1.075425e-12	0.154	0.592	0.438	0.151	0.106	3.762206e-12	chr10	11207437	11207438	cg05966978	CUGBP2	Island	II
7.560096e-08	0.158	0.203	0.046	0.162	0.016	4.787952e-07	3.936301e-56	0.165	0.211	0.046	0.177	0.016	8.712591e-55	chr19	19006562	19006563	cg05970528	GDF1	Island	I
5.706866e-06	0.174	0.21	0.035	0.227	0.009	2.51982e-05	2.966011e-40	0.154	0.189	0.035	0.208	0.009	3.415418e-39	chr3	43020846	43020847	cg05982399	FAM198A	Island	II
3.656318e-10	0.251	0.361	0.111	0.21	0.042	3.582287e-09	3.691391e-71	0.28	0.39	0.111	0.211	0.042	1.543529e-69	chr5	161275449	161275450	cg05982485	GABRA1	NA	II
1.311517e-09	0.235	0.285	0.05	0.205	0.018	1.155017e-08	1.328673e-81	0.251	0.301	0.05	0.206	0.018	8.55398e-80	chr19	30019369	30019370	cg05984554	VSTM2B	Island	II
1.513983e-06	0.154	0.213	0.059	0.184	0.013	7.479552e-06	1.883781e-47	0.155	0.214	0.059	0.187	0.013	2.923245e-46	chr20	1783401	1783402	cg05985324	cg05985324	N_Shore	II
7.532061e-18	0.382	0.457	0.075	0.183	0.032	4.331895e-16	3.032305e-126	0.38	0.455	0.075	0.195	0.032	1.543689e-123	chr8	143532832	143532833	cg05988699	cg05988699	Island	I
5.064818e-05	0.18	0.237	0.057	0.266	0.015	0.0001850568	8.369774e-32	0.155	0.212	0.057	0.242	0.015	6.762494e-31	chr6	27841314	27841315	cg05990544	HIST1H4L	S_Shore	II
1.446122e-06	0.192	0.249	0.057	0.234	0.019	7.17194e-06	1.645994e-42	0.176	0.233	0.057	0.227	0.019	2.079293e-41	chr20	62674016	62674017	cg05991314	cg05991314	Island	II
3.492658e-08	0.195	0.23	0.035	0.194	0.02	2.356472e-07	2.750084e-51	0.182	0.218	0.035	0.207	0.02	4.981304e-50	chr15	32828643	32828644	cg05991857	cg05991857	Island	I
7.330425e-22	0.488	0.546	0.058	0.185	0.026	1.590033e-19	8.291866e-156	0.447	0.505	0.058	0.204	0.026	2.039825e-152	chr18	31020806	31020807	cg05994094	C18orf34	Island	I
6.133449e-11	0.242	0.309	0.067	0.188	0.019	6.979986e-10	1.423041e-96	0.247	0.314	0.067	0.176	0.019	1.777971e-94	chr8	116680346	116680347	cg05998283	TRPS1	N_Shore	II
2.853759e-06	0.205	0.231	0.026	0.257	0.012	1.335737e-05	9.154583e-54	0.25	0.276	0.026	0.281	0.012	1.841822e-52	chr20	62694736	62694737	cg06001237	TCEA2	Island	I
9.485941e-10	0.31	0.337	0.026	0.273	0.012	8.588915e-09	3.279153e-65	0.285	0.311	0.026	0.28	0.012	1.0629e-63	chr2	228029452	228029453	cg06002370	COL4A3	Island	I
1.934274e-06	0.186	0.453	0.267	0.203	0.11	9.358297e-06	1.292153e-19	0.229	0.496	0.267	0.189	0.11	6.21873e-19	chr18	35104868	35104869	cg06003986	BRUNOL4	Island	I
1.812117e-06	0.221	0.437	0.216	0.254	0.063	8.819643e-06	5.431886e-44	0.261	0.477	0.216	0.238	0.063	7.298751e-43	chr6	1389167	1389168	cg06005891	FOXF2	Island	I
5.67056e-21	0.437	0.593	0.157	0.133	0.085	8.842167e-19	7.748476e-46	0.439	0.596	0.157	0.16	0.085	1.122618e-44	chr2	193059645	193059646	cg06008912	TMEFF2	Island	I
9.604097e-14	0.352	0.463	0.112	0.227	0.053	1.956812e-12	1.845391e-66	0.322	0.434	0.112	0.244	0.053	6.310065e-65	chr5	170740673	170740674	cg06008926	cg06008926	N_Shore	I
5.393744e-05	0.182	0.209	0.027	0.274	0.004	0.000196001	5.682151e-24	0.121	0.148	0.027	0.228	0.004	3.297872e-23	chr17	8534013	8534014	cg06011292	MYH10	Island	I
3.692514e-13	0.297	0.583	0.286	0.164	0.096	6.589806e-12	1.957666e-28	0.291	0.578	0.286	0.16	0.096	1.376465e-27	chr3	27765232	27765233	cg06014401	EOMES	Island	II
1.061478e-11	0.311	0.347	0.036	0.226	0.031	1.401454e-10	4.259001e-89	0.307	0.343	0.036	0.226	0.031	3.803475e-87	chr7	103630490	103630491	cg06022318	RELN	Island	II
1.523612e-07	0.187	0.39	0.204	0.198	0.055	9.10922e-07	1.936151e-36	0.195	0.399	0.204	0.192	0.055	1.902172e-35	chr20	3653555	3653556	cg06023791	ADAM33	Island	II
1.939167e-08	0.199	0.234	0.035	0.181	0.058	1.371763e-07	1.503668e-35	0.201	0.236	0.035	0.192	0.058	1.423229e-34	chr12	3600317	3600318	cg06029846	PRMT8	Island	I
7.028398e-08	0.198	0.242	0.044	0.206	0.013	4.476845e-07	1.700121e-48	0.184	0.228	0.044	0.22	0.013	2.753009e-47	chr10	14215708	14215709	cg06035247	FRMD4A	NA	II
1.082936e-06	0.168	0.204	0.036	0.175	0.074	5.502624e-06	4.063331e-20	0.157	0.193	0.036	0.169	0.074	1.998961e-19	chr11	27744490	27744491	cg06046431	BDNF	Island	I
3.875192e-05	0.188	0.212	0.024	0.277	0.021	0.0001450523	2.090444e-35	0.195	0.219	0.024	0.284	0.021	1.967052e-34	chr10	44880542	44880543	cg06048524	CXCL12	Island	I
1.103409e-09	0.271	0.348	0.077	0.237	0.016	9.860598e-09	1.1485e-89	0.288	0.365	0.077	0.222	0.016	1.051646e-87	chr17	47574667	47574668	cg06052921	NGFR	Island	II
4.91795e-06	0.177	0.209	0.032	0.228	0.005	2.199196e-05	7.663939e-35	0.138	0.17	0.032	0.206	0.005	7.045839e-34	chr8	6692785	6692786	cg06055551	XKR5	Island	II
4.125793e-11	0.291	0.703	0.413	0.176	0.143	4.859435e-10	7.548845e-19	0.3	0.713	0.413	0.148	0.143	3.51592e-18	chr5	3596704	3596705	cg06060135	IRX1	Island	I
1.016276e-15	0.295	0.499	0.205	0.161	0.082	3.302793e-14	2.648352e-31	0.259	0.464	0.205	0.178	0.082	2.095241e-30	chr22	44287510	44287511	cg06062940	PNPLA5	Island	I
1.012053e-05	0.154	0.22	0.067	0.203	0.018	4.259756e-05	1.749063e-41	0.152	0.219	0.067	0.198	0.018	2.121139e-40	chr4	85402870	85402871	cg06065125	cg06065125	Island	I
2.030745e-25	0.573	0.613	0.04	0.165	0.025	1.928794e-22	8.114059e-190	0.556	0.596	0.04	0.208	0.025	1.236036e-185	chr11	128564106	128564107	cg06072021	FLI1	Island	I
8.189368e-07	0.196	0.384	0.188	0.205	0.069	4.260393e-06	2.933854e-28	0.196	0.384	0.188	0.186	0.069	2.048005e-27	chr10	22625665	22625666	cg06073351	cg06073351	Island	II
1.562101e-10	0.352	0.381	0.029	0.285	0.005	1.642317e-09	2.659274e-83	0.366	0.395	0.029	0.3	0.005	1.857248e-81	chr6	166582310	166582311	cg06073449	T	Island	I
2.601808e-13	0.374	0.439	0.065	0.244	0.027	4.806079e-12	1.348273e-92	0.324	0.389	0.065	0.238	0.027	1.399014e-90	chr6	29595653	29595654	cg06078334	GABBR1	Island	II
2.442654e-08	0.251	0.281	0.03	0.248	0.007	1.694842e-07	6.989176e-74	0.271	0.301	0.03	0.243	0.007	3.29152e-72	chr10	133795139	133795140	cg06082745	BNIP3	Island	I
1.582763e-12	0.367	0.435	0.068	0.259	0.045	2.474743e-11	5.714493e-70	0.325	0.393	0.068	0.272	0.045	2.266938e-68	chr3	42304966	42304967	cg06085877	CCK	Island	I
4.937987e-22	0.389	0.575	0.186	0.137	0.08	1.129884e-19	2.787787e-42	0.406	0.592	0.186	0.127	0.08	3.487397e-41	chr6	29521499	29521500	cg06087185	cg06087185	Island	I
3.789714e-10	0.262	0.315	0.054	0.221	0.025	3.702632e-09	1.374558e-84	0.285	0.338	0.054	0.225	0.025	1.012299e-82	chr16	19895321	19895322	cg06088324	GPRC5B	Island	II
6.29368e-07	0.245	0.308	0.064	0.284	0.015	3.34596e-06	6.84779e-63	NA	NA	0.064	NA	0.015	2.017984e-61	chr16	54317413	54317414	cg06088745	IRX3	N_Shore	I
1.9172e-16	0.398	0.447	0.049	0.209	0.023	7.519948e-15	1.348837e-145	0.41	0.459	0.049	0.204	0.023	1.956876e-142	chr18	25757555	25757556	cg06090660	CDH2	Island	I
2.24281e-17	0.329	0.585	0.257	0.161	0.076	1.124713e-15	2.35089e-39	0.317	0.573	0.257	0.148	0.076	2.607554e-38	chr17	6679482	6679483	cg06091013	FBXO39	Island	I
4.401222e-13	0.274	0.492	0.218	0.167	0.085	7.723736e-12	3.646208e-30	0.256	0.474	0.218	0.201	0.085	2.754774e-29	chr10	50887578	50887579	cg06094615	C10orf53	Island	I
5.396257e-09	0.326	0.369	0.043	0.298	0.015	4.241538e-08	1.556888e-95	0.387	0.43	0.043	0.284	0.015	1.843986e-93	chr18	35146766	35146767	cg06103031	BRUNOL4	Island	I
6.995213e-12	0.356	0.459	0.102	0.26	0.031	9.583062e-11	2.042857e-104	0.392	0.494	0.102	0.259	0.031	3.661105e-102	chr21	34444104	34444105	cg06106763	OLIG1	Island	II
5.184963e-07	0.188	0.251	0.063	0.215	0.063	2.802072e-06	3.635367e-26	0.173	0.236	0.063	0.209	0.063	2.322925e-25	chr2	131185499	131185500	cg06109894	cg06109894	Island	I
6.969247e-12	0.231	0.439	0.208	0.169	0.083	9.551685e-11	2.743838e-27	0.229	0.437	0.208	0.186	0.083	1.837538e-26	chr2	149645798	149645799	cg06118384	KIF5C	Island	I
3.575743e-16	0.38	0.482	0.102	0.192	0.048	1.307326e-14	4.454384e-97	0.405	0.506	0.102	0.199	0.048	5.702087e-95	chr2	105461368	105461369	cg06122635	cg06122635	Island	I
5.666584e-14	0.182	0.476	0.294	0.103	0.043	1.217498e-12	4.014451e-43	0.181	0.475	0.294	0.111	0.043	5.200273e-42	chr12	8025517	8025518	cg06122660	SLC2A14	Island	II
4.784311e-09	0.261	0.301	0.04	0.246	0.019	3.794881e-08	7.296976e-92	0.317	0.357	0.04	0.239	0.019	7.320357e-90	chr2	207307622	207307623	cg06123396	ADAM23	N_Shore	I
1.093727e-16	0.347	0.445	0.098	0.174	0.031	4.583019e-15	8.890215e-111	0.32	0.418	0.098	0.178	0.031	2.127555e-108	chr7	98468167	98468168	cg06124528	TMEM130	S_Shore	II
1.218112e-10	0.301	0.423	0.121	0.25	0.061	1.307634e-09	8.762467e-65	0.35	0.472	0.121	0.222	0.061	2.794739e-63	chr7	44144434	44144435	cg06128448	AEBP1	NA	I
3.482075e-26	0.463	0.543	0.079	0.131	0.032	4.755793e-23	8.035712e-155	0.453	0.532	0.08	0.144	0.032	1.829117e-151	chr6	133562466	133562467	cg06132028	EYA4	Island	I
2.97127e-05	0.202	0.26	0.058	0.291	0.012	0.0001138417	2.133219e-39	NA	NA	0.058	NA	0.012	2.370167e-38	chr7	1705349	1705350	cg06134410	cg06134410	Island	II
5.339761e-15	0.352	0.54	0.188	0.21	0.04	1.451141e-13	4.206819e-83	0.314	0.502	0.188	0.22	0.04	2.910347e-81	chr11	33892246	33892247	cg06148118	LMO2	S_Shore	II
2.837342e-10	0.255	0.438	0.183	0.193	0.066	2.841395e-09	7.538067e-33	0.212	0.395	0.183	0.193	0.066	6.360791e-32	chr5	1884513	1884514	cg06161964	cg06161964	Island	II
2.406853e-15	0.378	0.429	0.051	0.212	0.011	7.087511e-14	3.840767e-117	0.381	0.433	0.051	0.236	0.011	1.239766e-114	chr12	128751582	128751583	cg06164660	TMEM132C	Island	I
2.243707e-07	0.229	0.303	0.073	0.244	0.072	1.30118e-06	8.555193e-29	0.211	0.284	0.073	0.234	0.072	6.107559e-28	chr2	27072564	27072565	cg06167664	DPYSL5	Island	I
1.877962e-07	0.248	0.31	0.062	0.266	0.045	1.105029e-06	3.516105e-41	0.216	0.278	0.062	0.255	0.045	4.208032e-40	chr2	45162196	45162197	cg06168026	cg06168026	Island	II
1.095305e-18	0.453	0.517	0.064	0.205	0.023	8.122551e-17	1.643184e-144	0.425	0.49	0.064	0.214	0.023	2.228793e-141	chr11	128563903	128563904	cg06172475	FLI1	Island	I
1.67514e-11	0.368	0.536	0.167	0.266	0.122	2.128945e-10	7.326701e-30	NA	NA	0.168	NA	0.122	5.465083e-29	chr13	78493012	78493013	cg06179060	EDNRB	Island	I
5.392792e-12	0.241	0.393	0.152	0.165	0.065	7.569537e-11	3.556629e-38	0.242	0.394	0.152	0.159	0.065	3.755115e-37	chr7	23287352	23287353	cg06179765	GPNMB	Island	I
8.578236e-19	0.433	0.463	0.03	0.195	0.015	6.585654e-17	3.036609e-156	0.427	0.457	0.03	0.201	0.015	7.660475e-153	chr6	133562196	133562197	cg06181518	EYA4	Island	I
7.703806e-10	0.261	0.3	0.039	0.233	0.057	7.095997e-09	2.262537e-40	0.228	0.267	0.039	0.236	0.057	2.618372e-39	chr3	9993934	9993935	cg06181784	PRRT3	Island	I
3.645916e-08	0.173	0.739	0.565	0.111	0.118	2.450981e-07	3.053817e-13	0.178	0.743	0.565	0.108	0.118	1.097948e-12	chr5	178004204	178004205	cg06183338	COL23A1	Island	I
3.407735e-06	0.229	0.287	0.058	0.289	0.037	1.571374e-05	6.310997e-39	0.233	0.291	0.058	0.308	0.037	6.863354e-38	chr16	88450241	88450242	cg06184647	cg06184647	Island	I
4.631941e-12	0.319	0.372	0.053	0.237	0.047	6.595067e-11	3.3668e-62	0.284	0.337	0.053	0.241	0.047	9.641877e-61	chr3	186857318	186857319	cg06190677	RPL39L	Island	I
6.742168e-05	0.175	0.319	0.144	0.27	0.049	0.000240203	1.035434e-37	0.21	0.354	0.144	0.252	0.049	1.072071e-36	chr2	63276216	63276217	cg06192497	LOC100132215	Island	I
3.062244e-08	0.302	0.331	0.028	0.302	0.028	2.086979e-07	7.093804e-60	0.293	0.322	0.028	0.3	0.028	1.839591e-58	chr16	28074974	28074975	cg06192555	GSG1L	Island	I
2.153519e-06	0.216	0.263	0.047	0.265	0.017	1.03257e-05	1.427763e-51	0.225	0.272	0.047	0.259	0.017	2.616299e-50	chr18	44526707	44526708	cg06198398	KATNAL2	N_Shore	II
1.449506e-08	0.211	0.242	0.031	0.204	0.009	1.050962e-07	2.583142e-61	0.207	0.238	0.031	0.212	0.009	7.117163e-60	chr6	70576502	70576503	cg06200048	COL19A1	N_Shore	I
6.407618e-18	0.347	0.526	0.178	0.156	0.059	3.75697e-16	3.413728e-60	0.355	0.533	0.178	0.156	0.059	8.976022e-59	chr1	77333198	77333199	cg06201642	ST6GALNAC5	Island	II
4.999992e-11	0.27	0.38	0.109	0.212	0.046	5.791261e-10	1.771737e-72	0.305	0.414	0.109	0.221	0.046	7.857161e-71	chr17	79448740	79448741	cg06204745	cg06204745	Island	II
3.704556e-22	0.442	0.566	0.124	0.15	0.067	8.95754e-20	1.164475e-64	0.442	0.566	0.124	0.176	0.067	3.696464e-63	chr12	5019933	5019934	cg06204922	KCNA1	Island	II
7.592025e-27	0.34	0.591	0.251	0.08	0.058	1.478291e-23	3.374795e-50	0.319	0.57	0.251	0.122	0.058	5.852727e-49	chr20	37434231	37434232	cg06207052	PPP1R16B	Island	I
5.539505e-06	0.2	0.236	0.036	0.256	0.021	2.452251e-05	1.714752e-55	0.241	0.278	0.036	0.262	0.021	3.69889e-54	chr1	171810778	171810779	cg06211893	DNM3	Island	I
1.135375e-13	0.333	0.475	0.142	0.2	0.051	2.275605e-12	4.119062e-83	0.368	0.511	0.142	0.199	0.051	2.851129e-81	chr1	110611465	110611466	cg06215569	ALX3	Island	II
4.319798e-21	0.489	0.583	0.095	0.194	0.044	7.023484e-19	2.498451e-130	0.502	0.596	0.095	0.216	0.044	1.560803e-127	chr4	156680769	156680770	cg06217494	GUCY1B3	Island	II
7.50044e-13	0.377	0.448	0.071	0.258	0.033	1.25392e-11	1.335542e-109	0.396	0.467	0.071	0.247	0.033	3.040008e-107	chr7	4922708	4922709	cg06223466	RADIL	Island	II
5.386193e-16	0.187	0.334	0.147	0.105	0.048	1.876238e-14	8.072419e-41	0.194	0.34	0.147	0.11	0.048	9.5053e-40	chr7	103629555	103629556	cg06226283	RELN	Island	I
3.299066e-06	0.248	0.355	0.106	0.309	0.041	1.525189e-05	5.322831e-37	0.222	0.328	0.106	0.297	0.041	5.35399e-36	chr10	8096650	8096651	cg06230736	FLJ45983	Island	II
6.362447e-12	0.37	0.395	0.025	0.268	0.04	8.798989e-11	1.609586e-72	0.334	0.36	0.025	0.285	0.04	7.152482e-71	chr12	21680669	21680670	cg06241792	C12orf39	Island	I
2.344743e-17	0.297	0.528	0.231	0.127	0.06	1.170642e-15	1.996098e-46	0.286	0.517	0.231	0.135	0.06	2.962766e-45	chr7	19157813	19157814	cg06243400	TWIST1	Island	II
4.812159e-12	0.347	0.392	0.045	0.249	0.01	6.827612e-11	1.936508e-92	0.314	0.36	0.045	0.237	0.01	2.000999e-90	chr19	58609473	58609474	cg06243556	ZSCAN18	Island	I
6.809376e-09	0.252	0.339	0.087	0.231	0.061	5.254253e-08	5.159392e-46	0.261	0.348	0.087	0.218	0.061	7.528477e-45	chr8	50824244	50824245	cg06248179	SNTG1	S_Shore	I
2.798218e-11	0.255	0.721	0.466	0.141	0.099	3.409556e-10	7.590556e-23	0.241	0.707	0.466	0.15	0.099	4.195654e-22	chr8	56852290	56852291	cg06248767	LYN	NA	I
1.089229e-21	0.427	0.481	0.054	0.16	0.026	2.195448e-19	1.656493e-151	0.424	0.477	0.054	0.196	0.026	3.296879e-148	chr2	119593464	119593465	cg06266613	cg06266613	Island	I
