#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
RPS6KA2	FOXA1	1861695	1844009	ENSP00000427015	ENSP00000250448	0.000	0.000	0.000	0.000	0.000	0.186	0.000	0.586	0.648
RHOT2	ARHGAP22	1850404	1843969	ENSP00000321971	ENSP00000249601	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.089	0.905
ARF6	KALRN	1847953	1843581	ENSP00000298316	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.200	0.916
CCNF	FBXO31	1858453	1849355	ENSP00000380256	ENSP00000310841	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
TGFB1	ESR1	1842869	1842435	ENSP00000221930	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.563	0.563
PAK2	RHEB	1849679	1845084	ENSP00000314067	ENSP00000262187	0.000	0.000	0.000	0.000	0.000	0.301	0.000	0.381	0.548
TBCD	ARF6	1853205	1847953	ENSP00000347719	ENSP00000298316	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.420
YBX1	PCNT	1855704	1853867	ENSP00000361626	ENSP00000352572	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.066	0.587
PPP2R2B	CACNA1C	1851897	1845866	ENSP00000336591	ENSP00000266376	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.048	0.801
PRKAG2	RHEB	1847092	1845084	ENSP00000287878	ENSP00000262187	0.000	0.000	0.000	0.000	0.000	0.101	0.900	0.187	0.920
RASGRF1	CACNA1C	1860566	1845866	ENSP00000405963	ENSP00000266376	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
CALM1	CCNE1	1853445	1845190	ENSP00000349467	ENSP00000262643	0.000	0.000	0.000	0.000	0.000	0.812	0.000	0.114	0.826
RNPS1	PRPF6	1848328	1845854	ENSP00000301730	ENSP00000266079	0.000	0.000	0.000	0.000	0.090	0.098	0.900	0.060	0.912
NFATC2	CDC42	1858353	1849707	ENSP00000379330	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.232	0.919
TEK	TGFB1	1857139	1842869	ENSP00000369375	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.089	0.000	0.476	0.502
POLE4	ERCC8	1861462	1845673	ENSP00000420176	ENSP00000265038	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NFATC2	CSE1L	1858353	1845260	ENSP00000379330	ENSP00000262982	0.000	0.000	0.000	0.000	0.000	0.573	0.000	0.064	0.583
CDC42	ARHGAP20	1849707	1844774	ENSP00000314458	ENSP00000260283	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.234	0.920
PRKAG1	PRKAG2	1850588	1847092	ENSP00000323867	ENSP00000287878	0.000	0.000	0.000	0.978	0.000	0.941	0.900	0.136	0.993
ORC1	PSMD7	1855507	1842741	ENSP00000360621	ENSP00000219313	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
TRIO	GPR132	1852198	1851080	ENSP00000339299	ENSP00000328818	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
MCL1	ERBB2	1854935	1846101	ENSP00000358022	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.905	0.905
DYNC1H1	NDE1	1853378	1852988	ENSP00000348965	ENSP00000345892	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.390	0.936
NOTCH4	WNT3	1856221	1843027	ENSP00000364163	ENSP00000225512	0.000	0.000	0.000	0.000	0.000	0.188	0.000	0.483	0.562
WIPF2	ACTR3	1850295	1845311	ENSP00000320924	ENSP00000263238	0.000	0.000	0.000	0.000	0.000	0.199	0.900	0.127	0.923
NFATC2	PPARG	1858353	1847090	ENSP00000379330	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.210	0.917
NFATC2	CD40	1858353	1855654	ENSP00000379330	ENSP00000361359	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.459	0.459
CCNF	CCNE1	1858453	1845190	ENSP00000380256	ENSP00000262643	0.000	0.000	0.000	0.000	0.282	0.296	0.000	0.581	0.769
ATP6V0E1	ATP6V0A2	1861726	1851449	ENSP00000427941	ENSP00000332247	0.000	0.000	0.000	0.000	0.000	0.227	0.900	0.892	0.991
PEX5	PEX12	1860660	1843058	ENSP00000407401	ENSP00000225873	0.000	0.000	0.000	0.000	0.180	0.996	0.000	0.880	0.999
HNRNPA2B1	PABPC1	1853084	1849591	ENSP00000346694	ENSP00000313007	0.000	0.000	0.000	0.635	0.090	0.197	0.000	0.626	0.407
PABPC1	RNPS1	1849591	1848328	ENSP00000313007	ENSP00000301730	0.000	0.000	0.000	0.000	0.071	0.283	0.900	0.757	0.981
TRIO	ARHGAP15	1852198	1847533	ENSP00000339299	ENSP00000295095	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
SMAD6	TGFB1	1847140	1842869	ENSP00000288840	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.119	0.900	0.713	0.972
NDE1	TUBA1A	1852988	1848244	ENSP00000345892	ENSP00000301071	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.303	0.927
PSMB11	PSMD7	1859133	1842741	ENSP00000386212	ENSP00000219313	0.000	0.000	0.000	0.000	0.161	0.590	0.900	0.266	0.971
NFKB1	ESR1	1843094	1842435	ENSP00000226574	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.812	0.000	0.625	0.926
IFITM3	OAS2	1858761	1852576	ENSP00000382707	ENSP00000342278	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.184	0.914
NEDD4	OAS2	1852948	1852576	ENSP00000345530	ENSP00000342278	0.000	0.000	0.000	0.000	0.000	0.272	0.000	0.309	0.475
DYNC1H1	TUBA1A	1853378	1848244	ENSP00000348965	ENSP00000301071	0.000	0.000	0.000	0.000	0.000	0.304	0.900	0.713	0.978
NOTCH4	WNT4	1856221	1847209	ENSP00000364163	ENSP00000290167	0.000	0.000	0.000	0.000	0.000	0.188	0.000	0.516	0.590
CD40	PPARG	1855654	1847090	ENSP00000361359	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.872	0.872
NHEJ1	ERCC8	1853423	1845673	ENSP00000349313	ENSP00000265038	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HNRNPM	RNPS1	1850730	1848328	ENSP00000325376	ENSP00000301730	0.000	0.000	0.000	0.000	0.082	0.608	0.900	0.090	0.962
MYO9B	TRIO	1858475	1852198	ENSP00000380444	ENSP00000339299	0.000	0.000	0.000	0.000	0.069	0.000	0.900	0.000	0.902
OPRL1	NPY2R	1851923	1851488	ENSP00000336764	ENSP00000332591	0.000	0.000	0.000	0.692	0.000	0.000	0.900	0.104	0.902
ARF6	EXOC4	1847953	1844259	ENSP00000298316	ENSP00000253861	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.388	0.936
CDC42	KALRN	1849707	1843581	ENSP00000314458	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.449	0.900	0.538	0.972
PCM1	FUS	1850891	1844273	ENSP00000327077	ENSP00000254108	0.000	0.000	0.000	0.000	0.000	0.570	0.000	0.000	0.570
ITPR3	EXOC4	1856094	1844259	ENSP00000363435	ENSP00000253861	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.817	0.817
CCNF	TUBA1A	1858453	1848244	ENSP00000380256	ENSP00000301071	0.000	0.000	0.000	0.000	0.000	0.088	0.000	0.499	0.524
PLD3	DGKD	1853368	1845472	ENSP00000348901	ENSP00000264057	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.098	0.905
DUT	ITPA	1857313	1857158	ENSP00000370376	ENSP00000369456	0.000	0.000	0.000	0.000	0.181	0.000	0.800	0.290	0.873
WNT3	TGFB1	1843027	1842869	ENSP00000225512	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.158	0.000	0.724	0.758
CDH4	SMAD6	1854013	1847140	ENSP00000353656	ENSP00000288840	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.438	0.438
GPR17	KALRN	1846273	1843581	ENSP00000272644	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
FKBP1A	SMAD6	1857423	1847140	ENSP00000371138	ENSP00000288840	0.000	0.000	0.000	0.000	0.000	0.567	0.000	0.394	0.726
DGKD	CHPT1	1845472	1843189	ENSP00000264057	ENSP00000229266	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
TEK	NOTCH4	1857139	1856221	ENSP00000369375	ENSP00000364163	0.000	0.000	0.000	0.000	0.000	0.110	0.000	0.534	0.567
OR5P2	OR6F1	1851396	1848751	ENSP00000331823	ENSP00000305640	0.000	0.000	0.000	0.903	0.000	0.000	0.900	0.000	0.900
IFITM3	IFITM1	1858761	1851288	ENSP00000382707	ENSP00000330825	0.000	0.000	0.000	0.972	0.000	0.000	0.900	0.811	0.902
CNOT1	PPARG	1850299	1847090	ENSP00000320949	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.575	0.000	0.070	0.587
CUX1	BANP	1853975	1846995	ENSP00000353401	ENSP00000286122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.947	0.947
FKBP1A	PDPK1	1857423	1852785	ENSP00000371138	ENSP00000344220	0.000	0.000	0.000	0.000	0.000	0.110	0.000	0.385	0.430
NFATC1	HDAC4	1850967	1845573	ENSP00000327850	ENSP00000264606	0.000	0.000	0.000	0.000	0.000	0.567	0.000	0.103	0.594
CDC42	ABR	1849707	1848581	ENSP00000314458	ENSP00000303909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.326	0.929
AK4	PDE4A	1850420	1846154	ENSP00000322175	ENSP00000270474	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
OBSCN	KALRN	1862970	1843581	ENSP00000455507	ENSP00000240874	0.000	0.000	0.000	0.613	0.000	0.000	0.900	0.389	0.914
COL5A2	COL9A3	1856195	1852483	ENSP00000364000	ENSP00000341640	0.000	0.000	0.000	0.633	0.000	0.000	0.900	0.302	0.910
YBX1	HNRNPA2B1	1855704	1853084	ENSP00000361626	ENSP00000346694	0.000	0.000	0.000	0.000	0.105	0.843	0.900	0.391	0.990
HNRNPM	ARHGAP20	1850730	1844774	ENSP00000325376	ENSP00000260283	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.555	0.555
HCLS1	ACTR3	1850213	1845311	ENSP00000320176	ENSP00000263238	0.000	0.000	0.000	0.000	0.079	0.576	0.000	0.766	0.901
HTR2A	TRIO	1856916	1852198	ENSP00000367959	ENSP00000339299	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.064	0.902
CCNF	FBXO9	1858453	1843715	ENSP00000380256	ENSP00000244426	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HNRNPA2B1	RAF1	1853084	1844086	ENSP00000346694	ENSP00000251849	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.808	0.808
INO80C	KAT5	1859565	1852315	ENSP00000391457	ENSP00000340330	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.301	0.927
LPAR1	P2RY1	1853763	1848668	ENSP00000351755	ENSP00000304767	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.054	0.901
RPS6KA2	FKBP1A	1861695	1857423	ENSP00000427015	ENSP00000371138	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.500
WNT4	ESR1	1847209	1842435	ENSP00000290167	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.470	0.470
LPAR1	LPAR6	1853763	1852804	ENSP00000351755	ENSP00000344353	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.677	0.966
PDE7A	PRKACB	1859054	1855328	ENSP00000385632	ENSP00000359719	0.000	0.000	0.000	0.000	0.207	0.149	0.000	0.526	0.652
FKBP1A	TGFB1	1857423	1842869	ENSP00000371138	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.802	0.900	0.345	0.985
FBXO31	FBXO9	1849355	1843715	ENSP00000310841	ENSP00000244426	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
EZR	ERBB2	1852156	1846101	ENSP00000338934	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.425	0.000	0.745	0.847
KPNA1	NUP93	1852732	1849329	ENSP00000343701	ENSP00000310668	0.000	0.000	0.000	0.000	0.071	0.000	0.000	0.402	0.421
MYO10	CALM1	1861521	1853445	ENSP00000421280	ENSP00000349467	0.000	0.000	0.000	0.000	0.000	0.834	0.000	0.350	0.888
DDX17	ESR1	1858423	1842435	ENSP00000380033	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.902	0.900	0.358	0.993
MCF2L	ARHGAP15	1862148	1847533	ENSP00000440374	ENSP00000295095	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.078	0.903
HLA-DRB1	OAS2	1853944	1852576	ENSP00000353099	ENSP00000342278	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CACNA1C	HDAC4	1845866	1845573	ENSP00000266376	ENSP00000264606	0.000	0.000	0.000	0.000	0.000	0.564	0.000	0.177	0.626
ARHGAP15	KALRN	1847533	1843581	ENSP00000295095	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.054	0.901
NFATC2	NFATC1	1858353	1850967	ENSP00000379330	ENSP00000327850	0.000	0.000	0.000	0.872	0.000	0.000	0.900	0.841	0.910
CDC42	ARHGAP22	1849707	1843969	ENSP00000314458	ENSP00000249601	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.266	0.923
HNRNPA2B1	PRPF6	1853084	1845854	ENSP00000346694	ENSP00000266079	0.000	0.000	0.000	0.000	0.000	0.189	0.900	0.143	0.924
OAS2	PLEC	1852576	1850586	ENSP00000342278	ENSP00000323856	0.000	0.000	0.000	0.000	0.113	0.605	0.000	0.000	0.634
PDE7A	GNAS	1859054	1855402	ENSP00000385632	ENSP00000360141	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.118	0.908
PRKACB	CACNA1C	1855328	1845866	ENSP00000359719	ENSP00000266376	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.116	0.815
DUT	DTYMK	1857313	1848672	ENSP00000370376	ENSP00000304802	0.066	0.000	0.000	0.000	0.432	0.000	0.900	0.662	0.979
OAS2	EXOC4	1852576	1844259	ENSP00000342278	ENSP00000253861	0.000	0.000	0.000	0.000	0.000	0.355	0.000	0.172	0.443
ATP1B1	ABCA2	1854664	1852776	ENSP00000356789	ENSP00000344155	0.000	0.000	0.000	0.000	0.000	0.000	0.720	0.047	0.721
NPY1R	GRM8	1854180	1852779	ENSP00000354652	ENSP00000344173	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.063	0.902
CDC42	ELMO1	1849707	1849503	ENSP00000314458	ENSP00000312185	0.000	0.000	0.000	0.000	0.000	0.165	0.000	0.367	0.449
HTR2A	LPAR1	1856916	1853763	ENSP00000367959	ENSP00000351755	0.000	0.000	0.000	0.632	0.000	0.000	0.900	0.144	0.903
HNRNPUL1	FUS	1857971	1844273	ENSP00000375863	ENSP00000254108	0.000	0.000	0.000	0.000	0.112	0.000	0.900	0.055	0.908
PPP2R2B	RAF1	1851897	1844086	ENSP00000336591	ENSP00000251849	0.000	0.000	0.000	0.000	0.000	0.573	0.900	0.299	0.967
FKBP1A	RHEB	1857423	1845084	ENSP00000371138	ENSP00000262187	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.696	0.696
EPHB2	CDC42	1856154	1849707	ENSP00000363763	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.113	0.900	0.444	0.946
ABR	ARHGAP20	1848581	1844774	ENSP00000303909	ENSP00000260283	0.000	0.000	0.000	0.611	0.000	0.000	0.900	0.545	0.920
INPP5B	TRIO	1855808	1852198	ENSP00000362115	ENSP00000339299	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CNR2	GRM8	1856124	1852779	ENSP00000363596	ENSP00000344173	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.140	0.910
NFATC2	FKBP1A	1858353	1857423	ENSP00000379330	ENSP00000371138	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.391	0.936
TIAM2	ARHGAP15	1850911	1847533	ENSP00000327315	ENSP00000295095	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CDH4	CDH7	1854013	1850119	ENSP00000353656	ENSP00000319166	0.000	0.000	0.000	0.836	0.000	0.000	0.900	0.703	0.911
CD40	ERBB2	1855654	1846101	ENSP00000361359	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.459	0.459
DCC	ELMO1	1859404	1849503	ENSP00000389140	ENSP00000312185	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.042	0.900
RHOT2	CDC42	1850404	1849707	ENSP00000321971	ENSP00000314458	0.000	0.000	0.000	0.707	0.000	0.089	0.900	0.193	0.909
HNRNPM	KALRN	1850730	1843581	ENSP00000325376	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.450
PPP2R2B	NFKB1	1851897	1843094	ENSP00000336591	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.064	0.804
RPS6KA2	NOTCH4	1861695	1856221	ENSP00000427015	ENSP00000364163	0.000	0.000	0.000	0.000	0.000	0.104	0.000	0.423	0.462
CALM1	TRIO	1853445	1852198	ENSP00000349467	ENSP00000339299	0.000	0.000	0.000	0.000	0.000	0.111	0.000	0.389	0.433
GLI3	NFKB1	1858347	1843094	ENSP00000379258	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.091	0.000	0.379	0.411
MCF2L	KALRN	1862148	1843581	ENSP00000440374	ENSP00000240874	0.000	0.000	0.000	0.652	0.000	0.000	0.900	0.000	0.900
TAF11	TAF4	1854176	1844180	ENSP00000354633	ENSP00000252996	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.859	0.999
EPHB2	KALRN	1856154	1843581	ENSP00000363763	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.576	0.900	0.384	0.971
ITPA	POLR3E	1857158	1848107	ENSP00000369456	ENSP00000299853	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PRKACB	RHEB	1855328	1845084	ENSP00000359719	ENSP00000262187	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.394	0.462
MYO10	ACTR3	1861521	1845311	ENSP00000421280	ENSP00000263238	0.000	0.000	0.000	0.000	0.000	0.190	0.900	0.207	0.930
INPP5B	TIAM2	1855808	1850911	ENSP00000362115	ENSP00000327315	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.107	0.906
EZR	ARF6	1852156	1847953	ENSP00000338934	ENSP00000298316	0.000	0.000	0.000	0.000	0.000	0.566	0.000	0.350	0.705
PLD3	DGKI	1853368	1847128	ENSP00000348901	ENSP00000288490	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
AGPAT4	DGKD	1849676	1845472	ENSP00000314036	ENSP00000264057	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.106	0.906
PDGFB	ERBB2	1851250	1846101	ENSP00000330382	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.397	0.874
PRKACB	RAF1	1855328	1844086	ENSP00000359719	ENSP00000251849	0.000	0.000	0.000	0.633	0.000	0.000	0.800	0.672	0.848
MYO9B	PAK2	1858475	1849679	ENSP00000380444	ENSP00000314067	0.000	0.000	0.000	0.000	0.000	0.384	0.000	0.390	0.608
TRIO	ARHGAP20	1852198	1844774	ENSP00000339299	ENSP00000260283	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
MYO9B	TIAM2	1858475	1850911	ENSP00000380444	ENSP00000327315	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.089	0.905
PDGFB	ACTR3	1851250	1845311	ENSP00000330382	ENSP00000263238	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RAF1	ESR1	1844086	1842435	ENSP00000251849	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.109	0.000	0.509	0.543
BANP	NFKB1	1846995	1843094	ENSP00000286122	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.081	0.593
LPAR6	KALRN	1852804	1843581	ENSP00000344353	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RPL34	OAS2	1858216	1852576	ENSP00000378160	ENSP00000342278	0.000	0.000	0.000	0.000	0.184	0.361	0.000	0.000	0.456
NLK	SETDB1	1858963	1846207	ENSP00000384625	ENSP00000271640	0.000	0.000	0.000	0.000	0.000	0.566	0.900	0.268	0.965
HNRNPUL1	YBX1	1857971	1855704	ENSP00000375863	ENSP00000361626	0.000	0.000	0.000	0.000	0.000	0.297	0.900	0.114	0.932
UBE2D3	NEDD4	1853486	1852948	ENSP00000349722	ENSP00000345530	0.000	0.000	0.000	0.000	0.000	0.998	0.000	0.487	0.999
PCNT	PCM1	1853867	1850891	ENSP00000352572	ENSP00000327077	0.000	0.000	0.000	0.000	0.065	0.576	0.900	0.484	0.976
HNRNPA2B1	HNRNPM	1853084	1850730	ENSP00000346694	ENSP00000325376	0.000	0.000	0.000	0.000	0.090	0.000	0.900	0.432	0.943
PCGF6	CBX2	1855118	1849106	ENSP00000358862	ENSP00000308750	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.470	0.944
KAT5	PPARG	1852315	1847090	ENSP00000340330	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.179	0.637
GLI3	WNT4	1858347	1847209	ENSP00000379258	ENSP00000290167	0.000	0.000	0.000	0.000	0.000	0.284	0.000	0.764	0.824
POLE4	ITPA	1861462	1857158	ENSP00000420176	ENSP00000369456	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PRKACB	NFKB1	1855328	1843094	ENSP00000359719	ENSP00000226574	0.000	0.000	0.000	0.000	0.071	0.082	0.900	0.222	0.924
OBSCN	INPP5B	1862970	1855808	ENSP00000455507	ENSP00000362115	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CALM1	RAF1	1853445	1844086	ENSP00000349467	ENSP00000251849	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.259	0.672
RHOT2	ABR	1850404	1848581	ENSP00000321971	ENSP00000303909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RHOT2	ARHGAP15	1850404	1847533	ENSP00000321971	ENSP00000295095	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GNAS	P2RY1	1855402	1848668	ENSP00000360141	ENSP00000304767	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
TRIO	KALRN	1852198	1843581	ENSP00000339299	ENSP00000240874	0.000	0.000	0.000	0.984	0.000	0.000	0.900	0.495	0.900
NOTCH4	TRIO	1856221	1852198	ENSP00000364163	ENSP00000339299	0.000	0.000	0.000	0.000	0.000	0.190	0.000	0.581	0.646
PDPK1	NFKB1	1852785	1843094	ENSP00000344220	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.383	0.935
RPL34	SMG6	1858216	1845276	ENSP00000378160	ENSP00000263073	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PSMB11	PABPC1	1859133	1849591	ENSP00000386212	ENSP00000313007	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
MUC4	ERBB2	1861298	1846101	ENSP00000417498	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.886	0.950
MYO9B	INPP5B	1858475	1855808	ENSP00000380444	ENSP00000362115	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.420
ITGA6	COL5A2	1859218	1856195	ENSP00000386896	ENSP00000364000	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.230	0.839
CDC42	NFKB1	1849707	1843094	ENSP00000314458	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.086	0.000	0.484	0.508
HIPK2	SMAD6	1859047	1847140	ENSP00000385571	ENSP00000288840	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.529	0.530
HNRNPA2B1	RNPS1	1853084	1848328	ENSP00000346694	ENSP00000301730	0.000	0.000	0.000	0.000	0.135	0.103	0.900	0.207	0.930
YBX1	DYNC1H1	1855704	1853378	ENSP00000361626	ENSP00000348965	0.000	0.000	0.000	0.000	0.000	0.427	0.000	0.108	0.467
TEK	NFKB1	1857139	1843094	ENSP00000369375	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.110	0.900	0.392	0.941
MCF2L	RHOT2	1862148	1850404	ENSP00000440374	ENSP00000321971	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GLI3	ESR1	1858347	1842435	ENSP00000379258	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.074	0.000	0.416	0.436
RPL34	EIF3B	1858216	1854079	ENSP00000378160	ENSP00000354125	0.000	0.000	0.000	0.000	0.172	0.000	0.900	0.000	0.913
RASGRF1	CALM1	1860566	1853445	ENSP00000405963	ENSP00000349467	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
GPR132	KALRN	1851080	1843581	ENSP00000328818	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ITGA6	ERBB2	1859218	1846101	ENSP00000386896	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.859	0.859
ERBB2	WNT3	1846101	1843027	ENSP00000269571	ENSP00000225512	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.420
FOXA1	ESR1	1844009	1842435	ENSP00000250448	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.929	0.992
NFKB1	TGFB1	1843094	1842869	ENSP00000226574	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.942	0.942
SCD	PPARG	1855232	1847090	ENSP00000359380	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.931	0.931
DCC	EZR	1859404	1852156	ENSP00000389140	ENSP00000338934	0.000	0.000	0.000	0.000	0.000	0.136	0.900	0.046	0.910
ARHGAP20	KALRN	1844774	1843581	ENSP00000260283	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.057	0.901
TEK	COL18A1	1857139	1853197	ENSP00000369375	ENSP00000347665	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.581	0.581
MYO9B	ABR	1858475	1848581	ENSP00000380444	ENSP00000303909	0.000	0.000	0.000	0.619	0.000	0.000	0.900	0.154	0.904
NOTCH4	ERBB2	1856221	1846101	ENSP00000364163	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.361	0.000	0.813	0.875
HIPK2	NLK	1859047	1858963	ENSP00000385571	ENSP00000384625	0.000	0.000	0.000	0.628	0.000	0.566	0.900	0.877	0.969
FKBP1A	ITPR3	1857423	1856094	ENSP00000371138	ENSP00000363435	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.896	0.897
NTPCR	AK4	1854414	1850420	ENSP00000355587	ENSP00000322175	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
TUBA1A	ESR1	1848244	1842435	ENSP00000301071	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.567	0.900	0.062	0.955
HNRNPUL1	PRPF6	1857971	1845854	ENSP00000375863	ENSP00000266079	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
