#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
PRPF6	FUS	1845854	1844273	ENSP00000266079	ENSP00000254108	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.160	0.912
PPARG	NFKB1	1847090	1843094	ENSP00000287820	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.751	0.974
INO80C	TAF4	1859565	1844180	ENSP00000391457	ENSP00000252996	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
KPNA1	CSE1L	1852732	1845260	ENSP00000343701	ENSP00000262982	0.000	0.000	0.000	0.000	0.112	0.839	0.000	0.846	0.976
CCNF	FBXO31	1858453	1849355	ENSP00000380256	ENSP00000310841	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ALDH9A1	AKR1A1	1853096	1849549	ENSP00000346827	ENSP00000312606	0.000	0.000	0.000	0.000	0.073	0.000	0.900	0.217	0.921
ABCA2	ATP1A3	1852776	1848401	ENSP00000344155	ENSP00000302397	0.000	0.000	0.000	0.000	0.000	0.080	0.900	0.066	0.906
CDH4	CDH7	1854013	1850119	ENSP00000353656	ENSP00000319166	0.000	0.000	0.000	0.836	0.000	0.000	0.900	0.703	0.911
TRIO	ARHGAP20	1852198	1844774	ENSP00000339299	ENSP00000260283	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CNR2	LPAR1	1856124	1853763	ENSP00000363596	ENSP00000351755	0.000	0.000	0.000	0.685	0.000	0.000	0.900	0.000	0.900
OBSCN	ARHGAP22	1862970	1843969	ENSP00000455507	ENSP00000249601	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NDE1	TUBA1A	1852988	1848244	ENSP00000345892	ENSP00000301071	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.303	0.927
ITPR3	CALM1	1856094	1853445	ENSP00000363435	ENSP00000349467	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.224	0.919
OBSCN	CDC42	1862970	1849707	ENSP00000455507	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.456	0.943
MCF2L	ARHGAP22	1862148	1843969	ENSP00000440374	ENSP00000249601	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.199	0.916
PSMB11	ORC1	1859133	1855507	ENSP00000386212	ENSP00000360621	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PSMB11	PAK2	1859133	1849679	ENSP00000386212	ENSP00000314067	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GPR17	KALRN	1846273	1843581	ENSP00000272644	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
DDX17	ESR1	1858423	1842435	ENSP00000380033	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.902	0.900	0.358	0.993
TRIO	ARHGAP22	1852198	1843969	ENSP00000339299	ENSP00000249601	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RPL34	SMG6	1858216	1845276	ENSP00000378160	ENSP00000263073	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
MYO9B	CDC42	1858475	1849707	ENSP00000380444	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.364	0.900	0.640	0.975
HIPK2	NLK	1859047	1858963	ENSP00000385571	ENSP00000384625	0.000	0.000	0.000	0.628	0.000	0.566	0.900	0.877	0.969
CCNF	FBXO9	1858453	1843715	ENSP00000380256	ENSP00000244426	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PRKACB	EZR	1855328	1852156	ENSP00000359719	ENSP00000338934	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
TIAM2	ARHGAP22	1850911	1843969	ENSP00000327315	ENSP00000249601	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.091	0.905
OBSCN	ARHGAP15	1862970	1847533	ENSP00000455507	ENSP00000295095	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
MCF2L	MYO9B	1862148	1858475	ENSP00000440374	ENSP00000380444	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.159	0.912
MCF2L	CDC42	1862148	1849707	ENSP00000440374	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.915	0.900	0.226	0.992
PAK2	PSMD7	1849679	1842741	ENSP00000314067	ENSP00000219313	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NPY1R	NPY2R	1854180	1851488	ENSP00000354652	ENSP00000332591	0.000	0.000	0.000	0.773	0.000	0.000	0.900	0.885	0.919
MYO9B	TIAM2	1858475	1850911	ENSP00000380444	ENSP00000327315	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.089	0.905
MYO9B	ABR	1858475	1848581	ENSP00000380444	ENSP00000303909	0.000	0.000	0.000	0.619	0.000	0.000	0.900	0.154	0.904
OBSCN	ABR	1862970	1848581	ENSP00000455507	ENSP00000303909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
TIAM2	RHOT2	1850911	1850404	ENSP00000327315	ENSP00000321971	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
MLL	TAF4	1862045	1844180	ENSP00000436786	ENSP00000252996	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
MYO9B	KALRN	1858475	1843581	ENSP00000380444	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NFKB1	ESR1	1843094	1842435	ENSP00000226574	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.812	0.000	0.625	0.926
PPARG	SETDB1	1847090	1846207	ENSP00000287820	ENSP00000271640	0.000	0.000	0.000	0.000	0.000	0.566	0.900	0.181	0.961
SVIP	DERL1	1853018	1844703	ENSP00000346130	ENSP00000259512	0.000	0.000	0.000	0.000	0.000	0.857	0.000	0.863	0.979
INPP5B	TIAM2	1855808	1850911	ENSP00000362115	ENSP00000327315	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.107	0.906
MCF2L	KALRN	1862148	1843581	ENSP00000440374	ENSP00000240874	0.000	0.000	0.000	0.652	0.000	0.000	0.900	0.000	0.900
LPCAT1	CHPT1	1846853	1843189	ENSP00000283415	ENSP00000229266	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.350	0.932
HNRNPUL1	HNRNPA2B1	1857971	1853084	ENSP00000375863	ENSP00000346694	0.000	0.000	0.000	0.000	0.078	0.000	0.900	0.132	0.913
DGKI	CHPT1	1847128	1843189	ENSP00000288490	ENSP00000229266	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HTR2A	P2RY1	1856916	1848668	ENSP00000367959	ENSP00000304767	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.262	0.923
ABR	ARHGAP22	1848581	1843969	ENSP00000303909	ENSP00000249601	0.000	0.000	0.000	0.628	0.000	0.000	0.900	0.065	0.900
NUP93	RNPS1	1849329	1848328	ENSP00000310668	ENSP00000301730	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
UBE2D3	NEDD4	1853486	1852948	ENSP00000349722	ENSP00000345530	0.000	0.000	0.000	0.000	0.000	0.998	0.000	0.487	0.999
PABPC1	SMG6	1849591	1845276	ENSP00000313007	ENSP00000263073	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.187	0.915
RNPS1	SMG6	1848328	1845276	ENSP00000301730	ENSP00000263073	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.266	0.923
NLK	SETDB1	1858963	1846207	ENSP00000384625	ENSP00000271640	0.000	0.000	0.000	0.000	0.000	0.566	0.900	0.268	0.965
PLD3	AGPAT4	1853368	1849676	ENSP00000348901	ENSP00000314036	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
P2RY1	KALRN	1848668	1843581	ENSP00000304767	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
OBSCN	ARHGAP20	1862970	1844774	ENSP00000455507	ENSP00000260283	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.041	0.900
ARF6	KALRN	1847953	1843581	ENSP00000298316	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.200	0.916
GNAS	PDE4A	1855402	1846154	ENSP00000360141	ENSP00000270474	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.231	0.919
TIAM2	ARHGAP20	1850911	1844774	ENSP00000327315	ENSP00000260283	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.221	0.918
TIAM2	KALRN	1850911	1843581	ENSP00000327315	ENSP00000240874	0.000	0.000	0.000	0.609	0.000	0.000	0.900	0.353	0.912
MCF2L	ARHGAP15	1862148	1847533	ENSP00000440374	ENSP00000295095	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.078	0.903
PDE7A	AK4	1859054	1850420	ENSP00000385632	ENSP00000322175	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.052	0.901
NPY2R	GPR17	1851488	1846273	ENSP00000332591	ENSP00000272644	0.000	0.000	0.000	0.636	0.000	0.000	0.900	0.000	0.900
P2RY1	GPR17	1848668	1846273	ENSP00000304767	ENSP00000272644	0.000	0.000	0.000	0.802	0.000	0.000	0.900	0.376	0.906
CDH7	CDH6	1850119	1845681	ENSP00000319166	ENSP00000265071	0.000	0.000	0.000	0.971	0.000	0.574	0.900	0.514	0.956
HTR2A	GPR17	1856916	1846273	ENSP00000367959	ENSP00000272644	0.000	0.000	0.000	0.638	0.000	0.000	0.900	0.000	0.900
COL5A2	COL9A3	1856195	1852483	ENSP00000364000	ENSP00000341640	0.000	0.000	0.000	0.633	0.000	0.000	0.900	0.302	0.910
HDAC4	ESR1	1845573	1842435	ENSP00000264606	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.812	0.900	0.281	0.985
PCNT	NDE1	1853867	1852988	ENSP00000352572	ENSP00000345892	0.000	0.000	0.000	0.000	0.000	0.110	0.900	0.235	0.925
PDGFB	TGFB1	1851250	1842869	ENSP00000330382	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.921	0.921
PABPC1	PSMD7	1849591	1842741	ENSP00000313007	ENSP00000219313	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.063	0.902
PRKACB	RYR2	1855328	1854400	ENSP00000359719	ENSP00000355533	0.000	0.000	0.000	0.000	0.000	0.571	0.800	0.100	0.916
LPAR1	LPAR6	1853763	1852804	ENSP00000351755	ENSP00000344353	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.677	0.966
LPAR6	P2RY1	1852804	1848668	ENSP00000344353	ENSP00000304767	0.000	0.000	0.000	0.799	0.000	0.000	0.900	0.529	0.910
MYO9B	RHOT2	1858475	1850404	ENSP00000380444	ENSP00000321971	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
YBX1	HNRNPM	1855704	1850730	ENSP00000361626	ENSP00000325376	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.233	0.920
PRKACB	PDE4A	1855328	1846154	ENSP00000359719	ENSP00000270474	0.000	0.000	0.000	0.000	0.207	0.151	0.900	0.526	0.963
INPP5B	KALRN	1855808	1843581	ENSP00000362115	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CDC42	CDON	1849707	1845370	ENSP00000314458	ENSP00000263577	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.110	0.907
RHOT2	CDC42	1850404	1849707	ENSP00000321971	ENSP00000314458	0.000	0.000	0.000	0.707	0.000	0.089	0.900	0.193	0.909
POLE4	NHEJ1	1861462	1853423	ENSP00000420176	ENSP00000349313	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PRKACB	PRKAG1	1855328	1850588	ENSP00000359719	ENSP00000323867	0.000	0.000	0.000	0.000	0.097	0.164	0.900	0.065	0.919
HLA-DRB1	DYNC1I1	1853944	1850210	ENSP00000353099	ENSP00000320130	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GPR132	P2RY1	1851080	1848668	ENSP00000328818	ENSP00000304767	0.000	0.000	0.000	0.699	0.000	0.000	0.900	0.000	0.900
DYNC1H1	TUBA1A	1853378	1848244	ENSP00000348965	ENSP00000301071	0.000	0.000	0.000	0.000	0.000	0.304	0.900	0.713	0.978
PLD3	LPCAT1	1853368	1846853	ENSP00000348901	ENSP00000283415	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.085	0.904
OBSCN	KALRN	1862970	1843581	ENSP00000455507	ENSP00000240874	0.000	0.000	0.000	0.613	0.000	0.000	0.900	0.389	0.914
GPR132	GPR17	1851080	1846273	ENSP00000328818	ENSP00000272644	0.000	0.000	0.000	0.724	0.000	0.000	0.900	0.000	0.900
COL5A2	COL18A1	1856195	1853197	ENSP00000364000	ENSP00000347665	0.000	0.000	0.000	0.609	0.000	0.000	0.900	0.400	0.914
PAK2	RAF1	1849679	1844086	ENSP00000314067	ENSP00000251849	0.000	0.000	0.000	0.652	0.000	0.576	0.900	0.750	0.967
NPY1R	GRM8	1854180	1852779	ENSP00000354652	ENSP00000344173	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.063	0.902
HNRNPUL1	PRPF6	1857971	1845854	ENSP00000375863	ENSP00000266079	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NDE1	PCM1	1852988	1850891	ENSP00000345892	ENSP00000327077	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.165	0.912
HNRNPM	RNPS1	1850730	1848328	ENSP00000325376	ENSP00000301730	0.000	0.000	0.000	0.000	0.082	0.608	0.900	0.090	0.962
DYNC1H1	PCM1	1853378	1850891	ENSP00000348965	ENSP00000327077	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ARHGAP20	KALRN	1844774	1843581	ENSP00000260283	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.057	0.901
RASGRF1	CDC42	1860566	1849707	ENSP00000405963	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.421	0.939
RHOT2	ABR	1850404	1848581	ENSP00000321971	ENSP00000303909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NFATC2	PPARG	1858353	1847090	ENSP00000379330	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.210	0.917
COL18A1	ESR1	1853197	1842435	ENSP00000347665	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.308	0.927
TRIO	GPR132	1852198	1851080	ENSP00000339299	ENSP00000328818	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RPL34	EIF3B	1858216	1854079	ENSP00000378160	ENSP00000354125	0.000	0.000	0.000	0.000	0.172	0.000	0.900	0.000	0.913
CNR2	NPY2R	1856124	1851488	ENSP00000363596	ENSP00000332591	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
TRIO	CDC42	1852198	1849707	ENSP00000339299	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.449	0.900	0.462	0.967
RNPS1	FUS	1848328	1844273	ENSP00000301730	ENSP00000254108	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.071	0.903
COL23A1	COL5A2	1857880	1856195	ENSP00000375069	ENSP00000364000	0.000	0.000	0.000	0.651	0.000	0.000	0.900	0.000	0.900
LPAR6	GPR17	1852804	1846273	ENSP00000344353	ENSP00000272644	0.000	0.000	0.000	0.816	0.000	0.000	0.900	0.742	0.913
HCLS1	ACTR3	1850213	1845311	ENSP00000320176	ENSP00000263238	0.000	0.000	0.000	0.000	0.079	0.576	0.000	0.766	0.901
POLE4	ERCC8	1861462	1845673	ENSP00000420176	ENSP00000265038	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NPY1R	LPAR1	1854180	1853763	ENSP00000354652	ENSP00000351755	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
INPP5B	ABR	1855808	1848581	ENSP00000362115	ENSP00000303909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.072	0.903
PPAP2C	AGPAT4	1851176	1849676	ENSP00000329697	ENSP00000314036	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.504	0.948
HNRNPM	FUS	1850730	1844273	ENSP00000325376	ENSP00000254108	0.000	0.000	0.000	0.000	0.096	0.000	0.900	0.255	0.926
TIAM2	ABR	1850911	1848581	ENSP00000327315	ENSP00000303909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.093	0.905
OR6F1	OR5A2	1848751	1848575	ENSP00000305640	ENSP00000303834	0.000	0.000	0.000	0.918	0.000	0.000	0.900	0.000	0.900
NHEJ1	ERCC8	1853423	1845673	ENSP00000349313	ENSP00000265038	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PABPC1	RNPS1	1849591	1848328	ENSP00000313007	ENSP00000301730	0.000	0.000	0.000	0.000	0.071	0.283	0.900	0.757	0.981
PDPK1	NFKB1	1852785	1843094	ENSP00000344220	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.383	0.935
TUBA1A	ESR1	1848244	1842435	ENSP00000301071	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.567	0.900	0.062	0.955
TRIO	P2RY1	1852198	1848668	ENSP00000339299	ENSP00000304767	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PEX5	PEX12	1860660	1843058	ENSP00000407401	ENSP00000225873	0.000	0.000	0.000	0.000	0.180	0.996	0.000	0.880	0.999
PRKAG2	RHEB	1847092	1845084	ENSP00000287878	ENSP00000262187	0.000	0.000	0.000	0.000	0.000	0.101	0.900	0.187	0.920
INPP5B	RHOT2	1855808	1850404	ENSP00000362115	ENSP00000321971	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.089	0.905
NFATC1	PPARG	1850967	1847090	ENSP00000327850	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.809	0.980
