	GBM	LGG	Normal	MeanDecreaseAccuracy	MeanDecreaseGini
cg06043159	6.86197785037135e-05	8.4681075655333e-05	0.000800955156224705	0.00038429627518515	0.23166704989367
cg06045337	-9.1859915789988e-05	0.000174343058923615	0.000175423256333991	9.8023428645971e-05	0.158572316569393
cg06067372	0.000112491409617024	0.000232185565308356	0.000348670170249717	0.00025084459102018	0.478768202142468
cg06080831	4.21431065540946e-05	9.86753803775601e-05	0.000505679553418725	0.000262717187648537	0.363051305381897
cg06085011	0.000135287382359082	0.000204218417560843	7.02813007627616e-05	0.000131581303971367	0.138285256770786
cg06088032	-1.45004620858851e-05	6.10692858911189e-05	0.000943262381551204	0.000400925853027093	0.358515798754164
cg06097659	-2.99567879137746e-05	3.21713374344953e-05	0.000510310024611694	0.000210424415431981	0.197415600280347
cg06102777	0.000233063345108911	0.000700965215802774	6.86156303538535e-05	0.000328130116940625	0.348174274906614
cg06118384	-9.05570170560985e-05	0.00146581407878976	0.000581266325479074	0.000722785290574475	0.873666457611251
cg06123942	8.66076018282063e-05	9.45999292119297e-05	0.000693134803657506	0.000341682764286871	0.153068791059485
cg06124528	-5.20267570742641e-05	0.000120661042029432	0.00162256384454564	0.00068306460640993	0.348831244576219
cg06128448	0.000338993914913124	0.000422345625664834	0.000485365842164226	0.00042663965787594	0.359790613792391
cg06142946	0.000188260932691558	-2.99649447126798e-05	0.0003208222621876	0.000167016907532079	0.288227436432595
cg06167664	0.00019140400262545	0.000991270819710263	0.000829707761020312	0.000712367245345988	0.96114620666517
cg06179765	0.000269973870466342	0.000328858333382397	0.00341163540945945	0.00160021522300361	0.46819639591842
cg06183338	-2.80130865336056e-05	-9.34111824273957e-06	0.000979094969051855	0.000388877765685769	0.0939101114300789
cg06188229	-6.27517102419567e-05	8.75528932819531e-05	0.00162614576259483	0.000670892358805261	0.53853845090224
cg06200048	0.000194174150834379	0.00083370467064279	0.000379987838695625	0.000487838006962094	0.346818190387972
cg06201680	6.69831650348297e-05	3.23685242141394e-05	0.000530954383978301	0.000244274910007369	0.249286432519988
cg06206471	-4.47203584688607e-05	0.000313891367167078	0.000114174776233897	0.000146654161640423	0.727509057720706
cg06215569	0.000201055067120462	4.84098694841443e-05	7.90703317609147e-05	0.000102245131333493	0.112826492552919
cg06220235	-4.585547026685e-05	0.000440247884577805	0.000808279056345906	0.000475437063658556	0.188541871910241
cg06241292	0.000505234056029723	0.000478199999091864	7.88841899193756e-05	0.000320476747460459	0.5297224336478
cg06248767	-1.41587301587302e-05	7.37330677528784e-05	0.000259492203961231	0.000127515790441777	0.104353413854254
cg06270244	-6.88778991092882e-05	1.19129616770431e-05	0.00110240310928435	0.000423253899522035	0.414201253682805
cg06288821	0.000205949255023727	0.000814986457222644	0.000302089425036731	0.000467852786897267	0.202993886754139
cg06302690	9.92110461060197e-06	5.23682662430341e-07	0.000817380427109637	0.000336708443178477	0.097165246789819
cg06320126	0.000157838095572091	-5.11439710819173e-05	-1.56013935866708e-05	1.16771390438126e-05	0.143756633197815
cg06321883	0.000287515066767547	4.69763790843893e-05	0.00011197092691192	0.000136117830730533	0.139503562314398
cg06323023	-7.34364828094303e-05	4.0584169452681e-05	9.40156994978336e-05	3.62353449968178e-05	0.104044651400341
cg06327150	0.000376725094022873	0.000827703210160903	0.00080765932169584	0.000698704825983289	0.757183284901905
cg06327621	2.87692535753972e-05	3.95614118281436e-05	7.20045176701523e-05	5.21565535492565e-05	0.106247103477875
cg06331595	4.5057409564806e-05	-9.85582338364497e-06	5.57463898145775e-05	3.31820443625945e-05	0.102203496442346
cg06332859	-5.86480546592571e-05	0.000324302365004611	0.00153550952674315	0.000717550616026047	0.116980592150234
cg06343149	-3.32789003952596e-05	0.000191820362902715	0.000827862400203021	0.000390986749087113	0.308659494278777
cg06349628	3.68605311385475e-05	9.45736713295539e-05	0.000699302556193967	0.000336310579678816	0.157508587659261
cg06352370	2.70010231078534e-05	0.000426026675207003	0.000145150496872462	0.000205462547846324	0.16111046872902
cg06356912	-3.75424942369173e-05	1.33643861876092e-05	0.000414394036497196	0.000170740066537153	0.131419655499242
cg06367925	0.00017338240792316	2.0357777997163e-05	0.00130902168901335	0.000598044109368243	0.159366767275192
cg06371306	0.000172812754348517	-3.21806599387085e-05	2.72715795031305e-05	4.44153318192859e-05	0.0689243505614989
cg06385118	-0.00016613450847961	0.000358491377024374	0.000474963612682022	0.000272342240242017	0.152497861546955
cg06412358	0.000276554110680178	9.23074321786747e-05	0.000866965794241209	0.000457357901746036	0.187200570572855
cg06419850	-0.000101536435877727	0.000252732558981085	0.000522051211621387	0.000264198835260591	0.271332491142642
cg06422883	-4.50855576164495e-05	9.67432652230826e-05	1.72057303204844e-05	2.96829144799159e-05	0.123738926276295
cg06463589	-2.62289731009536e-05	0.000352457359577367	0.00013023016127544	0.000164019837166533	0.108304260009244
cg06482019	-0.000105045569228747	0.000772536007618959	0.000517805265754326	0.000458189912599686	0.14179187083524
cg06484415	0.000127340268767295	0.000688217123685236	0.000274171151350751	0.000393356146009115	0.771291936219311
cg06497198	0.000359189637540984	5.04515831982985e-05	0.00121199042323024	0.00058932149091863	0.864021616136659
cg06499647	-4.02834164941364e-06	2.75669506722373e-05	0.000584016322578414	0.000271183699252345	0.13225634048086
cg06537894	-1.46727506822544e-05	0.000846531322478046	0.000318062959509761	0.000420660022678404	0.156317634082492
cg06539717	-7.73701930927063e-05	0.000456506044100802	0.00228443187301322	0.00108869225167558	0.80842207780296
cg06545268	4.60589228398218e-05	4.08744201015328e-05	0.000469466229011082	0.000215086616968918	0.128193165274351
cg06549924	0.000182677195012456	0.000202539417234625	0.000116425947648669	0.000162538851598352	0.30601077018379
cg06562091	0.000129341811386854	0.00104604472177386	0.00121986286502635	0.000906414211807219	1.72326317490259
cg06572465	-1.7909859003143e-06	-3.33283515563969e-05	0.00159520963900153	0.000658097371654077	0.533304888153372
cg06573604	0.000151293481815187	0.000792897682685014	0.0013430669356934	0.000826814891946785	0.422688505581548
cg06579271	6.86564654018566e-05	0.000207376430365559	0.000755831560167415	0.000400300130667956	0.732828032923707
cg06585708	0.000268958463330467	0.000101710510375202	0.000689920165791709	0.00038922161431605	0.472377561842362
cg06616729	2.63815653559143e-05	-6.50950790672534e-05	0.000675405373416972	0.000256622343461185	0.113556725869307
cg06623935	0.000107460906987048	5.03571454074083e-05	1.67742568073811e-05	5.06760732461215e-05	0.0844922609109908
cg06665391	8.47026980224751e-05	-2.33040892626389e-05	0.000180500932664733	8.83302540774032e-05	0.168508220421826
cg06666025	0.000139967518859259	0.000114749483984498	0.000509950963490787	0.000283386024985433	0.112391381299035
cg06666175	-0.000119059698079782	0.00107963306083106	0.000753881414856513	0.000674242581005408	0.183725349967329
cg06671340	9.1699260489384e-05	-5.12583450099648e-05	0.00154002487778158	0.000618349388451905	0.219148869529536
cg06679534	-5.31907000281967e-05	9.29739591110768e-05	1.77863741986508e-05	2.64446670550308e-05	0.105552860842584
cg06690760	0.000352024397466626	0.000388778525166059	0.00103829204817187	0.000633277009666597	1.11009235341278
cg06702880	2.94945419910196e-05	0.000332362304220332	0.00104602124908314	0.000548758291225903	0.130822960623243
cg06721528	-3.14815342088185e-07	0.000163031128858629	1.74164500989746e-05	6.5915983764029e-05	0.261829317510966
cg06723863	5.42619939325737e-05	0.000167815147876669	0.00305793500456294	0.00132436880713229	0.976841686108117
cg06747432	-4.46116704718149e-05	1.53377334631544e-05	0.000442280302566807	0.000166510421441636	0.125478139928062
cg06755413	-4.60310034820827e-05	8.2963469661224e-05	0.000541453041254116	0.000243527308841812	0.259754154217503
cg06756211	0.000266667022108253	0.000559567545332277	0.000160963101267092	0.000333506381374143	0.143508628835068
cg06774875	0.000489284954074575	0.000707573004341318	0.000713827848087614	0.00066277248673733	0.417812039108581
cg06779449	-2.77201187248418e-05	-2.05691118649942e-05	0.00234991437688072	0.000968819474227103	0.171237319357704
cg06792347	-3.19441244428822e-05	0.00199373674760812	0.00120473402808129	0.00117928889975887	1.62461211020753
cg06795971	9.53855892512564e-05	0.000447259309120091	0.000250093737914036	0.000266334470372529	0.246407435112214
cg06802365	0.000778681634834439	8.09810869986586e-05	0.00126891047740303	0.000738408860026815	0.666481146334068
cg06802522	7.01105735068264e-05	0.000164765708019661	0.000210046708708759	0.000161581517061509	0.139205358869047
cg06805572	0.000565602802597994	0.00022518361782853	0.000217526604909025	0.000303307148262949	0.558127467293516
cg06811166	0.000442160884897564	0.00117697026968792	0.000654623914844527	0.000793888603102878	0.928894136592017
cg06829830	0.000986237740959426	-0.000143550432495167	0.00280528870058936	0.00134832901344573	1.04175240670085
cg06829968	5.99814328554358e-05	-4.85090702787218e-05	0.00159062762663916	0.000685475651928001	0.17239080941272
cg06833110	-3.25554488670693e-05	7.07154571218617e-05	0.000648888771147351	0.000278892904675678	0.135482446066706
cg06842800	0.000124431820274801	6.14703257168009e-05	0.000200910493815119	0.000130817295930137	0.132345668296051
cg06846669	-0.000209710668636576	6.29243200033283e-05	0.00231305140448141	0.000902000018188042	0.254088629009516
cg06870995	0.000131469798334412	0.000317036356296877	0.000103706161783997	0.00018185989911012	0.130084420732809
cg06899985	4.1508309591148e-05	0.000231486741012742	0.0011710715436723	0.000576042916670434	0.101290199962319
cg06907405	2.36886407642039e-05	0.00153730986380002	-1.5390534821085e-07	0.000525855577907621	0.322601302658639
cg06937717	-6.51447830298215e-05	0.000242051678634241	0.000987231619864187	0.000485939312796696	0.295962311700884
cg06952660	2.15124388131629e-05	3.62305441185647e-05	0.00126012219291824	0.000523088922304507	0.243833056100223
cg06952752	2.76324697082623e-05	5.23599520779972e-05	0.00015518468607147	8.75454689915082e-05	0.105580321206054
cg06953252	0.000104038471661361	-1.04180549047703e-05	0.000296902962950255	0.000144333418308449	0.321503204096636
cg06955040	-5.98388618357875e-05	1.0607521846617e-05	3.40425531914894e-05	3.92495350930848e-06	0.320415023288523
cg06956048	0.000214280743702538	-2.93450945523708e-05	0.00191833055680187	0.000845593141548729	0.93629118611613
cg06958567	-0.000122166565985698	0.00020456202772723	0.00025417941735357	0.000151265586128232	0.430991354065412
cg06962944	8.66706964623304e-05	0.00104184846929832	0.00158439549896165	0.00102124934039553	0.34412410268328
cg06973595	-0.000183223192157644	7.39869398499824e-05	0.000998794524944928	0.000392352918445159	0.200937117695493
cg06980547	4.80382347436223e-05	0.000343302311229282	0.00176796880452559	0.000861848955187237	0.478969813234355
cg06992285	8.79798333693002e-05	-4.24754458134291e-05	0.000620693476886486	0.000250565472370664	0.154775846325602
cg07005055	0.000148529528145485	8.34674864518588e-06	0.00253959507607607	0.00102925026980432	0.335024649992568
cg07017374	0.00022964226830397	6.32467472274791e-05	0.000856906666183588	0.000447807218554003	0.434653113015127
cg07019438	-8.78966388531981e-06	1.51301639997603e-05	0.00102398120262281	0.000428936893855584	0.142952907137522
cg07045241	0.000123667731179765	7.01792414974563e-05	0.000277907475021418	0.000159430102811993	0.22195507521148
cg07045891	0.000146491230766889	-1.48611516497083e-05	2.77777777777778e-05	4.36085967280878e-05	0.108273428784646
cg07064197	-4.66727071378234e-05	8.6284981893639e-05	8.9448316300068e-05	5.46957010156982e-05	0.06651688208233
cg07078225	-1.22508472200196e-05	8.59654917405236e-06	0.0013887514096554	0.000573160709729035	0.213525308099871
cg07113230	-4.28160361627869e-05	0.000143878708348207	-1.72413793103448e-05	2.89588311693771e-05	0.0506371435900579
cg07121856	0.00025347747797275	0.00015178281032202	0.00179685719801111	0.000865136937458873	0.427701007254275
cg07139301	-2.67795996788423e-05	0.000175032988744228	0.00013354474982382	0.000109254147369399	0.256765452838885
cg07143532	3.77576087762822e-05	-2.0207675862771e-05	0.000188094995579875	7.50931104267871e-05	0.673169149893738
cg07146104	-4.55771640914628e-05	2.90463587738915e-05	0.00059718340730999	0.000244818659601749	0.024507857909365
cg07152591	0.000165315708335389	0.000177466281404247	0.000589944534446041	0.000348586205489436	0.216097575718004
cg07153665	0.000137228822107843	0.000255318494120248	0.000983216099233158	0.000529811232865768	0.214639521650456
cg07166800	0.000117717161966363	3.29439593206575e-05	0.00078720697695717	0.000366325191308551	0.229526403168582
cg07171111	7.55499030335205e-05	1.2183737868932e-05	0	2.25677745222253e-05	0.0660078082547287
cg07175507	-0.00017610225789702	9.93806752280267e-06	0.000585580111922758	0.000183580514421453	0.129308492832326
cg07182669	-0.000165011292051168	0.00204604204136285	0.00280742354853586	0.00182697801694567	1.96569532752039
cg07191393	3.97129723744203e-05	0.000215165690406976	0.000142468436618983	0.000148629251824675	0.129707795186292
cg07200280	4.20209520534689e-05	0.000732452036170032	0.000613207547169811	0.000470361768299752	0.150524279430696
cg07211212	-0.000105362703806976	0.000144599386193688	0.00012627879699777	7.60262011761925e-05	0.168302097906307
cg07227926	6.16120982576787e-05	2.16797068815342e-06	0.00096706502392266	0.000418497129223478	0.266437481427147
cg07229186	-3.73592619482372e-05	4.18654637258947e-05	5.42011924350323e-05	3.02006209493715e-05	0.107248995437142
cg07230905	9.97449410581162e-05	0.000570524062753844	0.000169682895579757	0.000298373638417355	0.150419297872445
cg07244649	0.000200346779607401	0.00142109987872759	0.000121069868995633	0.000592868997309263	0.564828119285974
cg07279281	-2.94461037709644e-05	8.27414713138919e-05	0.000403459261643276	0.000187770678835665	0.117427593968843
cg07281879	-4.30303775106206e-05	3.01672805601929e-05	0.00175726865642003	0.000710089066461857	0.145149103854797
cg07323825	3.24875874569462e-05	-5.24952634507679e-05	0.00118563789152024	0.000480529879538836	0.663878576726249
cg07328505	0.000105426249875587	0.000324582424844911	0.000516796973652162	0.000349431752646847	0.160517333514134
cg07347092	0.000113063988706483	0.000198600214328199	0.000520055701668663	0.000309997991863832	0.319176731768251
cg07367232	0.00016592597869013	3.20121941908928e-05	1.61155876632398e-05	5.60097649710005e-05	0.121185653710951
cg07394446	3.16910124650873e-06	9.98004310221023e-06	5.33126050477467e-05	2.4990162293028e-05	0.0929126610222537
cg07403338	1.50924680936822e-05	6.72126036785093e-05	1.86919969428977e-05	3.45669644930266e-05	0.0731947013769861
cg07423205	3.24914362741395e-05	0.000423315383088816	0.00078616165113224	0.000472056535592272	0.834552603804813
cg07449450	0.000289185116148855	-9.93129136266545e-05	0.00175561026753278	0.000742115823660143	0.459925914087748
cg07454803	0.000159877388286026	0.000137267880979712	6.60602904690974e-05	0.000109374576662996	0.321063611902294
cg07481320	5.21446716952726e-05	0.000275995811982842	8.79930355957447e-05	0.000146538472702982	0.155727655930572
cg07537417	0.000151530282801039	0.000264454016414798	9.45578837030198e-06	0.000128570540354533	0.32410112038491
cg07541200	2.90160516277659e-05	0.00118824889799466	0.00038396889565885	0.000575513981094822	0.0892333580607135
cg07545640	-0.000341177701718852	0.000373062967199561	0.000744611232940608	0.000349921021714984	0.249046518267566
cg07548580	-2.22677601394457e-06	0.00179238552958036	0.00276163809910403	0.00177004459772513	0.540328837911867
cg07635623	-3.44509278100495e-05	0.000276375654052763	0.00109109368648585	0.000525105029854638	0.363021989800094
cg07641160	0.000319387218683779	4.03495830010823e-05	0.00152931882091511	0.00071615773725012	0.636747088558801
cg07679695	0.000236627531315292	0.00030051079536441	0.000600376298546531	0.000409252409037514	0.338237772980521
cg07687766	0.000100109810703283	0.000292091250096088	0.000708262246198092	0.000397693741361185	0.191515813882071
cg07701018	-2.24566047067877e-05	0.000513167740145765	0.00127954838775268	0.000706665974592058	0.782155656690698
cg07722358	0.000156583442175611	0.00165794480163606	0.000933985601689979	0.00100536844175414	0.875645322898734
cg07724309	4.68676608510347e-05	1.00315686941827e-05	6.17193018372526e-05	4.00677731062672e-05	0.130802166665933
cg07753583	9.26041044333488e-05	2.25587958357643e-05	0.00108048433048433	0.000473692003415159	0.562152688773331
cg07758574	8.8761054121237e-05	-7.70678180439471e-07	7.15948661514239e-05	5.08438517274407e-05	0.0744510481062899
cg07785447	0.000434228510221157	-9.72707136804365e-05	0.00169390645052873	0.000773455298837813	1.03402479685811
cg07789559	4.41474317931608e-05	0.000130393845650717	0.000319577880260916	0.000190038163654685	0.166520932368212
cg07825347	-0.000182129580154865	0.000260387589430448	0.00371618510814652	0.00158228529429019	0.687445494475643
cg07831351	-6.6771053148605e-05	0.000217272591223938	0.000738022829909834	0.000357791029721934	0.173559408382965
cg07834574	6.38125833304965e-05	1.90451711349013e-05	0.000118089096762323	7.70802492786881e-05	0.0559652533166059
cg07846311	0.00026860102439849	0.000436062737905568	0.00151014608832375	0.000848191532616489	0.740449733893862
cg07847233	-6.1868632606716e-05	6.13027859967245e-05	0.000848685550857064	0.000351237929946124	0.131477287831566
cg07849581	0.000245451827194161	0.000109988915921038	0.00209819167275834	0.000982573174397833	0.266807000113363
cg07850967	-7.18885175762208e-05	-2.03743712118159e-05	0.000795067446427047	0.000298317578659067	0.0904689533028407
cg07870757	-5.61166296688854e-06	0.000349682030862852	0.00316741160678803	0.00140578224407101	1.85309780576363
cg07873178	-0.000112662723476248	0.00126389960678797	0.000414283708455062	0.000558221810087229	0.432729298458885
cg07881405	-0.000107904134487914	0.000108620742249231	0.000778921568627451	0.000337856957068643	0.580041155992778
cg07892126	9.7151187917671e-05	0.000130564416035755	-1.77405396900323e-05	6.19090440080975e-05	0.159018703453567
cg07895149	7.34892197167826e-05	0.000115758198897037	1.84976442795692e-05	6.57957526133833e-05	0.360518823674452
cg07895684	9.10744185205606e-05	-6.6732928231809e-05	0.000843320822016642	0.000333359583002266	1.45090059559209
cg07905444	0.000153661357537436	0.00104143220666105	0.00130663180073285	0.000935096670183366	0.906877316158225
cg07931391	2.60284706723014e-05	2.15569975782458e-05	0.00026768733018733	0.000121023782340699	0.102191606402171
cg07931631	1.68814255992697e-05	0.000885397296920549	0.000553696744798638	0.00054333004854272	0.117394347881455
cg07955995	0.000420892241253594	3.34905899145615e-05	0.00185812377017269	0.000863382295159925	1.32404398759386
cg07961887	-4.90851600460344e-05	0.000532576195669388	0.00147724148869158	0.000812550543272747	0.229915730050141
cg07973470	-9.17821664580812e-05	5.20808336304291e-05	0.00119128679978883	0.000468696824863594	0.227278287152136
cg07974511	5.9773942528481e-05	2.043524082552e-05	0.000588554071788353	0.00025461613849376	0.158303101765286
cg07983905	-0.000122422217876433	0.00034704898613867	0.000585984056325931	0.000340548380267621	0.446312067236335
cg07991112	-1.41027147725937e-05	-4.17967396170443e-05	0.000425856596781291	0.000157164725654328	0.122587527849502
cg07995179	0.000828197195095994	3.90098976512368e-05	0.00171451471191682	0.000912938873150719	0.722989000338062
cg08034643	0.00020858509497227	0.000359818124958517	0.000286167018808408	0.00029801545030179	0.141713471092099
cg08042316	-2.83490434359757e-05	8.97909129286457e-05	0.00120887942455638	0.00054733774092268	0.281015300212365
cg08065231	0.000220829836836387	-2.37197776437543e-05	0.000733762081116774	0.00033820671260523	0.588397769742843
cg08074621	0.000158905092000886	0.0013362346822423	0.000595523610567997	0.000736278881028522	0.353056033765848
cg08076266	-7.46676364840489e-05	0.000645918433886012	0.00196903514466009	0.000989035207715472	0.435986904548505
cg08081805	4.8051282051282e-05	0.000172241938473636	0.000635133322778031	0.00032732930018221	0.109761981106634
cg08089301	2.95089535515228e-05	-3.92863380763414e-05	0.00191230277528523	0.00077190461057987	0.7040158974301
cg08102256	0.00015305050517031	-7.44500717023507e-06	0.000636394848980602	0.000297614781100191	0.11145977476001
cg08135278	0.000169936736302657	0.000108136861609599	0.000260148371615416	0.000188658698067495	0.587716560528936
cg08135379	-0.000103109542084145	0.000312248083680225	0.00107587438166542	0.000531526833878618	0.479677287517672
cg08144675	3.41594455711999e-05	0.000533788228125233	0.000698588560349186	0.000481546179180363	0.406524369815993
cg08149333	-1.55290997059928e-05	0.000198362172365646	6.18092108346981e-05	9.19044893132481e-05	0.138569586009282
cg08149422	9.9273557513428e-05	0.000717033656899278	0.00164950491016752	0.00096572148680675	0.379570044449188
cg08153345	6.1588246977577e-05	0.000102087984633345	0.000620931993401408	0.000309942074943359	0.11841283488852
cg08154437	0.000273092167724188	1.21532828056473e-05	0.000543192077900344	0.000295293216722082	0.254448167239834
cg08166568	5.34858468163589e-05	0.000193037547028972	3.43686234273112e-05	9.44855959703627e-05	0.213433305243636
cg08173692	1.83444608878696e-05	1.69365654668148e-06	-3.71183092024535e-05	-1.12123740222595e-05	0.0846844021945998
cg08176368	0.000103018404256008	-3.13678301984754e-05	0.000910840884031083	0.000387986378346213	0.233745030454503
cg08177833	-4.485792156881e-05	9.3565302681844e-06	0.0017834125513725	0.000746427343394548	0.290694732435256
cg08189615	5.33300403814831e-05	0.000915399188613129	0.000167252242029725	0.000379740856908535	0.322749460241302
cg08195943	0.000228978046183339	3.90350181805087e-05	0.000999507830774935	0.00047719080420114	0.213537376996613
cg08196359	7.56170563181344e-05	2.83352556202028e-05	0.000721967066203652	0.000320910591296523	0.245186483463458
cg08197943	-1.91424466711888e-05	0.000582360156361234	1.92662212666488e-07	0.000209644023011616	0.139548157907338
cg08205700	-3.98473534664756e-05	0.000415458868223375	0.0013072962199157	0.000667244620409208	0.376978554734452
cg08207377	-0.000112917232429701	0.00100915426650937	5.37053198837622e-05	0.00035054231058315	0.339728348156616
cg08233811	-8.32203009912494e-05	0.00182698301240352	5.10051651838365e-05	0.000642431990033331	0.331261212066931
cg08258000	-8.44661713402773e-05	0.000166379281906069	0.000717790885139033	0.000328350961785128	0.323044189969663
cg08258259	1.26364093338353e-05	1.06745084345004e-05	0.00135801350155336	0.000534935708128999	0.426568754639771
cg08268798	0.00016708816379058	0.000354027308009648	0.000601949676810284	0.000414101012700589	0.686217472754929
cg08296680	-7.49195173105359e-05	0.000220940203225639	0.000370667738126078	0.000212181363962398	0.225156974046984
cg08323075	1.43674301948208e-05	3.01665754489371e-05	0.00170402420722714	0.000723148261834644	0.21720301744279
cg08330183	0.000159718436313237	-2.79401165263864e-06	0.000701741810335544	0.000318042864524451	0.177993824855878
cg08346232	2.62877857994175e-05	0.000304129380827786	0.000674448993449059	0.000399347097160546	0.254793838073277
cg08347042	-0.000127519107705901	0.000905288639644209	0.00262870423558093	0.00139316591655541	0.818081033770471
cg08348496	-9.35468839725343e-05	0.00089770915899123	0.00128829387342334	0.000807261874085446	1.43573298192846
cg08368654	0.000146151484076648	-9.31515146736026e-05	1.80995475113122e-05	7.41753760601332e-06	0.0980040126620584
cg08371772	0.000327077294456077	0.000164388405762021	0.000620381396645812	0.000403007935141523	0.406523821322277
cg08373003	0.000217236222022983	4.41946651732027e-05	0.00145179941267738	0.000651437761279634	0.16280683116375
cg08374890	0.000155192787930874	1.95324624835447e-05	-9.71056253952793e-06	4.3438783321305e-05	0.199081601057022
cg08378442	-7.40359423663021e-05	0.00147085945232051	0.000714404621304621	0.000810220676800713	0.27183401324871
cg08380397	0.000554113799154225	0.000110581795542549	0.000337547765915611	0.000311911641228366	0.490294483856893
cg08384314	2.15358719225446e-06	0.000187569366004609	0.000403899897182349	0.000227197333704703	0.240763927370045
cg08388041	0.0002082546407763	1.70624501674752e-05	0.000895677346611789	0.000412859730597847	0.399360798768947
cg08396863	9.45618018155244e-05	0.000726145706637	2.78208440999139e-05	0.000285312111893008	0.136715856105839
cg08404028	0.000231649136669868	5.37970291718169e-05	0.00102975826531591	0.00049967083384102	0.231035753046661
cg08409074	0.000350323493585911	2.20094130963673e-05	0.000115324903145163	0.000140306405175189	0.140326211598001
cg08416650	-0.000167578502099892	0.000992988820340805	0.000194736602957192	0.000371786701935879	0.224996374939713
cg08450106	-3.16703924753302e-05	5.56274250226375e-05	0.00107717886474479	0.000441091930036743	0.504968282015564
cg08460435	0.000398616121507413	1.05621479023013e-05	0.000513336553914886	0.000310199981409257	0.193847986591036
cg08466792	-1.53159467894876e-06	-0.000102655440832198	0.00122198536501268	0.000441238922637842	0.127344426139248
cg08484526	4.86790969893879e-05	9.35082862924329e-05	0.000530336542211978	0.000256171706132009	0.145161640677682
cg08495115	0.000534220174373368	5.19874840294793e-05	0.00172183701956033	0.000888675296043419	0.551203015030829
cg08508988	7.54249744501659e-05	1.67144194819592e-06	8.2007360891857e-06	2.08617703881256e-05	0.342712713200385
cg08520743	0.000282393782297077	0.000222769771428859	0.00293851778617585	0.00135876974771681	0.488882076641878
cg08547691	-5.42256661641259e-05	0.000959318775021057	0.000387572907301709	0.000476758643232839	0.192084796668538
cg08578245	2.66813483718123e-05	5.63732137365997e-05	2.74749948969177e-05	3.66614868959179e-05	0.106963472716589
cg08599448	-9.13359436746004e-05	0.000220128028940096	0.000739170677857062	0.000374423999116496	0.249762449134384
cg08607018	-2.81163776949834e-05	0.000148309791099828	0.000792133505829682	0.000369405234481772	0.251624534315694
cg08625022	0.000106591194659675	0.000398656794021011	0.00068759994860492	0.000474382450221125	0.172215771130304
cg08625289	0.000293754870487789	0.000199786704189408	0.000504841465730017	0.000344082619748326	1.16030200868326
cg08632680	3.73540613322196e-05	-6.19069623212125e-05	3.45539906103286e-05	-1.07005992722665e-06	0.0674977296067838
cg08640923	5.75988127660024e-05	0.0016542834500233	9.11993764680854e-05	0.000612358136848534	0.54431094266782
cg08648568	-1.81267274961997e-05	0.00156459063926535	0.00229155787727518	0.00146563570258693	1.53264442164615
cg08650580	-4.35071139471126e-05	6.20307273624052e-05	0	1.11123955468246e-05	0.0795349851241195
cg08678256	-1.49612323832487e-05	2.09777913905125e-06	4.36182917607305e-05	1.42850252171709e-05	0.0714823947218414
cg08680048	0.000371535963635949	0.000175079170946691	0.00265124119144587	0.00126042765624371	1.53726982710146
cg08703540	-7.69490988827722e-06	0.000161257392605923	6.28507078786807e-05	8.03514272131411e-05	0.163692201035388
cg08715837	0.00015294470276625	-8.80761936756456e-05	0.000374241670160771	0.000162781297646454	0.162309844375493
cg08727443	9.30085155529975e-05	0.00189760075255897	0.00124221658262487	0.00118703250830345	1.15914380717061
cg08741898	-0.000102593856076852	9.16107111401503e-05	0.000429222887626293	0.000180166739393014	0.386044409665623
cg08742288	-0.000103006024908666	0.000563830979311379	0.000818566751491019	0.000508375628074423	1.07565857966467
cg08781140	2.86510685752913e-07	0.000345368736978173	0.00155057148201779	0.00074806619554857	0.562930510136336
cg08798921	-8.47698168918727e-05	9.23049954561218e-05	0.000235645159019132	0.000108046008901169	0.202907143760271
cg08812555	-6.23958438204448e-05	0.00104104713586936	0.00192371338316828	0.00112595915524066	0.164541820711256
cg08821656	9.30903377683503e-05	0.000900205894047839	0.00163580683679576	0.00100878350779739	1.02147750921869
cg08828819	-0.000107113376459602	5.7725606625204e-05	0.00202377504510447	0.000817357215069319	0.172966456505322
cg08854306	0.000672582482723126	0.000495814087635947	0.000180232068973488	0.000403455103994256	0.682933270701413
cg08854560	0.000283459174861845	0.000142340176318772	0.000296733405067431	0.000239920471442546	0.279549199324387
cg08857729	-9.29175196439311e-05	0.000126437224261745	0.00100700341778773	0.000452435175917349	0.684732500909349
cg08862890	-3.12692138779095e-05	9.30803523099199e-05	0.00108545761022607	0.000444428680127469	0.409687145277429
cg08877617	0.000187490442370745	0.000819646948673383	0.000110905633156273	0.000361795151702529	0.388157285224556
cg08886727	-9.14762404477704e-05	9.04931909765656e-06	0.00123357660611639	0.000481684138193285	0.52596559475633
cg08893692	7.6988365713726e-05	4.18277406455025e-05	0.00133292564051317	0.000586739287384888	0.588172743540329
cg08900101	0.000179818504150241	-2.16816835653552e-05	0.000160805163509887	0.000101531471377265	0.136654506280811
cg08900821	0.0001340809965666	0.000505472477836204	0.00025580463603543	0.000309582517086527	0.741843407679214
cg08902977	-4.72830299856473e-05	8.38873969365229e-05	0.00171105065194374	0.000721620205005115	0.274252631695889
cg08905652	4.44818779250369e-05	8.35511175469268e-05	0.00011949693773333	8.35405800709908e-05	0.237641890331885
cg08914623	0.0001865829876069	0.000314325140626033	0.000431323160337357	0.000328401990505067	0.7309552636577
