	Case_to_Control.logFC	Case_to_Control.AveExpr	Case_to_Control.t	Case_to_Control.P.Value	Case_to_Control.adj.P.Val	Case_to_Control.B	Case_to_Control.Case_AVG	Case_to_Control.Control_AVG	Case_to_Control.deltaBeta	Case_to_Control.CHR	Case_to_Control.MAPINFO	Case_to_Control.Strand	Case_to_Control.Type	Case_to_Control.gene	Case_to_Control.feature	Case_to_Control.cgi	Case_to_Control.feat.cgi	Case_to_Control.UCSC_Islands_Name	Case_to_Control.SNP_ID	Case_to_Control.SNP_DISTANCE
cg04461384	0.0377920440672078	0.477300159680349	4.60873125036606	2.93633062756253e-05	0.0105097921394623	1.34370107003902	0.458404137646745	0.496196181713953	0.0377920440672079	4	101855084	R	II		IGR	opensea	IGR-opensea		rs116861019;rs535298136;rs184172150	44;27;2
cg15235987	0.0354092214350418	0.238406464829906	4.60863037098181	2.9373218459416e-05	0.0105097921394623	1.34337161834496	0.220701854112385	0.256111075547427	0.0354092214350418	12	132469937	R	II	EP400	Body	opensea	Body-opensea		rs572923829;rs144659960	2;1
cg27582013	0.0371895231978607	0.638540869602587	4.60841107961517	2.93947768468613e-05	0.0105097921394623	1.34265546676928	0.619946108003657	0.657135631201518	0.0371895231978608	1	17290228	F	II	CROCC	Body	shelf	Body-shelf	chr1:17292904-17293115	rs571893647	43
cg16526526	0.0325652399457939	0.365474910325521	4.60832942250908	2.94028084611475e-05	0.0105097921394623	1.34238879818729	0.349192290352624	0.381757530298418	0.0325652399457939	2	32490789	F	II	NLRC4	TSS1500	opensea	TSS1500-opensea		rs549906528;rs114945879	40;46
cg26376241	0.0282359141685611	0.198103227625414	4.60829111728939	2.94065768192723e-05	0.0105097921394623	1.34226370501342	0.183985270541133	0.212221184709694	0.0282359141685611	2	65594021	R	II	SPRED2	TSS200	opensea	TSS200-opensea		rs373707061;rs574372519;rs543383406	33;15;1
cg11337215	0.0220308128680812	0.908989286500273	4.60807578399759	2.94277694984325e-05	0.0105112135562507	1.34156049968169	0.897973880066232	0.920004692934313	0.0220308128680812	2	131566622	R	II		IGR	opensea	IGR-opensea		rs575064574;rs79187974	13;11
cg00637104	0.0290683058759554	0.263604783745924	4.60796425333837	2.94387520058958e-05	0.0105112135562507	1.34119628351895	0.249070630807946	0.278138936683902	0.0290683058759554	20	1785303	R	II		IGR	shore	IGR-shore	chr20:1783824-1784552	rs149047594	40
cg13603332	0.0321269585244384	0.243429104380121	4.60765173178924	2.94695476240886e-05	0.0105130935497113	1.3401757269335	0.227365625117902	0.259492583642341	0.0321269585244385	9	108053809	F	II	SLC44A1	Body	opensea	Body-opensea		rs556837544	38
cg08599302	0.0130309286204815	0.927829733706611	4.60760859885124	2.94738003854904e-05	0.0105130935497113	1.34003487604228	0.921314269396371	0.934345198016852	0.0130309286204817	16	3447354	R	II	ZSCAN32	Body	shelf	Body-shelf	chr16:3450716-3451667	rs553651109	11
cg27506975	0.0350799740928894	0.323201985929497	4.60738967961009	2.94953943487561e-05	0.0105130935497113	1.339320001789	0.305661998883052	0.340741972975942	0.0350799740928894	1	180023244	R	II	CEP350	Body	opensea	Body-opensea		rs140839505;rs575476944	41;1
cg21810778	0.0322689863764316	0.35135044122906	4.60733871703494	2.95004234663165e-05	0.0105130935497113	1.33915358692838	0.335215948040845	0.367484934417276	0.0322689863764315	1	31251307	F	II		IGR	opensea	IGR-opensea		rs563442513;rs142237557	0;1
cg21665024	0.0313900478974433	0.323263079284578	4.60716955635682	2.95171226964655e-05	0.0105140188483758	1.33860120928235	0.307568055335856	0.338958103233299	0.0313900478974434	5	10626937	F	II	ANKRD33B	Body	opensea	Body-opensea		rs573732671	1
cg06425946	0.0382620766457554	0.592615373352852	4.60656451722743	2.95769268497091e-05	0.0105192228359778	1.33662557821643	0.573484335029974	0.611746411675729	0.0382620766457556	16	57258323	F	II	RSPRY1	Body	opensea	Body-opensea		rs576599668	35
cg19664838	0.0120809834866047	0.950089069328501	4.6065498507716	2.95783780048828e-05	0.0105192228359778	1.33657768917772	0.944048577585198	0.956129561071803	0.012080983486605	2	10084905	F	II		IGR	opensea	IGR-opensea		rs186800385	1
cg09045465	0.0283160253828911	0.753866489916569	4.60634023626298	2.9599125686534e-05	0.0105192228359778	1.33589326059492	0.739708477225123	0.768024502608014	0.028316025382891	8	145541045	F	II	DGAT1	Body	opensea	Body-opensea		rs149384210	34
cg15851387	0.0146631478864591	0.93670510866889	4.6063104520572	2.96020748887851e-05	0.0105192228359778	1.33579601086571	0.92937353472566	0.94403668261212	0.0146631478864592	2	119962782	F	II		IGR	opensea	IGR-opensea		rs568215022	11
cg21247590	0.0148773553847478	0.923309969680895	4.60621505972551	2.96115224789879e-05	0.0105192228359778	1.33548454279754	0.915871291988521	0.930748647373269	0.0148773553847475	2	198070356	F	II		IGR	opensea	IGR-opensea		rs144290897;rs191884654	1;13
cg25228737	0.0311667319004094	0.377891612942884	4.60616591412517	2.96163909775587e-05	0.0105192228359778	1.3353240771624	0.362308246992679	0.393474978893088	0.0311667319004095	15	82234347	R	II		IGR	opensea	IGR-opensea		rs570677131;rs56151016;rs540427809;rs533527150	38;31;13;11
cg01308536	0.0281060849770814	0.396956875680427	4.60589150471515	2.96435891412444e-05	0.0105220014498364	1.33442811345621	0.382903833191886	0.411009918168967	0.0281060849770813	16	81729051	F	II	CMIP	Body	opensea	Body-opensea		rs76847367	44
cg19526450	0.04239315844276	0.582534889713919	4.60568876383234	2.96636995701905e-05	0.0105220014498364	1.3337661653641	0.561338310492539	0.603731468935299	0.0423931584427603	5	142254301	F	II	ARHGAP26	Body	opensea	Body-opensea		rs144030666;rs145365010;rs562130928;rs191116996	0;4;27;47
cg26592816	0.0332378988626181	0.378729770718437	4.60565999305272	2.96665545057409e-05	0.0105220014498364	1.33367222982026	0.362110821287128	0.395348720149746	0.0332378988626182	11	75245648	F	II		IGR	opensea	IGR-opensea		rs574702551;rs150481350	1;10
cg04486919	0.0394879150851074	0.707470057768702	4.60505518679856	2.97266319853626e-05	0.0105348521773425	1.33169761274888	0.687726100226149	0.727214015311256	0.0394879150851074	7	2117171	F	II	MAD1L1	Body	shore	Body-shore	chr7:2116367-2116781	rs561135880;rs529945942;rs4721372;rs569737376	0;32;35;45
cg04165922	0.0364849633608343	0.344107544030767	4.60497360101141	2.97347452961253e-05	0.0105348521773425	1.33143125309985	0.32586506235035	0.362350025711184	0.0364849633608343	1	162297422	F	II	NOS1AP	Body	opensea	Body-opensea		rs181978896;rs547902696;rs566538006	0;1;24
cg24417971	0.0298023567005372	0.281430051283974	4.6048687135455	2.97451790319156e-05	0.0105348521773425	1.33108882131361	0.266528872933705	0.296331229634243	0.0298023567005373	7	101526238	R	II	CUX1	Body	opensea	Body-opensea		rs538688496;rs143146033;rs185683980	18;12;1
cg05120113	0.0580402062484894	0.573490180459508	4.60422875075526	2.98089173856187e-05	0.0105510933485794	1.32899956642018	0.544470077335263	0.602510283583752	0.0580402062484893	3	33140160	F	II	GLB1	TSS1500	shore	TSS1500-shore	chr3:33138083-33138769	rs78985425	13
cg17999272	0.0237029974723516	0.885959168462034	4.60412421993697	2.98193410381055e-05	0.0105510933485794	1.32865832064347	0.874107669725859	0.89781066719821	0.0237029974723518	17	49079094	R	II	SPAG9	ExonBnd	opensea	ExonBnd-opensea		rs186338543;rs543447094;rs147200044	50;39;27
cg11217598	0.0413914907327899	0.493536902724024	4.60394885525247	2.98368361526687e-05	0.0105522755138647	1.32808584120175	0.472841157357629	0.514232648090418	0.0413914907327898	3	182677424	F	II	DCUN1D1	Body	opensea	Body-opensea		rs376383286;rs114649377;rs527787910	0;1;7
cg09987765	0.0350014055823182	0.770600933316754	4.60361564655874	2.9870106145476e-05	0.0105565211968412	1.32699810227304	0.753100230525595	0.788101636107913	0.035001405582318	11	62430138	F	II		IGR	shelf	IGR-shelf	chr11:62432319-62433417	rs142702463	28
cg26761359	0.0208772994177882	0.901903712861389	4.60335067103955	2.98965891690182e-05	0.0105565211968412	1.32613312831977	0.891465063152495	0.912342362570283	0.0208772994177879	16	90005236	F	II		IGR	shelf	IGR-shelf	chr16:90001271-90002256	rs142501101;rs570877335;rs56265033;rs75260410;rs78619201	13;19;29;33;34
cg02319466	0.0417769975669882	0.742579913609456	4.60323858017436	2.99077990292106e-05	0.0105565211968412	1.32576722991118	0.721691414825962	0.76346841239295	0.0417769975669881	17	76381040	R	II	PGS1	Body	opensea	Body-opensea		rs560454650;rs938348;rs543379600;rs938349	25;21;6;2
cg16678522	0.0365376119330323	0.398721307950574	4.6030876836986	2.99228962187854e-05	0.0105565211968412	1.32527466380089	0.380452501984058	0.416990113917091	0.0365376119330322	20	32149963	F	II	CBFA2T2	Body	opensea	Body-opensea			
cg15583980	0.0459366804918474	0.432614378195433	4.60299488178944	2.99321847540591e-05	0.0105565211968412	1.32497173690774	0.409646037949509	0.455582718441356	0.0459366804918475	6	138071186	R	II		IGR	opensea	IGR-opensea		rs183731540;rs374038727;rs144097126;rs536436573	25;19;18;1
cg17477659	0.0506743539827899	0.519960397942541	4.6029787498849	2.99337996830734e-05	0.0105565211968412	1.32491907888513	0.494623220951146	0.545297574933936	0.0506743539827901	2	40599929	F	II	SLC8A1	Body	opensea	Body-opensea			
cg05067501	0.0372654374853469	0.868974784619797	4.6021049869882	3.00213977252105e-05	0.0105785954560595	1.32206703618138	0.850342065877123	0.88760750336247	0.0372654374853468	16	15687368	F	II		IGR	opensea	IGR-opensea		rs572544161;rs532327447	1;41
cg09751359	0.0278145898087123	0.498496547401813	4.60166276940216	3.00658273390274e-05	0.0105785954560595	1.32062367819785	0.484589252497457	0.512403842306169	0.0278145898087123	2	62177071	F	II	COMMD1	Body	opensea	Body-opensea		rs187366889;rs78824486;rs181759988	0;1;48
cg08140801	0.0374745762359551	0.576875282388283	4.60161916412849	3.00702118481641e-05	0.0105785954560595	1.32048135750018	0.558137994270305	0.59561257050626	0.0374745762359548	6	17619639	F	II	NUP153	Body	opensea	Body-opensea			
cg03765062	0.0349750194335401	0.227661559667353	4.6014169139733	3.00905562844154e-05	0.0105785954560595	1.31982125199459	0.210174049950583	0.245149069384123	0.0349750194335401	12	52370512	R	II	ACVR1B	Body	opensea	Body-opensea		rs542325470	32
cg27251384	0.0330927515323526	0.829333910587948	4.6012421351782	3.01081482203456e-05	0.0105785954560595	1.31925081688898	0.812787534821772	0.845880286354125	0.0330927515323526	10	68771837	R	II	LRRTM3	TSS200	opensea	TSS200-opensea		rs76121352;rs546833545	7;1
cg13770924	0.0404007022894973	0.646650028906493	4.60122265922404	3.0110109148858e-05	0.0105785954560595	1.31918725267997	0.626449677761745	0.666850380051242	0.0404007022894971	1	17409958	F	II	PADI2	Body	opensea	Body-opensea		rs182017814;rs558250031	17;18
cg22138408	0.038223427854962	0.307854114751502	4.60119233047648	3.01131630354736e-05	0.0105785954560595	1.31908826812009	0.288742400824021	0.326965828678983	0.0382234278549619	16	85539811	R	II		IGR	opensea	IGR-opensea		rs117146139	45
cg09494431	0.0343909007167366	0.655547377467725	4.60118232966736	3.01141701114764e-05	0.0105785954560595	1.31905562832897	0.638351927109357	0.672742827826093	0.0343909007167364	11	119569451	F	II	PVRL1	Body	opensea	Body-opensea			
cg03157700	0.0328445608317992	0.677544399413291	4.60105898595284	3.01265934681028e-05	0.0105785954560595	1.31865307188413	0.661122118997391	0.69396667982919	0.0328445608317992	2	172916330	F	II	MAP1D	Body	opensea	Body-opensea			
cg04067517	0.0321707210600842	0.850720071350139	4.60094293479625	3.01382868901911e-05	0.0105785954560595	1.31827432000519	0.834634710820098	0.866805431880181	0.0321707210600839	2	76017724	F	II		IGR	opensea	IGR-opensea		rs571652450	4
cg21852658	0.0363735743429636	0.576261223323824	4.60076919314408	3.0155801568363e-05	0.0105797620854864	1.3177072927986	0.558074436152342	0.594448010495306	0.0363735743429638	6	30002671	R	II	ZNRD1-AS1	ExonBnd	opensea	ExonBnd-opensea		rs574591791	2
cg08055948	0.0324376874525256	0.66021577049977	4.60060933239191	3.01719257347776e-05	0.0105804400043261	1.31718557504361	0.643996926773508	0.676434614226033	0.0324376874525257	3	171763213	F	II	FNDC3B	5'UTR	opensea	5'UTR-opensea		rs374499282;rs530778527;rs141538016;rs561588852	17;19;20;34
cg11572717	0.0356953711271711	0.764159613635879	4.60041852649153	3.01911821994829e-05	0.0105822151776286	1.31656287476146	0.746311928072293	0.782007299199464	0.035695371127171	1	189635422	R	II		IGR	opensea	IGR-opensea		rs116399466;rs543579960;rs144396767	28;22;1
cg01642246	0.0205543311504799	0.914174492745429	4.59938426228381	3.02957715544659e-05	0.0106131150414394	1.3131877018021	0.903897327170189	0.924451658320669	0.0205543311504802	4	5984139	R	II		IGR	opensea	IGR-opensea		rs543010198;rs181980155	22;19
cg08778768	0.0306060219612153	0.155260481481287	4.59926542827556	3.03078112736535e-05	0.0106131150414394	1.31279992315857	0.139957470500679	0.170563492461895	0.0306060219612153	15	70052769	R	II		IGR	opensea	IGR-opensea		rs148132432;rs142932470	25;1
cg09564628	0.0442318271823963	0.556702368018804	4.59899620172703	3.03351054125777e-05	0.0106131268659806	1.31192139877131	0.534586454427606	0.578818281610002	0.0442318271823964	3	51664313	F	II	RAD54L2	Body	opensea	Body-opensea		rs201148857	19
cg21163444	0.0260254143452631	0.288080475862534	4.59888216595225	3.03466735941383e-05	0.0106131268659806	1.31154928997113	0.275067768689902	0.301093183035165	0.0260254143452631	12	54765670	R	II	ZNF385A	Body	shore	Body-shore	chr12:54764065-54764510	rs567101352	37
cg00439981	0.0392247741467526	0.360492088875302	4.59879180398857	3.03558432903942e-05	0.0106131268659806	1.31125443348292	0.340879701801926	0.380104475948679	0.0392247741467527	6	170684299	R	II	FAM120B	Body	shore	Body-shore	chr6:170686006-170687003		
cg10835448	0.015483211692261	0.930199081352097	4.59870368571663	3.03647879155937e-05	0.0106131268659806	1.3109669004889	0.922457475505967	0.937940687198228	0.0154832116922613	6	35450871	F	II	TEAD3	Body	shelf	Body-shelf	chr6:35453776-35454435		
cg06558002	0.0287881814441689	0.253468950403937	4.59715094406794	3.05228262016118e-05	0.0106633653104195	1.30590060589396	0.239074859681853	0.267863041126021	0.0287881814441689	6	6469532	F	II	LY86-AS1	Body	opensea	Body-opensea		rs114185020;rs566523167	10;45
cg23421458	0.0299358670800899	0.65010854557405	4.59594085522431	3.06465473903281e-05	0.0107015733877361	1.30195278770681	0.635140612034005	0.665076479114095	0.0299358670800898	6	36598277	R	II		IGR	opensea	IGR-opensea		rs543024165;rs554638916	2;1
cg13396713	0.0352422610234086	0.299022686783461	4.595620536232	3.06793793658788e-05	0.0107080226310322	1.30090784107337	0.281401556271757	0.316643817295165	0.0352422610234086	17	505019	R	II	VPS53	Body	opensea	Body-opensea		rs10521105;rs373299523;rs150501103;rs373128347;rs377602671;rs201167971	43;30;24;10;9;2
cg10404643	0.0342810217009617	0.590262239635424	4.59530505248406	3.07117494032404e-05	0.0107141576784423	1.29987869603975	0.573121728784943	0.607402750485905	0.0342810217009617	11	8718658	F	II	ST5	Body	opensea	Body-opensea		rs541098523;rs59942149;rs530301037	0;16;35
cg14829190	0.0335155429084629	0.75766804276531	4.59470483048142	3.07734272163702e-05	0.0107141576784423	1.29792077822051	0.740910271311078	0.774425814219541	0.0335155429084627	18	13893806	F	II	MC2R	5'UTR	opensea	5'UTR-opensea		rs534307987;rs555934781;rs144960145	1;21;32
cg02825178	0.0333927087897147	0.354246180878486	4.59462582022815	3.07815552063549e-05	0.0107141576784423	1.29766305511482	0.337549826483629	0.370942535273344	0.0333927087897147	11	4071624	F	II	STIM1	Body	opensea	Body-opensea		rs552278963	46
cg06559306	0.030588757751807	0.27264049682533	4.59459018133508	3.07852221597396e-05	0.0107141576784423	1.29754680537914	0.257346117949426	0.287934875701234	0.0305887577518072	15	42392750	F	II		IGR	opensea	IGR-opensea		rs147574907;rs74512700	0;27
cg16974878	0.032520331569332	0.405205880214059	4.59453095765259	3.07913167428892e-05	0.0107141576784423	1.29735362571387	0.388945714429393	0.421466045998725	0.032520331569332	1	231622987	R	II		IGR	opensea	IGR-opensea		rs1769801;rs116240544;rs148062753	40;39;2
cg02708956	0.0449836358900623	0.454928613530481	4.59444862554832	3.07997913273592e-05	0.0107141576784423	1.29708507112321	0.43243679558545	0.477420431475512	0.0449836358900622	2	240300118	F	II	HDAC4	5'UTR	opensea	5'UTR-opensea		rs148266071	1
cg17122311	0.0348142428318008	0.446687761540023	4.59435468390118	3.0809463691509e-05	0.0107141576784423	1.29677865031537	0.429280640124122	0.464094882955923	0.034814242831801	16	28517278	F	II	IL27	Body	opensea	Body-opensea		rs142616550;rs550966877;rs141916168;rs570790503;rs151074726;rs546624394	0;10;28;37;38;43
cg25780813	0.0288972470236832	0.854455308010089	4.59423358319086	3.08219367793194e-05	0.0107141576784423	1.29638364515597	0.840006684498247	0.86890393152193	0.0288972470236837	3	45031085	F	II	EXOSC7	Body	opensea	Body-opensea			
cg09671955	0.0284195862154482	0.315493935081907	4.59414319922548	3.08312493368661e-05	0.0107141576784423	1.29608883426054	0.301284141974183	0.329703728189631	0.0284195862154482	1	169429972	F	II		IGR	opensea	IGR-opensea			
cg04740744	0.0353631479047907	0.414074809885825	4.59405180162832	3.08406691337376e-05	0.0107141576784423	1.29579071946467	0.39639323593343	0.43175638383822	0.0353631479047906	9	117156711	R	II	AKNA	TSS200	shelf	TSS200-shelf	chr9:117160139-117161064	rs112405573;rs529529488	34;12
cg10492858	0.0488991145996628	0.328237350510198	4.59349295549288	3.08983273428406e-05	0.0107277652643706	1.29396796197509	0.303787793210367	0.35268690781003	0.048899114599663	21	35884679	R	II	KCNE1	TSS1500	opensea	TSS1500-opensea		rs41315475;rs561042639;rs531594703;rs549569375;rs530893062	48;46;18;2;1
cg19527448	0.0313854053016182	0.449763732061798	4.59318983470421	3.09296455644892e-05	0.0107277652643706	1.29297932624942	0.434071029410989	0.465456434712608	0.0313854053016182	22	25943840	F	II		IGR	opensea	IGR-opensea		rs567379121	1
cg18163493	0.0299229506456062	0.574216787092375	4.59308938537116	3.09400307721121e-05	0.0107277652643706	1.29265171401333	0.559255311769572	0.589178262415178	0.0299229506456065	6	150212068	F	II	RAET1E	1stExon	opensea	1stExon-opensea		rs377725930;rs139080478;rs550322456;rs149890564	18;22;46;51
cg26195291	0.0379955155625492	0.370708632995676	4.59305034185998	3.09440683053569e-05	0.0107277652643706	1.29252437563253	0.351710875214402	0.389706390776951	0.0379955155625491	6	131291248	R	II	EPB41L2	5'UTR	opensea	5'UTR-opensea		rs553803471;rs571921742;rs539537885	24;15;2
cg01151439	0.0417560301744846	0.636909520267952	4.5929757249316	3.09517859606361e-05	0.0107277652643706	1.29228101758913	0.61603150518071	0.657787535355194	0.0417560301744846	1	118106296	F	II		IGR	opensea	IGR-opensea			
cg12995976	0.0354073023283523	0.761945779188146	4.59265851241017	3.09846164055759e-05	0.010734153856699	1.29124646789831	0.74424212802397	0.779649430352322	0.0354073023283523	3	128265869	F	II		IGR	opensea	IGR-opensea		rs370579071;rs150775429	1;40
cg00546844	0.0378281078825299	0.683033456543102	4.59196521712823	3.10564889087998e-05	0.0107540557655363	1.28898546855961	0.664119402601837	0.701947510484367	0.0378281078825299	16	455931	R	II	DECR2	Body	shelf	Body-shelf	chr16:451474-452132	rs184470101;rs571812323	36;34
cg10542197	0.0439314203822023	0.414268773402074	4.59138529126737	3.1116733991819e-05	0.0107575842751027	1.28709429705101	0.392303063210973	0.436234483593175	0.0439314203822023	6	151246895	R	II	MTHFD1L	Body	opensea	Body-opensea		rs545007353;rs565200223;rs558653125;rs547371348;rs560607872;rs181239592	48;40;37;34;8;2
cg12234533	0.0170711071272596	0.908667262822282	4.59135515587565	3.11198677057203e-05	0.0107575842751027	1.28699602638523	0.900131709258652	0.917202816385912	0.0170711071272595	3	41999075	R	II	ULK4	5'UTR	shelf	5'UTR-shelf	chr3:42002932-42003728	rs79152134;rs138764427;rs538762487;rs558597972	34;17;10;1
cg05440190	0.0416159182986303	0.547146974511145	4.59131461436245	3.11240840170507e-05	0.0107575842751027	1.28686382205114	0.52633901536183	0.56795493366046	0.0416159182986305	6	158132240	R	II		IGR	opensea	IGR-opensea		rs181109392;rs574056942;rs186000382	25;22;1
cg05707561	0.0296718110554964	0.293918457914434	4.59131160725185	3.11243967783859e-05	0.0107575842751027	1.28685401599608	0.279082552386685	0.308754363442182	0.0296718110554964	12	109090290	F	II	CORO1C	Body	opensea	Body-opensea		rs575356398;rs539873779	20;50
cg10084808	0.0346494072369894	0.792257885828488	4.59099601399238	3.11572378822939e-05	0.0107639449693748	1.285824894385	0.774933182209993	0.809582589446983	0.0346494072369895	12	116602937	R	II	MED13L	Body	opensea	Body-opensea			
cg02793750	0.0380139157287324	0.257171477715538	4.59074764521682	3.11831073612806e-05	0.0107670993539966	1.28501500548131	0.238164519851171	0.276178435579904	0.0380139157287323	7	92643975	R	II		IGR	opensea	IGR-opensea		rs185125137;rs145065649	45;1
cg09969502	0.0302747132009186	0.266796973743671	4.59057086976048	3.12015326661674e-05	0.0107670993539966	1.28443858091383	0.251659617143211	0.28193433034413	0.0302747132009185	10	135107887	F	II	TUBGCP2	Body	opensea	Body-opensea		rs541674994	1
cg15193857	0.0449948484730466	0.27068426158194	4.59049258892835	3.12096952817154e-05	0.0107670993539966	1.28418332771894	0.248186837345417	0.293181685818463	0.0449948484730465	11	2490156	R	II	KCNQ1	Body	opensea	Body-opensea		rs529363959;rs566897422	49;8
cg19547697	0.0282393174455429	0.815446533524941	4.5901614311545	3.12442493949488e-05	0.0107740345804428	1.28310352836888	0.80132687480217	0.829566192247712	0.0282393174455429	14	101017381	R	II	BEGAIN	Body	opensea	Body-opensea		rs146803536	36
cg15122097	0.0350621871489302	0.836981031236133	4.58992511393568	3.12689304253057e-05	0.0107750178538065	1.28233299247266	0.819449937661668	0.854512124810598	0.0350621871489302	3	193489144	R	II		IGR	opensea	IGR-opensea		rs568598658;rs537237551;rs557078856;rs576903265	40;7;4;1
cg14730109	0.0341552329974733	0.635655674960796	4.58985739445851	3.12760065827673e-05	0.0107750178538065	1.28211218924071	0.618578058462059	0.652733291459532	0.0341552329974733	17	10562402	F	II		IGR	opensea	IGR-opensea		rs111582199;rs370817671;rs184153324	0;31;51
cg10800226	0.0641322383926473	0.709520957753582	4.58954873779569	3.13082786609086e-05	0.010775218752973	1.28110581281623	0.677454838557258	0.741587076949905	0.0641322383926471	5	1850261	R	II		IGR	shore	IGR-shore	chr5:1851342-1851564	rs10512645;rs189239525	43;40
cg02824793	0.0144056701510126	0.910775173360008	4.58949698974778	3.13136924489398e-05	0.010775218752973	1.28093709069148	0.903572338284501	0.917978008435514	0.0144056701510127	17	63823962	R	II	CCDC46	TSS1500	opensea	TSS1500-opensea		rs148042788	2
cg06213227	0.0323246910206249	0.482560188310826	4.58931569817139	3.13326660798052e-05	0.010775218752973	1.28034600379057	0.466397842800514	0.498722533821138	0.0323246910206247	6	43769412	R	II		IGR	opensea	IGR-opensea		rs531687426;rs549913583	17;10
cg18142987	0.0275004083079982	0.88182207587433	4.58929911436478	3.13344022712029e-05	0.010775218752973	1.28029193405612	0.868071871720331	0.895572280028329	0.0275004083079983	11	45177935	R	II	PRDM11	5'UTR	opensea	5'UTR-opensea			
cg04605261	0.0412848489227555	0.273944854360114	4.58897337409692	3.1368523762961e-05	0.0107788298429684	1.27922990826572	0.253302429898737	0.294587278821492	0.0412848489227554	18	29437581	F	II	TRAPPC8	Body	opensea	Body-opensea		rs528875102;rs139801794;rs61736000;rs533014980;rs61735999;rs114935917;rs199724965	0;10;23;31;32;45;46
cg07960922	0.0401031844579144	0.469798225177145	4.58842690499103	3.14258484585916e-05	0.0107788298429684	1.27744829710604	0.449746632948188	0.489849817406102	0.0401031844579143	7	83461505	F	II		IGR	opensea	IGR-opensea			
cg27292079	0.0193487750819867	0.205654727104349	4.58838856304328	3.14298743832818e-05	0.0107788298429684	1.27732329695248	0.195980339563356	0.215329114645342	0.0193487750819867	16	89044681	F	II	CBFA2T3	TSS1500	opensea	TSS1500-opensea		rs567664883;rs372472230	28;38
cg07952576	0.0402842630575058	0.256425096152464	4.58823001970367	3.14465268788428e-05	0.0107788298429684	1.27680642770217	0.236282964623711	0.276567227681216	0.0402842630575058	3	152215571	R	II		IGR	opensea	IGR-opensea			
cg24235882	0.0348061160417088	0.352340168151004	4.58820612715285	3.14490371660826e-05	0.0107788298429684	1.27672853589134	0.33493711013015	0.369743226171859	0.0348061160417088	4	54928822	R	II	CHIC2	Body	shore	Body-shore	chr4:54930241-54931079		
cg19828049	0.0437277881628116	0.42909071278402	4.58820154096078	3.14495190399408e-05	0.0107788298429684	1.27671358452138	0.407226818702614	0.450954606865425	0.0437277881628116	15	70819120	F	II		IGR	opensea	IGR-opensea		rs187866707;rs573557228;rs535847354;rs7162398	26;27;41;42
cg26844603	0.0558154278755675	0.413763537475656	4.58818540096544	3.14512149360894e-05	0.0107788298429684	1.27666096683274	0.385855823537872	0.441671251413439	0.0558154278755674	2	112842907	R	II	TMEM87B	Body	opensea	Body-opensea		rs536821623;rs148194856	6;1
cg05998899	0.0491993511284594	0.445571040264382	4.58801201994833	3.14694384453611e-05	0.0107788298429684	1.2760957353241	0.420971364700152	0.470170715828611	0.0491993511284594	20	32150043	R	II	CBFA2T2	TSS200	opensea	TSS200-opensea		rs549701966	2
cg02499548	0.0383713517564573	0.260830764771056	4.58795888671382	3.14750251742955e-05	0.0107788298429684	1.27592251979094	0.241645088892828	0.280016440649285	0.0383713517564574	1	230798038	R	II	COG2	Body	opensea	Body-opensea		rs113274856	49
cg25773790	0.0364386194474166	0.471665682439421	4.58725028110461	3.15496248689122e-05	0.0107892052055135	1.27361252545187	0.453446372715713	0.48988499216313	0.0364386194474166	17	57490875	F	II		IGR	opensea	IGR-opensea			
cg08636882	0.0381007675550734	0.24257951308588	4.58711043966385	3.15643673591954e-05	0.0107892052055135	1.27315667084997	0.223529129308343	0.261629896863417	0.0381007675550734	2	208839085	F	II	PLEKHM3	Body	opensea	Body-opensea		rs144933074;rs534987558;rs182106778;rs577921582;rs147946883;rs570965438	0;1;21;27;31;48
cg13814779	0.0295878861880364	0.304463805059842	4.58678837777807	3.15983457145076e-05	0.0107892052055135	1.27210683562662	0.289669861965824	0.31925774815386	0.0295878861880363	16	12625954	F	II	SNX29	Body	opensea	Body-opensea		rs186074778;rs559937942;rs114088996	1;26;35
cg19776847	0.0427762731132925	0.518183237010591	4.58677360937169	3.15999046776614e-05	0.0107892052055135	1.27205869528838	0.496795100453945	0.539571373567237	0.0427762731132926	14	53634878	F	II		IGR	opensea	IGR-opensea		rs76387604;rs190096078;rs569999383	1;11;51
cg09939448	0.0378764184029335	0.81733211849005	4.58672550492387	3.16049831384332e-05	0.0107892052055135	1.27190189041359	0.798393909288583	0.836270327691517	0.0378764184029335	16	27756711	F	II	KIAA0556	Body	opensea	Body-opensea		rs145301144;rs529502822	0;23
cg15732451	0.0240732859742491	0.626229951193026	4.58669912957405	3.16077679639573e-05	0.0107892052055135	1.27181591561635	0.614193308205902	0.638266594180151	0.0240732859742492	1	228997949	F	II		IGR	opensea	IGR-opensea		rs114150026;rs552784535	1;24
cg13553147	0.0214605204271817	0.186043230664819	4.58661516219419	3.16166352093704e-05	0.0107892052055135	1.27154221141265	0.175312970451228	0.196773490878409	0.0214605204271817	1	45243960	F	II	SNORD38B	TSS200	shelf	TSS200-shelf	chr1:45241013-45241900	rs186425812;rs557343915	17;50
cg02220924	0.0396139512506145	0.589291510529212	4.58657291833351	3.16210972277997e-05	0.0107892052055135	1.27140451199465	0.569484534903904	0.609098486154519	0.0396139512506143	4	6859363	F	II	KIAA0232	Body	opensea	Body-opensea		rs551421058;rs565177467	0;48
