	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	NCT	NCT	NCT	NCT	WB	WB	WB	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT
chr8:114445839-114445850	NA	0	0	NA	NA	NA	NA	0	NA	0.277777777777778	NA	NA	0.277777777777778	NA	0	NA	0	0	0.0555555555555556	NA	0.12962962962963	NA	NA	NA	0	NA	0	0	0	0	0	NA	NA	0	1	0	NA	0	0.138888888888889	0	NA	NA	NA	NA	NA	0	NA	0	0	0	0.0277777777777778	0.0138888888888889	0	0	0.0555555555555556	0	1	NA	NA	NA	NA	1	NA	1	NA	0.377075372407769	1	0.40051453172012	0.795304273929445	0.0846560846560847	0.248568375456775	NA	0.226826008102506	0.177451533973273	0.0225225225225225	0.0183864915572233	0	0	0	0	0.314102564102564	0	NA	0.00314465408805031	0	0.00641025641025641	0	0.00980392156862745	0	0.0796485213484146	0.00347222222222222	0.0537457912457912	0	0.1	0	0.0193602693602694	0.00574712643678161	NA	0.00595238095238095	0.404040404040404	0.226044055312348	0.056128359592215	0.00820120284308365	0.0583870269936186	0.00238095238095238	0.0669312169312169	0.00835783934375484	0.0365220835809071	0.00497512437810945	0.00925925925925926	0.0993080993080993	NA	0.00308641975308642	NA	NA	0.00497512437810945	NA	0.00595238095238095	0	NA	NA	0	0
chr16:51189971-51189983	NA	0	NA	0	0	0	0	0	0	NA	NA	0	NA	NA	NA	0	0	0	0	0	0	NA	0	NA	NA	NA	0	0	NA	0	0	NA	NA	0	NA	0	NA	0	0	NA	NA	0	0	0	NA	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	1	NA	NA	1	0	NA	NA	0.462131519274376	0.958333333333333	0.520191944860052	0.53447306735553	NA	0.143256598069992	NA	0.00609756097560976	0.00649350649350649	0.00282485875706215	0	0	0	NA	0.25	NA	0	0	0.00282485875706215	0	0.174009324009324	0	0.00980392156862745	0	0.00181159420289855	0	0.00520833333333333	NA	0	0.0087719298245614	0	0	0.00847457627118644	0.00757575757575758	0	0	0	0.00102249488752556	0.00516795865633075	0.00273224043715847	0.00490196078431373	0.00317460317460318	0	0.00347222222222222	0	0	NA	0	0	0.111111111111111	0.00333333333333333	NA	NA	0	NA	0	NA	0
chr6:123317326-123317334	NA	0	0	0	0	0.00793650793650794	0	0	0	0.0555555555555556	NA	NA	NA	NA	NA	0	0.0694444444444444	0	0.037037037037037	NA	0	0	0.0185185185185185	NA	NA	0	NA	NA	NA	0	0	0	0	0	NA	NA	NA	0.0277777777777778	NA	0	NA	0	NA	0	NA	0	NA	0	0	NA	NA	0	NA	NA	0	0	NA	0	1	NA	NA	1	NA	0.638888888888889	NA	0.577257383966245	NA	0.337809467221232	0.661458333333333	0.488095238095238	0.197430274403959	0.00467289719626168	0.122104958416675	0.0981240981240981	0.00273224043715847	0	0	NA	NA	0	0.389839572192513	0	0	0	0	0	0	0	0	0.00333333333333333	0	0.0482234105763517	NA	0	0	0.0053763440860215	0	0	0	0.0087719298245614	0	0.0143892339544513	0	0.00112612612612613	0.0246415770609319	0	0.00161812297734628	0	0.00308641975308642	0	0	0.0158340767172168	0	NA	NA	0	NA	0	0	NA	0	NA	NA
chr9:88137765-88137798	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.310349635349635	1	0.534618845176238	0.569539820130837	0	0.0990621615767815	NA	0.0633461047254151	0.00354609929078014	0	0	NA	1	0	0	0	0	NA	0	0	0.0488215488215488	0	0	0	0	0	0.00326797385620915	NA	0	NA	0	0.0053763440860215	0	0.201923076923077	0.00980392156862745	0	0	0.00161812297734628	0.00203252032520325	0	0.0037037037037037	0.00314465408805031	0.00641025641025641	0	0.00241545893719807	0.00793650793650794	NA	0.00666666666666667	NA	NA	NA	0	NA	0.0111111111111111	0	0	NA	0
chr10:57388340-57388354	NA	0	0	NA	NA	0	0	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	0.285983567691937	1	0.471714051714052	0.4866212158651	0	0.06258020938872	NA	0.0125078173858662	0.206755453621413	0.01875	0.0171052631578947	0	NA	0	NA	0	0	NA	0	0	0.00333333333333333	0.00374531835205993	0	0	0	0	0.00766283524904215	0.0264705882352941	0.00833333333333333	NA	0.00595238095238095	0	0	0	0	0.105017921146953	0	0	0.0463955026455026	0.00196078431372549	0.00213675213675214	0	0	0.00543478260869565	0.00216450216450216	0	0.0352485894901573	0.0325107716412064	0	0	NA	0	NA	NA	0	0.0476190476190476	NA	0
chr11:133995078-133995088	NA	NA	0	0	0	NA	NA	0	NA	0	NA	NA	0	0	0	NA	NA	NA	0	NA	0	NA	0	NA	NA	0	0	NA	0	0	0	NA	NA	0	NA	NA	NA	0	NA	0	NA	0	0	NA	NA	NA	NA	0	0	NA	0	0	NA	0	0	0	0.277777777777778	NA	NA	1	NA	0	NA	NA	NA	0.326755017766254	1	0.460666369180425	0.49680170575693	0	0.04202068276632	0	0.00303030303030303	0.236842105263158	0	0	0	NA	0	NA	NA	0	NA	0	0	0.00520833333333333	0	0	0	0	0.00925925925925926	0	0	0.0694444444444444	0.00980392156862745	0.00980392156862745	0	0.00833333333333333	0	0	0	0.149362244897959	0.00881277020285999	0.0595031487082858	0.00606060606060606	0.0267094017094017	0	0	0	0	0.0439613526570048	0.0468891573542736	0.0151515151515152	NA	NA	0	NA	0	0	NA	0	0.855555555555556	NA
chr17:72348069-72348079	NA	0	0	0	0	0	0	0	0	0	0.025	NA	NA	0	0	0	0	0	0	0	0.0125	NA	0	0	NA	0	0	0.116666666666667	0	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	NA	0	NA	0	0	NA	0	0.372222222222222	NA	0	NA	NA	0.5	0.380555555555556	1	NA	0.542405815131784	1	0.37419235652326	0.460910659659581	0.0583333333333333	0.0454451574859489	NA	0.0464876209062256	0.00394736842105263	0	0.002	NA	NA	0	NA	0	0	NA	0.00161290322580645	0.003125	0	0	0.00769230769230769	0.00833333333333333	0.04752927088097	0.3	0.000980392156862745	NA	0.01	NA	0	0.008	0.0577718360071301	0.00540540540540541	NA	0.183333333333333	0.0359285714285714	0.00115606936416185	0.0569374568180391	0.0909057971014493	0.00461538461538462	0.000869565217391304	0.00821917808219178	0	0	0	NA	0.122928571428571	0.0117647058823529	0	0.002	0	NA	NA	NA	0	NA	NA
chr4:572044-572048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44604416623196	1	0.295238095238095	0.357323232323232	0.00925925925925926	0.0569046150683524	0.00423728813559322	0.0411181099383347	0.0028735632183908	0.0087719298245614	0.00641025641025641	0	0.555555555555556	0.0608465608465608	0	0	0	NA	0.00141242937853107	0.0441558441558441	0.0496193822280779	0.00664073617303861	0.0934343434343434	0.00268817204301075	0.00462962962962963	0.0162130001487431	0.00555555555555556	0	0.00462962962962963	0.216889390802434	0.0183531746031746	0.00775193798449612	NA	0.0189834660134721	0.0696857571857572	0.0226144511858798	0.0102588383838384	0.00631176999101527	0.282037883546188	0.0135457135457135	0.0374708279498171	0.00442477876106195	0.0415151307211967	0.002710027100271	0.00132275132275132	0.0547243672243672	0.0290977961432507	0.0425998052580331	0.111111111111111	NA	0.00366300366300366	0.00320512820512821	0.00757575757575758	0.0460242851547199	NA	NA	0.326923076923077	0.0128205128205128
chr14:85997973-85997991	0	0	0	0	0	0	0	0	NA	0	NA	NA	0	0	NA	0	0.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	0	0.5	0.0416666666666667	0	NA	0	NA	1	0	0	0	0	NA	0.00833333333333333	0	0.0125	NA	NA	0.0352272727272727	0.5	0.35939883645766	0.666666666666667	0	0.5	NA	1	1	0.541380869661124	0.992307692307692	0.525267715136854	0.623281630122974	0	0.390522695270679	0.0015748031496063	0.0605756358768407	0.00294117647058824	0.00357142857142857	0	0	NA	0	0	0.141666666666667	0	0	0	0	0.0778034830666409	0	0	0.0037037037037037	0.00238095238095238	0	0	0.00126582278481013	0.070952380952381	NA	0	0.00227272727272727	0.000884955752212389	0	0.167117000646412	0.00222222222222222	0.00246913580246914	0.0329752615260336	0.0142099863201094	0.0233330778243777	0.0010752688172043	0	0.00202020202020202	0	0.00102040816326531	0.0347985347985348	NA	0	0	0	NA	NA	0	0	NA	0	NA	0
chr8:65292707-65292812	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.80752688172043	0.979166666666667	0.430952380952381	0.817021276595745	0	0.399385560675883	NA	0.0597014925373134	0.0648148148148148	0.0606060606060606	0	0.0666666666666667	0.533333333333333	0.0238095238095238	0.0476190476190476	0	0	0	0.0649212430821626	0.00980392156862745	0.00980392156862745	0.00512820512820513	0.0144927536231884	0	0.0315642102583683	0	0.0457142857142857	0.0114942528735632	0.0277777777777778	0.037037037037037	0.00925925925925926	0.123085491506544	NA	0.0104166666666667	0.0833333333333333	0.03125	0.0104166666666667	0.00803212851405623	0.105218855218855	0.0188679245283019	0.0246913580246914	0.0217391304347826	0.0045045045045045	0.00574712643678161	0.0502621029910577	0.131124913733609	NA	0.0665349143610013	NA	NA	0	NA	0.0444444444444444	0.0256410256410256	NA	NA	0.127272727272727	0
chr10:94834858-94834871	NA	0	NA	0	0	0	0	0	0	NA	0	NA	0.0277777777777778	0	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	0	0	0	NA	0	NA	0	0	0	NA	0	NA	NA	0	NA	0	0	NA	0	NA	NA	0	NA	0	0	0	0	0	0	0	NA	1	0	NA	1	1	1	NA	0.168806243405946	1	0.198209389513737	0.611829715531767	0	0.0491262879420774	NA	0.014520202020202	0.100694444444444	0.00966183574879227	0.00219298245614035	0	0	0	0	0	0	NA	0.00189393939393939	0.00757575757575758	0.0111111111111111	0.00238095238095238	0	0	0.0093244653103808	0	0.0045662100456621	0.00641025641025641	0.00694444444444444	NA	0.0123456790123457	0	0	0	0.00980392156862745	0	0.00617283950617284	0.00621890547263682	0.0178758283920474	0	0.00260416666666667	0.00320512820512821	0	0	0	0.00793650793650794	0.0111801242236025	0	0	0	NA	0.0256410256410256	NA	NA	0	0	NA	NA
chr6:50813395-50813427	NA	0	0	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	NA	0.025	0	NA	0	NA	0.179166666666667	NA	NA	NA	0	0.116666666666667	NA	NA	NA	NA	NA	0.0125	0	0	0	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	0.480340288998933	0.991666666666667	0.187571130095645	0.603192503698833	0	0.125448361162647	0.00699615270790175	0.0279094076655052	0.153548085901027	0.00298507462686567	0.0032258064516129	0	NA	NA	0	0	0	0.277777777777778	0.00166666666666667	0	0.0452991452991453	0	0	0	0.00397847395733231	0	0.00459770114942529	NA	0	0.548396464646465	0.00666666666666667	0.0037037037037037	0.00307692307692308	0	0.0037037037037037	0.0230263157894737	0.0105237315875614	0.00581256231306082	0.269328769962908	0.0012987012987013	0.0027027027027027	0	0.00136986301369863	0	0.0211580086580087	0.0296124031007752	0.002	0.00816326530612245	NA	NA	0.00192307692307692	NA	0	0.0128205128205128	NA	0	NA	NA
chr10:23983573-23983617	NA	NA	NA	NA	0	NA	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.724578500544701	0.980499892264598	0.454261875690447	0.931484943627801	0	0.00275716347144919	NA	0.000485908649173955	0.00434275343531242	0.00061576354679803	0.000714285714285714	0	0	0	0	0.00666666666666667	0	0.509183673469388	0	0	0	0	0	0.00682539682539683	0.000533049040511727	0.000978473581213307	0.000857142857142857	0	0	NA	0	0	0.000316055625790139	0.00093984962406015	0	0	0	0	0.000233426704014939	0.000251509054325956	0	0	0	0	0	0.00142857142857143	0	0.00132275132275132	0	0	NA	0	NA	NA	0	0	NA	NA
chr5:115152519-115152538	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	0.5	0	0	0	0	0	0	0	0	NA	0.0277777777777778	0	0	0	0	0	0	0	0	0	0.0277777777777778	0	0	0	0	0	0	0	0	0	NA	NA	1	0.527777777777778	NA	0.655555555555556	0.359358288770053	1	0.5	0.489855767036378	1	0.44709263015551	0.774052263308988	0	0.159665399806245	0	0.019656699889258	0.00297619047619048	0.023709315375982	0	NA	0.0277777777777778	NA	0	0	0	NA	0	0.00476190476190476	0	0.00354609929078014	0	0	0.00256410256410256	0	0.0045045045045045	0	0	NA	0	0	0	0	0	0	0	0.00130208333333333	0.0111111111111111	0.0968975468975469	0.00483091787439614	0	0	0	0	0.0119047619047619	0.00198412698412698	0	NA	0	0	0.00980392156862745	0	NA	0	0	NA	NA
chr16:31228141-31228150	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.298771663862373	1	0.186985710766199	0.519670676355051	0.25	0.0262866762866763	NA	0.0128650616364689	0	0.00231481481481481	0	0	0	0	0	0	0.361111111111111	NA	0	0	0	0.0182033096926714	0.0801282051282051	0	0.0065359477124183	0	0	NA	0	0.0462962962962963	0	0.00793650793650794	0	0.392857142857143	0	0	0	0.00421940928270042	0.00856629246459755	0	0.00248756218905473	0.00154320987654321	0.262016088486677	0	0	0	NA	0	0.0208333333333333	0	0.00210970464135021	NA	NA	0	NA	0	0	0
chr19:46916806-46916832	NA	0	NA	0	NA	NA	0	NA	NA	NA	0	NA	0.02	NA	0	0	0	0	0	NA	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	0	NA	0	0	0	0	NA	NA	0	NA	NA	0	NA	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	1	NA	0	0.888888888888889	NA	1	NA	0.29915923716274	0.992857142857143	0.334687466638198	0.471620046620047	0	0.128883454427314	NA	0.0140567765567766	0.12965071925771	0.00769230769230769	0	0.05	0	0	0.0315151515151515	0	0	0	0	0.153891941391941	0	0	0.00256410256410256	0	0.00113636363636364	0	0.00158730158730159	NA	0	NA	0	0.00476190476190476	0	0	0.00588235294117647	0	0.00166666666666667	0	0.0816981455402818	0	0	0	0.0010989010989011	0.00101010101010101	0.00163934426229508	0.0024390243902439	NA	0.0186612576064909	NA	NA	0	0	0	0	0	0	NA	0
chr12:54349037-54349048	NA	0.0416666666666667	0	NA	NA	0	0	0	0	NA	NA	0	0	0	NA	0	NA	0	NA	NA	0	0	0	0	0	NA	0	0	0	NA	0	0	NA	NA	0.0555555555555556	0	NA	0	0	NA	0	0	0.263888888888889	NA	0	NA	NA	0	NA	0	0	0	0	NA	0	0	0	NA	NA	1	NA	0.833333333333333	1	NA	NA	0.359623655913978	1	0.380213764337852	0.52052052052052	0	0.223624358033749	0.00600600600600601	0.0890608875128999	0.0541666666666667	0.0043859649122807	0	0	NA	0	0	0	0	NA	0	0	0.0119047619047619	0	0	0	0	0.00793650793650794	0.0114942528735632	0	0.0111111111111111	0.0185185185185185	0	0	NA	0	0.0779220779220779	0	0	0	0.0726394378568292	0	0.0169312169312169	0.0043859649122807	0	0.00462962962962963	0.00490196078431373	0	0.0131086142322097	0.0509413067552602	NA	0	0	0	NA	0.0238095238095238	0	0.0416666666666667	NA	0
chr10:7453110-7453166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.257324278548629	0.9475	0.137337662337662	0.446439159159316	NA	0.000459770114942529	NA	0.00988848520526783	0	0	0	0	0	NA	0	0	0	0	0.000766283524904215	0	0.00148148148148148	0.000628930817610063	0	0	0	0	0	0	0	NA	0	0	0	0	0.00444444444444444	0	0	0	0	0.00091324200913242	0	0	0	0	0.00091324200913242	0.005	0	0	0	0	NA	0	NA	NA	0	0	NA	0
chr8:41754806-41754824	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	0	0	NA	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	NA	0	NA	0	0	0	0	NA	0	0	0	NA	NA	0	0	NA	NA	1	NA	0.71	0.608333333333333	NA	1	0.171312616696568	NA	0.180783789347248	0.437806815370392	NA	0	NA	0	0	0	0.00123456790123457	0.00416666666666667	0	0	0.00444444444444444	0.00666666666666667	0	NA	0	0	0	0	0	0	0.000516795865633075	0.00151515151515152	0.000938967136150235	0	0	0.00246913580246914	0	0	NA	0	0	0	0.00112994350282486	0.00036231884057971	0.000516795865633075	0.0016260162601626	0.00177777777777778	0	0	0	0.000980392156862745	0	NA	0.00208333333333333	NA	NA	0.00175438596491228	NA	0.00246913580246914	0	NA	NA	NA	0
chr5:115151814-115151883	0	0	0	0	NA	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	NA	0	NA	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.711538461538462	NA	NA	NA	NA	1	NA	0.361033319786453	0.823562143874644	0.256616203012831	0.531515477269767	0	0.0338254158710808	0.000603864734299517	0.000841750841750842	0.00728684461078827	0.000241545893719807	0.00065359477124183	0	0	0	0.00255102040816327	0.0101410934744268	0	0.00366300366300366	0	0	0	0	0	0	0.000745712155108128	0	0.000351617440225035	0	0	NA	0.000505050505050505	0.000896057347670251	0	0	0.0114197090072102	0	0.000424088210347752	0.000181554103122731	0.00056980056980057	0.000816993464052288	0.000280583613916947	0.000215331610680448	0	0	0.000283446712018141	0.0010482180293501	0.00348965370037014	0	NA	0	0	0	0	NA	0	0	NA	NA
chr8:67874386-67874446	NA	0	NA	NA	0.00222222222222222	NA	NA	0	NA	0	NA	NA	0	NA	NA	NA	NA	0	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45694885361552	NA	NA	NA	0.356387530967543	0.887562067562068	0.298424238629508	0.582112446938401	0	0.0621315651945078	NA	0.00010482180293501	0.000533333333333333	0.0001806684733514	0	0.00105820105820106	0.000419287211740042	0	0.000555555555555556	0	0.000389863547758285	NA	0.000132275132275132	0	0.000174978127734033	0.000116959064327485	0.000419287211740042	0.000317460317460317	0.0001640016400164	0	9.83284169124877e-05	0	0.00122895622895623	0.000584795321637427	0	0.000728597449908925	NA	0.000458190148911798	0.00037037037037037	0	0.000245549416820135	7.30994152046784e-05	0.000458190148911798	0.000334168755221387	0.000133868808567604	0.000186741363211951	0.000455373406193078	0.000427350427350427	0.000141542816702052	0	NA	0.000483091787439614	NA	NA	0.000584001257268584	NA	0.00155038759689922	0.00134680134680135	NA	NA	NA	0
chr10:7453328-7453340	NA	NA	0	0	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0	0	NA	NA	0	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	1	NA	0.383077607834648	0.871666666666667	0.330068385819832	0.600303465447413	0	0.0258936883899233	NA	0.0124099099099099	0	0	0	0	0	0	0.00769230769230769	NA	0	0	0	0	0	0	0.00333333333333333	0.00588235294117647	0.000666666666666667	0	0.000847457627118644	0	0.00163934426229508	NA	0	0	0	0	0.00909090909090909	0	0	0.000454545454545455	0.00202702702702703	0	0	0	0.000892857142857143	0	0.00240963855421687	0.0191111111111111	0	0.00984665052461663	0	0	NA	0.00169491525423729	NA	NA	0	0	NA	0
chr19:57183150-57183176	0	0	0	0	0	0	NA	0.0555555555555556	NA	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0.0555555555555556	NA	NA	0	NA	0	0	0	0	0	0	0.487179487179487	NA	0.506944444444444	0.58492975734355	NA	0.333333333333333	0.638888888888889	0.333333333333333	0.333333333333333	0.618400780323435	0.895833333333333	0.376749125437281	0.478091739445189	0	0.237802974932343	NA	0.29473791973792	0.0874584520417854	0	0	0	0	0	0	0.0555555555555556	0	0	0	0	0	0	0	0	0.0409671131233101	0	0.00333333333333333	NA	0	NA	0.0045045045045045	0	0	0	0	0	0	0.00782239102911919	0.00786163522012579	0	0.00476190476190476	0	0	0	0.00252525252525253	0.196428571428571	NA	0.0053763440860215	NA	NA	0.245844385499558	0.384331116038433	0.259379509379509	0.0286650286650287	0.0151515151515152	0.145833333333333	NA	1
chr11:20692011-20692048	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.828703703703704	1	0.244444444444444	0.743055555555555	0	0	0.00617283950617284	0.444444444444444	0.037037037037037	0.0512820512820513	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204761904761905	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196078431372549	0	0	0	NA	NA	0	NA	0	0	NA	NA	0	NA
chr19:29284698-29284702	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	NA	0	NA	0	0.333333333333333	NA	0.0277777777777778	0	0	NA	0	0	0	0	0	0	0.0277777777777778	0.0555555555555556	0	0.0555555555555556	0	NA	0	0	0	0	0	0	0	0	0.685185185185185	0.511904761904762	1	0.819444444444444	0.380035650623886	0.5	0.5	0.552158647395023	1	0.412542087542087	0.64177897574124	NA	0.13173816885876	NA	0.22387706855792	0.039766081871345	0.00505050505050505	0.00476190476190476	0	0	0	0	NA	NA	0	0	0	0.0166666666666667	0.00520833333333333	0	0.00925925925925926	0.0043859649122807	0	0.0160932297447281	NA	0	NA	0.029038112522686	0	0.00462962962962963	0	0	0	0.0037037037037037	0.00970165100599883	0.00647249190938511	0	0.0190860215053763	0	0	0	0	0	NA	0.00854700854700855	NA	NA	0	0	0.188383838383838	0	0.5	0	NA	NA
chr20:9819125-9819204	NA	0	0	NA	0	0	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	0	0.105555555555556	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0.166666666666667	0	NA	0	NA	NA	0.211111111111111	0	0	NA	0	NA	0	0.0833333333333333	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.554821928771509	0.841666666666667	0.837962962962963	0.358333333333333	0	0.104166666666667	0.00735294117647059	0.023469387755102	0.0277777777777778	0.0142857142857143	0.155844155844156	0	0	0	NA	NA	0	0	0	0	0.00476190476190476	0.00546448087431694	0	0.0087719298245614	0	0	0.0147679324894515	0.0087719298245614	0	0.00694444444444444	0	0.0416666666666667	0	0	0.0166666666666667	0	0	0.00200803212851406	0.00200803212851406	0.00564971751412429	0.0216356107660455	0	0.00684931506849315	0.00273224043715847	0.00303030303030303	0	0.00497512437810945	0	NA	0	NA	NA	0	0	0	NA	0.5	NA
chr16:31580626-31580643	NA	0	NA	NA	0	0	0	0	NA	0	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	0	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0555555555555556	NA	0.401851851851852	0.819444444444444	0.742588932806324	0.541513141734218	0	0.262069922308546	NA	0.100217178086031	0	0	0.0053763440860215	0	NA	0	0.0333333333333333	0	0	NA	0	0	0.033179012345679	0	0	0	0	0	0.0045045045045045	NA	0	0.00476190476190476	0	0	0.00606060606060606	0	0.129166666666667	0.00666666666666667	0	0	0	0	0.00308641975308642	0	0	0.00256410256410256	0	0.0529411764705882	NA	0.0123456790123457	0.0185185185185185	0	0.303921568627451	NA	NA	0	NA	0.0555555555555556	NA	1
