	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP
chr15:88919803-88920005	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	0.5	0.75	1	0.5	0.333333333333333	0.428571428571429	0.666666666666667	0.8	0.666666666666667	0.5	0.5	1	1	0.5	0.8	0.5	NA	NA	NA	NA	NA	NA	NA	0.472222222222222	0.111111111111111	0.472222222222222	0.555555555555555	0.904761904761905	0.111111111111111	0.407407407407407	0.555555555555555	0.407407407407407	0.904761904761905	0.583333333333333	0.151515151515152	0.276190476190476	0.166666666666667	0.19047619047619	0.5	0.5	0.152688172043011	0.135874877810362
chr16:12925138-12925298	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.833333333333333	0.166666666666667	0.142857142857143	0.866666666666667	0.666666666666667	0.75	0.857142857142857	0.75	0.5	0.0555555555555556	0.5	0.833333333333333	0.333333333333333	0.5	0.666666666666667	0.8	0.5	NA	NA	NA	NA	NA	NA	NA	0.270588235294118	0.125	0.270588235294118	0.252380952380952	0.0666666666666667	0.125	0.0833333333333333	0.252380952380952	0.0833333333333333	0.0666666666666667	0.0555555555555556	0.333333333333333	0.357142857142857	0.0833333333333333	0.666666666666667	0.133333333333333	0.422222222222222	0.395299145299145	0.425112612612613
chr16:34621299-34621478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	1	0.75	0	0.666666666666667	0.666666666666667	0.5	0.5	NA	0.333333333333333	0.75	1	NA	1	0.666666666666667	0.5	NA	NA	NA	NA	NA	NA	NA	NA	0.366946778711485	0.0666666666666667	0.366946778711485	0.547619047619048	0.266666666666667	0.0666666666666667	0.102272727272727	0.547619047619048	0.102272727272727	0.266666666666667	0.355555555555556	0.333333333333333	0.3	0.0833333333333333	0.348484848484848	0.111111111111111	0.0666666666666667	0.333333333333333	0
chr16:54431609-54431688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37037037037037	0.365079365079365	0.0666666666666667	1	0.0555555555555556	0.111111111111111	0.257575757575758	0.533333333333333	0.555555555555555	0.323809523809524	0.0555555555555556	0	NA	0.888888888888889	0.533333333333333	0.518518518518518	0.5	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	0.0555555555555556	0.0555555555555556	0.0989010989010989	0.116666666666667	0.0555555555555556	0.0454545454545454	0.0989010989010989	0.0454545454545454	0.116666666666667	0	0.333333333333333	0.133333333333333	0.105555555555556	0.0166666666666667	0.0625	0.0555555555555556	0.0392156862745098	0.0625
chr16:62577916-62578125	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.25	0.714285714285714	0.333333333333333	0.666666666666667	0.5	0.5	0.285714285714286	0.5	0.666666666666667	0.5	0.666666666666667	0.333333333333333	1	0.5	0.666666666666667	0.75	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	0.333333333333333	0.0833333333333333	0.238095238095238	0.166666666666667	0.333333333333333	0.244444444444444	0.238095238095238	0.244444444444444	0.166666666666667	0.19047619047619	0.0833333333333333	0.333333333333333	0.555555555555555	0.5	0.555555555555555	0.19047619047619	0.333333333333333	0.141666666666667
chr16:65786137-65786314	NA	NA	NA	1	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	0.75	0.428571428571429	0.5	0.75	0.714285714285714	0.875	0.75	0.5	1	0.333333333333333	1	0.5	1	0.5	0.428571428571429	0.5	NA	NA	NA	NA	NA	NA	NA	0.694444444444444	0.318181818181818	0.694444444444444	0.446153846153846	0.125	0.318181818181818	0.578947368421053	0.446153846153846	0.578947368421053	0.125	0.174242424242424	0.533333333333333	0.348484848484848	0.412698412698413	0.142857142857143	0.166666666666667	0.555555555555555	0.382352941176471	0.19047619047619
chr16:77928429-77928672	0	NA	1	NA	0.5	0.5	0.5	NA	1	NA	1	NA	NA	0.666666666666667	0.6	0.5	0.25	0.666666666666667	0.916666666666667	0.333333333333333	0.5	1	0.25	0.333333333333333	0.333333333333333	0.5	1	1	0.333333333333333	0.2	0	0.333333333333333	NA	1	NA	NA	NA	0.155555555555556	0.125	0.155555555555556	0.225672877846791	0.166666666666667	0.125	0.142857142857143	0.225672877846791	0.142857142857143	0.166666666666667	0.2	0.19047619047619	0.208333333333333	0.166666666666667	0.19047619047619	0.4	0.222222222222222	0.714285714285714	0.156862745098039
chr16:86417535-86417723	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.318181818181818	0.5	0.121212121212121	0.111111111111111	0.366666666666667	0.111111111111111	0.128205128205128	0.605128205128205	0.555555555555555	0.0833333333333333	0.111111111111111	0.5	0	0.133333333333333	1	0.622222222222222	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	0.0333333333333333	0.0833333333333333	0.331349206349206	0.0303030303030303	0.0333333333333333	0.140740740740741	0.331349206349206	0.140740740740741	0.0303030303030303	0.111111111111111	0.111111111111111	0.0185185185185185	0.266666666666667	0.111111111111111	0.0476190476190476	0.0476190476190476	0.0468070175438596	0.0295321637426901
chr17:38473088-38473221	0.284844286460666	0.672126098302569	0.27694099378882	0.0527210884353741	0.241730442176871	0.116579899985072	0.626232880180249	0.433433155871044	0.119328885400314	0.059352345572479	0.13620553423185	0.187575888617555	0.0375973718078981	0.255480315766378	0.204481864649145	0.340700350012963	1	0.452116402116402	0.444940476190476	0.990691013247404	0.523088023088023	0.589476939100999	0.403329210472068	0.00396825396825397	0.237142857142857	1	0.141666666666667	0.632369614512472	0.456269101843636	1	0.434300035803795	0.092387079151785	0.00178571428571429	0.0015527950310559	0.0230084537563151	0.559508438920204	0.0800914188519231	0	0.301214526214526	0	0.0162347155768208	0	0.301214526214526	0.0580952380952381	0.0162347155768208	0.0580952380952381	0	0.0159130992464326	0	0	0.00372960372960373	0	0	NA	0.312395266814672	0.116064516489387
chr17:42544459-42544653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.75	0.5	1	0.666666666666667	0.571428571428571	0.592592592592593	0.466666666666667	0.916666666666667	0.833333333333333	0.5	0.933333333333333	0.428571428571429	0.5	1	0.166666666666667	0.857142857142857	1	NA	NA	NA	NA	NA	NA	0.23249299719888	0.136111111111111	0.23249299719888	0.0920634920634921	0.3	0.136111111111111	0.523809523809524	0.0920634920634921	0.523809523809524	0.3	0.188034188034188	0.0833333333333333	0.102564102564103	0.366666666666667	0.555555555555555	0.194444444444444	0.202020202020202	0.0737812911725955	0.405938697318008
chr17:45266587-45266598	0	0	0.76521164021164	0.457407407407407	0.977777777777778	0.111111111111111	0	NA	0	0	0	0	0	0.197916666666667	0.136706349206349	0.111111111111111	0.124166666666667	0.165204678362573	0.25	0.307359307359307	0.330409356725146	0.333333333333333	0.0555555555555556	0.411111111111111	0.333333333333333	0.5	0.142857142857143	0.958333333333333	0.166666666666667	0.333333333333333	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0.452293738008024	0.359806536793037
chr17:64459241-64459316	0.0833333333333333	1	0.444444444444444	0	0.166666666666667	0.0666666666666667	0.166666666666667	0.583333333333333	0.1	0	0.166666666666667	0.133333333333333	0.0416666666666667	0.482352941176471	0.568452380952381	0.566666666666667	0.866666666666667	0.523809523809524	0.518518518518518	0.666666666666667	0.59047619047619	0.5	0.428571428571429	0.666666666666667	0.916666666666667	NA	1	1	0.471794871794872	1	0.166666666666667	0.111111111111111	0.111111111111111	0.0833333333333333	0.0666666666666667	0.0833333333333333	0	0.0759259259259259	0.5	0.0759259259259259	0.540909090909091	0.365079365079365	0.5	0.0860805860805861	0.540909090909091	0.0860805860805861	0.365079365079365	0.0833333333333333	0.166666666666667	0	0.111111111111111	0.0833333333333333	0	0	0.424589974589975	0.376605003317332
chr18:3650483-3650680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	0.166666666666667	0.538461538461538	0.5	0.5	0.75	0.958333333333333	0.388888888888889	0.5	0.5	0.888888888888889	0.111111111111111	1	0.75	0.866666666666667	0.933333333333333	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	0.587606837606838	0.233333333333333	0.587606837606838	0.121212121212121	0.365079365079365	0.233333333333333	0.11965811965812	0.121212121212121	0.11965811965812	0.365079365079365	0.0333333333333333	0.159090909090909	0.102380952380952	0.266666666666667	0.0476190476190476	0	0.166666666666667	0.266666666666667	0.287008281573499
chr18:37380111-37380261	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	0.258119658119658	0.5	0.722222222222222	0.704365079365079	0.386446886446886	0.488095238095238	0.351190476190476	0.369047619047619	0.411111111111111	0.488095238095238	0.74375	0.317460317460317	0	1	0	0	0.0888888888888889	NA	NA	NA	NA	NA	NA	NA	0.263611111111111	0	0.263611111111111	0.0792486266170477	0.090530303030303	0	0	0.0792486266170477	0	0.090530303030303	0	0.133333333333333	0.0915151515151515	0	0.175	0	0.130952380952381	0.387347625052543	0.12540034491254
chr18:54879626-54879874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0.555555555555555	0.5	1	0.5	0.5	0.333333333333333	0.8	0.916666666666667	0.5	1	0.5	0.5	0.666666666666667	0.666666666666667	0.5	NA	NA	NA	NA	NA	NA	NA	0.388888888888889	0.351851851851852	0.388888888888889	0.610119047619048	0.361111111111111	0.351851851851852	0.348484848484848	0.610119047619048	0.348484848484848	0.361111111111111	0.711111111111111	0.555555555555555	0.541666666666667	0.555555555555555	0.656565656565657	0.0555555555555556	0.111111111111111	0.401960784313726	0.388888888888889
chr18:60905298-60905451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	1	0.944444444444445	0	0.5	0.5	1	1	0.875	0.5	0	0.25	1	0.916666666666667	1	0.916666666666667	1	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	0	0.0333333333333333	1	0.555555555555555	0	0.259259259259259	1	0.259259259259259	0.555555555555555	0.182539682539683	0.166666666666667	0.0952380952380952	0.5	0.166666666666667	0	0.166666666666667	0.538461538461538	0.182957393483709
chr18:66711929-66712081	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.5	0.666666666666667	0.916666666666667	0.8	0.5	0.222222222222222	0.571428571428571	1	0.0833333333333333	0.0833333333333333	0.5	0.5	0.5	1	0.166666666666667	0	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.527777777777778	0.111111111111111	0	0.0444444444444444	0.527777777777778	0.0444444444444444	0.111111111111111	0.125	0.125	0.6	0.0666666666666667	0.0333333333333333	0.0666666666666667	0.111111111111111	0.111111111111111	0.140350877192982
chr18:70986037-70986256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.694444444444444	0.3	0.9	0.916666666666667	0.515151515151515	0.444444444444444	1	0.555555555555555	0.5	0.481481481481481	0.545454545454545	0.5	1	0.125	0.472222222222222	0.656565656565657	0.518518518518518	NA	NA	NA	NA	NA	NA	NA	0.568627450980392	0.420512820512821	0.568627450980392	0.272727272727273	0.133333333333333	0.420512820512821	0.166666666666667	0.272727272727273	0.166666666666667	0.133333333333333	0.57948717948718	0.420512820512821	0.244444444444444	0.412698412698413	0.111111111111111	0	0.62962962962963	0.138888888888889	0.0506410256410256
chr19:10444982-10445065	NA	NA	0.0775	NA	1	0.05	0	NA	1	NA	0.363386243386243	NA	NA	1	0.741538461538462	0.618044965786901	0.903030303030303	0.773148148148148	0.326190476190476	0.886363636363636	0.859928229665072	0.3125	0.37962962962963	0.852976190476191	0.914814814814815	0.361111111111111	1	0.211111111111111	0.466135531135531	0.958333333333333	0	0.28952380952381	NA	0	NA	NA	NA	0.303292847503374	0	0.303292847503374	0.214285714285714	0.1802849002849	0	0.536666666666667	0.214285714285714	0.536666666666667	0.1802849002849	0.919259259259259	0.107724867724868	0.119444444444444	0.822222222222222	0.16	0.166666666666667	0.0833333333333333	0.180224160440959	0.0952342352415027
chr19:45737721-45737725	0.138888888888889	1	1	1	0.638888888888889	0.555555555555556	0.583333333333333	0.425925925925926	0	0.5	0.037037037037037	0.638888888888889	0.194444444444444	0.44047619047619	1	1	0.0277777777777778	0.655555555555556	0	1	1	0.55952380952381	1	0.0555555555555556	1	0.666666666666667	1	1	0.478966131907308	0.333333333333333	0	1	0	0.263888888888889	0	0.277777777777778	0.138888888888889	0.0277777777777778	0.277777777777778	0.0277777777777778	0.692640692640693	NA	0.277777777777778	0.0833333333333333	0.692640692640693	0.0833333333333333	NA	0.0555555555555556	0	0.822222222222222	NA	NA	NA	0.111111111111111	0.301356268192312	0.502808988764045
chr19:47448322-47448398	0.0833333333333333	0.388888888888889	0.0833333333333333	0.133333333333333	0.583333333333333	0.5	0.412698412698413	0.166666666666667	0.0833333333333333	0.0666666666666667	0	0.0833333333333333	0.166666666666667	0.368055555555556	0.341269841269841	0.37037037037037	0.436507936507937	0.888888888888889	0.25	0.518518518518518	0.261904761904762	0.277777777777778	0.37037037037037	0.348484848484848	0.333333333333333	0.722222222222222	0.5	0.0740740740740741	0.148148148148148	0.5	NA	0.0833333333333333	0	0	0.0833333333333333	0	0	0.0606060606060606	0.0833333333333333	0.0606060606060606	0.184126984126984	0.142857142857143	0.0833333333333333	0.0811965811965812	0.184126984126984	0.0811965811965812	0.142857142857143	0.154761904761905	0.233333333333333	0.796296296296296	0.05	0	0.133333333333333	0	0.0677777777777778	0.0808966861598441
chr19:54041816-54041855	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0832692307692308	0.0166666666666667	0.983333333333333	0.473856209150327	0	0.5	1	0.18650623885918	0.935	0.988235294117647	0.137272727272727	0.9875	1	0.5	NA	0.552380952380952	1	0	0	0	NA	NA	NA	NA	0	0	0	0.517967914438503	0.105357142857143	0	0	0.517967914438503	0	0.105357142857143	0.5	0.0153846153846154	0.107142857142857	0	0	0	1	0.414770333785382	0.494923172757475
chr19:54738629-54738757	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	0.714285714285714	0.5	1	1	0.5	0.958333333333333	0.541666666666667	0.166666666666667	0.652777777777778	0.333333333333333	0.916666666666667	1	0.5	1	0.666666666666667	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	0.125	0.122222222222222	0.125	0.142857142857143	0.222222222222222	0.122222222222222	NA	0.142857142857143	NA	0.222222222222222	0.333333333333333	0.666666666666667	0.233333333333333	0	0.0666666666666667	0.833333333333333	0	0.0625	0.16869918699187
chr19:58862000-58862042	0.448577612863327	0.611904761904762	0.143005952380952	0.0361471861471861	0.294154252610135	0.0369047619047619	0.150974025974026	0	0.0154761904761905	0.254761904761905	0.491176470588235	0.253361344537815	0.0431972789115646	0.163391510450334	0.431209720730397	0.0666666666666667	0.908078231292517	0.209763450834879	0.89393745352392	0.874015567765568	0.509031642960214	0.0736386420596947	0.177777777777778	1	0.372947736787022	1	0.318134246705675	0.0464285714285714	0.113312488004606	0.197222222222222	0	0.0141465677179963	0	0.449206349206349	0.447680097680098	0	0.144203135799774	0.0144230769230769	0	0.0144230769230769	0	0	0	0.36734693877551	0	0.36734693877551	0	0.0166666666666667	0.139795918367347	0.00476190476190476	0.108786848072562	NA	NA	0	0.135574996778131	0.0925300454392885
chr19:8488803-8489028	1	NA	0.5	0.75	0.5	NA	NA	1	NA	NA	NA	NA	NA	0.25	0.523809523809524	0.133333333333333	0.140740740740741	0.966666666666667	0.235897435897436	0.712121212121212	0.294871794871795	0.523809523809524	0.866666666666667	0.166666666666667	0.583333333333333	0.5	0.666666666666667	0.347222222222222	0.333333333333333	0	0	1	NA	NA	NA	NA	NA	0.263888888888889	0.159340659340659	0.263888888888889	0.111721611721612	0.0666666666666667	0.159340659340659	0.222222222222222	0.111721611721612	0.222222222222222	0.0666666666666667	0	0.347222222222222	NA	0	0	0.2	0.0666666666666667	0.274184346349295	0.143551446183025
chr19:8591610-8591815	NA	NA	NA	NA	0.345149911816579	0.148486447719184	0.0335164835164835	1	NA	0	NA	NA	NA	0.178357282199647	0.88003208510143	0.57262138732727	0.67037037037037	0.986650690098966	0.110860484544695	0.883014877972433	0.726266843003086	0.432429707223863	0.436484574149048	0.903263258165219	0.589997299310356	0.824618976130012	0.0910654160654161	0.100927402299951	0.79124149659864	0.400264014737699	0.0708994708994709	NA	NA	NA	NA	NA	NA	0.114346764346764	0.0137405804072471	0.114346764346764	0.403006060593443	0	0.0137405804072471	0.214230250038674	0.403006060593443	0.214230250038674	0	0.0112541537378139	0.0931697931697932	0.0202345369596832	0.576319606319606	0.308509700176367	0.0488797156289416	0.0143827160493827	0.21321797785825	0.125508306086077
chr1:110418617-110418735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.916666666666667	0.377777777777778	1	0.962962962962963	1	0.4	0.481818181818182	0.813131313131313	0.666666666666667	0.75	0.5	0.933333333333333	1	0.5	0.0454545454545454	0.5	NA	1	NA	NA	NA	NA	NA	0.0733333333333333	0.755396825396825	0.0733333333333333	0.403324753324753	0.0906112054329372	0.755396825396825	0.235030103995621	0.403324753324753	0.235030103995621	0.0906112054329372	0.597222222222222	0.18	0.0944444444444444	0.0176470588235294	0.0442307692307692	0.195	0.194444444444444	0.629710144927536	0.231136363636364
chr1:111294175-111294261	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.397435897435897	0.457142857142857	0.592592592592593	1	0.37797619047619	0.430555555555556	0.564102564102564	0.348484848484848	0.666666666666667	0.338461538461538	0.333333333333333	0.121212121212121	0.533333333333333	0.677777777777778	0.0555555555555556	0.318181818181818	0.541666666666667	NA	NA	NA	NA	NA	NA	NA	0.271062271062271	0.15	0.271062271062271	0.0833333333333333	0.133333333333333	0.15	0.0952380952380952	0.0833333333333333	0.0952380952380952	0.133333333333333	0.652777777777778	0.5	0	0	0.533333333333333	0.111111111111111	0.0833333333333333	0.102077884335949	0.0789768483943241
chr1:157586514-157586661	NA	NA	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	0.523809523809524	0.666666666666667	0.888888888888889	0.2	0.666666666666667	0.5	0.933333333333333	0.6	0.25	0.5	0.666666666666667	0.333333333333333	0.5	0	0.6	0.166666666666667	0.333333333333333	0	NA	NA	NA	NA	NA	NA	0.0997023809523809	0.0740740740740741	0.0997023809523809	0.422222222222222	0.427350427350427	0.0740740740740741	0.177777777777778	0.422222222222222	0.177777777777778	0.427350427350427	0.0555555555555556	0.37280701754386	0.0952380952380952	0.296296296296296	0.0555555555555556	0.166666666666667	0.0555555555555556	0.140834290088021	0.330687830687831
chr1:16472601-16472736	0.222222222222222	0.583333333333333	0.555396825396825	0.211111111111111	0.456825396825397	0.372222222222222	0.475555555555556	0.34952380952381	0.138888888888889	0.0105820105820106	0.2375	NA	0.0166666666666667	0.633436095396168	0.462962962962963	0.848124628639335	0.312195640616693	0.953246753246753	0.0444444444444444	0.352231718898386	0.90251468108611	0.48908453469857	0.746262626262626	0.688746438746439	0.591744512797144	0.247222222222222	0.154761904761905	1	0.340442507683887	0.647662337662338	0.326839826839827	0.06	0.0333333333333333	0	0	0	0.0277777777777778	0.172813003989475	0	0.172813003989475	0.0666584374514606	0	0	0.0541047732224203	0.0666584374514606	0.0541047732224203	0	0.0287878787878788	0.158095238095238	0.193014326942898	0.0785011852786789	0.0277777777777778	0.15	0.0408424908424908	0.33457513238485	0.191328234566657
chr1:180494782-180494947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.444444444444444	0.333333333333333	0.4	0.25	0.75	0.5	0.333333333333333	0.333333333333333	0.333333333333333	0.5	0.166666666666667	0.5	0	0.25	0.25	0.4	0.5	NA	NA	NA	NA	NA	NA	NA	0.5	0.0476190476190476	0.5	0.153846153846154	0.25	0.0476190476190476	0.0666666666666667	0.153846153846154	0.0666666666666667	0.25	0.523809523809524	0.1	0.0555555555555556	0.0476190476190476	0.0476190476190476	0.142857142857143	0.0952380952380952	0.0872615039281706	0.143162393162393
chr1:220923447-220923643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.944444444444445	0.5	0.111111111111111	0.5	0.75	0.5	0.19047619047619	0.5	0.5	0.523809523809524	0.5	1	0.5	0.666666666666667	0.5	0.333333333333333	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	0.148148148148148	0.133333333333333	0.148148148148148	0.166666666666667	0.166666666666667	0.133333333333333	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.133333333333333	0.5	0.455555555555556	0	0.0952380952380952	0.5	0.944444444444445	0.277777777777778	0.416666666666667
chr1:225839245-225839428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.944444444444445	1	0.166666666666667	0.916666666666667	0.888888888888889	0.944444444444445	0.333333333333333	0.166666666666667	0.944444444444445	0.933333333333333	0	NA	1	0.0833333333333333	0.5	0.666666666666667	0.5	NA	NA	NA	NA	NA	NA	NA	0.1	0.277777777777778	0.1	0.511111111111111	0.5	0.277777777777778	0.0833333333333333	0.511111111111111	0.0833333333333333	0.5	0.166666666666667	0.0740740740740741	0.407407407407407	0.261538461538462	0.0666666666666667	0	0.388888888888889	0.0238095238095238	0.0246913580246914
chr1:236818422-236818512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0952380952380952	0.866666666666667	0.605128205128205	0.407407407407407	0.904761904761905	0.25	0.533333333333333	0.652777777777778	0.594444444444444	0.111111111111111	0.388888888888889	0.533333333333333	1	0.333333333333333	0.916666666666667	0.388888888888889	0.75	NA	NA	NA	NA	NA	NA	NA	0.0972222222222222	0.15	0.0972222222222222	0.25	0.0555555555555556	0.15	0.0303030303030303	0.25	0.0303030303030303	0.0555555555555556	0.133333333333333	0.5	0.0416666666666667	0.0476190476190476	0.122222222222222	0.222222222222222	0.933333333333333	0.183333333333333	0.0490620490620491
chr1:25258448-25258484	0.111111111111111	1	0.482142857142857	0.0416666666666667	0.406565656565657	0.861111111111111	0.896296296296296	0	0.0166666666666667	1	1	0.57962962962963	0.5	0.559803921568627	0.578642533936652	0.15952380952381	0.313333333333333	0.953246753246753	0.1	0.544444444444445	0.679166666666667	0.972222222222222	0.340277777777778	0.37192513368984	1	0	0.474545454545455	0.805555555555555	0.958333333333333	1	0.111111111111111	0.222222222222222	0	0.976190476190476	0	0.177777777777778	0.0833333333333333	0.266666666666667	NA	0.266666666666667	0.24	0	NA	NA	0.24	NA	0	0.291428571428571	0.242539682539683	0	NA	0	0.166666666666667	0	0.20640676720438	0.201153213370987
chr1:6113056-6113225	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	0.705952380952381	0.116515837104072	0.127536231884058	0.07625	0.141344537815126	0.461904761904762	0.300576923076923	0.665367965367965	0.490168067226891	0.277777777777778	0.491111111111111	0.328260869565217	0.175	1	0.666666666666667	0.0833333333333333	1	NA	NA	NA	NA	NA	NA	NA	0.115	0.133333333333333	0.115	0.435995670995671	0.05	0.133333333333333	0.0416666666666667	0.435995670995671	0.0416666666666667	0.05	0.305555555555556	0.0555555555555556	0.0142857142857143	0.0428571428571429	0	0.0428571428571429	0.368888888888889	0.220258620689655	0.0265743044039064
chr1:85992911-85993004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.740740740740741	0.614285714285714	0.0833333333333333	0.269230769230769	0.333333333333333	0.133333333333333	0.37037037037037	0.367149758454106	0.0714285714285714	0.342105263157895	0.533333333333333	0.0666666666666667	0.133333333333333	0.666666666666667	0.666666666666667	0.44047619047619	0.833333333333333	NA	NA	NA	NA	NA	NA	NA	0.107142857142857	0.161904761904762	0.107142857142857	0.0444444444444444	0.171428571428571	0.161904761904762	0.378623188405797	0.0444444444444444	0.378623188405797	0.171428571428571	0.0555555555555556	0.0238095238095238	0.0104166666666667	0.0333333333333333	0.0476190476190476	0	0.154761904761905	0.0334250229223973	0.0250473277996214
chr20:1757386-1757569	NA	NA	0.5	0	NA	NA	NA	NA	NA	NA	0	0	NA	0.208333333333333	0.666666666666667	0.428571428571429	0.2	0.5	0.142857142857143	0.666666666666667	0.2	0.333333333333333	0	0.5	1	0	0.666666666666667	0.5	0.25	0.75	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	0.0833333333333333	0.111111111111111	0.111111111111111	0.142857142857143	0.0833333333333333	0.111111111111111	0.111111111111111	0.111111111111111	0.142857142857143	0.111111111111111	0.0666666666666667	0.0833333333333333	0.133333333333333	0.0666666666666667	0.0666666666666667	0	0.00666666666666667	0.00666666666666667
chr20:51803153-51803305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.142857142857143	0.5	0.8	0.916666666666667	0.666666666666667	1	0.25	0.666666666666667	0.8	0.222222222222222	0.8	0.5	1	1	1	0.4	0.5	NA	NA	NA	NA	NA	NA	NA	0.269230769230769	0.0666666666666667	0.269230769230769	0.248366013071895	0.305555555555556	0.0666666666666667	0.0740740740740741	0.248366013071895	0.0740740740740741	0.305555555555556	0.388888888888889	0.666666666666667	0.5	0.222222222222222	0	0	0	0.64484126984127	0.134074074074074
chr21:10701389-10701511	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0.367521367521368	0.495726495726496	0.423747276688453	0.377220480668757	0.275793650793651	0.266666666666667	0.46474358974359	0.159615384615385	0.309401709401709	0.579710144927536	0.383333333333333	0.472222222222222	0.398809523809524	0.202380952380952	0.518518518518518	0.379084967320261	0.537037037037037	NA	NA	NA	NA	NA	NA	NA	0.140384615384615	0.111842105263158	0.140384615384615	0.0992063492063492	0.185185185185185	0.111842105263158	0.112893081761006	0.0992063492063492	0.112893081761006	0.185185185185185	0.0875	0.121786492374728	0.233333333333333	0.102083333333333	0.244444444444444	0.174185463659148	0.0533333333333333	0.0726495726495727	0.0640468227424749
chr21:22896337-22896524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.5	0.5	1	1	0.75	0.5	0.75	NA	1	NA	0.5	NA	1	1	NA	NA	NA	NA	NA	NA	NA	0.575757575757576	0.523809523809524	0.575757575757576	0.388888888888889	0.0555555555555556	0.523809523809524	0.484848484848485	0.388888888888889	0.484848484848485	0.0555555555555556	0.592592592592593	0.37037037037037	0.111111111111111	0.944444444444445	0.2	0.412698412698413	0.111111111111111	0.166666666666667	0.159420289855072
chr21:32275173-32275289	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333333333	1	0.5	0.5	0.916666666666667	0.8	0.666666666666667	0.571428571428572	1	0.5	0.888888888888889	0.5	0.222222222222222	1	0.5	0.916666666666667	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	0.326388888888889	0.166666666666667	0.111111111111111	0.533333333333333	0.326388888888889	0.0833333333333333	0.111111111111111	0.0833333333333333	0.533333333333333	0.0666666666666667	0.037037037037037	0.5	0.142857142857143	0.2	0.270833333333333	0.166666666666667	0.481481481481481	0.18859649122807
