	Pvalue	FDR	Delta	MG1	MG2
chr16:86564773-86564894	0.0282231633973292	0.615127135336341	0.260768306349748	0.858797393072675	0.598029086722927
chr16:87261080-87261129	1.3919726032063e-05	0.0264332079288468	0.43135469140483	0.719725145465807	0.288370454060977
chr16:87396943-87397042	0.00130782906679237	0.295481605619438	0.406181826249188	0.86579014059554	0.459608314346352
chr16:87416534-87416583	0.00918876478592672	0.615127135336341	-0.00650776710578684	1.0102787460323e-06	0.00650877738453287
chr16:87465775-87465809	0.000679933122483898	0.205361502983408	0.401643420031647	0.941177777095835	0.539534357064188
chr16:8781086-8781117	3.56545470068155e-05	0.041577178881706	0.448009473626089	0.738134071444483	0.290124597818393
chr16:88096831-88096867	7.21018076600262e-05	0.0639700756648689	0.34999995386888	0.684984603014057	0.334984649145177
chr16:88228216-88228241	0.0385723265490573	0.615127135336341	0.319083472165021	0.546553790243445	0.227470318078423
chr16:88268113-88268125	0.00109365568365518	0.270859050395701	0.414332851036427	0.528334093061757	0.11400124202533
chr16:88600093-88600129	0.0256614593243317	0.615127135336341	0.269982543912106	0.821945831797149	0.551963287885043
chr16:88769941-88770130	0.0125562275821662	0.615127135336341	0.0368202046090096	0.0370543319964028	0.000234127387393187
chr16:88851015-88851054	0.0289900244758114	0.615127135336341	-5.97903710370183e-07	8.57839790971845e-07	1.45574350134203e-06
chr16:88862841-88862956	0.0196003567346034	0.615127135336341	0.182950794447827	0.321311839805595	0.138361045357767
chr16:89006767-89006858	0.018135915268879	0.615127135336341	0.0108602430298874	0.0108613053237058	1.06229381839051e-06
chr16:89336532-89336626	0.00220213378929962	0.391146651848598	0.304647328326796	0.664894809529048	0.360247481202253
chr16:89515224-89515240	0.000224989041578483	0.110132135852667	0.36696144945513	0.595595110765908	0.228633661310778
chr16:89627027-89627048	0.0424596263974117	0.615127135336341	0.0303035759724633	0.0303041815299132	6.05557449903381e-07
chr16:89900028-89900088	0.0129525369514031	0.615127135336341	0.352281538653918	0.616552805120417	0.264271266466499
chr16:9206183-9206297	0.012323701509541	0.615127135336341	0.352194167027507	0.864286723952816	0.51209255692531
chr17:10600313-10601103	0.0396004569318834	0.615127135336341	0.000130898883714563	0.000194632816332403	6.37339326178397e-05
chr17:1171842-1171944	0.0164279282323953	0.615127135336341	0.000200957423611663	0.000201997263775296	1.03984016363372e-06
chr17:12569116-12569195	0.0156811248158836	0.615127135336341	0.00561819224720511	0.00561918520287183	9.92955666719269e-07
chr17:1389498-1389507	0.000359767554270676	0.142572180318709	1.19612917677903e-06	1.61307671855617e-06	4.16947541777148e-07
chr17:14109576-14109592	0.0488397685085756	0.615127135336341	0.209760290571193	0.948997934175481	0.739237643604288
chr17:1420371-1420417	0.0417042979324682	0.615127135336341	-7.43583953985521e-07	7.07945309887116e-07	1.45152926387264e-06
chr17:14205002-14205182	0.0417323438897272	0.615127135336341	0.00026761370135612	0.000323476107225737	5.58624058696174e-05
chr17:1531299-1531508	0.0413848598841409	0.615127135336341	0.00109133222948956	0.001092345349871	1.0131203814399e-06
chr17:1619523-1620190	0.0290030073055864	0.615127135336341	0.000373476376512685	0.00055988002604416	0.000186403649531475
chr17:1627938-1628154	0.0106211466007836	0.615127135336341	0.000336535441304968	0.000337138312370242	6.02871065274582e-07
chr17:16380801-16380941	0.014279937179192	0.615127135336341	0.333195433212255	0.610209972351888	0.277014539139634
chr17:16873955-16874008	0.00986780146778203	0.615127135336341	0.263673656603572	0.473517288449683	0.209843631846111
chr17:16945704-16945713	0.000215148687038677	0.10712139928924	1.24278580432057e-06	1.68824692882161e-06	4.45461124501042e-07
chr17:17295442-17295618	0.0411234275917994	0.615127135336341	0.0962477950798617	0.107441498822541	0.0111937037426788
chr17:17399137-17399171	0.00906822698520485	0.615127135336341	0.277260130538104	0.278549389204392	0.00128925866628796
chr17:17399184-17399263	0.00649636691727356	0.615127135336341	0.00234930924483867	0.00306735529824154	0.000718046053402864
chr17:17400225-17400240	0.0174727979133444	0.615127135336341	8.32866486385206e-07	1.31192524731597e-06	4.7905876093076e-07
chr17:17494873-17494993	0.0458150892590054	0.615127135336341	-0.000200584258840498	2.05873863987808e-05	0.000221171645239279
chr17:17713493-17713524	0.00370547294216159	0.499595680761997	0.317399657478368	0.658554168299009	0.341154510820641
chr17:17875566-17875642	0.0294239044383826	0.615127135336341	-0.118770722862843	0.000926922085327026	0.11969764494817
chr17:17942948-17942971	0.000139176300206275	0.0840713689182205	-9.4703806063679e-07	7.39118714433675e-07	1.68615677507046e-06
chr17:1835525-1835538	0.0113855085710993	0.615127135336341	-0.270684261717895	0.55375310022168	0.824437361939576
chr17:18908056-18908137	0.0419761097730714	0.615127135336341	0.000324650187072442	0.000325688811545296	1.03862447285353e-06
chr17:189507-189523	0.0289129084696032	0.615127135336341	0.147054409537723	0.999048972302128	0.851994562764405
chr17:19429425-19429524	0.000706046983274073	0.21026622274966	0.27950160261039	0.709010706938457	0.429509104328067
chr17:1960261-1960273	0.0228936631892252	0.615127135336341	0.00870616752372551	0.00870700097928716	8.33455561642249e-07
chr17:20060429-20060476	0.000412230162278823	0.153858493487257	0.36539733968719	0.711974539985595	0.346577200298404
chr17:2085004-2085081	0.010534240532901	0.615127135336341	0.207315076362293	0.373538195798707	0.166223119436414
chr17:21204152-21204191	0.000923278457029651	0.241964295447958	0.360369738040442	0.480833034586439	0.120463296545997
chr17:21206267-21206370	0.0137751066617602	0.615127135336341	0.309688119454595	0.730677136585256	0.420989017130661
chr17:2206520-2206548	0.0330458125902278	0.615127135336341	0.00450442192368129	0.00450527768267321	8.55758991913954e-07
chr17:2251338-2251536	0.00279921454047129	0.43200810474183	0.240663213611813	0.435534467711879	0.194871254100066
chr17:2414786-2414864	0.00209351272817624	0.378798791728244	-9.5306383459428e-07	8.07275888024047e-07	1.76033972261833e-06
chr17:26125259-26125351	0.0121409732489548	0.615127135336341	0.305102645776107	0.595116868812887	0.29001422303678
chr17:2614688-2614861	0.0336807027881226	0.615127135336341	0.000319371470935783	0.000406553807458055	8.71823365222725e-05
chr17:26173343-26173437	0.0477247981798584	0.615127135336341	0.133155039608996	0.133155603872278	5.64263282657908e-07
chr17:26903681-26903746	0.0257359669339811	0.615127135336341	0.352480501817559	0.460506080319219	0.108025578501659
chr17:27276231-27276676	0.0187573238817427	0.615127135336341	0.000898729153896151	0.000899840833147753	1.11167925160262e-06
chr17:2731747-2731865	0.0228425987148175	0.615127135336341	0.0113637147738903	0.0113648088587752	1.09408488496782e-06
chr17:27621109-27621243	0.0412770683685441	0.615127135336341	7.00722922292826e-07	1.11718555622919e-06	4.16462633936366e-07
chr17:27894176-27894565	0.00690130752284164	0.615127135336341	0.000305338024737162	0.000378970904978318	7.36328802411561e-05
chr17:27901880-27901897	0.0120452284656111	0.615127135336341	-0.264814785596044	0.719137118990494	0.983951904586538
chr17:27920230-27920261	0.0239304909361499	0.615127135336341	-5.94900695474354e-07	8.40280977799568e-07	1.43518167327392e-06
chr17:28706177-28706433	0.0346921891729838	0.615127135336341	0.000400105590455582	0.000474412778447682	7.43071879921004e-05
chr17:28804204-28805083	0.0459927869449587	0.615127135336341	0.000208456685438704	0.000339945505853396	0.000131488820414692
chr17:29815190-29815597	0.0172564058956485	0.615127135336341	0.000156500633490532	0.000190773716054841	3.42730825643089e-05
chr17:29902724-29902856	0.00383735993669302	0.508303978052807	0.320859654277454	0.5224035462912	0.201543892013746
chr17:30049448-30049591	0.0395826240256143	0.615127135336341	-0.240206256081964	0.651624553004878	0.891830809086842
chr17:30057186-30057335	0.00564751552828732	0.615127135336341	0.384258913449077	0.620371227164026	0.236112313714948
chr17:30469768-30469877	0.0451651466769783	0.615127135336341	0.00201476879248411	0.00237678215875619	0.000362013366272082
chr17:30868749-30868994	0.000112570343717719	0.0789700755789393	0.464537839952278	0.731112212654802	0.266574372702524
chr17:31149548-31149587	0.0390264726344234	0.615127135336341	-0.103822172585759	0.0345100758143516	0.13833224840011
chr17:32367313-32367356	0.00242902565852657	0.408134358290306	0.237194825818377	0.349371267836075	0.112176442017698
chr17:33307582-33307630	0.0184880488161992	0.615127135336341	0.00078334369163802	0.000784211978961996	8.68287323975587e-07
chr17:33569461-33569723	0.0363069884281459	0.615127135336341	-0.000385546702652488	9.40005683287475e-07	0.000386486708335775
chr17:34068570-34068580	0.0446232982502198	0.615127135336341	0.00512127090986586	0.00512230574505325	1.03483518739791e-06
chr17:34122196-34122764	0.0107494662502989	0.615127135336341	0.000250436406917384	0.000306646640027181	5.62102331097977e-05
chr17:34819878-34819911	0.00745969007875959	0.615127135336341	0.0128968676618457	0.0128980759607599	1.20829891421183e-06
chr17:34900056-34900104	0.0293796337319212	0.615127135336341	-6.0047827022949e-07	7.97951349005038e-07	1.39842961923453e-06
chr17:34995058-34995184	0.00207567074368068	0.378798791728244	0.356294161561937	0.461404181195018	0.105110019633081
chr17:35299478-35299511	0.0452629327434113	0.615127135336341	0.00643591710600496	0.0074291043659938	0.000993187259988838
chr17:3571493-3571860	0.00726310937558583	0.615127135336341	0.000382361626884873	0.000444214098098535	6.18524712136614e-05
chr17:3572404-3572534	0.0243566005782522	0.615127135336341	0.000160686123872037	0.000201091901894049	4.04057780220119e-05
chr17:36610512-36610624	0.0390605052570241	0.615127135336341	-6.36336635921741e-07	9.63320500093422e-07	1.59965713601516e-06
chr17:36621032-36621084	0.0288809331219161	0.615127135336341	0.222533835759813	0.43944258764088	0.216908751881067
chr17:36666183-36666251	0.00850885622035326	0.615127135336341	0.0399989814349489	0.0417402996397526	0.00174131820480368
chr17:36830556-36830676	0.0181161114863936	0.615127135336341	0.000377970158288836	0.000405696460160355	2.77263018715196e-05
chr17:36830691-36830709	0.0322233469166047	0.615127135336341	0.00100819487749648	0.00100942608459239	1.23120709591764e-06
chr17:37009860-37009969	0.0371788077674953	0.615127135336341	-0.000633589584620582	7.09371911392588e-07	0.000634298956531974
chr17:37031783-37031816	0.00812242728288456	0.615127135336341	0.290584161590597	0.713834597428193	0.423250435837596
chr17:37381555-37381564	0.0411106089316226	0.615127135336341	0.00555569968949364	0.00555666728638167	9.67596888034951e-07
chr17:37761718-37761750	0.0273680223201977	0.615127135336341	0.0034118795547411	0.00341271428270028	8.34727959180517e-07
chr17:37862546-37862624	0.0367772553789476	0.615127135336341	-0.213844773628711	0.736773739620568	0.950618513249279
chr17:38255127-38255303	0.0400597189488354	0.615127135336341	0.0171959353634185	0.0171968162890659	8.80925647345729e-07
chr17:38375412-38375504	0.00747025055510863	0.615127135336341	8.89088669147872e-07	1.27083658795356e-06	3.8174791880569e-07
chr17:3848059-3848097	0.00629563706263981	0.615127135336341	0.32783795296615	0.792496006723751	0.464658053757602
chr17:38519057-38519170	0.0120980174596339	0.615127135336341	0.00047265397595888	0.000473390522931288	7.36546972407477e-07
chr17:39791631-39791648	0.0108966955675698	0.615127135336341	-0.29545639824264	0.479236174751122	0.774692572993762
chr17:39845769-39845802	0.0438661533858127	0.615127135336341	0.00231071153778564	0.00231180359123493	1.09205344929031e-06
chr17:39942938-39943089	0.0299936098233044	0.615127135336341	-0.00073374424814976	1.34049057333832e-06	0.000735084738723098
chr17:40021038-40021047	0.0178105641056142	0.615127135336341	6.45081326902165e-07	1.57464441448956e-06	9.295630875874e-07
chr17:40346485-40346615	0.0239264835373683	0.615127135336341	-6.84411921871259e-07	4.95126388549654e-07	1.17953831042091e-06
chr17:40563935-40564034	7.71622416334949e-05	0.065729043124116	0.320340401771152	0.651403084704641	0.331062682933488
chr17:40820198-40820269	0.0235016430482596	0.615127135336341	0.310936025160377	0.795225018882311	0.484288993721934
chr17:41132539-41132911	0.00512043712499061	0.590152897492321	0.000221934633174585	0.000256765840289143	3.48312071145586e-05
chr17:41276865-41277008	0.0419206604390146	0.615127135336341	0.00234835584236428	0.00234898063296919	6.24790604902877e-07
chr17:41477405-41477421	0.0192887626522452	0.615127135336341	-0.109712637791085	0.872510621725272	0.982223259516357
chr17:41780082-41780160	0.0146976612092514	0.615127135336341	0.229864790498259	0.349556557943916	0.119691767445657
chr17:42083330-42083408	0.0450967681953527	0.615127135336341	0.0031399892331156	0.00318388548634426	4.38962532286537e-05
chr17:42440932-42441119	0.00205660808140035	0.378599940014904	0.00031085480879841	0.000311974694464035	1.11988566562479e-06
chr17:42462135-42462157	0.0328631348613401	0.615127135336341	-0.298827622228895	0.179398946788017	0.478226569016912
chr17:42906973-42907078	0.00662356593978509	0.615127135336341	0.00241424850714926	0.00241578999622422	1.54148907496211e-06
chr17:43045937-43046215	0.0341944228598582	0.615127135336341	0.00122760313343359	0.0012840929587988	5.64898253652118e-05
chr17:43188127-43188155	0.00776198344364563	0.615127135336341	0.339648686320135	0.739696346712472	0.400047660392337
chr17:43483074-43483224	0.0192370941982515	0.615127135336341	-0.238327339690766	0.538531500031246	0.776858839722012
chr17:43663655-43663711	0.0370544809910615	0.615127135336341	-0.119924806848209	0.0614489483175849	0.181373755165794
chr17:43663762-43663805	0.0101987809419336	0.615127135336341	0.249790019610063	0.291966084217381	0.0421760646073176
chr17:43861966-43861996	0.0253785448052568	0.615127135336341	0.00471784572315458	0.00471866962491003	8.23901755448847e-07
chr17:44173873-44173936	5.02533715919253e-08	0.00214011520929953	0.833333586835919	1.00000134313258	0.166667756296659
chr17:4458600-4458648	0.0448199902624845	0.615127135336341	0.00133397434514976	0.00133509469907049	1.12035392072808e-06
chr17:45055954-45055982	0.0475889144835835	0.615127135336341	0.00954403980820064	0.00954544614156483	1.40633336418738e-06
chr17:45786300-45786312	0.0454837014581528	0.615127135336341	0.194963909289664	0.732650177671269	0.537686268381605
chr17:45961318-45961564	0.0143167591978116	0.615127135336341	0.275944475312113	0.539103404578442	0.263158929266329
chr17:45973465-45973726	0.0218300220080205	0.615127135336341	-0.000386654019183248	7.79003212523308e-07	0.000387433022395771
chr17:4607530-4607720	0.0219021492906421	0.615127135336341	0.00023754710321367	0.00023872064391523	1.17354070156065e-06
chr17:46101153-46101421	0.0278597303260416	0.615127135336341	-0.000193681471500916	3.5816378005633e-05	0.000229497849506549
chr17:46674006-46674013	0.0303954271867146	0.615127135336341	0.0179628058678539	0.0179641596094025	1.35374154856161e-06
chr17:46688135-46688210	0.0485250760818965	0.615127135336341	0.00106535518818794	0.00106621352707065	8.58338882708609e-07
chr17:47022190-47022383	0.0422277680859358	0.615127135336341	0.000399550260674414	0.000436931945020876	3.73816843464621e-05
chr17:47573020-47573087	0.028564991996523	0.615127135336341	0.00219055378298693	0.00219145887232016	9.05089333228616e-07
chr17:47755586-47755610	0.0245623780425105	0.615127135336341	9.52575974371178e-07	1.52918354156545e-06	5.76607567194268e-07
chr17:47793179-47793295	0.0154982967334051	0.615127135336341	0.384894412394459	0.883661107391061	0.498766694996602
chr17:47810645-47810760	0.00468548951475556	0.570656760837822	0.406094061074274	0.775804399409886	0.369710338335612
chr17:47865923-47866410	0.0012717952205882	0.291974701679674	0.000300911990104791	0.000328844905280235	2.79329151754435e-05
chr17:47978138-47978277	0.0123468121459419	0.615127135336341	-0.189152531148024	0.810848082912677	1.0000006140607
chr17:48045972-48046111	0.0346924612299517	0.615127135336341	0.000196898031030537	0.000250252193997139	5.33541629666023e-05
chr17:48190299-48190329	0.00952370502262877	0.615127135336341	-0.142900895989598	0.843150806022347	0.986051702011946
chr17:48474423-48474623	0.0489834871918593	0.615127135336341	-0.000329489775148713	4.19177287866425e-05	0.000371407503935355
chr17:48624392-48624619	0.0475267204417227	0.615127135336341	0.000184699138843199	0.000218521675849839	3.38225370066396e-05
chr17:49019765-49019927	0.0025458690947451	0.420231217842489	0.41101801667408	0.878656013999374	0.467637997325294
chr17:49197974-49198001	0.0346039457572425	0.615127135336341	-5.8717945211473e-07	7.43380362230749e-07	1.33055981434548e-06
chr17:49199189-49199321	0.0184577914671251	0.615127135336341	7.76313959576898e-07	1.40184739715126e-06	6.25533437574358e-07
chr17:521801-521890	0.00105272654120003	0.264696840734426	0.390317229209054	0.747619749472142	0.357302520263088
chr17:54777087-54777258	0.0162241240203843	0.615127135336341	0.153708842342998	0.353115019963932	0.199406177620933
chr17:54911755-54912142	0.046413383817344	0.615127135336341	0.000657548151797582	0.000721882434705094	6.43342829075112e-05
chr17:55740467-55740620	0.015796726374757	0.615127135336341	0.233890852801145	0.548785656653371	0.314894803852226
chr17:57183633-57183757	0.0462907296722958	0.615127135336341	0.00115863221095606	0.00121514603535691	5.65138244008488e-05
chr17:57408978-57409246	0.0216136165767472	0.615127135336341	0.000221964090888962	0.000223168476081218	1.20438519225543e-06
chr17:57860284-57860290	0.0223877305298834	0.615127135336341	0.210904301984826	0.53846957754036	0.327565275555534
chr17:58469791-58470181	0.0213600791349397	0.615127135336341	0.000400553333326691	0.000418998797607925	1.84454642812337e-05
chr17:59361861-59361873	0.0156032069961477	0.615127135336341	-0.156864883292656	0.817012613402564	0.97387749669522
chr17:59476353-59476429	0.045266971816512	0.615127135336341	0.000783033700394885	0.00106304819311988	0.000280014492724998
chr17:60730309-60730715	0.0257862612829377	0.615127135336341	0.00038354658785099	0.000384633059873168	1.08647202217872e-06
chr17:60774312-60774337	0.0421089430582709	0.615127135336341	0.205823006097597	0.635932601651238	0.430109595553641
chr17:61522450-61522670	0.00208722879541916	0.378798791728244	0.327226670526311	0.596708666398939	0.269481995872628
chr17:62340671-62340911	0.0265000217610037	0.615127135336341	-0.000223302951675886	1.29709425353521e-06	0.000224600045929422
chr17:62502206-62502562	0.0340066445909424	0.615127135336341	-0.000185281633718693	2.0787114652607e-05	0.0002060687483713
chr17:63096524-63096622	7.59958716235864e-05	0.065729043124116	-1.42014363325076e-06	3.32555995441377e-07	1.75269962869214e-06
chr17:63179990-63180111	0.00534690838959023	0.603195004326581	0.257069817239599	0.446284369847973	0.189214552608374
chr17:64785218-64785295	0.0407128824435498	0.615127135336341	0.2103451633504	0.833679337568753	0.623334174218353
chr17:65362641-65362740	0.0113117531215053	0.615127135336341	0.00281944450512544	0.00294982414676852	0.000130379641643076
chr17:65487252-65487388	0.0114136726063638	0.615127135336341	0.189031672820361	0.470486527974335	0.281454855153973
chr17:6616777-6616887	0.0149277844919447	0.615127135336341	0.000432350292903092	0.0005242290368107	9.18787439076089e-05
chr17:66195160-66195178	0.00268131977136975	0.428487737468902	0.389210996108969	0.668872855352162	0.279661859243193
chr17:66596382-66596412	0.0462446905749731	0.615127135336341	0.0076722543237925	0.00767294048854896	6.86164756460014e-07
chr17:70409704-70409816	0.026693056018473	0.615127135336341	0.223335424529612	0.763997823827748	0.540662399298137
chr17:70612210-70612302	0.0043364665743887	0.543889350070703	0.274408014846021	0.616976218533248	0.342568203687227
chr17:7071298-7071376	0.0295985437192488	0.615127135336341	0.265996855184175	0.290799435969308	0.0248025807851325
chr17:71162267-71162321	0.0244141936436452	0.615127135336341	0.000456113233988833	0.000456976885500999	8.63651512165568e-07
chr17:71304910-71304938	0.00122089042244344	0.288834725950144	0.314589765271614	0.656182433232464	0.34159266796085
chr17:71631502-71631707	0.0124510834039352	0.615127135336341	0.327976337699407	0.84375146160322	0.515775123903812
chr17:7164628-7164732	0.0444624986220144	0.615127135336341	0.000952913375303413	0.00106238511927413	0.000109471743970721
chr17:7164793-7164937	0.028965444311339	0.615127135336341	0.000932415408366042	0.000933701985824935	1.28657745889303e-06
chr17:72075553-72075753	0.0414597591758185	0.615127135336341	0.249070540733338	0.570474518610446	0.321403977877108
chr17:72145954-72146129	0.0266777013063455	0.615127135336341	0.348214195850275	0.847058076279889	0.498843880429614
chr17:72688692-72688899	0.00253974449836869	0.420034287688458	0.350395049620955	0.613445450745594	0.263050401124639
chr17:72857418-72857445	0.0280182354329427	0.615127135336341	0.00910470423811613	0.00910592615685565	1.22191873951694e-06
chr17:72869567-72869614	0.0273824840355386	0.615127135336341	7.16023694850875e-07	1.41397083538469e-06	6.97947140533818e-07
chr17:72869841-72869872	0.0413141955579262	0.615127135336341	-5.84023007254636e-07	8.27844608951495e-07	1.41186761620613e-06
chr17:73106447-73106523	0.0438088908230187	0.615127135336341	6.16805414909332e-07	1.42674606354096e-06	8.09940648631631e-07
chr17:73267174-73267738	0.00471462270853708	0.570656760837822	0.000294334752006764	0.000341107660051054	4.67729080442905e-05
chr17:7344049-7344083	0.018719249585638	0.615127135336341	0.015749175966317	0.0177348281205341	0.00198565215421701
chr17:73555459-73555478	0.0214260206655846	0.615127135336341	0.299967596643807	0.748676818118593	0.448709221474786
chr17:73584945-73585158	0.0133284870944783	0.615127135336341	0.000155134961342176	0.00015603804401777	9.03082675593576e-07
chr17:7382578-7382822	0.0463930395391541	0.615127135336341	0.000183747962526957	0.000233019791503232	4.92718289762756e-05
chr17:73852356-73852406	0.0432331076736088	0.615127135336341	0.00436512573382454	0.00476304888573047	0.000397923151905924
chr17:73900410-73900615	0.0454939617777162	0.615127135336341	0.0013315878613544	0.00152520465937362	0.000193616798019224
chr17:73973238-73973371	0.0104483704303382	0.615127135336341	0.279977493153043	0.556548471616736	0.276570978463693
chr17:74349442-74349483	0.0487882905597948	0.615127135336341	0.00114391325627348	0.00114505410413561	1.14084786213115e-06
chr17:74350199-74350464	0.00410024070129764	0.528000758994442	8.06594096054994e-07	1.30541910435644e-06	4.98825008301449e-07
chr17:74494101-74494130	0.024317658633631	0.615127135336341	-0.204442460491763	0.340129831946592	0.544572292438355
chr17:74705629-74705775	0.0200610056804234	0.615127135336341	0.215924553836828	0.649931206165827	0.434006652328999
chr17:74734184-74734279	0.0281075416425099	0.615127135336341	0.000949410609329633	0.000950330890829473	9.20281499839875e-07
chr17:75093070-75093140	0.00852121526295186	0.615127135336341	0.370137569453092	0.677873924057483	0.307736354604392
chr17:75107407-75107512	0.00647685524947956	0.615127135336341	-0.300809450612964	0.69240186480871	0.993211315421674
chr17:75141803-75142008	0.0383047077642534	0.615127135336341	0.151052548690445	0.225119087694675	0.0740665390042301
chr17:7517543-7517926	0.00272775828901446	0.430991263514403	0.000230558691106118	0.000231652745292893	1.09405418677532e-06
chr17:75283564-75283575	0.00349651665038725	0.484118006835157	0.264118323773648	0.779915295801062	0.515796972027414
chr17:75388644-75388666	0.0386324976598777	0.615127135336341	-0.34486143155205	0.298473186379206	0.643334617931257
chr17:75429714-75429825	0.00877472562147782	0.615127135336341	0.228276779053271	0.65413584922456	0.425859070171289
chr17:75455967-75456099	0.0015352843033699	0.31662171905793	0.379355984986211	0.700242629985669	0.320886644999458
chr17:76374944-76375236	0.00528415524664192	0.597699010388091	0.00049349492745761	0.000494640343556198	1.14541609858891e-06
chr17:7651662-7651696	0.0096353593487139	0.615127135336341	0.363889068457071	0.591667523148228	0.227778454691157
chr17:76522917-76522936	0.00115207908668258	0.281163415616091	0.3621203608934	0.659490092521005	0.297369731627605
chr17:76731192-76731371	0.0335776774925592	0.615127135336341	0.175409785990819	0.326242200646865	0.150832414656046
chr17:76777510-76777883	0.00963958626768931	0.615127135336341	-0.000465501622308585	8.79516826562389e-05	0.000553453304964824
chr17:76858135-76858247	3.85425396427835e-05	0.0426335549220104	0.583333458195694	0.756945621178046	0.173612162982352
chr17:76875842-76875875	0.0386017765655443	0.615127135336341	0.15811624619817	0.210274145058402	0.0521578988602326
chr17:76991413-76991441	0.0450828132565901	0.615127135336341	0.24877227526044	0.657540314413703	0.408768039153263
chr17:77020313-77020323	0.0105424308038847	0.615127135336341	-7.96782233880297e-07	7.38193353311953e-07	1.53497558719225e-06
chr17:77716007-77716048	0.0144645939339048	0.615127135336341	0.00202793055726272	0.00202904419935791	1.11364209519436e-06
chr17:77840582-77840811	0.0190709810959964	0.615127135336341	0.247364604797298	0.451069234518139	0.203704629720841
chr17:77925672-77925713	0.0253245684817857	0.615127135336341	0.258356882967699	0.610889893537153	0.352533010569454
chr17:77925953-77926099	0.00427465416521915	0.53900552947154	0.205389106671091	0.571459729503456	0.366070622832366
chr17:77960688-77960713	0.0312855979607546	0.615127135336341	-0.198915571692539	0.605585783255794	0.804501354948333
chr17:78120843-78121724	0.0260474906179441	0.615127135336341	0.000175128458624223	0.000244788873170349	6.96604145461255e-05
chr17:78161705-78161713	0.0180508195497071	0.615127135336341	0.262218696984514	0.602486418840891	0.340267721856377
chr17:78808182-78808203	0.00415720715981919	0.528000758994442	0.282936526103882	0.641204598230966	0.358268072127084
chr17:78916531-78916580	0.0325050117487886	0.615127135336341	0.263946868635873	0.640555271298785	0.376608402662912
chr17:78942508-78942514	0.0111151577738116	0.615127135336341	0.251702894054811	0.573864736633796	0.322161842578985
chr17:78942680-78942723	0.0219506101687596	0.615127135336341	0.276048527741604	0.543565226975438	0.267516699233833
chr17:78966247-78966264	0.0434262560058832	0.615127135336341	5.63339244656073e-07	1.35447557692402e-06	7.91136332267944e-07
chr17:79024093-79024100	0.0311543785955124	0.615127135336341	0.22625025991122	0.523365490690658	0.297115230779438
chr17:79136401-79136483	0.00114334033704034	0.280638981345063	0.221772669021015	0.467776142286104	0.246003473265089
chr17:79137981-79138138	0.0445949862761839	0.615127135336341	-0.158730571636555	0.841270725853258	1.00000129748981
chr17:79139657-79139903	0.00945634713144295	0.615127135336341	0.000199124598882865	0.000249542229752132	5.04176308692666e-05
chr17:79212343-79212451	0.0313278438888736	0.615127135336341	0.000290801858097201	0.000291808336232473	1.0064781352722e-06
chr17:79339086-79339121	0.015030301077635	0.615127135336341	0.255347274155515	0.274755640321223	0.019408366165708
chr17:79370583-79370653	0.0206038842899896	0.615127135336341	0.000478601341420924	0.000479760848798718	1.15950737779368e-06
chr17:79377602-79377652	0.00481316037916742	0.572547486000435	0.18100827044155	0.646624231847088	0.465615961405538
chr17:79393651-79393727	0.0138490668135237	0.615127135336341	0.291061532305546	0.534855868083952	0.243794335778406
chr17:79450423-79450450	0.00509390023858794	0.589487452474526	0.130511462719906	0.147437295770919	0.0169258330510135
chr17:79519433-79519799	0.000607279461098146	0.191569679778194	0.00128572604914403	0.00148481053819926	0.000199084489055226
chr17:79633507-79633871	0.00280541396872702	0.43200810474183	0.000189255472930067	0.000269503815418101	8.02483424880334e-05
chr17:79790530-79790895	3.23225364137673e-05	0.0404854028524971	0.00086469399673344	0.000913969952950746	4.92759562173061e-05
chr17:79829389-79829642	0.0343517670976946	0.615127135336341	-0.000231340468647493	3.44056439255294e-05	0.000265746112573022
chr17:79849371-79849479	0.0291564478623398	0.615127135336341	0.000246479207436637	0.000281688693568857	3.52094861322203e-05
chr17:79865243-79865396	0.0219070270468278	0.615127135336341	0.230320274761951	0.594455034637936	0.364134759875984
chr17:79881522-79881528	0.0414143951486616	0.615127135336341	-0.166899519866113	0.0198424578443479	0.186741977710461
chr17:79897942-79897975	0.0014117840537518	0.30501915182959	0.248363932938742	0.562343783382028	0.313979850443286
chr17:79961309-79961397	0.0478110910156388	0.615127135336341	0.282645648645491	0.68244374712538	0.399798098479889
chr17:79961606-79961618	0.0075566748109124	0.615127135336341	0.252639756545828	0.558066269442022	0.305426512896194
chr17:80009897-80010012	0.0277032221395893	0.615127135336341	-0.000317174193692019	5.45055248477517e-05	0.00037167971853977
chr17:80055825-80056092	0.0299326086029346	0.615127135336341	0.000301641692040344	0.000318077645922902	1.64359538825579e-05
chr17:80709891-80709903	0.0188242489768868	0.615127135336341	-8.28083601041816e-07	5.54172278243669e-07	1.38225587928549e-06
chr17:80846964-80847091	0.0339654363061149	0.615127135336341	0.233961701056761	0.662236335062457	0.428274634005697
chr17:81036784-81036812	0.0444516397097572	0.615127135336341	-7.01130002152108e-07	4.3104609069485e-07	1.13217609284696e-06
chr17:8151943-8151967	0.0143601856804579	0.615127135336341	8.33557824799484e-07	1.3191076336303e-06	4.8554980883082e-07
chr17:8338840-8339121	0.0288417632557788	0.615127135336341	0.000382695776250441	0.000403358544791317	2.06627685408761e-05
