	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	PCP	PCP	PCP	PCP	PCP	PCP	PCP	PCP	PCP	PCP	PCT	PCT	PCT	PCT	PCT	NPT	NPT	NPT	WB	WB	WB	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT
chr15:60297514-60297538	0	0	NA	0	0.00666666666666667	0	0.02	0.00444444444444444	NA	0	NA	NA	NA	NA	NA	0.0133333333333333	0	0.00666666666666667	0	NA	0	NA	NA	NA	0	0	NA	0	0	0	0	0	0	0	0	0	NA	NA	0.56	NA	NA	NA	0.0019047619047619	0	0.0136066252587992	0.00887254901960784	0	0	0	0	0	0	0.0133333333333333	NA	0.000701754385964912	0.0102564102564103	0	0	0.00158730158730159	0	0.000680272108843537	0	0.00423076923076923	0	0.00555555555555555	0	0	0	0.00222222222222222	0	0.00166666666666667	0	0.00285714285714286	0.000843881856540084	0.0118637867373836	0	0.00140350877192982	0.000838574423480084	0.00402684563758389	0	0.00146520146520147	0	0.0016359918200409	0.00277777777777778	NA	0.0208333333333333	NA	0	NA	0	NA	0	NA	NA
chr17:35299914-35299934	0.00444444444444444	0.00222222222222222	0	0	0	0	0	0	NA	0	NA	NA	0.0133333333333333	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0.0363611111111111	0.555555555555556	0.531111111111111	0	0.6	NA	0.00158730158730159	0.00272108843537415	0	0	0	0	0	0	0	0.00606060606060606	0	0	0	0	0.00266666666666667	0.00104166666666667	0	0	0.00292814181703071	0	0.00402576489533011	NA	0	NA	0	0	0	0	0	0.00317460317460317	0	0.00145985401459854	0.00050125313283208	0.00116959064327485	0	0	0.00141843971631206	0	0.00285714285714286	0.00666666666666667	NA	0.00130718954248366	0	0	0.0010752688172043	0.00222222222222222	NA	NA	NA	0	NA	0
chr3:2140228-2140306	0	0	0	0	0	0	0	0	0	0	0.00202020202020202	NA	0	0	NA	0	0.00101010101010101	0	0	0	0	0	0	0.00303030303030303	0	0	0	0.000673400673400673	0	0	0	0	0	0	0	NA	0	0.361392763614986	0.641890910519648	0.00183877995642702	0.571717171717172	NA	0	0.000116346713205352	0.0261944716251832	0.00574944002945599	0.000174978127734033	0	0.000555555555555556	0	0.00138888888888889	0	0.000673400673400673	0	0	0	0	0	0	0.000241545893719807	0.000128452151573539	0	0.000129954515919428	NA	0	0.000347222222222222	0.00302214012673491	0	NA	0.000267737617135208	0.000444444444444444	0.000980392156862745	0	0.000585656949725391	0.000368833563854311	0.000284900284900285	0.00154875613836274	9.45626477541371e-05	0.000205761316872428	0.00117922755812444	0.0002002002002002	0.00427609427609428	NA	0.000548696844993141	NA	NA	0.000244200244200244	NA	NA	0	NA	0	NA	0
chr19:34113352-34113366	0	0.025	NA	0.00833333333333333	0	0	0	0	NA	0.0125	NA	NA	0	0	NA	0	0.025	0	NA	0	0	NA	0	0	0	0.0166666666666667	0	0	0	0	0.00769230769230769	0	0.0125	0.00833333333333333	0	0	0	0.4	0.6	0.00833333333333333	0.523611111111111	0	0	0	0.14295962287354	0.00384615384615385	0.002	NA	0	NA	0	0.0555555555555556	0	NA	0	0	0	0.00163934426229508	0.00588235294117647	0.00689655172413793	0.00542222222222222	0.008	0.0294270435446906	NA	0	NA	0	0.004	0	0	0	0	0.00099009900990099	0.000561797752808989	0.00275689223057644	0	0.0012987012987013	0.000909090909090909	0	0.00147058823529412	0	0	NA	0.0335574229691877	NA	NA	0.00285714285714286	0	0	0	0	0	NA	0
chr1:229543443-229543459	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	NA	NA	0	NA	0	0	0	0	0	0	NA	0.00444444444444444	0	NA	NA	NA	NA	NA	0	0	0	0	0	NA	NA	NA	0.42	NA	NA	NA	0	0	0.00193236714975845	0.0032520325203252	0	0.000938967136150235	0.0412698412698413	0.21	0	0	0.0111111111111111	0.00317460317460317	NA	0.000766283524904215	0	0	0	0	0	0.000813008130081301	0	0.00155038759689922	0.00793650793650794	0.00380952380952381	NA	0	0	NA	0	0	0	0.0414697120158888	0	0.000617283950617284	0	0	0	0.00249221183800623	0.00435443037974684	0.00238095238095238	0	NA	0.00836550836550837	0	0.0277777777777778	0.0113526570048309	NA	0.00266666666666667	NA	0	0	0	NA
chr2:5836838-5836851	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.444444444444444	0.8	0	0.75	NA	0	0	0.0025	0.00967741935483871	0	0	NA	0	0	0	0	NA	0.0025	0	0	0	0.0125	0	0.00880077369439071	0	0	NA	NA	0	0.0162637362637363	0	NA	0.005	NA	0	0	0	0	0	0	0.00153846153846154	0	0	0.0024390243902439	0	NA	0	NA	NA	0.02	0	NA	0	0	0.00666666666666667	0	NA
chr19:51520471-51520477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	0	NA	NA	NA	1	NA	NA	0	0	0	0.00988235294117647	0	0	0	0	0	0	0	0.00769230769230769	0	0	0	0	0.00116279069767442	0	0	0	0.0116666666666667	0.00928152944804194	NA	0	NA	0	0.00555555555555555	0	0.00357142857142857	0	0.0174242424242424	0	0	0.000970873786407767	0	0.0149997587687557	0.000649350649350649	0.0029126213592233	0.0462679111932843	0.00222222222222222	0.00689655172413793	NA	0.00232558139534884	NA	NA	0.003	0	0	0	0	0	NA	0
chr12:16759644-16759701	NA	NA	NA	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	0	0	0	0	0	0.00378787878787879	0	0	0	0	0	0	0	0.00308641975308642	0.00303030303030303	0.00520833333333333	0	0	0.00308641975308642	0.00252525252525253	0.00273224043715847	0	0.00427350427350427	0	0	0.00292397660818713	0	NA	0	0	0.00245098039215686	0.00151515151515152	0	0.00234741784037559	0	0.00146198830409357	0.00420168067226891	0.00168350168350168	0	0	0.0028735632183908	0.00229885057471264	0	NA	0.0222222222222222	0	0	NA	0	0	0	NA	0
chr19:30017456-30017484	0	0	0.00510204081632653	0.00446428571428571	0	0	0.0349206349206349	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0.00446428571428571	0	0	0	0	0	0.30321583178726	0.993197278911565	0	0.507589285714286	NA	0	0.000759878419452888	0	0	0.00191100536600182	0	0	0	0	0.00137362637362637	0	0	0.000956632653061224	0	0.00444444444444444	0.00121753246753247	0	0	0.00016926201760325	0.000503018108651912	0.000241312741312741	NA	0.00166112956810631	NA	0	0.000700280112044818	0	0.00119047619047619	0	0	0.000392464678178964	0.000835845701917131	0.00136498721404382	0	0.00118063754427391	0.000228937728937729	0.000952380952380952	0.000510204081632653	0.000489236790606654	0	NA	0.00366813392023476	NA	NA	0.000830564784053156	0	0.000558035714285714	0	0	0	NA	NA
chr14:60952393-60952404	NA	0	0	NA	NA	0	0.0277777777777778	0	NA	0	NA	NA	NA	0	NA	0	0	0	0	0	0	NA	0	0	NA	NA	0	0	NA	0	NA	0	0	0	NA	0	0	0.666666666666667	NA	NA	NA	NA	0	0.0252955082742317	0.0158730158730159	0	0	0	0	0	0	0	0.0277777777777778	NA	0	0.0128205128205128	0.0286549707602339	0	0.0119047619047619	0	0.0014367816091954	0	0.00264550264550265	0.066193853427896	0	NA	0	0	0.00256410256410256	0	0.00520833333333333	0.0072463768115942	0	0.00123456790123457	0.00434782608695652	0	0.00234741784037559	0	0.0426054852320675	0.00213675213675214	0	0	NA	0	0	0	NA	NA	0	0	NA	0	NA	0
chr19:51227688-51227721	NA	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	NA	0	0	NA	0	0	0	0.00833333333333333	0	0	0.025	NA	0	NA	NA	1	NA	NA	NA	0.003125	0.00126582278481013	0	0.00232558139534884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00104166666666667	NA	0.00434782608695652	NA	0	0	0	0	0.0184659090909091	0	0	0	0.00136054421768707	0	0.0010989010989011	0	0	0.00169491525423729	0	0	NA	0.0025	NA	NA	0.108598484848485	0.209596882231153	0	0	0	0.0166666666666667	NA	NA
chr15:79381804-79381818	0	0	NA	0	0	0	0	0.0333333333333333	0.00925925925925926	0	NA	NA	0	NA	0	0	0.0151515151515152	0	0	NA	0	0.037037037037037	0	0	NA	0	0	0.0555555555555556	0	0	0	0	0	0	0	0	0	0.518518518518518	1	0	0.6	NA	0.0111111111111111	0	0.0286549707602339	0	0.00793650793650794	0	0	0	NA	0	0	NA	0.00490196078431373	0	0.0111111111111111	0.00320512820512821	0	0	0.00216450216450216	0	0	0.0367149758454106	0	0	0.0087719298245614	0	0	0	0.0208333333333333	0.00462962962962963	0.016952614379085	0.00134408602150538	0.010478384902348	0	0	0	0	0.00641025641025641	0	0	0.00170068027210884	0.0111111111111111	NA	0	NA	0.00666666666666667	NA	0	NA	0	0	NA
chr19:51227742-51227848	NA	0	0	0.000472813238770686	0	0.000694444444444444	0	0	0	0	NA	NA	0	0	0	0	0	0	0	0	0.000383141762452107	0	NA	NA	0	0	0	NA	0	NA	0.000600600600600601	0	0	0	0	0	NA	NA	1	NA	NA	0	0.000542005420054201	0.000137174211248285	0.00104253842211453	0.00049109883364027	0.00022002200220022	0	0	0	0	0	0	0	9.0702947845805e-05	0	0.00455646358286622	0.000318598168060534	0	0	0.000203252032520325	0.000207684319833853	0.000573159747809711	NA	0	NA	0.000264550264550265	0.000334168755221387	0.000269905533063428	0	0.0033248103423542	0	0	0.0001230012300123	0.000576872428973835	0.000105820105820106	0.000428724544480172	0.000199600798403194	0	0.000259909031838856	0.000101936799184506	0.0254423304967475	NA	0.000647354821161431	NA	NA	0.250234152583023	0.0641668940411574	0	0	0.000364298724954463	0.000816993464052288	NA	0
chr7:19157240-19157380	0	0	0	NA	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA	NA	NA	0	0	0	NA	0	NA	NA	0	NA	0.469047619047619	NA	NA	NA	0	0	0.00241147741147741	0.000771604938271605	0	0	0	0	0	0	0	0	0	0.00087719298245614	0	0	0.000813008130081301	0.00555555555555555	0	0.00198019801980198	0.00476190476190476	0.0066470524136428	0	0	0	0	0.00246913580246914	NA	0.00256410256410256	0	0	0	0	0.00105820105820106	0.0043010752688172	0.00122887864823349	0	0.00104166666666667	0.00466124661246612	0.00123456790123457	0.00937373737373737	0.00286861732644865	0.00425186627718273	0	0	NA	NA	NA	NA	NA	NA	NA	0
chr15:100346858-100346878	NA	0.00317460317460317	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0.000992063492063492	NA	0	0	NA	0	0	0.00793650793650794	0	NA	NA	0	NA	0.00793650793650794	0.00793650793650794	NA	NA	NA	1	0	NA	NA	0	0.000732600732600733	0.000807102502017756	0.000610500610500611	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0.00153609831029186	0	0	0	0	0	0	0	0	0	0.000244200244200244	0	0	0.000807102502017756	0	0	0.000933706816059757	0	0.0130952380952381	0	0	NA	0	NA	NA	NA	0	NA	0	0	NA
chr1:39980757-39980796	NA	NA	NA	0	NA	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	0	0	0	0	NA	NA	0	NA	0	NA	0	NA	NA	0	NA	0	0	NA	NA	0.583333333333333	NA	NA	NA	NA	0	0.0171428571428571	0	0	0	0.0125	0	0	0.0833333333333333	0	0	0	0	NA	0	NA	NA	0	NA	NA	0	NA	NA	NA	0	NA	0.0555555555555556	NA	NA	NA	0	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	0	0	NA	0.00769230769230769	NA	0	0	NA	NA
chr22:25678704-25678712	NA	0	0	0	NA	0	0	0	NA	NA	0	NA	0	NA	NA	0	0	0	0	0	0	NA	0	0	NA	0	0	NA	0.0555555555555556	0	0.0277777777777778	NA	NA	0	0	0	0.0555555555555556	0	NA	NA	1	0	0.0222222222222222	0.0148148148148148	0.0119047619047619	0.00416666666666667	0.00793650793650794	0	0.0333333333333333	NA	0	0.0333333333333333	0	0	0.00396825396825397	0	0.159615384615385	0.00925925925925926	0.0104166666666667	0	0.00248756218905473	0	0.00595238095238095	NA	0	0.351851851851852	0.0222222222222222	0.0166666666666667	NA	0.0185185185185185	0.111111111111111	0.0238095238095238	0.00709219858156028	0.00152905198776758	0	0.00574712643678161	0.0304166666666667	0.00292397660818713	0.00347222222222222	0.00416666666666667	0.00505050505050505	0.333333333333333	0.00303030303030303	0.00462962962962963	NA	0	0	NA	0	0	0	NA	NA	NA
chr16:20085491-20085515	NA	0	NA	0	0	0	0	0	NA	0	0.0555555555555556	0.166666666666667	0	0	NA	0	NA	0	0	0	0	NA	0	NA	NA	NA	0.0555555555555556	0	0.0277777777777778	0	NA	0	0	NA	NA	0	NA	0	1	0	NA	NA	0	0	0	0.0087719298245614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00595238095238095	0.00595238095238095	NA	0	0	0	0	0	0	0.0111111111111111	0	0	0	0	0.00462962962962963	0	0	0	0.00444444444444444	0	0	NA	0	0	0.0416666666666667	0	NA	NA	0.0208333333333333	NA	0	NA	0
chr6:6547180-6547197	NA	0	NA	0	0	NA	0	0	NA	0	NA	NA	NA	0	NA	NA	0	0	NA	NA	0	0	NA	NA	0	NA	NA	0	0	NA	0	0	0	0	NA	0	NA	NA	1	NA	NA	NA	0	0.00200803212851406	0.0128205128205128	0.00847457627118644	0	0	0	0	0	0	0	0.0277777777777778	0.00222222222222222	0	0	0	0.038961038961039	0	0.003003003003003	0	0.00210970464135021	NA	0	0	0.00505050505050505	0	0	0.0045045045045045	0	0	0.00191570881226054	0	0.0037037037037037	0.0040650406504065	0.011766334440753	0	0	0.00238095238095238	0	0	0.00234741784037559	0.00505050505050505	NA	NA	0	NA	0.00476190476190476	0	NA	0	NA	NA
chr18:70210753-70210798	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	1	NA	NA	0	0.00666666666666667	0	0.0183055040197897	0.00526315789473684	0	0	0	0	0	0	0	NA	0.00161290322580645	0	0	0	0	0	0	0	0	0	0.00833333333333333	0	0	0.00555555555555555	NA	0	0	0	0	0	0.0116138763197587	0	0.0105263157894737	0	0.00428571428571429	0.00172413793103448	0.00350877192982456	0.01	NA	0.00344827586206897	0.0476190476190476	0	NA	0.422774327122153	0.00384615384615385	0	NA	NA	0.222222222222222	0
chr19:51228547-51228561	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	NA	NA	0	0	NA	NA	0	0	0	0	1	0	1	0	0	0	0.0040650406504065	0	0.00505050505050505	NA	0	0	0	0	0	0	0	0	0.0087719298245614	0	0	0	0.00210970464135021	0.00505050505050505	0	NA	0	NA	0	0	0	0	0	0	0	0	0.00163398692810458	0	0.00714285714285714	0	0	0.00225225225225225	0	0	NA	0.00490196078431373	NA	NA	0.100722074860006	0.686458333333333	0	0.0119047619047619	0	0	NA	NA
chr11:64480696-64480711	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	0.025	0	NA	NA	0	NA	NA	1	NA	NA	0	0.0125	0	0.002	0.00410958904109589	0.00125	0.0958333333333333	NA	0	NA	0.01	0	0	0.00147058823529412	0.00476190476190476	0.0111111111111111	0.002	0	0	0.0391267383453028	0	0.00294117647058824	0	0	0	0	0	0	0	0	0	0	0.0015	0.0016	0.00149253731343284	0	0	0.00140845070422535	0.00338983050847458	0.00392156862745098	0.00384615384615385	0.00582125416634369	0	NA	NA	0.00645161290322581	NA	0.00444444444444444	0.00454545454545455	NA	0	NA	NA
chr11:64480810-64480815	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	NA	0	NA	NA	0	NA	0	NA	NA	NA	0.0555555555555556	NA	0.0555555555555556	0	0.0277777777777778	0.0277777777777778	0	0	0.0555555555555556	0	NA	NA	1	NA	NA	0	0	0.0105820105820106	0.00757575757575758	0.00292397660818713	0	0.111111111111111	NA	0	NA	0	0.0151515151515152	0	0	0	0.00694444444444444	0	0	0	0.029592664719247	0.00555555555555556	0	0	0	0	0.0333333333333333	0.0222222222222222	0.00694444444444444	0	0	0	0	0.00734126984126984	0.00148809523809524	0.0111111111111111	0.00314465408805031	0.00746268656716418	0	0.00775193798449612	0.00378787878787879	0	0	0.019656699889258	NA	NA	0	NA	0	0	NA	0	NA	NA
chr19:51228487-51228525	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	NA	NA	0	0	NA	NA	0.022108843537415	0	0	0.0308441558441558	0.965	0	1	0	0	0	0.00184729064039409	0.000595238095238095	0	NA	0	0	0.00324675324675325	0	0	0	0.000384024577572965	0.000850340136054422	0	0	0	0.00061576354679803	0.00103983362661974	0	0	NA	0	NA	0	0.00115207373271889	0	0.00642857142857143	0.0162082824134151	0.000714285714285714	0.0052022302022302	0.000126198889449773	0.000295159386068477	0.000784929356357928	0.00621120788741028	0.000345065562456867	0.000353606789250354	0	0	0	NA	0.0043379102793191	NA	NA	0.239606356124214	0.181356168198273	0	0.000637755102040816	0	0	NA	0
chr11:69634626-69634647	NA	0.0111111111111111	0	0	NA	NA	0	0	0	0	0	0	NA	NA	NA	0	NA	0	0	NA	0	NA	0	NA	NA	NA	0	0.138888888888889	0	0	0	0	0	0	0	0	NA	NA	1	NA	NA	0	0.00462962962962963	0.00374531835205993	0.0072463768115942	0.00273224043715847	0	0.37037037037037	NA	NA	0.0277777777777778	0	0	0	0	0	0.0305555555555556	0.00170068027210884	0	0	0.00273224043715847	0.0036231884057971	0.00469483568075117	0	0	0	0	0	0	0.00694444444444444	0.00333333333333333	0.0883289415898112	0	0.00267379679144385	0.0072463768115942	0	0.00241545893719807	0.00131233595800525	0	0	0	0.19017094017094	0.00337837837837838	0.00277777777777778	NA	NA	0.0043859649122807	NA	0.00340136054421769	0	NA	0.068287037037037	0.0476190476190476	NA
chr11:64480803-64480808	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	NA	0	NA	NA	0.0555555555555556	NA	0	NA	NA	NA	0.0555555555555556	NA	0	0	0	0	0.0416666666666667	0	0.12962962962963	0	NA	NA	1	NA	NA	0	0	0.00546448087431694	0.0166666666666667	0.0106382978723404	0.00546448087431694	0.351851851851852	NA	0	NA	0	0.0185185185185185	0	0	0	0.0123456790123457	0	0	0	0.02749983714416	0.0114942528735632	0	0	0	0	0.120946455505279	0.0104166666666667	0.00354609929078014	0.0138888888888889	0.0138888888888889	0.0072463768115942	0	0.00335570469798658	0.00859106529209622	0.00462962962962963	0.00694444444444444	0.00806451612903226	0.0282186948853616	0.0232683982683983	0	0	0.0765017117958294	0.05708075955159	NA	NA	0	NA	0	0	NA	0	NA	NA
chr7:98246704-98246713	NA	0.037037037037037	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	0	0.0277777777777778	0.0185185185185185	0	0	NA	0	NA	0	NA	NA	0	0	0	0	NA	0.0555555555555556	0	0	NA	NA	0	NA	NA	1	NA	NA	NA	0	0.00273224043715847	0.0219298245614035	0.00292397660818713	0.00833333333333333	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0.00222222222222222	0	0.00490196078431373	0.0151515151515152	0	0	0	0.0238095238095238	NA	0	0.0453216374269006	0	0	0.00308641975308642	0.00520833333333333	0	0.00740740740740741	0	0.00476190476190476	0	0	0	0.00256410256410256	0	0	0	NA	NA	NA	NA	NA	NA	NA	0
chr21:40032777-40032825	NA	0	NA	NA	0	0	0	0	0	0.00793650793650794	0	0	0	NA	NA	0	0.00111111111111111	0	0.000555555555555556	0	0	NA	0	NA	0	0	0	NA	0.00261437908496732	0	0.04	NA	0	0	NA	0	NA	0.231746031746032	1	NA	1	0	0.002341358484322	0.000778545690826393	0	0.000217864923747277	0.000499375780274657	0	0	0	0	0	0	0	0.000185185185185185	0	0	0.000158730158730159	0	0	7.96495420151334e-05	0.000317460317460317	0.000182149362477231	NA	0	NA	0.000472813238770686	0.000980392156862745	0	0.00101010101010101	0.032962962962963	0.014679914478832	0.000355555555555556	0.000133067198935462	8.41750841750842e-05	0.00041407867494824	0.00115839243498818	0.000198412698412698	0	0.000854700854700855	0.000467836257309941	0	NA	0.000711111111111111	0	0.0185185185185185	0	0.000529100529100529	NA	NA	0	NA	NA	NA
chr19:30019740-30019765	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	0	NA	NA	0	NA	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	NA	NA	1	NA	NA	NA	0	0	0	0.00555555555555556	0.00793650793650794	0	0	0	0	0	0	NA	0.00303030303030303	0	0	0	0	0	0.00205761316872428	0	0.0295934959349593	NA	0	NA	0	0	0	0	0	0	0	0.0016025641025641	0.00205761316872428	0.0045045045045045	0.0043859649122807	0	0	0	0.00374531835205993	0	NA	0	NA	NA	0.0151515151515152	0	0	0	0	0	NA	NA
chr2:70995348-70995371	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.00666666666666667	NA	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0100031065548307	0.00087719298245614	0	0	0	0	0.00939425648180444	NA	0	0	0	0	NA	0	0.00493827160493827	0	0	0.000883002207505519	0.00763772737663325	0	0.00579166666666667	0.000533333333333333	0.00101010101010101	0	0	0	NA	0.00170940170940171	NA	NA	0.00170940170940171	0	NA	0.00333333333333333	0	0	NA	NA
chr5:127873555-127873695	0	0	0	NA	0	NA	0	0	0	0.0648148148148148	NA	0	0	0	0	0	0	0	0	NA	0	NA	0	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0.277777777777778	NA	NA	1	0	0	0.000796182375129744	0.00194391105421615	0.000952380952380952	0.000211640211640212	0.00030441400304414	0	0.00161616161616162	0	0.00173611111111111	0.000419287211740042	0.00379273504273504	0	0.000252525252525253	0	0	0	0	0.000483705970105232	0	0	0.000427350427350427	0	NA	0	0	0	0.000470809792843691	0.000516795865633075	0	0.000831516395194733	0.000135089496791624	0.000429733763067096	0.000130718954248366	0.000215749730312837	0	0	0.000133067198935462	0.00033003300330033	0.00379764869923427	0.000440667296191376	0.00141798941798942	NA	0.00392156862745098	0.000292397660818713	0	0.000841750841750842	NA	0.000419287211740042	0	NA	NA
chr1:149858163-149858326	NA	0	NA	NA	0	0	0	0	NA	NA	0	NA	0	0	0	0	0.00606060606060606	0	0	0	0	0	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0.00057372346528973	0.00037202380952381	0.000168350168350168	0.000709219858156028	0	0	0	0	0.000472813238770686	0	0.000341880341880342	0	0.000396825396825397	0.000952380952380952	0.000471475719000471	0.000380952380952381	0	0	0.000333000333000333	0	0.000257400257400257	0	0	NA	0	0	NA	0.00110741971207087	0.0012531328320802	0.000541125541125541	0	0.000547345374931582	0.00040874718986307	0.000577200577200577	0	0.000323939099449304	0.000550509221029452	0	0.000610500610500611	0	NA	0	0	0.0019047619047619	0	NA	0.00170940170940171	NA	0	0	0.0037037037037037	NA
chr7:5595202-5595255	0	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0	0	0	0	0	0	NA	NA	0	0	NA	NA	0	0	NA	NA	1	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158730158730159	0	0.00132013201320132	0.00222222222222222	0	0	0	0.000611620795107034	0	0	0	0	0	NA	0.00109289617486339	0	0	0	0	0.000546448087431694	0	0	0.00056980056980057	0.000666666666666667	0.00169491525423729	0	0	0	0.0013745704467354	0	0	NA	NA	NA	NA	NA	NA	NA	0
chr2:172966968-172967013	NA	0	0.025	0	0	0	NA	0	NA	0	0	NA	0	NA	0	NA	NA	0	0	0	0	NA	0.00625	NA	0	0	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	1	NA	NA	0	0.0237647058823529	0.00352941176470588	0	0	0	0	0	0	0	0	0	NA	0	0.0840587044534413	0	0	0.00571428571428571	0	0.0167898249419989	0.0220289855072464	0	NA	0.00357142857142857	0.00232558139534884	0.00454545454545455	0	NA	0	0	0.0174228675136116	0.00333333333333333	0.00393700787401575	0.0058252427184466	0.00632911392405063	0	0.00208333333333333	0.00114942528735632	0.00181818181818182	0.00131578947368421	0.008	NA	0.00625	NA	NA	0	0	NA	0	0	0	0	NA
chr4:42154500-42154556	NA	NA	NA	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0	0.00255102040816327	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0.00198412698412698	0	NA	0	0	0.0183531746031746	NA	NA	NA	1	NA	NA	NA	0.000750750750750751	0.000974658869395711	0.00630497459765752	0	0.00051440329218107	0	NA	0	0	0	0	0.00505050505050505	0.000420875420875421	0	0	0.000396825396825397	0	0	0.000217013888888889	0	0.000275027502750275	0.00146299483648881	0	0.00106837606837607	0.000478927203065134	0.000816993464052288	NA	0	0.00123456790123457	0.00154320987654321	0.000257201646090535	0.000425170068027211	0.000408496732026144	0	0.00124843945068664	0.000896057347670251	0.000347222222222222	0.000411522633744856	0.000610500610500611	0	0	0.00218621399176955	0	NA	0.00132275132275132	0.0031055900621118	0.00170068027210884	0.00317460317460317	NA	NA	0	0
chr5:1883992-1884032	0	0	NA	NA	0	0	0	0	0	NA	0	NA	NA	0	NA	0	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	NA	0.111111111111111	1	NA	NA	0	0.00158730158730159	0.000602772754671489	0	0.000807102502017756	0	0	0	0	0	0	0	NA	0.000541125541125541	0	0	0	0.00140056022408964	0	0.000275254610514726	0.00101317122593718	0.00146520146520147	0	0	NA	0.0019047619047619	0	0	0	0	0	0	0	0.000700280112044818	0	0.00132275132275132	0	0.00213219616204691	0	0	0	0	0	NA	0.0383333333333333	0	0	0	NA	0	0	NA	NA
