""	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"NCT"	"NCT"	"NCT"	"NCT"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"WB"	"WB"	"WB"
"chr20:47804268-47804324"	0.0765619673550209	0.0416666666666667	0	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0	0	0	0	0	0.0765619673550209	0	0	0	0	0	0.0765619673550209	0	0.0765619673550209	0	0	1	1	0	0	0	0	0	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0	1	0.28286721263858	0	0	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0	0	0	0.0224680594971395	0	0	0	0	0.0224680594971395	0.0224680594971395	0	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0.0037037037037037	0.060044734285116	0	0.060044734285116
"chr22:51195499-51195523"	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0555555555555556	0	0.0277777777777778	0.822222222222222	0	0	0	0	0	0	0	0.0765619673550209	0	0	0	0	0.179040748775828	0.179040748775828	0.179040748775828	0	0	0	0.445833333333333	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.28286721263858	0.28286721263858	1	0.00555555555555556	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0224680594971395	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.060044734285116	0.060044734285116	0
"chr22:51195573-51195618"	0.0765619673550209	0.0765619673550209	0.0765619673550209	1	0.0765619673550209	1	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0.0412698412698413	0.0306397306397306	0	0.0753086419753086	0	0.0516666666666667	0	0.0776021080368906	0	0.00740740740740741	0.0170289855072464	0.187230876540339	0	0.0622222222222222	0.148412698412698	0.138571428571429	1	0.00740740740740741	0.29	0.0807692307692308	0	0	0.0613199665831245	0	0	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0	0.28286721263858	0.589106753812636	0.151322751322751	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0	0	0.0706227106227106	0	0	0	0.0706227106227106	0	0	0	0	0.00888888888888889	0	0.0388888888888889	0	0.0224680594971395	0.000793650793650794	0	0.060044734285116	0.060044734285116	0
"chr2:111875929-111875973"	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0	0	0	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0.0765619673550209	0	0	0.0128205128205128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.916666666666667	0	0	0	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.28286721263858	0.28286721263858	0.536062378167641	0.28286721263858	0	0	0.0224680594971395	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0	0	0.0512820512820513	0	0	0	0.0512820512820513	0	0	0.111111111111111	0	0	0.0128205128205128	0	0	0	0.010478384902348	0	0.0138888888888889	0	0.060044734285116
"chr2:145210327-145210399"	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0	0	0	0	0.0833333333333333	0	0	0.0952380952380952	0	0	0	0	0	0.0765619673550209	0	0	0	0.179040748775828	0	0	1	0.0277777777777778	0	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.28286721263858	0.28286721263858	0.527777777777778	0.28286721263858	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0	0	0.0596491228070175	0	0	0.12037037037037	0.0596491228070175	0.12037037037037	0	0.0111111111111111	0	0	0	0	0	0.0833333333333333	0.15959595959596	0.107886904761905	0	0.153439153439153	0.060044734285116
"chr2:232531777-232531819"	0	0.333333333333333	0	0	0	0	0	0	0	0.0555555555555556	0	0	0	0	0	0	0	0	0	0.0416666666666667	0	0.166666666666667	0.0765619673550209	0.869047619047619	0.0765619673550209	0	0	0	0	0	0	0.179040748775828	1	0.433333333333333	0	0.0416666666666667	0	0.222222222222222	0.0833333333333333	0	0.179040748775828	0	0	0.5	0	0	0.28286721263858	0.0833333333333333	0	0.0833333333333333	0	0	0.0666666666666667	0	0	0.0454545454545454	0	0.0224680594971395	0	0.0454545454545454	0	0.0224680594971395	0	0	0	0.125	0	0	0	0	0	0.113185425685426	0.0395299145299145	0	0	0.060044734285116
"chr3:113417876-113417932"	0.0765619673550209	0.111111111111111	0.0765619673550209	0	0.5	0.0833333333333333	0	0	0.0277777777777778	0.0175438596491228	0.0833333333333333	0	0	0.555555555555555	0.188888888888889	0.916666666666667	0.5	0.194444444444444	0.111111111111111	0.0138888888888889	0.0833333333333333	0.476190476190476	0.0333333333333333	0	0.822222222222222	0.0765619673550209	1	0.5	0.506410256410256	0	0	0.166666666666667	0.4	0	0	1	0.430555555555556	0	0	0.179040748775828	0.179040748775828	0	0.179040748775828	0.5	0	0.0787878787878788	0.28286721263858	0	0.0833333333333333	0	0	0	0.0952380952380952	0	0	0	0	0.111111111111111	0	0	0	0.111111111111111	0	0	0.0185185185185185	0	0	0.0224680594971395	0.0224680594971395	0	0.0224680594971395	0.116263440860215	0.19281045751634	0.0555555555555556	0.111111111111111	0.060044734285116
"chr3:184301316-184301335"	0	0.0765619673550209	0.0111111111111111	0	0	0	0	0	0	0.388888888888889	0	0	0	0	0.00202020202020202	0	0.0037037037037037	0	0.00317460317460317	0	0	0	0	0	0	0	0.00952380952380952	0	0	0	0	0.179040748775828	0	0.880555555555555	0	0	0	0.179040748775828	0	0.179040748775828	0	0.179040748775828	0.179040748775828	0.166666666666667	0.28286721263858	0.284	0.28286721263858	0	0	0.0224680594971395	0.0555555555555556	0.0224680594971395	0.0833333333333333	0.0333333333333333	0	0.0733333333333333	0	0	0	0.0733333333333333	0	0	0	0	0	0.0224680594971395	0	0	0	0	0	0.0116526547754541	0.00510670731707317	0	0.060044734285116	0.060044734285116
"chr3:184893328-184893412"	0	0.0765619673550209	0	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0.0833333333333333	0	0	0	0.166666666666667	0	0	0.0833333333333333	0.25	0.0765619673550209	0	0	0	0.0333333333333333	0.0476190476190476	0	0.179040748775828	0.888888888888889	0	0.0555555555555556	0	0.25	0	0.179040748775828	0	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.28286721263858	0.28286721263858	0.11301044634378	0.28286721263858	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0104166666666667	0.0224680594971395	0.0104166666666667	0	0.111111111111111	0.0224680594971395	0	0	0	0.111111111111111	0	0	0	0	0	0.0416666666666667	0	0.00925925925925926	0.0045045045045045	0.0333333333333333	0.0952380952380952	0
"chr4:174431135-174431318"	0.0765619673550209	0.0765619673550209	0	0	0	0.0765619673550209	0.0765619673550209	0	0.0765619673550209	1	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.333333333333333	0	0.0555555555555556	0	0.5	0.5	0	0.142857142857143	0	0	0	0	0	0	0	0.333333333333333	0.2	0.179040748775828	0	0.5	0	0.2	0.0833333333333333	0.5	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0	0.28286721263858	0.28286721263858	0.516129032258065	0.0185185185185185	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0666666666666667	0.0952380952380952	0.0666666666666667	0.121212121212121	0.145833333333333	0.0952380952380952	0.0833333333333333	0.121212121212121	0.0833333333333333	0.145833333333333	0.0833333333333333	0.0666666666666667	0	0.0833333333333333	0.0666666666666667	0.0416666666666667	0.0833333333333333	0.142857142857143	0.12	0.060044734285116	0.285714285714286	0.0833333333333333
"chr4:3371769-3371964"	0	0	0.343333333333333	0	0.0416666666666667	0	0	0	0.25	0.0714285714285714	0	0	0	0.00434782608695652	0.00392156862745098	0	0	0.00246913580246914	0	0	0.00238095238095238	0	0	0	0	0	0	0	0	0	0	0.988095238095238	0	0.0538888888888889	0	0.0772101449275362	0.0856772856772857	0	0	0	0.179040748775828	0	0.179040748775828	0	0	0.820305634215409	0.00416666666666667	0	0	0	0	0	0	0	0	0.00289855072463768	0	0.00216450216450216	0	0.00289855072463768	0.00639445575679634	0.00216450216450216	0.00639445575679634	0	0.0620272630124847	0	0.0496598639455782	0.00264550264550265	0	0	0.0235690235690236	0.0665464743589744	0.0286091716238045	0.060044734285116	0.170869565217391	0.0105263157894737
"chr5:139936145-139936231"	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0	0.0666666666666667	0	0	0.037037037037037	0	0	0	0	0.5	0	0	0.0765619673550209	0	0	0	0.179040748775828	0.179040748775828	1	0	0.0666666666666667	0	0	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.28286721263858	0.28286721263858	0.0208333333333333	0.291666666666667	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0222222222222222	0	0.0222222222222222	0.0138888888888889	0.0277777777777778	0	0	0.0138888888888889	0	0.0277777777777778	0	0.0185185185185185	0.0666666666666667	0.0476190476190476	0	0	0	0.015625	0.00680272108843537	0.043859649122807	0.060044734285116	0.060044734285116
"chr5:172199666-172199795"	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0.0765619673550209	0	0	0	0	0	0	0	0	0	0.0277777777777778	0.0765619673550209	0.0765619673550209	0	0	0	0	0	0.179040748775828	0.179040748775828	0	0	0	0.888888888888889	0	0	0.179040748775828	0.179040748775828	0	0.179040748775828	0.179040748775828	0	0.28286721263858	0.122222222222222	0.498611111111111	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0	0	0.00714285714285714	0	0	0.0151515151515152	0.00714285714285714	0.0151515151515152	0	0	0	0	0	0	0.0666666666666667	0.0224680594971395	0.00588235294117647	0	0.165740740740741	0.060044734285116	0.060044734285116
"chr6:150186168-150186289"	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0	0	0.0361111111111111	0.285714285714286	0	0	0	0	0	0.0553030303030303	0	0	0	0	0	0	0.179040748775828	0.179040748775828	0	0	0	0.00980392156862745	0	0.179040748775828	0.179040748775828	0	0.179040748775828	0	1	1	0.28286721263858	0	0.0611111111111111	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0	0	0	0	0	0.0104166666666667	0	0.0104166666666667	0	0	0	0	0	0.196666666666667	0.0467532467532468	0	0.0193602693602694	0.00114942528735632	0.0111111111111111	0.060044734285116	0.060044734285116
"chr6:163681557-163681590"	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0478468899521531	0	0.103174603174603	0.891666666666667	0.0277777777777778	0	0.0166666666666667	0.181045751633987	0	0	0.363095238095238	0	0	0.166666666666667	0.0087719298245614	0.186868686868687	0.0765619673550209	1	0.179040748775828	0.12037037037037	0	0.0858585858585859	0.0892857142857143	0.03125	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.277777777777778	0.28286721263858	0.104571096731375	0.00282485875706215	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0.0833333333333333	0	0	0.0128205128205128	0.0833333333333333	0.0238095238095238	0	0.0238095238095238	0.0128205128205128	0.134615384615385	0	0	0.12037037037037	0	0	0	0.0504761904761905	0.0997340425531915	0	0.060044734285116	0.060044734285116
"chr6:44244122-44244158"	0	0	0.0115646258503401	0	0	0	0.00476190476190476	0	0.00352733686067019	0.0964506172839506	0.0017636684303351	0.00793650793650794	0.00280112044817927	0	0	0.00198412698412698	0	0.38467032967033	0	0	0.0294686955106745	0.0037593984962406	0.0265688259109312	0	0	0.0433333333333333	0	0	0	0	0	0	0.979081632653061	0	0.0561031554505406	0.116061514574733	0	0.179040748775828	0.00226757369614512	0.179040748775828	0.179040748775828	0	0	0	0	0.000673854447439353	0.913926596279538	0	0	0	0.00366300366300366	0.0170964937699218	0.0019047619047619	0.00350877192982456	0	0	0	0.00170068027210884	0	0	0	0.00170068027210884	0	0	0.151955187669473	0	0	0.0224680594971395	0.0224680594971395	0.025	0	0.0756361486298862	0.0168124736753182	0.116903731189445	0.060044734285116	0.060044734285116
"chr7:87505832-87505858"	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.333333333333333	0	0.0416666666666667	0	0	0.0833333333333333	0.0415140415140415	0.0238095238095238	0	0.0277777777777778	1	0	0.0765619673550209	0.0416666666666667	0	0.0151515151515152	0	0.179040748775828	0.179040748775828	1	0.179040748775828	0	0	0	0.179040748775828	0.179040748775828	0	0.179040748775828	0.179040748775828	0.179040748775828	0.28286721263858	0	1	0.28286721263858	0.0224680594971395	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0	0	0	0	0	0.0416666666666667	0	0.0416666666666667	0	0	0	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.188234961555857	0.0328042328042328	0.060044734285116	0.060044734285116	0.0666666666666667
"chr8:142902323-142902366"	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.125	0.101190476190476	0.172161172161172	0.0208333333333333	0.0555555555555556	0.0222222222222222	0.5	0.466666666666667	0.322510822510823	0.0277777777777778	0.0185185185185185	0.0277777777777778	0.111111111111111	0.285416666666667	0.0833333333333333	0.0175438596491228	0.0277777777777778	0.179040748775828	0	0.5	0.444444444444444	0.037037037037037	0.0737812911725955	0.103174603174603	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.5	0.179040748775828	0.28286721263858	0.28286721263858	0.168039664378337	0.242696809363476	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0	0	0.125	0	0	0.0384615384615385	0.125	0.0384615384615385	0	0.0833333333333333	0.154761904761905	0.0555555555555556	0.0119047619047619	0.0333333333333333	0.0185185185185185	0.111111111111111	0.0496894409937888	0.0221500721500722	0.060044734285116	0.13699494949495	0.209150326797386
"chr8:66474748-66474917"	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.6	0.0555555555555556	0	0.25	0.25	0.0476190476190476	0.0138888888888889	0.0222222222222222	0.0185185185185185	0.25	0	1	0	0.5	0.0555555555555556	0.0208333333333333	0	1	0.179040748775828	0.25	0.0625	0.666666666666667	0.125	0.0333333333333333	0	0.179040748775828	0	0.179040748775828	0.179040748775828	0.179040748775828	0.28286721263858	0.28286721263858	0.00320512820512821	0.486607142857143	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0208333333333333	0	0.0208333333333333	0.0333333333333333	0.0185185185185185	0	0.0181818181818182	0.0333333333333333	0.0181818181818182	0.0185185185185185	0.0119047619047619	0.0166666666666667	0.0555555555555556	0.0166666666666667	0.0416666666666667	0	0.0185185185185185	0.0119047619047619	0.00490196078431373	0.060044734285116	0.0416666666666667	0.109022556390977
"chr8:7212507-7212578"	0.000793650793650794	0.184322344322344	0	0.0765619673550209	0	0	0	0.0765619673550209	0	0	0	0.0765619673550209	0.0765619673550209	0.0328257316160542	0.00476190476190476	0	1	0	0.0333333333333333	0.457407407407407	0.0133333333333333	0.0154553049289891	0.0333333333333333	0	0.170885547201337	0	0.969642857142857	0	0	0.971428571428571	0	0	0	0	0.00170068027210884	0.997979797979798	0.41111451219346	0.179040748775828	0	0.179040748775828	0.179040748775828	0	0	0	0.28286721263858	0.197373347480874	0.283888888888889	0.0224680594971395	0.0224680594971395	0.025	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0	0.0224680594971395	0	0	0	0.0224680594971395	0	0	0	0	0	0.0854365079365079	0	0	0.0224680594971395	0	0	0.00529493875544543	0.0018888871241594	0.060044734285116	0.060044734285116	0
