	6-P-10.mld_blocks_r2-0.5	6-P-1.mld_blocks_r2-0.5	6-P-2.mld_blocks_r2-0.5	6-P-3.mld_blocks_r2-0.5	6-P-4.mld_blocks_r2-0.5	6-P-5.mld_blocks_r2-0.5	6-P-6.mld_blocks_r2-0.5	6-P-7.mld_blocks_r2-0.5	6-P-8.mld_blocks_r2-0.5	6-P-9.mld_blocks_r2-0.5	6-T-1_1.mld_blocks_r2-0.5	6-T-1_2.mld_blocks_r2-0.5	6-T-2_1.mld_blocks_r2-0.5	6-T-2_2.mld_blocks_r2-0.5	6-T-3_1.mld_blocks_r2-0.5	6-T-3_2.mld_blocks_r2-0.5	6-T-4_1.mld_blocks_r2-0.5	6-T-4_2.mld_blocks_r2-0.5	6-T-5_1.mld_blocks_r2-0.5	6-T-5_2.mld_blocks_r2-0.5	7-P-10.mld_blocks_r2-0.5	7-P-1.mld_blocks_r2-0.5	7-P-2.mld_blocks_r2-0.5	7-P-3.mld_blocks_r2-0.5	7-P-4.mld_blocks_r2-0.5	7-P-5.mld_blocks_r2-0.5	7-P-6.mld_blocks_r2-0.5	7-P-7.mld_blocks_r2-0.5	7-P-8.mld_blocks_r2-0.5	7-P-9.mld_blocks_r2-0.5	7-T-1_1.mld_blocks_r2-0.5	7-T-1_2.mld_blocks_r2-0.5	7-T-2_1.mld_blocks_r2-0.5	7-T-2_2.mld_blocks_r2-0.5	7-T-3_1.mld_blocks_r2-0.5	7-T-3_2.mld_blocks_r2-0.5	7-T-4_1.mld_blocks_r2-0.5	7-T-4_2.mld_blocks_r2-0.5	7-T-5_1.mld_blocks_r2-0.5	7-T-5_2.mld_blocks_r2-0.5	CTT-FFPE-100ng_1.mld_blocks_r2-0.5	CTT-FFPE-100ng_2.mld_blocks_r2-0.5	CTT-FFPE-5ng_1.mld_blocks_r2-0.5	CTT-FFPE-5ng_2.mld_blocks_r2-0.5	CTT-frozen-100ng_1.mld_blocks_r2-0.5	CTT-frozen-100ng_2.mld_blocks_r2-0.5	CTT-frozen-5ng_1.mld_blocks_r2-0.5	CTT-frozen-5ng_2.mld_blocks_r2-0.5	NC-P-1.mld_blocks_r2-0.5	NC-P-2.mld_blocks_r2-0.5	NC-P-3.mld_blocks_r2-0.5	NC-P-5.mld_blocks_r2-0.5	NC-P-6.mld_blocks_r2-0.5	NC-P-7.mld_blocks_r2-0.5	NC-P-8.mld_blocks_r2-0.5	NC-P-9.mld_blocks_r2-0.5	PC-P-10.mld_blocks_r2-0.5	PC-P-1.mld_blocks_r2-0.5	PC-P-2.mld_blocks_r2-0.5	PC-P-3.mld_blocks_r2-0.5	PC-P-4.mld_blocks_r2-0.5	PC-P-5.mld_blocks_r2-0.5	PC-P-6.mld_blocks_r2-0.5	PC-P-7.mld_blocks_r2-0.5	PC-P-8.mld_blocks_r2-0.5	PC-P-9.mld_blocks_r2-0.5	PC-T-1_1.mld_blocks_r2-0.5	PC-T-1_2.mld_blocks_r2-0.5	PC-T-2_1.mld_blocks_r2-0.5	PC-T-2_2.mld_blocks_r2-0.5	PC-T-4_1.mld_blocks_r2-0.5	PC-T-4_2.mld_blocks_r2-0.5	PC-T-6_1.mld_blocks_r2-0.5	PC-T-6_2.mld_blocks_r2-0.5	PC-T-7_1.mld_blocks_r2-0.5	PC-T-7_2.mld_blocks_r2-0.5
chr19:3136442-3136469	0	0	0.333333333333333	0.00787878787878788	0.5	0	0.274584627329193	0	0	0	0.118440428380187	0.19690022172949	0.50959595959596	0.710946045824095	0.0178854875283447	0.211830452332074	0.197590862833703	0.198553562187338	0.368766974295607	0.253885630498534	0.00294117647058824	0.00416666666666667	0	0	0.0305019305019305	0	0.122259929612871	0	0	0	0.406616915422886	0.318386240508257	0.0053030303030303	0.00277777777777778	0.301953242835596	0.48986928672869	0.325396825396825	0.137045596016184	0.301044814406883	0.209393411063892	0.0138838475499093	0.0589374680689886	0.022884012539185	0.00227272727272727	0.0406889538028779	0.0075	0.00454545454545455	0.0497700120580698	0.0145833333333333	0.0381980519480519	0.0143578643578644	0	0.0769047619047619	0	0	0	0.166666666666667	0.25	0.160677655677656	0.166666666666667	0.571890331890332	1	0	0	0.25	0	0.658554022476911	0.5295591868823	0.355635290462877	0.217423273657289	0.175296296296296	0.291625418419164	0.272727272727273	0.278594075928244	0.240539828871879	0.384641359744922
chr7:19146222-19146237	0	0	0	0.0111746361746362	0	0	0.00454545454545455	0	0	0.0305555555555556	0.414421607378129	0.346965946031963	0	0	0.265252688172043	0.235907571152252	0.494166249007143	0.63927065935762	0.183125	0.0385039499670836	0.00416666666666667	0	0	0	0	0	0	0	0.00256410256410256	0	0.0163862000068897	0.0692691392142251	0.378896761133603	0.378746993746994	0.640920818088001	0.646706166752175	0.61003861003861	0.502538461538461	0.0135	0.0120310245310245	0.508625376076356	0.690427978883861	0.807368421052632	0.398274236523878	0.54335049161365	0.592932292426674	0.87763764249333	0.295794334975369	0.0025	0.00714285714285714	0.005	0.00357142857142857	0	0	0.0267948717948718	0.00555555555555555	0	0	0.004	0	0.0310031185031185	0	0.005	0.00576923076923077	0	0	0.003125	0.0969534161490683	0.450382491873001	0.238710309199514	0.326170852956567	0.379177273538333	0.00588235294117647	0.11773893433486	0.265427913799174	0.0578803330164492
chr10:32345257-32345382	0.000529100529100529	0.00133333333333333	0	0	0	0	0.00104166666666667	0	0.000740740740740741	0	0.000639488409272582	0	0.000510204081632653	0.000221483942414175	0	0.000483091787439614	0.000288600288600289	0.000417318727177882	0	0.000627450980392157	0	0.000542005420054201	0	0	0	0	0.00087719298245614	0	0	0	0.000333333333333333	0.000144927536231884	0.000673400673400673	0.000177304964539007	0.000883002207505519	0.000204498977505112	0	0.000244200244200244	0.000683760683760684	0.000307219662058372	0	0.000295639320029564	0.000340136054421769	0.000137741046831956	0	0.000171379605826907	0	0	0	0	0	0	0	0	0	0	0.000833333333333333	0	0	0	0	0	0	0	0	0	0.000235571260306243	0.000302571860816944	0	0.000225988700564972	0.000515995872033024	0	0	0	0.000156862745098039	0.000219298245614035
chr12:121163640-121163705	0	0	0	0.00110192837465565	0	0	0	0	0	0	0	0.000236406619385343	0.00087719298245614	0.000168776371308017	0	0.00068259385665529	0.000394477317554241	0.000339270568278202	0.000531208499335989	0.000647249190938511	0	0	0	0	0	0	0	0	0	0	0.00030441400304414	0.000288600288600289	0.000336700336700337	0.000527009222661397	0	0.000432900432900433	0	0.00115606936416185	0	0.000611620795107034	0	0.000577200577200577	0.000685518423307626	0.000292825768667643	0.000336700336700337	0.000303030303030303	0	0.000623052959501558	0	0	0	0	0	0	0	0	0	0	0.000550964187327824	0	0	0	0	0	0	0	0	0.000538720538720539	0	0.000577200577200577	0.000168776371308017	0	0	0	0	0.000318979266347687
chr11:6651987-6652077	0.925358628299805	0.998809523809524	0.993939393939394	0.998173515981735	0.994444444444444	0.998692810457516	1	0.996019900497512	1	1	0.606488713898374	0.495747886446343	0.998675496688742	0.997020895997053	0.765377351455969	0.585828341583814	0.527227483479302	0.491351629127224	0.996823540332312	0.995148222160503	1	0.997530864197531	0.997435897435897	0.998888888888889	0.997530864197531	0.991513403053252	0.997979797979798	0.998717948717949	0.997222222222222	0.940947368421053	0.765667737792929	0.808692379074511	0.760059739964912	0.670175829550141	0.998791018998273	0.99765161878705	0.998575498575499	0.99640594136658	0.848020284336083	0.904562076814472	0.482179237944788	0.420930151079978	0.352619000777569	0.745912750695359	0.530261603191307	0.587359114959633	0.208017158126755	0.615743134438787	0.997575757575758	0.996031746031746	0.996597548401879	0.996581196581197	0.994179894179894	1	0.998275862068965	1	0.984895987380459	0.996581196581197	0.962091503267974	0.99906103286385	0.977073170731707	0.615240170142131	0.997014925373134	1	1	0.994117647058824	0.8660987631596	0.885700643381822	0.780835761013828	0.904562801008575	0.954501977777494	0.950985549999318	0.577744737547078	0.653997665040354	0.838172576459768	0.684511143655182
chr16:88769912-88769969	0	0	0.0303846153846154	0	0	0	0	1	0	0	0.55	0.651720973087252	0.0875	0.538053613053613	0.252861721611722	0.0336038961038961	0.7625	0	0.131562867215041	0.120947802197802	0	0	0.0535714285714286	0	0	0	0	0	0	0	0.468673605805959	0.25	0.0522727272727273	0.155576923076923	0.00208333333333333	0	0.365397462135501	0.333333333333333	0.176345145015261	0.182824283559578	0.355	0.874679487179487	0	0	0.47364994425864	0.922596153846154	1	0.13	0	0	0	0	0.111111111111111	0	0	0	0	0	0.135	0	0	0	0	0.05	0	0	0.413818548601157	0.333333333333333	0.784386108832376	0.99375	0.413333333333333	0	0.739988052568698	0.428326980780148	0.642450980392157	0.781770539817199
chr2:109403028-109403133	0	0.00144927536231884	0	0	0	0	0	0	0	0	0.000938967136150235	0.000240673886883273	0	0.000562587904360056	0	0.00121765601217656	0.00103359173126615	0.0016	0.000980392156862745	0.00119047619047619	0	0	0	0	0	0	0	0	0	0	0.000589970501474926	0.000719424460431655	0.000623052959501558	0.000820152314001172	0.000412796697626419	0.00119581464872945	0	0.000366300366300366	0.000576368876080692	0.0013550135501355	0	0.0016	0	0.000925925925925926	0	0	0.000757575757575758	0.000813008130081301	0	0	0	0	0	0	0	0	0	0.00141843971631206	0	0	0	0	0	0	0	0	0.00035650623885918	0.00028735632183908	0	0	0.000241545893719807	0.000488400488400488	0	0	0	0
chr17:56565349-56565433	0.752745892100731	0	0.035	0.127748821038867	1	0.0112874779541446	0	0	0	0	0.503765066617433	0.598804099586997	0.0690122534782729	0.11881426658738	0.0137146108977095	0.150549766448768	0.536406060250454	0.650573416356584	0.229551207997771	0.119586823441339	0	0	0.0354692528422506	0	0.00416666666666667	0	0	0.00106666666666667	0	0.104808080808081	0.367519717863554	0.315924730098783	0.630238428159571	0.853184563974038	0.46733344972078	0.429693242273031	0.501688192555066	0.317348984415955	0.377338660221869	0.566082207182305	0.780940884594135	0.740885571260771	0.852694033477668	0.540707342407228	0.781584576579516	0.74219396285646	0.7	0.734967320261438	0.0494234142134325	0	0.0655238548202221	0.142857142857143	0.0992030425093306	0	0.00158730158730159	0.00158730158730159	0.222222222222222	0	0.0769230769230769	0	0	1	0	0	0.2	0.895	0.405005030573407	0.497657354413496	0.452663300604766	0.633166402004071	0.487460976227269	0.515947617105728	0.559058144694291	0.680913669383819	0.513228801000774	0.616920558555293
chr9:132099529-132099574	0	0	0	0	0	0	0	0.00380952380952381	0	0	0.376194278694279	0.56865968170316	0.00177777777777778	0.000784313725490196	0.00296296296296296	0.0925982905982906	0.206180856180856	0.349900709219858	0	0	0	0.00148148148148148	0	0	0.13501286931862	0.1	0	0.00404040404040404	0	0	0.0321810234853713	0.033510101010101	0.55273513227796	0.547010582088442	0	0.017649304100917	0	0.017649304100917	0.00112994350282486	0.192791872210477	0.538946654611211	0.447393527619334	0.162169312169312	0.963703703703704	0.692830278404049	0.400629908103592	0.371712521635795	0.514635690093966	0.00296296296296296	0	0.000611620795107034	0	0.005	0.00158730158730159	0	0	0.0740520292438451	0	0	0	0.141666666666667	0	0.00266666666666667	0.021010101010101	0.00333333333333333	0	0.250952380952381	0.0629466829466829	0.128377896613191	0.294527694527695	0.120696651019232	0.368840729274166	0.820541549953315	0.329348370927318	0.157762854429521	0.111861471861472
chr17:36718278-36718326	0.0021978021978022	0.00238095238095238	0.00158730158730159	0.000952380952380952	0.113606751791626	0.273777724944773	0	0.0130952380952381	0.000749063670411985	0	0.517324453876178	0.61883830759526	0.168266578868083	0.0124597207303974	0.00317460317460317	0.00392156862745098	0.428225108225108	0.673867243867244	0	0	0.222222222222222	0.000952380952380952	0.00317460317460317	0.00146520146520147	0.06951552285845	0	0	0.0054421768707483	0.00158730158730159	0.0066017316017316	0.0355555555555556	0.184285714285714	0.749489290665761	0.25	0.935655716832187	0.5	0	0.70302228635562	0	0.107936507936508	0.848084495803315	0.774830943564974	0.756488331469972	0.766085841168452	0.731517991289158	0.985878489326765	0.812822320202468	0.642646162555364	0.0594444444444444	0.00317460317460317	0.000793650793650794	0	0	0.00952380952380952	0	0	0.00317460317460317	0	0.2	0	0.253594905390519	0.333333333333333	0.00317460317460317	0.00158730158730159	0.0476190476190476	0.0019047619047619	1	0.3208398242881	0.713982683982684	0.333333333333333	0.157474721285974	0.168283756844342	0.00952380952380952	0.00634920634920635	0.333333333333333	0
chr1:15753621-15753660	1	0.993333333333333	0	0.977777777777778	0	0.992592592592593	0	0.993333333333333	0	0.866666666666667	0.333333333333333	0.281998132586368	1	1	1	0.734920634920635	0	0.0604616740862386	1	0	0	0	0	0	0.961538461538462	1	0.866666666666667	1	0.98	0	0	0.4	0.997333333333333	0	0.994666666666667	0.588888888888889	0	0.05	0.677694235588972	1	0.148137651821862	0.97888198757764	1	1	0.333333333333333	0.415573152337858	0.501225441225441	0.785446086480569	1	1	0.996666666666667	0.972666666666667	0.995555555555556	1	0.991111111111111	0.993333333333333	0	0.174285714285714	0	1	0	1	0.02	0.991111111111111	0.966666666666667	0.933333333333333	0.166666666666667	0.313898539452078	0.00380952380952381	0.0744411202929516	0.0713333333333333	0.08367710663862	0.2	0.157474747474747	0.217547073440337	0.25
chr19:53039903-53039918	0.00333333333333333	0	0	0	0.0602941176470588	0	0	0.0102631578947368	0	0.00357142857142857	0.528683808242632	0.46215906110674	0	0.000735294117647059	0.282499068528878	0.516275880981763	0.378378378378378	0.333333333333333	0.000581395348837209	0.0373620298821013	0	0	0	0	0.0663636363636364	0	0	0	0	0.291666666666667	0.0176977212418119	0.00620300751879699	0.542394678250538	0.547291545108499	0.557713002366693	0.517805134680135	0.538918420081211	0.441528424584401	0.0277233720895693	0.0408947486252396	0.791666666666667	0.672747188773478	0.995833333333333	1	0.758554070864791	0.650344965492024	0.75	0.815336898395722	0.00416666666666667	0.0051150895140665	0	0.003125	0	0.0107142857142857	0.113533834586466	0	0.324583333333333	0	0.0916666666666666	0	0.0583333333333333	0	0.0025	0	0.5	0	0.111262234184402	0.0867897727272727	0.244420546590335	0.290056818181818	0.136450651878945	0.129897260273973	0.430401050615947	0.418037663198694	0.242618741976893	0.292782875553208
chr4:24801749-24801781	0.0398148148148148	0	0	0	0	0.00666666666666667	0	0.251330447330447	0	0	0.933333333333333	0.186031746031746	0.0111111111111111	0.0711111111111111	0	0.98	0.937777777777778	0.47979797979798	0	0	0	0	0	0	0.00246913580246914	0.0019047619047619	0	0	0.00380952380952381	0	0.0133333333333333	0.417777777777778	0	0.98	0	0	1	1	0.893220418394359	0.632333333333333	0.997916666666667	0.890865734795823	0.634027003592221	0.670897562582345	0	0	0.98	0.437777777777778	0.0133333333333333	0	0	0	0	0.00333333333333333	0	0	0.0127407407407407	0	0	0	0.00666666666666667	0	0	0	0	0	0.469222222222222	0.599560308972074	0.3	0.964444444444444	0.194444444444444	0.866666666666667	1	0.993333333333333	0.133333333333333	0.953333333333333
chr22:50247121-50247238	0	0	0	0	0	0	0.000606060606060606	0	0	0	0.000193798449612403	0.000172043010752688	0	0.000204290091930541	0	0.000142755174875089	0.000317838696861343	0	0.00019588638589618	0.000166112956810631	0.00036036036036036	0	0	0	0	0	0	0	0	0	0.000160064025610244	0	0.000217864923747277	0.000203252032520325	9.45626477541371e-05	0.000336700336700337	0.000229885057471264	0.00024024024024024	0.000156311059007425	0.000657174151150055	0.000666666666666667	0.000134952766531714	0	0	0.000276338514680484	0.000167926112510495	0	0	0	0	0	0	0	0	0	0	0	0	0.00099502487562189	0	0	0	0	0	0	0	0.000269905533063428	0	6.18429189857761e-05	0.00037037037037037	0.00018796992481203	0.000159872102318145	0.000239635753654445	0.00013214403700033	0.000319897632757518	0.000212314225053079
chr7:27260365-27260380	0	0	0	0.000694444444444444	0.0037037037037037	0	0	0	0	0	0.456620199415461	0.612215096853851	0.00968318727825408	0.0062407504953972	0.336397697658892	0.194168429955487	0.0225624667729931	0.0180307436643124	0.0743995144495224	0.0843272519214548	0.000694444444444444	0.00101010101010101	0	0	0.135866454591932	0	0	0.00277777777777778	0.00333333333333333	0	0.00346820809248555	0.0149393393804032	0.421760519799735	0.371701012835317	0.702005903595127	0.666562434644122	0.659738800300787	0.722282021200239	0.0213440732635502	0.186560846560847	0.963037742952222	0.93669154855715	0.8	0.848861356667917	0.823910238429173	0.740719230771208	0.681980056980057	0.801496187338481	0.00404040404040404	0.00444444444444444	0	0	0.00246913580246914	0	0	0	0.0222222222222222	0	0.0287749287749288	0.00277777777777778	0.0556980056980057	0	0.00740740740740741	0	0.0655433455433456	0	0.12962962962963	0.00277777777777778	0.270743145743146	0.00598290598290598	0.1388009407883	0.0204264870931538	0.397605087448977	0.00635279347143754	0.277565709144657	0.736740740740741
chr15:40583361-40583474	0.916426057602528	1	0.992982456140351	0.997003745318352	0.277804862632449	0.797404406405774	1	0.995333739095151	0.986666666666667	0.822249028496299	0.456326196790364	0.171689249200221	0.281685393939614	0.18689125833284	0.458070260968178	0.493323641948234	0.165365727907356	0	0.609652409357647	0.603558142280076	0.297982078853047	0.995061728395062	0.78617916982234	0.997590361445783	0.994285714285714	0.248799702712746	0.995121951219512	0.998198198198198	0.853535276317885	0.995424836601307	0.275971651448429	0.229925090524221	0.443921132333888	0.123186738353595	0.485609699452124	0.770329944726168	0.525918634671281	0.542125574652495	0.365328328449283	0.514675227099965	0.113725905418862	0.24897097633716	0.333333333333333	0.00341880341880342	0.251078071283651	0.384340808450194	0.539329494035376	0.545210301394512	0.749315491994972	0.95460377069336	0.90237609929774	0.997752808988764	0.769648997916791	1	0.998290598290598	0.996825396825397	0.910581951997025	0.743365384615385	0.845196188050923	0.976190476190476	0.954924242424242	0.991140318851162	0.892677735360662	0.994666666666667	0.954093213133693	0.676030864311232	0.279646465306385	0.387744783396957	0.258094363076284	0.171073084764253	0.461975066598659	0.473936507936508	0.17757817429156	0.289818123302736	0.201341957845335	0.139659779359322
chr5:72677416-72677427	0	0	0	0.00384615384615385	0	0	0	0	0	0.0769047619047619	0.206453448512272	0.132202380952381	0.754471861471862	0.858165672802696	0.00535714285714286	0.0150384765879744	0.20247668997669	0.307203907203907	0.0795222200597725	0.00338983050847458	0	0	0	0	0	0	0	0	0.00131578947368421	0	0.00467297084318361	0.00386188941234813	0.553079454750306	0.278332543069385	0.507746521476104	0.475483887462716	0.0426767676767677	0.251485442661913	0.0473742525278533	0.0920780120780121	0.34474303009138	0.870061203164651	0.172385620915033	0.47643115942029	0.618522408963585	0.782003014379675	0.3675	0.61340367965368	0	0	0	0	0	0	0	0.00454545454545455	0	0	0.0132478632478632	0	0	0.241666666666667	0.0306818181818182	0	0	0	0.01	0.0149452804377565	0.294117647058824	0.306104363174639	0.0596593765711413	0.25231288981289	0.0528696975505486	0.202142857142857	0.366531100478469	0.130660126597928
chr2:63274872-63274923	0	0	0.125	0.000687285223367698	0	0	0	0.00810564522015319	0.00242424242424242	0	0.647387175665864	0.470233499020684	0.500177865725652	0.528185496420791	0.0365262515262515	0	0.529524402727572	0.830119338922911	0	0.0896240601503759	0	0	0.00158730158730159	0	0	0	0	0.000865800865800866	0	0	0.0874339695392327	0.230481385488093	0.900676200304683	0.6	0.5	0.813274009940677	0.0222222222222222	0.107275132275132	0.00740740740740741	0	0.358958386958387	0.929359445333679	0.336610767218244	0.687078958558205	0.554777629208865	0.666666666666667	0.386845332002533	0.27882790165809	0.00317460317460317	0	0.00158730158730159	0	0	0	0	0	0.00136054421768707	0	0	0	0.00958768007948336	0.0127472527472527	0	0	0.00333333333333333	0	0	0.14200304044265	1	0.496000819826454	0.267835399855104	0.597974300831444	0.546802308802309	0	0.964219572716819	0.16210910417807
chr14:36987062-36987104	0.00704149933065596	0.00444444444444444	0.0037037037037037	0.00111111111111111	0	0	0	0	0	0.00628654970760234	0.640494458653026	0.297699352506572	0.00511111111111111	0.00123456790123457	0.140427697596482	0.488643626904497	0.5	0.701127786220871	0.16110680757668	0.25	0	0	0	0	0.00674157303370787	0.00225988700564972	0	0.00462962962962963	0.00512820512820513	0	0.00333333333333333	0.0379065376365878	0.731234736938907	0.659859434096479	0.708209626630679	0.558676508191326	0	0.244492544492544	0.0150649350649351	0	0.818122047896893	0.933439153439154	0.274231234585137	0.76800985496838	0.775141775066681	0.276551226551226	0.859955444165971	0.532601354831399	0.0161764705882353	0.00555555555555555	0.00317460317460317	0	0	0	0.0037037037037037	0	0.00222222222222222	0	0	0	0.00277777777777778	0.00555555555555555	0.0295751633986928	0.00444444444444444	0	0.0148843026891807	0.00202020202020202	0.159293133510906	0.587642591326802	0.767963467179154	0.354946071230576	0.151630635160047	0.124415584415584	0.0037037037037037	0.0501587301587302	0.221307973812939
chr19:2540911-2540936	0.998666666666667	0.928784271284271	1	1	0.333333333333333	0.641852986518087	1	0.813973862272182	1	0.9	0.272232397232397	0.0451824004455583	0.0666666666666667	0.040791815204475	0.818412372310677	0.820724194697558	0.118506493506494	0.171170575668215	0.996666666666667	0.5	1	0.994666666666667	0.916393775901165	0.998888888888889	0.923698370594922	0.997222222222222	0.995	0.995555555555556	0.786389170686811	0.987047619047619	0.0909090909090909	0.0740520292438451	0.411543239369326	0.466565656565657	0	0.343260073260073	0	0.993333333333333	0.666666666666667	0.399541310541311	0	0.428571428571429	0	0.2	0.166666666666667	0.555555555555555	0.190017351069983	0.261140242294507	0.997333333333333	0.98974358974359	0.994252873563218	0.996666666666667	0.996666666666667	0.994666666666667	0.996666666666667	1	1	1	1	1	0.666666666666667	0.408528138528139	0.996666666666667	0.892527918676739	0.25	0.996666666666667	0.444444444444444	0.132053872053872	0.142857142857143	0.117839117629034	0.333333333333333	0.666666666666667	0.120243122890182	0.333333333333333	0.5	0.216363636363636
chr6:29521539-29521687	0.00540540540540541	0	0.00218579234972678	0.00045662100456621	0	0	0.00416666666666667	0	0	0	0.59829915660402	0.425974732841644	0	0.000721611534082737	0.556927765578909	0.46890171268715	0.362358026482915	1	0	0.00197674722014098	0.108269353015452	0.000582241630276565	0	0	0	0.0145098039215686	0	0	0	0.0027027027027027	0.0262786604944018	0.0597935870270093	0.754403464856529	0.741649319414562	0.618493492160252	0.811109285832523	0.446283226612164	0.390861510128753	0.00518820707567511	0.00288175046554935	0.788069392056667	0.903945015301219	0.992307692307692	0	0.861573976533681	0.733971885182394	1	0.651140757594862	0	0.00208333333333333	0.000395647873392681	0.00493827160493827	0	0.0012987012987013	0.000368324125230203	0	0.472221784479033	0	0.0104964476686421	0.0130555555555556	0	0.0179392911010558	0.00489296636085627	0	0.00087719298245614	0	0.0779643323507011	0.00208333333333333	0.00084488778689487	0.000322061191626409	0.41522858646179	0.517151493511539	0.0176146985206685	0.0739615184348126	0.00238095238095238	0.00313492063492063
chr19:1071445-1071507	0.998518518518518	1	0	0.996803652968037	1	0.793746033277954	0.993333333333333	0.8	0.998333333333333	0.99766081871345	0.239288172964029	0.0813298106043739	0.0638563098019632	0.00099502487562189	0.735246646357757	0.469686564848566	0.151861423758918	0.141877210818538	0.578548238240345	0.531842650307734	0	1	0	0.997619047619048	0.491151257912971	0.996078431372549	1	1	0.822917978707453	0.686698872785829	0.461574168966953	0.311989858801376	0.21415450790663	0.21209086426324	0.998353909465021	0.943122995176848	0.778838673538532	0.550258888881222	0.484210940574577	0.589455940812301	0.986444492326845	0.968871967079454	0.983548387096774	0.946575150202253	0.775345913634351	0.857523275619331	0.959375652382775	0.646068666321405	0.998333333333333	1	0.876714920098821	1	0.847999310571519	1	0.996666666666667	0.996778596778597	0.847797422752133	0.995555555555556	0.838323127897596	1	0.0742131823749066	0.333333333333333	0.587715003950298	0.978222222222222	0	0.707255552626895	0.248184160090703	0.362842942572975	0.181631586343034	0.187351685439536	0.287291141153362	0.425615636454235	0.220167140666609	0.155118400843675	0.16470623197111	0.133672047317943
chr8:143851286-143851318	1	0.994736842105263	0.95032967032967	1	0.6	0.921490610328638	0.995	0.8	0.99	0.9925	0.208995372443648	0.251304271708683	0.333333333333333	0.130434782608696	0.575	0.562884615384615	0.261555555555556	0.241394065073894	0.698651573651574	0.50549853372434	0.988888888888889	0.995522388059701	0.988888888888889	0.949230769230769	0.988103448275862	1	1	0.983225108225108	0.990625	0.990697674418605	0.599697135023222	0.778406523899882	0.46632730015083	0.450127705627706	0.996875	0.996666666666667	0.340833333333333	0.622063492063492	0.768333333333333	0.546417582417582	0.147177659142315	0.0970315280956013	0.0616556082292698	0.0299018651532618	0.264340659340659	0.288415939051532	0.202666666666667	0.220658602150538	0.974903474903475	0.990625	0.980764411027569	1	0.996666666666667	1	0.995833333333333	1	1	1	1	1	0.678787878787879	0.333333333333333	0.891174242424242	1	0.333333333333333	0.994117647058824	0.466648351648352	0.481578947368421	0.433372093023256	0.265305133911272	0.538825317855169	0.628712121212121	0.515665584415584	0.607647305690784	0.569524225774226	0.869755236603063
chr5:139526011-139526026	0	0.142857142857143	0.2175	0	0.0184659090909091	0	0	0	0	0	0.984324009324009	0.756734693877551	0.4	0.00833333333333333	0.580885585003232	0.333333333333333	0.5	0	0.336666666666667	0.144583333333333	0	0.0125	0	0	0.0535714285714286	0	0	0	0.0125	0.0153409090909091	0.128218732314658	0.668791208791209	0	0.0217261904761905	0.65007215007215	0.837083333333333	0.251498357963875	0.0875	0.286320346320346	0.470416666666667	0.991666666666667	0.792894736842105	0	0.166666666666667	0.995454545454545	0.705631868131868	0	0	0	0.00833333333333333	0.0325	0.0267361111111111	0	0	0	0	0	0.0449579831932773	0.03875	0	0.05	0	0	0	0	0.5	0.144545454545455	0.5	0.659099432122576	1	1	0.695156926406926	0.671180555555556	0.477450980392157	0.0166666666666667	0.0166666666666667
chr5:110406468-110406532	0	0	0	0.00418300653594771	0.147360277444311	0	0	0.000938967136150235	0.00451977401129944	0.0799983966650633	0.280277001831999	0.341604645154641	0.00854003772907509	0.0184668675158437	0.273826781262221	0.19104135477285	0.671687736167412	0.743967462045716	0.0542590496599512	0.088027414920335	0.0010840108401084	0.00123456790123457	0.328525641025641	0.995121951219512	0.0048780487804878	0.000479616306954436	0	0.00283957793866371	0.0019047619047619	0.00164609053497942	0.416417365074614	0.229663628905079	0.491488973171476	0.348752958480519	0.424079566058486	0.573653339705299	0.529251140423038	0.287011990343537	0.267677209286317	0.207477414632761	0.715299681902515	0.511890456982767	0.798712235270501	0.858845893778513	0.616673465567121	0.650841721653339	0.711665295434543	0.416663230232056	0.00735510444248308	0.00229885057471264	0	0.00493827160493827	0.109640567873126	0	0.000709219858156028	0.00458164730452943	0.070480360687798	0.0914615292487835	0.00317460317460317	0	0.0915202880144347	0.25	0	0.140143907454252	0.0867268388837016	0.0293364916006425	0.284019620504161	0.201562723990989	0.274056737154157	0.477741813682424	0.152208011757084	0.214487306206154	0.273177871785579	0.222289002109852	0.412697530966295	0.263072442942178
chr11:66083657-66083696	1	0.8	0.997333333333333	1	0.777777777777778	1	1	0.98975845410628	1	1	0.838107263107263	0.562690748986841	0.143578965991797	0.266575774929151	1	0.853658262614157	0.622442067736185	0.597454592118771	0.842237145570479	0.802424242424243	1	0.90284401322192	1	1	0.998850574712644	1	1	0.879525252525253	0.997575757575758	1	0.787844549995849	0.666666666666667	0.844789903583007	0.998333333333333	1	0.884861568691356	0.993333333333333	0.804924242424242	0.826507936507937	0.714285714285714	0.487944444444444	0.979649122807018	0.991111111111111	0.973333333333333	0.952732267732268	0.972763532763533	0.974667168580212	0.989657477025898	0.998666666666667	0.996363636363636	1	0.997777777777778	0.997037037037037	1	1	1	0.666666666666667	0.995555555555556	0.941381673881674	0	0.991111111111111	1	1	1	1	0.995555555555556	0.511407407407407	0.857142857142857	0.0444444444444444	0.792934472934473	0.363636363636364	0.621730053018029	0.925714285714286	1	0.632237472766885	0.360827067669173
