tax_id	Org_name	GeneID	Symbol	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
9606	Homo sapiens	22943	DKK1	10q11.2	10	NC_000010.11	52314281	52317657	plus	4	605189
9606	Homo sapiens	27123	DKK2	4q25	4	NC_000004.12	106921802	107036296	minus	4	605415
9606	Homo sapiens	27122	DKK3	11p15.2	11	NC_000011.10	11962996	12009370	minus	9	605416
9606	Homo sapiens	10395	DLC1	8p22	8	NC_000008.11	13083361	13515658	minus	22	604258
9606	Homo sapiens	9940	DLEC1	3p21.3	3	NC_000003.12	38038605	38122737	plus	38	604050
9606	Homo sapiens	9787	DLGAP5	14q22.3	14	NC_000014.9	55148116	55191678	minus	21	
9606	Homo sapiens	8788	DLK1	14q32	14	NC_000014.9	100726865	100735130	plus	5	176290
9606	Homo sapiens	1749	DLX5	7q22	7	NC_000007.14	97020390	97024831	minus	4	600028
9606	Homo sapiens	55929	DMAP1	1p34	1	NC_000001.11	44213432	44220679	plus	11	605077
9606	Homo sapiens	29103	DNAJC15	13q14.1	13	NC_000013.11	43023226	43109170	plus	6	615339
9606	Homo sapiens	1786	DNMT1	19p13.2	19	NC_000019.10	10133345	10195079	minus	42	126375
9606	Homo sapiens	1788	DNMT3A	2p23	2	NC_000002.12	25232961	25342590	minus	33	602769
9606	Homo sapiens	1789	DNMT3B	20q11.2	20	NC_000020.11	32762385	32809356	plus	24	602900
9606	Homo sapiens	29947	DNMT3L	21q22.3	21	NC_000021.9	44246339	44267138	minus	13	606588
9606	Homo sapiens	1796	DOK1	2p13	2	NC_000002.12	74548205	74557551	plus	6	602919
9606	Homo sapiens	84444	DOT1L	19p13.3	19	NC_000019.10	2164127	2232578	plus	31	607375
9606	Homo sapiens	1801	DPH1	17p13.3	17	NC_000017.11	2030137	2043431	plus	13	603527
9606	Homo sapiens	151871	DPPA2	3q13.13	3	NC_000003.12	109293788	109316535	minus	12	614445
9606	Homo sapiens	1806	DPYD	1p22	1	NC_000001.11	97077743	97921059	minus	25	612779
9606	Homo sapiens	1808	DPYSL2	8p22-p21	8	NC_000008.11	26514193	26658177	plus	16	602463
9606	Homo sapiens	1813	DRD2	11q23	11	NC_000011.10	113409595	113475279	minus	8	126450
9606	Homo sapiens	1825	DSC3	18q12.1	18	NC_000018.10	30989365	31042815	minus	17	600271
9606	Homo sapiens	1847	DUSP5	10q25	10	NC_000010.11	110497867	110511544	plus	4	603069
9606	Homo sapiens	1848	DUSP6	12q22-q23	12	NC_000012.12	89347825	89352859	minus	3	602748
9606	Homo sapiens	1869	E2F1	20q11.2	20	NC_000020.11	33675486	33686404	minus	7	189971
9606	Homo sapiens	1879	EBF1	5q34	5	NC_000005.10	158695908	159099780	minus	21	164343
9606	Homo sapiens	1889	ECE1	1p36.1	1	NC_000001.11	21217247	21345541	minus	23	600423
9606	Homo sapiens	1894	ECT2	3q26.1-q26.2	3	NC_000003.12	172750682	172829265	plus	29	600586
9606	Homo sapiens	1910	EDNRB	13q22	13	NC_000013.11	77895481	77975529	minus	10	131244
9606	Homo sapiens	8726	EED	11q14.2-q22.3	11	NC_000011.10	86244544	86285420	plus	15	605984
9606	Homo sapiens	2202	EFEMP1	2p16	2	NC_000002.12	55865962	55924163	minus	12	601548
9606	Homo sapiens	51162	EGFL7	9q34.3	9	NC_000009.12	136658856	136672678	plus	13	608582
9606	Homo sapiens	1956	EGFR	7p12	7	NC_000007.14	55019032	55207338	plus	30	131550
9606	Homo sapiens	54583	EGLN1	1q42.1	1	NC_000001.11	231363751	231425044	minus	5	606425
9606	Homo sapiens	112398	EGLN2	19q13.2	19	NC_000019.10	40799143	40808441	plus	7	606424
9606	Homo sapiens	112399	EGLN3	14q13.1	14	NC_000014.9	33924215	33951083	minus	5	606426
9606	Homo sapiens	1958	EGR1	5q31.1	5	NC_000005.10	138465492	138469315	plus	2	128990
9606	Homo sapiens	79813	EHMT1	9q34.3	9	NC_000009.12	137618992	137836127	plus	37	607001
9606	Homo sapiens	10919	EHMT2	6p21.31	6	NC_000006.12	31879759	31897707	minus	28	604599
9606	Homo sapiens	2014	EMP3	19q13.3	19	NC_000019.10	48325370	48330555	plus	6	602335
9606	Homo sapiens	2022	ENG	9q34.11	9	NC_000009.12	127815012	127854773	minus	16	131195
9606	Homo sapiens	8320	EOMES	3p24.1	3	NC_000003.12	27715949	27722715	minus	6	604615
9606	Homo sapiens	2033	EP300	22q13.2	22	NC_000022.11	41092610	41180077	plus	31	602700
9606	Homo sapiens	2034	EPAS1	2p21-p16	2	NC_000002.12	46297402	46386703	plus	17	603349
9606	Homo sapiens	23136	EPB41L3	18p11.32	18	NC_000018.10	5392381	5630666	minus	33	605331
9606	Homo sapiens	4072	EPCAM	2p21	2	NC_000002.12	47369148	47387028	plus	9	185535
9606	Homo sapiens	2045	EPHA7	6q16.1	6	NC_000006.12	93240020	93419584	minus	18	602190
9606	Homo sapiens	2048	EPHB2	1p36.1-p35	1	NC_000001.11	22710770	22915330	plus	17	600997
9606	Homo sapiens	2050	EPHB4	7q22	7	NC_000007.14	100802565	100827521	minus	17	600011
9606	Homo sapiens	2051	EPHB6	7q33-q35	7	NC_000007.14	142854643	142871093	plus	21	602757
9606	Homo sapiens	2052	EPHX1	1q42.1	1	NC_000001.11	225810074	225845563	plus	10	132810
9606	Homo sapiens	2053	EPHX2	8p21	8	NC_000008.11	27491002	27544922	plus	19	132811
9606	Homo sapiens	79852	EPHX3	19p13.12	19	NC_000019.10	15226919	15233047	minus	8	
9606	Homo sapiens	3266	ERAS	Xp11.23	X	NC_000023.11	48826513	48829869	plus	2	300437
9606	Homo sapiens	2064	ERBB2	17q12	17	NC_000017.11	39688084	39728662	plus	32	164870
9606	Homo sapiens	2066	ERBB4	2q33.3-q34	2	NC_000002.12	211375717	212539155	minus	29	600543
9606	Homo sapiens	2067	ERCC1	19q13.32	19	NC_000019.10	45407333	45478820	minus	12	126380
9606	Homo sapiens	2074	ERCC6	10q11.23	10	NC_000010.11	49454480	49539123	minus	21	609413
9606	Homo sapiens	2069	EREG	4q13.3	4	NC_000004.12	74365143	74388760	plus	5	602061
9606	Homo sapiens	2078	ERG	21q22.3	21	NC_000021.9	38367261	38661833	minus	18	165080
9606	Homo sapiens	54206	ERRFI1	1p36	1	NC_000001.11	8011719	8026333	minus	5	608069
9606	Homo sapiens	30816	ERVW-1	7q21.2	7	NC_000007.14	92468380	92477915	minus	2	604659
9606	Homo sapiens	2099	ESR1	6q25.1	6	NC_000006.12	151690496	152103274	plus	18	133430
9606	Homo sapiens	2100	ESR2	14q23.2	14	NC_000014.9	64172925	64338550	minus	20	601663
9606	Homo sapiens	2120	ETV6	12p13	12	NC_000012.12	11649854	11895402	plus	13	600618
9606	Homo sapiens	2130	EWSR1	22q12.2	22	NC_000022.11	29268009	29300525	plus	19	133450
9606	Homo sapiens	2131	EXT1	8q24.11	8	NC_000008.11	117799363	118111819	minus	11	608177
9606	Homo sapiens	2137	EXTL3	8p21	8	NC_000008.11	28701473	28753690	plus	7	605744
9606	Homo sapiens	2070	EYA4	6q23	6	NC_000006.12	133241335	133532120	plus	22	603550
9606	Homo sapiens	2146	EZH2	7q35-q36	7	NC_000007.14	148807372	148884349	minus	25	601573
9606	Homo sapiens	2150	F2RL1	5q13	5	NC_000005.10	76819008	76835315	plus	2	600933
9606	Homo sapiens	9002	F2RL3	19p12	19	NC_000019.10	16889015	16892019	plus	2	602779
9606	Homo sapiens	2155	F7	13q34	13	NC_000013.11	113105788	113120681	plus	11	613878
9606	Homo sapiens	2170	FABP3	1p33-p32	1	NC_000001.11	31360418	31373283	minus	5	134651
9606	Homo sapiens	2167	FABP4	8q21	8	NC_000008.11	81478497	81483238	minus	4	600434
9606	Homo sapiens	2188	FANCF	11p15	11	NC_000011.10	22622533	22625841	minus	1	613897
9606	Homo sapiens	355	FAS	10q24.1	10	NC_000010.11	88969801	89017059	plus	14	134637
9606	Homo sapiens	356	FASLG	1q23	1	NC_000001.11	172659008	172666873	plus	4	134638
9606	Homo sapiens	2195	FAT1	4q35	4	NC_000004.12	186587783	186726915	minus	29	600976
9606	Homo sapiens	2091	FBL	19q13.1	19	NC_000019.10	39834453	39846414	minus	9	134795
9606	Homo sapiens	80204	FBXO11	2p16.3	2	NC_000002.12	47806920	47906535	minus	24	607871
9606	Homo sapiens	114907	FBXO32	8q24.13	8	NC_000008.11	123497887	123541253	minus	9	606604
9606	Homo sapiens	55294	FBXW7	4q31.3	4	NC_000004.12	152321258	152536095	minus	16	606278
9606	Homo sapiens	2212	FCGR2A	1q23	1	NC_000001.11	161505415	161524048	plus	10	146790
9606	Homo sapiens	400550	FENDRR	16q24.1	16	NC_000016.10	86474525	86508860	minus	7	614975
9606	Homo sapiens	2242	FES	15q26.1	15	NC_000015.10	90884435	90895776	plus	19	190030
9606	Homo sapiens	2247	FGF2	4q26	4	NC_000004.12	122826708	122898235	plus	3	134920
9606	Homo sapiens	2260	FGFR1	8p11.23-p11.22	8	NC_000008.11	38411138	38468834	minus	24	136350
9606	Homo sapiens	2263	FGFR2	10q26	10	NC_000010.11	121478330	121598656	minus	23	176943
9606	Homo sapiens	2261	FGFR3	4p16.3	4	NC_000004.12	1793299	1808872	plus	19	134934
9606	Homo sapiens	2264	FGFR4	5q35.2	5	NC_000005.10	177086872	177098142	plus	19	134935
9606	Homo sapiens	2271	FH	1q42.1	1	NC_000001.11	241497557	241519785	minus	11	136850
9606	Homo sapiens	2272	FHIT	3p14.2	3	NC_000003.12	59747587	61251459	minus	14	601153
9606	Homo sapiens	2273	FHL1	Xq26	X	NC_000023.11	136146702	136211359	plus	15	300163
9606	Homo sapiens	11259	FILIP1L	3q12.1	3	NC_000003.12	99833144	100114513	minus	10	612993
9606	Homo sapiens	8468	FKBP6	7q11.23	7	NC_000007.14	73328152	73358637	plus	9	604839
9606	Homo sapiens	2313	FLI1	11q24.1-q24.3	11	NC_000011.10	128686535	128813267	plus	13	193067
9606	Homo sapiens	2321	FLT1	13q12	13	NC_000013.11	28300346	28495128	minus	33	165070
9606	Homo sapiens	158521	FMR1NB	Xq28	X	NC_000023.11	147981329	148026667	plus	6	
9606	Homo sapiens	2353	FOS	14q24.3	14	NC_000014.9	75278778	75282234	plus	4	164810
9606	Homo sapiens	3169	FOXA1	14q21.1	14	NC_000014.9	37589552	37595120	minus	2	602294
9606	Homo sapiens	3170	FOXA2	20p11	20	NC_000020.11	22581004	22585463	minus	5	600288
9606	Homo sapiens	2296	FOXC1	6p25	6	NC_000006.12	1610446	1613897	plus	1	601090
9606	Homo sapiens	2305	FOXM1	12p13	12	NC_000012.12	2857681	2877155	minus	11	602341
9606	Homo sapiens	2309	FOXO3	6q21	6	NC_000006.12	108559823	108684769	plus	9	602681
9606	Homo sapiens	93986	FOXP2	7q31	7	NC_000007.14	114086310	114693772	plus	24	605317
9606	Homo sapiens	50943	FOXP3	Xp11.23	X	NC_000023.11	49250436	49269727	minus	13	300292
9606	Homo sapiens	2357	FPR1	19q13.4	19	NC_000019.10	51745770	51751897	minus	3	136537
9606	Homo sapiens	2487	FRZB	2q32.1	2	NC_000002.12	182833275	182866770	minus	6	605083
9606	Homo sapiens	10468	FST	5q11.2	5	NC_000005.10	53480341	53487134	plus	7	136470
9606	Homo sapiens	79068	FTO	16q12.2	16	NC_000016.10	53703963	54114467	plus	12	610966
9606	Homo sapiens	29960	FTSJ2	7p22	7	NC_000007.14	2234291	2242198	minus	3	606906
9606	Homo sapiens	2521	FUS	16p11.2	16	NC_000016.10	31179704	31194871	plus	15	137070
9606	Homo sapiens	2526	FUT4	11q21	11	NC_000011.10	94543851	94549898	plus	1	104230
9606	Homo sapiens	2395	FXN	9q21.11	9	NC_000009.12	69035563	69100178	plus	6	606829
9606	Homo sapiens	2534	FYN	6q21	6	NC_000006.12	111660332	111873452	minus	19	137025
9606	Homo sapiens	7976	FZD3	8p21	8	NC_000008.11	28494205	28574268	plus	15	606143
9606	Homo sapiens	8326	FZD9	7q11.23	7	NC_000007.14	73433779	73436120	plus	1	601766
9606	Homo sapiens	50486	G0S2	1q32.2	1	NC_000001.11	209675325	209676390	plus	2	614447
9606	Homo sapiens	1647	GADD45A	1p31.2	1	NC_000001.11	67685177	67688338	plus	4	126335
9606	Homo sapiens	10912	GADD45G	9q22.1-q22.2	9	NC_000009.12	89605012	89606555	plus	4	604949
9606	Homo sapiens	2587	GALR1	18q23	18	NC_000018.10	77250052	77270142	plus	3	600377
9606	Homo sapiens	8811	GALR2	17q25.3	17	NC_000017.11	76072088	76077541	plus	4	603691
9606	Homo sapiens	2624	GATA2	3q21.3	3	NC_000003.12	128479422	128493187	minus	8	137295
9606	Homo sapiens	2625	GATA3	10p15	10	NC_000010.11	8045428	8075201	plus	8	131320
9606	Homo sapiens	2626	GATA4	8p23.1-p22	8	NC_000008.11	11676924	11760001	plus	12	600576
9606	Homo sapiens	140628	GATA5	20q13.33	20	NC_000020.11	62463497	62475970	minus	8	611496
9606	Homo sapiens	2627	GATA6	18q11.1-q11.2	18	NC_000018.10	22169437	22202528	plus	7	601656
9606	Homo sapiens	9518	GDF15	19p13.11	19	NC_000019.10	18386158	18389176	plus	2	605312
9606	Homo sapiens	2668	GDNF	5p13.1-p12	5	NC_000005.10	37812677	37839680	minus	7	600837
9606	Homo sapiens	2670	GFAP	17q21	17	NC_000017.11	44905626	44915552	minus	10	137780
9606	Homo sapiens	8328	GFI1B	9q34.13	9	NC_000009.12	132945545	132993434	plus	15	604383
9606	Homo sapiens	2688	GH1	17q24.2	17	NC_000017.11	63917193	63918852	minus	5	139250
9606	Homo sapiens	2706	GJB2	13q11-q12	13	NC_000013.11	20187463	20192975	minus	3	121011
9606	Homo sapiens	11010	GLIPR1	12q21.2	12	NC_000012.12	75480733	75501936	plus	7	602692
9606	Homo sapiens	2740	GLP1R	6p21	6	NC_000006.12	39048781	39091303	plus	14	138032
9606	Homo sapiens	26205	GMEB2	20q13.33	20	NC_000020.11	63587602	63627028	minus	11	607451
9606	Homo sapiens	2778	GNAS	20q13.3	20	NC_000020.11	58839740	58911195	plus	16	139320
9606	Homo sapiens	10020	GNE	9p13.3	9	NC_000009.12	36214441	36277056	minus	13	603824
9606	Homo sapiens	27232	GNMT	6p12	6	NC_000006.12	42939415	42963880	plus	9	606628
9606	Homo sapiens	2817	GPC1	2q35-q37	2	NC_000002.12	240435698	240468078	plus	10	600395
9606	Homo sapiens	2719	GPC3	Xq26.1	X	NC_000023.11	133535745	133985646	minus	9	300037
9606	Homo sapiens	2878	GPX3	5q33.1	5	NC_000005.10	151020438	151028993	plus	5	138321
9606	Homo sapiens	2882	GPX7	1p32	1	NC_000001.11	52602371	52609051	plus	3	615784
9606	Homo sapiens	79977	GRHL2	8q22.3	8	NC_000008.11	101492406	101678098	plus	18	608576
9606	Homo sapiens	2892	GRIA3	Xq25	X	NC_000023.11	123184243	123490915	plus	19	305915
9606	Homo sapiens	2904	GRIN2B	12p12	12	NC_000012.12	13537337	13982002	minus	16	138252
9606	Homo sapiens	2896	GRN	17q21.32	17	NC_000017.11	44345086	44353106	plus	13	138945
9606	Homo sapiens	2932	GSK3B	3q13.3	3	NC_000003.12	119821321	120094417	minus	12	605004
9606	Homo sapiens	2934	GSN	9q33	9	NC_000009.12	121210803	121332844	plus	32	137350
9606	Homo sapiens	2935	GSPT1	16p13.1	16	NC_000016.10	11868128	11916662	minus	16	139259
9606	Homo sapiens	2944	GSTM1	1p13.3	1	NC_000001.11	109687796	109693745	plus	8	138350
9606	Homo sapiens	2947	GSTM3	1p13.3	1	NC_000001.11	109733932	109741038	minus	9	138390
9606	Homo sapiens	2950	GSTP1	11q13	11	NC_000011.10	67583595	67586653	plus	7	134660
9606	Homo sapiens	2952	GSTT1	22q11.23	22						600436
9606	Homo sapiens	283120	H19	11p15.5	11	NC_000011.10	1995176	1997835	minus	5	103280
9606	Homo sapiens	9555	H2AFY	5q31.1	5	NC_000005.10	135334381	135400147	minus	14	610054
9606	Homo sapiens	3015	H2AFZ	4q24	4	NC_000004.12	99948087	99950355	minus	5	142763
9606	Homo sapiens	23498	HAAO	2p21	2	NC_000002.12	42767089	42793138	minus	11	604521
9606	Homo sapiens	57531	HACE1	6q16.3	6	NC_000006.12	104682659	104859919	minus	30	610876
9606	Homo sapiens	3043	HBB	11p15.5	11	NC_000011.10	5225466	5227071	minus	3	141900
9606	Homo sapiens	3054	HCFC1	Xq28	X	NC_000023.11	153947557	153971833	minus	26	300019
9606	Homo sapiens	3065	HDAC1	1p34	1	NC_000001.11	32292107	32333628	plus	15	601241
9606	Homo sapiens	8841	HDAC3	5q31	5	NC_000005.10	141620876	141636856	minus	15	605166
9606	Homo sapiens	9759	HDAC4	2q37.3	2	NC_000002.12	239048168	239401647	minus	37	605314
9606	Homo sapiens	10014	HDAC5	17q21	17	NC_000017.11	44076753	44123646	minus	29	605315
9606	Homo sapiens	3070	HELLS	10q24.2	10	NC_000010.11	94545767	94602099	plus	25	603946
9606	Homo sapiens	8924	HERC2	15q13	15	NC_000015.10	28111037	28322172	minus	98	605837
9606	Homo sapiens	64399	HHIP	4q28-q32	4	NC_000004.12	144645996	144741400	plus	13	606178
9606	Homo sapiens	3090	HIC1	17p13.3	17	NC_000017.11	2055099	2059687	plus	3	603825
9606	Homo sapiens	3091	HIF1A	14q23.2	14	NC_000014.9	61695401	61748259	plus	16	603348
9606	Homo sapiens	55662	HIF1AN	10q24	10	NC_000010.11	100535884	100553924	plus	8	606615
9606	Homo sapiens	25988	HINFP	11q23.3	11	NC_000011.10	119121523	119135055	plus	13	607099
9606	Homo sapiens	3094	HINT1	5q31.2	5	NC_000005.10	131159283	131165348	minus	5	601314
9606	Homo sapiens	8361	HIST1H4F	6p22.2	6	NC_000006.12	26240426	26240793	plus	1	602824
9606	Homo sapiens	126961	HIST2H3C	1q21.2	1	NC_000001.11	149840687	149841193	minus	1	142780
9606	Homo sapiens	8290	HIST3H3	1q42	1	NC_000001.11	228424845	228425325	minus	1	602820
9606	Homo sapiens	121504	HIST4H4	12p12.3	12	NC_000012.12	14770720	14771131	minus	1	615069
9606	Homo sapiens	3105	HLA-A	6p21.3	6	NC_000006.12	29942470	29945884	plus	8	142800
9606	Homo sapiens	3123	HLA-DRB1	6p21.3	6	NC_000006.12	32578769	32589836	minus	6	142857
9606	Homo sapiens	3127	HLA-DRB5	6p21.3	6	NC_000006.12	32517374	32530316	minus	7	604776
9606	Homo sapiens	3135	HLA-G	6p21.3	6	NC_000006.12	29826979	29831122	plus	8	142871
9606	Homo sapiens	6596	HLTF	3q25.1-q26.1	3	NC_000003.12	149030117	149086554	minus	25	603257
9606	Homo sapiens	3159	HMGA1	6p21	6	NC_000006.12	34236800	34246231	plus	8	600701
9606	Homo sapiens	8091	HMGA2	12q15	12	NC_000012.12	65824460	65966291	plus	7	600698
9606	Homo sapiens	6927	HNF1A	12q24.2	12	NC_000012.12	120977787	121002512	plus	9	142410
9606	Homo sapiens	6928	HNF1B	17q12	17	NC_000017.11	37686431	37745078	minus	11	189907
9606	Homo sapiens	3181	HNRNPA2B1	7p15	7	NC_000007.14	26189927	26200793	minus	15	600124
9606	Homo sapiens	3190	HNRNPK	9q21.32-q21.33	9	NC_000009.12	83968083	83980654	minus	18	600712
9606	Homo sapiens	84525	HOPX	4q12	4	NC_000004.12	56647988	56681706	minus	9	607275
9606	Homo sapiens	100124700	HOTAIR	12q13.13	12	NC_000012.12	53962308	53974956	minus	7	611400
9606	Homo sapiens	3198	HOXA1	7p15.3	7	NC_000007.14	27092993	27096006	minus	3	142955
9606	Homo sapiens	3206	HOXA10	7p15.2	7	NC_000007.14	27170591	27180261	minus	3	142957
9606	Homo sapiens	3207	HOXA11	7p15.2	7	NC_000007.14	27181157	27185216	minus	2	142958
9606	Homo sapiens	3201	HOXA4	7p15.2	7	NC_000007.14	27128507	27130780	minus	2	142953
9606	Homo sapiens	3202	HOXA5	7p15.2	7	NC_000007.14	27141052	27143668	minus	2	142952
9606	Homo sapiens	3205	HOXA9	7p15.2	7	NC_000007.14	27162438	27165530	minus	2	142956
9606	Homo sapiens	10481	HOXB13	17q21.2	17	NC_000017.11	48724763	48728749	minus	2	604607
9606	Homo sapiens	3214	HOXB4	17q21.32	17	NC_000017.11	48575507	48578381	minus	2	142965
9606	Homo sapiens	3231	HOXD1	2q31.1	2	NC_000002.12	176188579	176190907	plus	3	142987
9606	Homo sapiens	3232	HOXD3	2q31.1	2	NC_000002.12	176136921	176173102	plus	9	142980
9606	Homo sapiens	3251	HPRT1	Xq26.1	X	NC_000023.11	134452842	134500668	plus	11	308000
9606	Homo sapiens	10855	HPSE	4q21.3	4	NC_000004.12	83292461	83335153	minus	13	604724
9606	Homo sapiens	3265	HRAS	11p15.5	11	NC_000011.10	532242	535561	minus	7	190020
9606	Homo sapiens	3274	HRH2	5q35.2	5	NC_000005.10	175657796	175710756	plus	8	142703
9606	Homo sapiens	8739	HRK	12q24.22	12	NC_000012.12	116860420	116881427	minus	5	603447
9606	Homo sapiens	3291	HSD11B2	16q22	16	NC_000016.10	67431133	67437553	plus	5	614232
9606	Homo sapiens	3292	HSD17B1	17q11-q21	17	NC_000017.11	42551943	42555214	plus	5	109684
9606	Homo sapiens	51144	HSD17B12	11p11.2	11	NC_000011.10	43680593	43856619	plus	11	609574
9606	Homo sapiens	3320	HSP90AA1	14q32.33	14	NC_000014.9	102080738	102139759	minus	13	140571
9606	Homo sapiens	3326	HSP90AB1	6p12	6	NC_000006.12	44246166	44253888	plus	13	140572
9606	Homo sapiens	3304	HSPA1B	6p21.3	6	NC_000006.12	31827735	31830254	plus	1	603012
9606	Homo sapiens	3308	HSPA4	5q31.1	5	NC_000005.10	133051970	133105017	plus	19	601113
9606	Homo sapiens	3315	HSPB1	7q11.23	7	NC_000007.14	76302558	76304297	plus	3	602195
9606	Homo sapiens	3316	HSPB2	11q22-q23	11	NC_000011.10	111912736	111914093	plus	2	602179
9606	Homo sapiens	126393	HSPB6	19q13.12	19	NC_000019.10	35754566	35757029	minus	3	610695
9606	Homo sapiens	26353	HSPB8	12q24.23	12	NC_000012.12	119178790	119194746	plus	3	608014
9606	Homo sapiens	10553	HTATIP2	11p15.1	11	NC_000011.10	20363685	20383783	plus	6	605628
9606	Homo sapiens	3356	HTR2A	13q14-q21	13	NC_000013.11	46831542	46897076	minus	4	182135
9606	Homo sapiens	94031	HTRA3	4p16.1	4	NC_000004.12	8269754	8307111	plus	10	608785
9606	Homo sapiens	8692	HYAL2	3p21.3	3	NC_000003.12	50317790	50322850	minus	6	603551
9606	Homo sapiens	3400	ID4	6p22.3	6	NC_000006.12	19837370	19842200	plus	3	600581
9606	Homo sapiens	3417	IDH1	2q33.3	2	NC_000002.12	208236227	208255143	minus	12	147700
9606	Homo sapiens	3418	IDH2	15q26.1	15	NC_000015.10	90083978	90102554	minus	12	147650
9606	Homo sapiens	8870	IER3	6p21.3	6	NC_000006.12	30743199	30744550	minus	2	602996
9606	Homo sapiens	3439	IFNA1	9p22	9	NC_000009.12	21440454	21441316	plus	1	147660
9606	Homo sapiens	3458	IFNG	12q14	12	NC_000012.12	68154770	68159741	minus	4	147570
9606	Homo sapiens	3479	IGF1	12q23.2	12	NC_000012.12	102395867	102481786	minus	7	147440
9606	Homo sapiens	3480	IGF1R	15q26.3	15	NC_000015.10	98648539	98964530	plus	24	147370
9606	Homo sapiens	3481	IGF2	11p15.5	11	NC_000011.10	2129112	2149603	minus	9	147470
9606	Homo sapiens	51214	IGF2-AS	11p15.5	11	NC_000011.10	2140528	2148666	plus	2	610146
9606	Homo sapiens	3482	IGF2R	6q26	6	NC_000006.12	159969099	160106551	plus	48	147280
9606	Homo sapiens	3486	IGFBP3	7p12.3	7	NC_000007.14	45912245	45921272	minus	5	146732
9606	Homo sapiens	3490	IGFBP7	4q12	4	NC_000004.12	57031071	57110385	minus	5	602867
9606	Homo sapiens	3549	IHH	2q33-q35	2	NC_000002.12	219054420	219060516	minus	3	600726
9606	Homo sapiens	3586	IL10	1q31-q32	1	NC_000001.11	206767602	206774607	minus	6	124092
9606	Homo sapiens	3589	IL11	19q13.3-q13.4	19	NC_000019.10	55364382	55370463	minus	5	147681
9606	Homo sapiens	3595	IL12RB2	1p31.3-p31.2	1	NC_000001.11	67307351	67396900	plus	19	601642
9606	Homo sapiens	3596	IL13	5q31	5	NC_000005.10	132658173	132661109	plus	4	147683
9606	Homo sapiens	3601	IL15RA	10p15.1	10	NC_000010.11	5948900	5978634	minus	11	601070
9606	Homo sapiens	3605	IL17A	6p12	6	NC_000006.12	52186387	52190638	plus	3	603149
9606	Homo sapiens	27189	IL17C	16q24	16	NC_000016.10	88638593	88640474	plus	3	604628
9606	Homo sapiens	112744	IL17F	6p12	6	NC_000006.12	52236681	52245689	minus	4	606496
9606	Homo sapiens	29949	IL19	1q32.2	1	NC_000001.11	206798870	206842981	plus	8	605687
9606	Homo sapiens	3552	IL1A	2q14	2	NC_000002.12	112773915	112785394	minus	7	147760
9606	Homo sapiens	3553	IL1B	2q14	2	NC_000002.12	112829751	112836779	minus	7	147720
9606	Homo sapiens	7850	IL1R2	2q12	2	NC_000002.12	101991816	102028544	plus	15	147811
9606	Homo sapiens	3558	IL2	4q26-q27	4	NC_000004.12	122451470	122456495	minus	4	147680
9606	Homo sapiens	50604	IL20	1q32	1	NC_000001.11	206865354	206869223	plus	6	605619
9606	Homo sapiens	51561	IL23A	12q13.3	12	NC_000012.12	56334158	56340410	plus	6	605580
9606	Homo sapiens	149233	IL23R	1p31.3	1	NC_000001.11	67138640	67259979	plus	14	607562
9606	Homo sapiens	246778	IL27	16p11	16	NC_000016.10	28499069	28526399	minus	6	608273
9606	Homo sapiens	3565	IL4	5q31.1	5	NC_000005.10	132673986	132682678	plus	4	147780
9606	Homo sapiens	3569	IL6	7p21	7	NC_000007.14	22725442	22732002	plus	6	147620
9606	Homo sapiens	3574	IL7	8q12-q13	8	NC_000008.11	78675872	78805523	minus	9	146660
9606	Homo sapiens	3575	IL7R	5p13	5	NC_000005.10	35856875	35879603	plus	8	146661
9606	Homo sapiens	3609	ILF3	19p13.2	19	NC_000019.10	10654261	10692419	plus	21	603182
9606	Homo sapiens	3630	INS	11p15.5	11	NC_000011.10	2159779	2161209	minus	3	176730
9606	Homo sapiens	3643	INSR	19p13.3-p13.2	19	NC_000019.10	7112255	7294000	minus	22	147670
9606	Homo sapiens	10788	IQGAP2	5q13.3	5	NC_000005.10	76403255	76708132	plus	39	605401
9606	Homo sapiens	3654	IRAK1	Xq28	X	NC_000023.11	154010506	154024584	minus	14	300283
9606	Homo sapiens	3662	IRF4	6p25-p23	6	NC_000006.12	391739	411443	plus	10	601900
9606	Homo sapiens	3663	IRF5	7q32	7	NC_000007.14	128937737	128950042	plus	14	607218
9606	Homo sapiens	3667	IRS1	2q36	2	NC_000002.12	226731317	226798790	minus	2	147545
9606	Homo sapiens	79192	IRX1	5p15.3	5	NC_000005.10	3596054	3601403	plus	4	606197
9606	Homo sapiens	3672	ITGA1	5q11.2	5	NC_000005.10	52788302	52953655	plus	29	192968
9606	Homo sapiens	3673	ITGA2	5q11.2	5	NC_000005.10	52989326	53094779	plus	30	192974
9606	Homo sapiens	3676	ITGA4	2q31.3	2	NC_000002.12	181456892	181537747	plus	28	192975
9606	Homo sapiens	3683	ITGAL	16p11.2	16	NC_000016.10	30472662	30523185	plus	31	153370
9606	Homo sapiens	80760	ITIH5	10p14	10	NC_000010.11	7559270	7666998	minus	17	609783
9606	Homo sapiens	3717	JAK2	9p24	9	NC_000009.12	4985245	5128183	plus	25	147796
9606	Homo sapiens	83700	JAM3	11q25	11	NC_000011.10	134068925	134151757	plus	9	606871
